"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"PRPF6",41,19,25,16,12,4,3,6,93,15,6,7,7,8,90,50,25,4,34,85,1,3,0,3,13,1,3,85,8,9,53,107,84,14
"LINC00176",0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,29,1,0,0,27,1,5,2,0,0,0,0,2,1,3,5,0,25,0
"SOX18",0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,231,0
"TCEA2",12,24,6,9,3,2,1,4,83,9,2,2,8,2,26,7,5,2,8,15,0,1,0,0,6,3,0,23,3,2,6,2,64,8
"RGS19",144,4,15,57,2,5,7,0,20,7,4,0,5,17,240,45,29,1,104,80,7,3,2,1,3,5,5,155,9,12,33,4,31,3
"OPRL1",3,1,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"LKAAEAR1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PCMTD2",10,11,3,5,2,1,2,1,52,10,3,0,8,1,20,18,9,0,7,21,2,1,0,0,1,1,1,13,2,1,20,26,26,5
"LINC00266-1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-3113P16.11",2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,2,7,0
"PLPP2",1,3,0,1,1,0,0,1,2,0,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,171,29,0
"MIER2",10,4,0,6,2,0,0,0,17,2,2,0,0,1,8,6,3,2,6,2,1,0,0,0,0,1,0,9,1,1,3,7,125,3
"C2CD4C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0
"SHC2",1,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,3,19,0
"ODF3L2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MADCAM1",1,0,1,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,106,0
"AC005775.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TPGS1",12,9,5,8,4,1,0,1,20,5,2,0,1,1,10,12,2,0,4,14,2,1,0,0,4,0,1,10,0,1,15,15,24,2
"CDC34",7,5,2,4,0,0,0,3,15,4,1,0,2,1,4,2,6,0,3,3,0,0,0,0,3,0,2,17,0,2,2,43,21,2
"GZMM",3,0,142,3,31,31,26,1,1,54,18,0,2,1,7,84,169,0,8,102,2,10,3,0,0,0,0,5,12,13,68,4,1,1
"AC009005.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,9,1,0
"BSG",201,154,39,58,19,12,14,27,532,64,8,5,19,25,174,101,72,40,50,105,5,7,2,6,54,19,5,276,22,37,142,481,347,58
"HCN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POLRMT",15,7,7,4,0,4,2,0,21,3,0,0,2,0,18,9,8,2,9,12,0,1,0,1,2,1,2,23,2,1,6,34,15,4
"FGF22",1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"RNF126",27,11,26,22,8,9,8,1,29,12,0,0,5,3,90,46,28,2,28,61,2,2,5,3,2,5,2,115,8,11,47,91,38,8
"AC004156.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"FSTL3",3,21,1,0,0,0,0,47,107,0,0,0,1,0,4,0,1,5,1,1,0,0,0,0,2,0,0,3,0,0,3,5,6,9
"PRSS57",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PALM",0,3,0,0,0,0,0,1,71,0,0,0,6,0,1,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,1,27,3
"MISP",1,0,2,2,2,0,0,0,5,0,0,0,0,0,7,2,5,0,0,2,0,0,0,0,0,0,0,6,1,0,1,506,5,1
"AC006273.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"AC006273.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PTBP1",60,33,33,24,18,6,7,7,86,33,4,1,14,0,114,49,37,8,44,80,5,7,1,3,5,8,3,271,15,29,81,166,113,8
"AZU1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PRTN3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELANE",1,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CFD",226,54,12,45,2,2,0,2,15001,5,3,1,2,5,47,16,11,0,14,23,1,2,1,0,2,2,39,36,3,1,18,74,33,3
"MED16",17,6,3,2,4,0,1,0,27,7,1,0,1,0,26,10,7,2,17,15,1,0,0,1,5,2,2,53,1,5,18,30,21,2
"R3HDM4",15,13,20,14,7,2,4,2,37,12,0,2,3,6,93,33,27,5,19,44,2,0,0,2,4,2,1,76,6,4,43,46,39,4
"KISS1R",0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0
"ARID3A",20,2,5,6,1,1,0,2,14,3,0,0,1,2,29,5,4,0,11,2,0,0,0,1,3,6,3,8,1,2,4,100,8,0
"WDR18",38,17,10,20,3,1,1,7,69,10,4,1,3,2,34,19,10,3,12,17,1,4,1,0,7,2,2,98,4,8,35,60,47,7
"LLNLR-284B4.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,1,0,0,2,1,2,0
"TMEM259",33,20,11,20,3,1,2,10,65,16,1,0,4,3,53,26,18,0,18,38,1,0,0,2,10,5,3,62,7,10,32,84,62,4
"CNN2",40,56,55,70,15,11,11,1,78,17,5,1,1,0,199,81,54,8,113,138,6,3,0,1,12,6,1,393,15,20,67,150,32,14
"ABCA7",1,0,4,2,1,0,0,0,1,2,1,0,0,0,15,6,1,0,1,12,0,0,0,0,0,1,0,10,1,0,3,10,6,0
"HMHA1",52,1,52,31,13,11,12,6,5,28,10,1,0,2,174,97,56,0,81,142,7,6,3,2,0,3,5,109,9,13,79,22,10,1
"POLR2E",128,33,19,50,19,1,3,16,147,37,3,5,5,4,115,50,38,9,47,51,1,4,2,0,15,13,11,251,25,16,77,171,137,15
"GPX4",941,237,58,310,36,20,18,59,1143,146,11,8,27,59,521,229,106,21,132,361,7,15,4,14,42,15,56,430,32,28,306,538,383,104
"SBNO2",7,4,2,5,1,0,2,2,12,3,1,0,1,0,12,10,4,0,1,8,0,0,0,0,0,0,2,16,0,1,5,22,26,1
"STK11",13,4,1,1,1,0,0,0,24,4,2,0,0,2,11,6,6,0,2,11,1,1,0,2,6,0,3,6,0,0,7,34,19,3
"ATP5D",345,127,125,148,44,28,34,16,513,145,21,5,32,35,527,196,119,25,203,285,11,22,4,9,61,25,35,671,41,49,257,1006,363,86
"MIDN",27,15,14,14,8,3,8,2,38,7,5,0,2,3,146,23,23,4,35,32,1,1,0,0,9,1,7,89,2,1,14,152,131,11
"CIRBP",278,136,159,122,42,27,46,58,883,243,21,16,52,51,818,344,205,35,375,571,22,26,11,13,92,29,13,929,42,15,485,236,542,149
"CIRBP-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf24",118,35,35,28,22,7,8,2,121,37,8,0,9,7,128,46,40,4,42,95,5,4,1,7,5,7,2,114,15,13,87,156,124,8
"MUM1",17,17,9,9,3,0,1,6,96,8,2,0,0,3,43,13,8,6,30,13,2,2,0,0,10,0,3,28,1,2,15,47,39,15
"EFNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"AC004623.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NDUFS7",194,52,27,90,20,12,6,20,198,52,7,1,16,10,182,76,59,27,60,107,5,1,2,6,25,14,19,336,21,13,118,335,172,32
"AC005329.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"GAMT",9,3,4,3,0,1,2,1,65,4,0,0,0,3,17,12,4,0,10,23,1,0,0,2,12,0,0,21,4,1,6,0,15,19
"DAZAP1",24,9,8,12,3,3,2,2,21,8,1,1,3,2,41,23,18,1,6,21,3,0,0,0,4,4,1,95,6,7,25,85,39,4
"RPS15",2623,1349,1799,1773,417,343,487,260,5311,1550,191,89,289,341,10792,4084,2064,147,3529,6808,298,217,89,146,345,339,258,7125,401,326,3252,8320,4070,475
"CTB-25B13.5",0,2,0,0,0,0,0,0,6,3,1,0,0,0,4,5,3,0,3,9,1,0,0,0,1,0,0,7,0,0,4,5,2,1
"APC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CTB-25B13.12",2,1,0,0,0,0,0,1,3,2,0,0,0,0,5,0,1,1,0,1,0,0,0,0,1,1,0,4,0,0,3,3,1,0
"C19orf25",22,19,19,11,7,5,3,4,50,21,1,1,2,1,87,42,24,0,24,40,3,4,0,4,7,8,1,78,3,4,35,57,48,5
"PCSK4",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"REEP6",7,0,0,2,0,0,1,0,4,2,0,0,0,0,0,2,2,0,0,6,0,2,0,0,0,0,0,0,0,0,3,18,3,0
"ADAMTSL5",0,0,1,0,1,1,1,0,8,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0
"MEX3D",4,6,0,0,0,0,0,0,11,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,15,8,1
"MBD3",18,5,5,5,1,0,1,2,25,2,2,0,1,1,12,7,2,3,5,6,0,1,1,2,2,1,1,25,2,2,4,28,29,1
"UQCR11",736,165,168,234,69,38,32,43,649,232,22,10,54,52,564,327,206,40,198,430,18,33,5,25,70,61,39,721,44,52,453,1344,590,111
"TCF3",6,6,3,2,0,0,1,0,25,6,1,1,0,0,40,4,5,0,12,3,0,1,0,1,2,7,0,116,3,0,6,26,18,3
"AC005256.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ONECUT3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP8B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,1,2,0,0,1,0
"REXO1",12,0,5,0,1,0,2,1,6,1,1,1,0,1,22,8,3,0,6,13,0,0,0,2,0,0,0,18,2,1,9,15,13,0
"CTB-31O20.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLF16",8,2,3,3,0,0,0,0,3,0,0,0,1,1,4,2,2,0,1,3,1,0,0,2,1,0,0,5,0,1,1,28,11,0
"CTB-31O20.2",2,1,2,3,1,0,1,0,9,1,0,0,0,0,2,4,3,0,3,8,0,0,1,0,0,1,0,2,1,0,2,8,2,2
"ABHD17A",34,10,32,8,10,4,2,3,63,19,3,0,3,2,78,29,36,0,27,47,2,4,1,1,2,1,0,46,6,10,48,53,135,7
"SCAMP4",17,9,3,6,2,0,2,2,32,4,2,0,3,1,21,8,8,0,6,12,0,0,0,1,1,1,0,34,0,3,8,35,33,5
"ADAT3",0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
"CSNK1G2",17,6,3,6,1,3,0,1,15,7,1,0,0,3,34,16,7,0,11,23,0,2,0,1,0,1,1,18,2,1,6,25,27,2
"BTBD2",6,4,2,5,0,1,0,1,14,1,0,0,2,0,15,2,4,0,1,8,0,0,1,0,3,2,1,6,0,1,3,26,24,1
"MKNK2",44,8,9,15,2,2,2,3,20,8,0,1,10,1,80,13,7,2,18,23,1,1,0,1,6,1,2,114,2,1,19,97,82,8
"MOB3A",25,9,6,18,1,0,3,4,30,8,0,0,1,3,83,15,6,1,24,33,1,0,1,0,5,4,8,135,6,2,29,16,22,5
"IZUMO4",0,0,3,0,1,0,1,4,11,6,0,0,0,0,10,7,2,0,3,10,1,0,0,0,1,0,0,33,1,0,21,5,2,0
"AP3D1",36,10,7,12,0,3,2,2,43,10,1,0,6,2,35,20,16,0,12,20,1,2,0,8,3,4,2,63,8,5,17,92,43,2
"DOT1L",13,1,1,6,0,0,0,0,5,0,1,0,0,0,21,5,2,0,3,4,1,1,0,0,1,0,0,26,0,2,7,21,9,2
"AC004490.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLEKHJ1",53,16,26,24,11,4,8,7,81,22,1,1,4,1,183,35,31,3,50,47,0,2,1,2,4,13,2,212,7,13,42,242,40,13
"SF3A2",40,21,35,17,14,7,8,5,86,14,0,1,14,3,92,34,28,4,36,63,2,2,1,4,9,2,0,173,11,14,39,59,56,14
"AMH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"JSRP1",1,0,0,1,0,0,1,0,0,2,0,0,0,0,3,2,1,0,3,2,0,0,0,0,0,2,0,8,0,0,5,24,1,0
"OAZ1",1876,290,317,754,131,77,82,81,1332,390,39,9,80,127,2140,540,405,36,855,746,22,36,13,62,87,140,150,3815,145,130,1103,1345,758,172
"C19orf35",3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LINGO3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"LSM7",130,58,55,74,32,12,6,16,249,73,7,2,13,12,421,89,72,10,209,143,5,10,1,6,18,29,10,630,24,33,121,568,206,24
"SPPL2B",5,8,5,2,3,0,0,3,28,5,0,0,3,1,41,1,5,4,28,12,0,1,2,0,2,1,0,37,3,1,8,61,21,1
"TMPRSS9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIMM13",143,76,15,72,13,4,2,14,241,22,3,0,11,10,94,36,21,8,43,66,0,3,1,7,17,9,11,292,8,14,56,465,184,13
"LMNB2",18,4,2,6,0,0,0,0,15,2,2,1,2,0,10,3,0,2,1,7,0,1,0,2,1,1,0,42,3,9,7,25,13,0
"AC005624.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GADD45B",205,119,23,91,10,7,8,10,400,4,18,3,17,15,91,48,52,4,68,79,5,15,3,0,96,12,12,180,10,13,68,82,143,270
"GNG7",2,2,0,9,0,0,0,6,10,1,0,0,0,0,186,2,2,0,83,6,0,0,0,4,1,5,0,99,0,0,0,2,22,1
"CTC-265F19.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIRAS1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SLC39A3",36,18,6,8,7,2,1,5,68,18,2,0,4,1,63,13,7,7,12,28,0,3,0,5,11,6,1,52,4,7,25,39,50,3
"SGTA",24,6,7,13,3,0,1,3,32,4,2,1,3,3,41,13,11,2,10,13,1,2,1,0,5,2,1,56,3,4,16,34,43,7
"THOP1",15,6,1,6,4,2,0,1,23,3,0,0,1,1,26,8,0,1,7,11,1,0,0,0,2,2,0,77,1,7,7,160,18,3
"ZNF554",2,1,0,1,1,0,0,1,7,1,0,0,0,0,1,4,3,1,4,1,0,0,0,0,0,0,0,0,0,1,1,3,2,0
"ZNF555",0,2,0,3,0,0,0,0,9,1,0,0,0,0,2,1,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,2,3,0
"ZNF556",0,2,1,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"ZNF57",0,1,0,1,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,3,9,1,1
"AC006277.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF77",0,1,1,1,0,0,0,0,6,0,0,0,0,0,4,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,2,1
"TLE6",3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
"TLE2",1,6,0,0,0,0,0,1,12,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,1,0,0,3,0,0,3,42,16,0
"AES",97,31,61,33,17,13,20,15,183,37,4,4,9,5,156,159,72,8,95,258,12,9,4,10,19,26,3,191,13,20,139,207,259,9
"AC005944.2",0,0,0,1,0,0,1,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0
"GNA11",9,7,0,0,0,0,0,1,36,0,0,0,1,1,3,1,0,0,0,1,0,0,0,0,3,0,0,2,0,0,2,91,37,5
"AC005262.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GNA15",62,0,0,21,2,0,0,1,1,11,0,0,0,6,1,20,2,0,0,8,0,1,0,6,0,0,5,2,5,3,38,6,1,1
"AC005264.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"S1PR4",12,0,41,12,8,5,7,2,3,10,6,1,0,0,118,42,51,0,56,105,4,2,3,3,1,15,1,30,12,16,68,4,9,0
"NCLN",27,5,7,7,5,1,3,2,30,6,0,0,1,1,21,6,3,0,15,11,0,1,1,1,3,2,2,25,0,7,9,93,21,0
"CELF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NFIC",69,115,7,12,2,1,0,24,610,21,2,1,7,2,25,16,12,15,7,37,0,1,0,0,23,0,2,10,1,3,23,30,162,39
"SMIM24",0,0,0,0,0,0,0,0,1,2,0,1,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0,7,0,0,0,119,0,0
"DOHH",21,14,7,5,4,3,0,3,25,9,1,0,3,5,16,9,6,4,7,9,0,0,0,0,2,2,1,28,5,7,14,29,30,4
"FZR1",17,3,5,2,0,1,3,0,15,1,0,0,2,0,26,11,11,3,8,11,0,1,1,1,1,1,0,43,3,2,11,15,16,3
"MFSD12",73,10,2,11,4,1,0,5,16,4,2,0,2,0,12,8,5,0,6,12,0,0,0,6,0,0,1,11,2,3,8,33,19,2
"C19orf71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AC005786.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMG20B",53,29,13,21,6,4,2,7,86,16,1,4,5,3,35,25,13,7,19,30,0,1,1,0,10,7,3,75,4,5,26,88,108,21
"GIPC3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"TBXA2R",1,2,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,2,1,0,0,0,0,0,0,62,3
"CACTIN-AS1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CACTIN",5,0,1,0,0,0,1,1,10,1,0,0,1,0,5,4,4,0,4,6,1,0,0,0,0,1,0,6,0,1,1,8,14,1
"PIP5K1C",15,9,0,5,3,0,0,0,18,3,0,0,0,3,6,2,2,2,3,4,1,2,0,0,2,1,0,1,2,0,3,13,36,4
"TJP3",2,0,1,0,0,0,1,1,3,0,0,0,0,0,8,4,0,0,0,10,0,0,0,0,0,0,0,1,0,0,6,113,0,0
"APBA3",5,3,0,1,1,2,1,1,12,5,0,1,1,0,17,7,6,0,5,12,1,0,0,1,1,5,1,18,0,0,11,1,7,0
"AC005954.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"MRPL54",98,30,23,43,13,5,5,8,128,23,6,1,5,7,144,38,36,1,65,73,3,6,1,2,8,10,3,185,19,10,61,187,112,12
"MATK",41,0,34,4,4,7,4,0,1,1,6,1,0,5,17,12,52,0,10,8,1,17,2,0,0,0,0,4,0,6,0,1,0,1
"ZFR2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ATCAY",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"NMRK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DAPK3",17,38,4,3,3,1,1,4,67,8,0,1,4,2,23,10,7,4,4,9,1,1,0,1,17,3,2,54,3,3,11,27,69,13
"EEF2",554,570,259,341,66,46,90,74,1997,354,42,27,85,70,2590,917,387,95,839,1380,62,33,23,35,182,134,39,2629,93,43,766,1487,1018,228
"PIAS4",5,6,4,5,0,1,3,4,21,4,3,0,0,0,14,9,6,4,5,5,0,0,0,0,4,2,0,27,2,3,9,14,17,1
"ZBTB7A",24,14,9,14,3,0,2,3,57,3,0,0,2,3,50,12,14,2,12,15,0,1,0,1,4,0,1,10,4,3,12,131,57,7
"MAP2K2",22,7,6,13,3,3,0,1,27,3,0,1,2,1,21,10,14,0,6,20,0,2,0,1,4,0,3,30,3,6,14,132,31,5
"CREB3L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"SIRT6",28,13,4,5,6,0,2,2,38,8,1,0,4,2,24,3,14,1,12,12,1,0,0,2,0,4,1,74,2,5,9,106,42,4
"ANKRD24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"EBI3",31,1,0,7,0,0,1,0,0,10,0,0,0,1,49,4,1,0,9,1,0,0,0,0,0,3,1,103,13,0,27,0,0,0
"CCDC94",22,8,5,10,3,1,3,3,36,7,0,0,1,1,32,21,7,0,12,15,2,1,1,0,2,0,0,38,2,2,14,20,32,1
"SHD",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,60,1,0
"TMIGD2",2,0,2,0,7,0,1,0,0,0,5,3,0,0,2,39,8,0,0,35,3,23,0,4,0,0,0,1,4,24,0,0,0,0
"FSD1",1,2,0,0,1,0,0,0,2,0,0,0,0,0,1,5,2,0,0,1,0,6,0,0,2,0,0,4,2,1,0,0,0,0
"STAP2",3,4,1,0,1,0,0,1,9,1,0,0,3,0,2,2,1,0,3,3,0,0,0,0,0,0,0,3,1,1,4,245,15,2
"MPND",15,6,2,5,1,1,1,0,14,3,0,1,2,1,8,4,1,0,1,2,0,0,0,1,1,0,5,22,0,1,8,33,8,0
"AC007292.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC007292.3",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"SH3GL1",25,19,4,17,5,2,1,1,56,7,0,0,11,0,24,12,3,0,18,13,1,0,0,1,3,2,0,25,1,5,12,31,58,3
"AC007292.6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CHAF1A",14,0,1,9,0,1,1,1,5,7,0,1,0,1,25,3,2,0,0,1,0,0,0,0,0,1,1,84,7,5,5,5,6,0
"UBXN6",47,28,7,15,1,1,3,4,118,14,1,0,5,1,32,26,10,0,16,22,1,0,0,1,5,3,2,45,2,2,21,76,70,8
"CTB-50L17.16",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"CTB-50L17.10",14,8,2,9,2,1,3,2,47,5,0,0,1,0,17,7,9,1,6,13,1,2,0,0,4,1,0,77,1,3,14,26,20,7
"PLIN4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLIN5",1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"CTB-50L17.14",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRG1",3,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,10,26,4,0
"SEMA6B",9,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,2,0,1,2,0,1,0,0,2,0,1,18,0,0,3,1,45,1
"TNFAIP8L1",13,1,4,4,2,0,1,1,10,2,1,1,14,0,35,9,2,2,14,10,0,1,1,0,3,2,0,27,0,3,11,17,55,4
