"","ImmProt_T4.CM_01","ImmProt_T4.CM_02","ImmProt_T4.CM_03","ImmProt_T4.CM_04","ImmProt_T4.CM_01_activated","ImmProt_T4.CM_02_activated","ImmProt_T4.CM_03_activated","ImmProt_T4.CM_04_activated","ImmProt_T4.EM_01","ImmProt_T4.EM_02","ImmProt_T4.EM_03","ImmProt_T4.EM_04","ImmProt_T4.EM_01_activated","ImmProt_T4.EM_02_activated","ImmProt_T4.EM_03_activated","ImmProt_T4.EM_04_activated"
"51268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3029",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"6536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593",1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
"3990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4023",0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
"5226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11343",0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
"1562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93183",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"9227",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1565",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"54965",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"1572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4048",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4056",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5052",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4259",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"10858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"66002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4258",1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1
"4051",0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
"9420",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5831",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"2878",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"2954",0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1
"257202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882",0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1
"5048",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2548",0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1
"10935",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5051",1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0
"5050",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2937",0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1
"5049",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64087",0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1
"7941",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"56922",0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1
"23417",1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0
"2678",0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
"347734",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"57194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5337",0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"4357",0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
"5338",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"2679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4190",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"130013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4191",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4200",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5091",0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"4882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2982",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
"2986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4199",0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0
"10873",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3620",0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
"2983",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"3000",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"1557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545",0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0
"5244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4144",0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1
"4143",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5150",0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
"27430",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4548",0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0
"763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11238",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"4598",0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
"5137",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
"3636",0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1
"5151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23556",1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
"55650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3635",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3633",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
"8867",1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
"5140",0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0
"27124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3632",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"10846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84720",0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"56623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5141",0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
"8622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3628",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"3707",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0
"80235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5144",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"3706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80271",1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"94005",0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
"27115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128869",1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
"51477",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
"10026",0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1
"5138",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51604",0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1
"3631",1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0
"5139",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8821",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"50940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2595",1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0
"84693",0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0
"8733",0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
"5136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4594",0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1
"3028",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4507",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6521",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"83697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10797",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"56913",0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
"443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91703",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6522",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"6508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4668",0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
"9498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57282",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3098",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"80201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8654",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"2645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3101",0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0
"5149",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"478",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"3099",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"5147",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"477",0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"23439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3081",0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"11112",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"3067",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6548",0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"495",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55748",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84735",0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
"6559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8942",1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0
"5162",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3157",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"5161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5160",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55163",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
"25769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10396",0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"57419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124583",0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1
"3155",0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1
"5106",0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
"3162",0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"3163",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79077",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"8310",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"9583",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"26062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197257",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5833",0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0
"1841",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6448",1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
"29922",0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"26227",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"10201",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"5730",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4830",1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
"27306",0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0
"80142",0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"4831",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4832",0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"200576",0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
"8396",1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0
"9536",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4833",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6005",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79837",1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0
"5740",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"5289",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"57127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114971",1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0
"6558",0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1
"349565",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"9489",0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
"64802",0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1
"23057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5743",0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1
"5742",0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
"10135",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5728",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"645740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8871",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"51227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8395",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9091",1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0
"4842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23396",1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
"4843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8394",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"55361",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"201288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5297",0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
"4860",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5298",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"5294",0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1
"123745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5290",1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0
"6580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5295",1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0
"10870",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"55808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5251",0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"5320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30833",0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1
"81579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23533",0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0
"8398",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"5296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4907",1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"5291",1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
"5293",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"6476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4952",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
"64600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23236",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"100137049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26279",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5335",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"8399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5332",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"257068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5336",0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"23007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5334",1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
"10654",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"9651",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"9807",0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
"412",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
