"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Enteric glia cells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"TELO2",5,38,0,0,0,0,1,1,0,0,0,2,1,1,0,63,5
"IFT140",1,15,0,0,0,0,0,0,1,0,0,1,0,1,0,53,2
"TMEM204",0,106,0,0,0,0,1,3,3,0,0,25,0,1,2,1,44
"CRAMP1",1,16,0,0,0,0,1,0,1,0,0,4,0,0,0,50,4
"LA16c-431H6.6",0,6,0,0,0,3,1,0,0,0,1,0,0,0,0,26,2
"HN1L",14,54,1,0,0,1,1,0,1,0,0,2,0,3,2,172,8
"MAPK8IP3",4,18,0,0,0,1,0,0,0,1,0,2,1,1,1,63,3
"NME3",66,383,1,7,0,13,9,5,10,1,1,39,1,5,22,495,36
"MRPS34",86,315,2,6,5,11,10,9,19,2,1,33,8,17,21,614,39
"EME2",1,6,0,2,0,0,1,0,0,0,0,1,0,0,1,19,2
"SPSB3",18,147,1,7,1,6,11,2,7,3,1,10,0,7,14,230,11
"NUBP2",28,199,0,7,1,9,3,5,7,0,1,21,3,9,8,145,23
"IGFALS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HAGH",30,89,0,3,0,11,9,4,8,1,1,6,1,1,14,145,10
"FAHD1",8,37,0,2,1,0,0,0,5,0,0,3,0,1,1,81,4
"MSRB1",26,91,0,2,2,5,3,0,5,0,1,7,3,1,4,109,6
"NDUFB10",187,716,2,15,3,19,24,16,19,3,1,103,5,26,22,829,72
"RPS2",2789,20919,98,658,94,649,754,283,455,331,35,1209,215,711,866,19193,1934
"SNHG9",25,158,0,5,0,10,12,4,4,4,1,14,7,3,12,125,24
"AC005363.11",0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0
"TBL3",9,49,0,0,2,0,2,0,3,0,0,11,0,2,1,57,1
"NOXO1",0,5,0,0,0,0,0,0,0,0,0,2,1,0,1,373,0
"GFER",22,102,0,1,1,3,2,2,6,0,0,11,3,2,5,162,7
"SYNGR3",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0
"ZNF598",3,30,0,1,0,1,0,1,2,1,0,3,0,1,0,49,4
"NPW",1,34,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
"SLC9A3R2",0,76,0,0,2,0,0,0,1,0,0,9,0,4,0,71,121
"NTHL1",5,57,0,0,1,2,0,1,2,0,0,11,2,1,3,178,11
"TSC2",5,77,0,0,1,0,2,3,4,1,0,11,0,0,2,115,6
"PKD1",3,129,0,1,0,0,1,2,6,0,0,8,2,0,0,165,10
"RP11-304L19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAB26",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"SNHG19",14,200,0,1,0,6,2,1,2,1,1,11,2,3,4,396,10
"TRAF7",21,129,1,2,0,4,1,1,6,2,0,18,1,6,1,227,11
"CASKIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MLST8",17,103,1,1,0,3,3,1,2,0,1,6,1,3,5,103,7
"BRICD5",2,6,0,2,0,0,0,0,0,0,0,4,0,0,0,22,1
"PGP",17,41,0,3,0,1,1,0,1,0,0,4,1,5,1,102,11
"E4F1",7,37,0,0,0,0,2,0,1,0,1,5,1,1,5,91,7
"RP11-304L19.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DNASE1L2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"ECI1",6,43,0,0,0,0,1,0,0,0,1,3,1,4,3,201,4
"RP11-304L19.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RNPS1",49,308,2,9,4,12,15,8,11,4,2,33,3,20,20,379,38
"AC009065.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP11-304L19.13",0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1
"ABCA3",0,2,0,0,1,1,1,0,0,0,0,1,0,0,1,25,0
"CCNF",0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,26,2
"RP11-715J22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C16orf59",0,7,0,0,0,0,0,0,0,0,0,2,0,3,0,15,0
"RP11-715J22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TBC1D24",2,17,0,0,0,0,1,0,0,0,0,0,0,0,0,24,3
"ATP6V0C",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"AMDHD2",44,102,0,0,1,0,3,2,3,1,0,10,1,0,2,63,6
"PDPK1",13,69,1,1,1,2,1,0,2,0,0,9,0,2,1,99,6
"RP11-20I23.13",0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0
"RP11-20I23.8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-20I23.6",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"CTD-3126B10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-3126B10.4",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"KCTD5",17,32,0,3,0,1,1,2,2,1,0,3,1,3,1,55,2
"PRSS27",1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
"SRRM2-AS1",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
"SRRM2",70,406,0,6,2,7,5,4,17,3,1,41,4,14,15,665,62
"TCEB2",813,2639,4,38,28,68,70,36,104,23,4,254,66,52,91,3802,224
"PRSS33",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"PRSS21",6,3,0,0,0,6,0,0,0,0,0,0,0,3,1,0,0
"ZG16B",4,3,0,0,0,0,0,0,0,0,0,0,0,1,5,138,0
"PRSS22",2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,205,1
"LA16c-325D7.2",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"FLYWCH2",22,199,0,4,0,5,8,3,4,4,1,25,0,5,5,70,17
"FLYWCH1",5,50,0,0,0,0,2,0,2,0,0,2,0,0,3,34,5
"KREMEN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PKMYT1",2,6,0,1,0,0,0,0,0,0,0,4,0,1,0,10,2
"PAQR4",7,17,0,0,0,0,0,1,0,0,0,4,1,1,0,58,2
"LA16c-380H5.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LA16c-380H5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LA16c-380H5.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CLDN9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TNFRSF12A",37,1754,1,1,5,10,2,0,113,0,0,79,0,4,2,491,12
"HCFC1R1",97,1426,0,2,10,16,4,2,32,1,0,77,7,3,3,588,23
"THOC6",19,159,0,3,0,1,4,1,6,2,2,17,1,6,2,115,10
"CCDC64B",3,19,0,0,0,0,0,0,1,0,0,0,0,0,0,183,0
"MMP25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MMP25-AS1",2,15,0,1,0,0,0,1,1,0,1,0,1,0,2,11,0
"IL32",19,1396,15,0,2,4,284,142,144,74,11,154,4,253,719,1151,295
"RP11-473M20.9",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
"ZNF213-AS1",4,15,0,1,0,0,2,0,0,0,0,3,0,0,3,13,1
"ZNF205",3,39,0,0,2,0,0,0,3,0,0,3,0,0,1,58,11
"ZNF213",2,12,0,0,0,0,0,0,1,0,0,0,0,1,0,17,0
"RP11-473M20.16",2,6,0,0,0,3,1,1,0,0,0,0,0,0,0,6,3
"ZNF200",2,10,0,1,0,0,0,0,0,0,0,0,0,1,1,45,1
"MEFV",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"LINC00921",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1
"ZNF263",8,16,0,2,0,0,3,0,0,0,0,2,0,0,2,38,0
"TIGD7",0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
"ZNF75A",12,29,0,0,1,3,4,1,1,2,1,7,0,2,4,9,2
"LA16c-306E5.2",0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MTRNR2L4",0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"ZSCAN32",2,7,0,3,0,4,1,0,1,0,0,1,0,0,0,20,1
"ZNF174",4,11,1,0,1,1,0,0,1,0,0,3,0,0,1,26,2
"ZNF597",0,4,0,1,0,0,0,0,0,0,0,1,2,0,0,13,0
"NAA60",17,102,0,1,0,6,2,0,3,2,0,18,0,2,2,115,13
"CLUAP1",5,62,0,0,0,0,2,0,2,2,0,4,0,1,0,61,7
"NLRC3",0,0,0,0,0,1,3,1,0,2,0,0,0,1,2,1,2
"LA16c-390H2.4",0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,9,0
"SLX4",2,9,0,0,0,0,0,0,1,1,0,2,0,0,1,10,1
"DNASE1",1,22,0,0,0,0,2,2,2,3,0,2,1,0,2,59,3
"TRAP1",12,49,2,1,0,2,3,1,7,0,0,11,0,7,4,170,5
"CREBBP",15,122,0,1,1,1,2,0,5,1,0,12,3,2,5,134,14
"ADCY9",3,21,0,0,0,0,0,0,1,0,0,2,0,0,0,22,2
"RP11-95P2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SRL",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"LINC01569",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22,1
"TFAP4",4,19,0,1,1,0,0,0,0,0,0,6,0,0,0,60,4
"GLIS2",1,67,0,0,0,0,0,0,2,0,0,8,0,0,0,3,1
"GLIS2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PAM16",5,19,0,0,1,1,0,1,0,0,0,2,1,1,0,34,2
"CORO7",24,24,0,2,0,1,5,1,0,2,0,3,0,5,6,30,8
"VASN",1,175,0,0,0,0,0,0,3,0,0,32,0,0,0,3,0
"DNAJA3",10,51,0,2,1,1,4,0,7,0,1,4,0,3,5,103,4
"NMRAL1",23,121,0,1,0,4,4,2,4,0,1,9,0,5,2,124,8
"HMOX2",34,160,3,1,0,8,11,5,4,6,3,27,1,15,15,111,32
"CDIP1",13,70,1,1,0,5,4,0,4,1,0,4,1,0,5,4,2
"RP11-709D24.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"UBALD1",22,120,0,1,1,1,3,3,7,2,0,19,0,2,5,95,19
"MGRN1",15,107,0,1,0,5,3,0,3,0,2,4,1,0,5,134,12
"NUDT16L1",20,128,1,4,0,3,5,8,9,1,0,4,1,3,11,75,13
"ANKS3",7,104,0,0,0,1,1,1,4,1,0,9,1,2,0,76,2
"C16orf71",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ZNF500",0,18,0,0,0,1,2,1,1,0,0,3,0,1,0,24,6
"SMIM22",12,35,0,0,0,3,2,0,0,0,0,3,2,0,3,2828,7
"ROGDI",18,102,0,5,0,3,2,0,6,1,1,8,2,1,2,113,0
"GLYR1",23,65,0,1,1,4,0,3,3,2,1,5,2,0,11,148,17
"UBN1",11,50,0,0,0,0,1,6,2,0,0,7,0,2,2,88,13
"PPL",0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,140,0
"RP11-165E7.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NAGPA",14,26,0,1,0,1,1,1,1,0,0,4,1,1,2,36,5
"ALG1",10,45,0,1,0,0,3,0,2,0,0,5,0,1,5,56,5
"C16orf89",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EEF2KMT",5,27,0,0,0,0,3,0,1,0,0,5,0,0,7,46,0
"RP11-420N3.2",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RBFOX1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"METTL22",10,53,0,0,1,0,1,0,1,0,0,1,2,1,2,41,3
"ABAT",3,4,0,0,0,0,2,0,0,0,0,0,2,1,1,10,1
"TMEM186",9,29,1,0,0,0,1,0,0,0,0,7,1,1,2,39,1
"PMM2",2,21,0,0,0,1,0,0,0,1,0,5,0,1,3,31,3
"RP11-77H9.2",0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
"CARHSP1",38,880,0,6,3,12,14,8,49,3,0,66,2,20,6,439,90
"RP11-77H9.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-77H9.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"USP7",18,72,0,0,0,2,0,0,4,1,0,6,1,1,2,205,20
"RP11-77H9.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C16orf72",27,158,0,2,1,1,4,0,3,1,0,7,3,1,4,137,25
"RP11-473I1.5",6,15,0,0,0,1,1,1,1,1,0,2,0,0,5,10,1
"RP11-243A14.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-297M9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GRIN2A",1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ATF7IP2",14,38,1,1,0,2,8,1,0,1,0,2,1,4,6,75,7
"LINC01290",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
"EMP2",8,187,0,0,3,0,0,0,25,0,0,50,0,0,0,351,46
"RP11-27M24.1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"TEKT5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUBP1",31,60,0,6,1,3,3,0,2,0,0,4,0,12,3,38,10
"TVP23A",0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-876N24.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIITA",24,1,0,8,0,0,0,1,0,0,0,0,4,1,0,8,0
"DEXI",3,131,0,1,0,4,2,1,8,0,0,9,0,0,3,73,8
"RP11-876N24.4",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"CLEC16A",3,16,0,1,0,1,1,0,0,0,0,2,0,0,2,29,6
"RP11-66H6.3",0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
"RMI2",4,9,0,0,0,1,0,0,0,0,0,6,1,5,2,63,6
"SOCS1",25,54,5,9,0,120,34,13,0,5,4,19,1,9,52,13,15
"RP11-485G7.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-3088G3.8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-3088G3.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LITAF",430,226,0,67,4,27,5,1,4,3,1,34,49,7,19,1088,28
"SNN",19,13,0,0,1,1,0,0,0,0,0,0,1,0,0,32,9
"TXNDC11",13,43,0,2,0,2,4,1,5,1,0,4,0,3,6,214,6
"RP11-490O6.2",4,2,0,1,0,0,0,0,0,0,0,0,0,0,2,13,0
"ZC3H7A",18,55,1,4,0,1,3,1,1,2,0,4,0,5,15,205,8
"RP11-486I11.2",4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0
"RSL1D1",85,426,3,22,2,16,20,4,20,4,1,29,3,7,32,1402,30
"RP11-166B2.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"GSPT1",72,190,3,3,0,7,7,2,10,5,0,21,3,9,8,729,33
"RP11-166B2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-166B2.1",1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"TNFRSF17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNX29",22,39,0,1,0,1,0,0,2,0,0,9,0,1,0,92,8
"RP11-276H1.3",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-3037G24.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPPED1",25,36,0,5,2,6,2,0,1,0,0,6,6,1,7,64,11
"CTD-2583P5.3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SHISA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ERCC4",11,47,0,0,0,0,2,2,3,1,1,2,1,3,0,94,7
"MKL2",3,28,0,0,0,0,0,0,3,0,0,9,0,0,1,136,31
"CTA-276F8.1",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,40,2
"MIR193BHG",1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0
"RP11-65J21.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PARN",12,76,0,2,0,2,0,0,2,0,0,2,2,1,4,232,8
"BFAR",27,171,0,5,0,7,5,1,5,3,0,14,1,6,9,517,27
"PLA2G10",2,9,0,0,0,0,0,1,0,0,0,1,0,0,0,494,1
"NPIPA3",0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0
"NPIPA1",5,43,0,0,0,0,0,0,1,0,0,3,0,0,0,257,2
"NOMO1",16,79,0,2,0,1,0,0,2,0,1,13,0,1,0,311,17
"MIR3180-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDXDC1",30,202,0,3,0,5,5,2,3,0,0,21,1,3,3,802,11
"RP11-680G24.6",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0
"NTAN1",64,177,0,1,0,3,3,3,2,1,0,11,0,3,6,140,37
"RRN3",15,60,0,0,0,2,3,0,0,1,0,7,0,3,0,258,4
"RP11-72I8.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NPIPA5",0,5,0,0,0,0,0,0,1,0,0,1,0,1,0,45,0
"MPV17L",0,9,0,0,0,3,0,0,0,0,0,0,0,0,1,23,0
"C16orf45",1,136,0,0,1,2,0,0,8,0,0,13,0,0,0,11,19
"KIAA0430",22,65,0,2,0,2,1,0,5,2,0,2,0,1,4,261,6
"CTB-193M12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NDE1",1,30,0,2,0,1,2,2,1,0,0,3,1,3,5,150,0
"CTB-193M12.5",4,22,0,0,0,0,2,0,2,0,0,1,1,0,0,82,0
"MYH11",1,219,0,0,0,0,1,0,134,0,0,76,0,0,1,28,1
"AF001548.5",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,29,1
"FOPNL",23,73,1,2,1,6,4,4,5,0,0,3,2,4,7,221,5
"ABCC1",11,43,0,0,0,0,0,0,2,1,0,1,1,2,0,98,3
"ABCC6",1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,125,0
"RP11-517A5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NOMO3",2,9,0,0,0,2,1,1,1,0,0,0,0,2,0,57,2
"AC138969.4",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"XYLT1",2,61,0,0,0,1,0,0,2,0,0,3,1,0,0,63,1
"CTD-2576D5.4",0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,0
"RP11-1212A22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"NOMO2",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"RPS15A",2899,16992,137,538,92,566,1025,367,486,380,64,1042,332,415,1073,41889,1497
"RP11-1035H13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARL6IP1",294,368,0,12,3,21,19,9,21,4,2,32,9,40,33,4478,51
"SMG1",37,104,0,9,0,6,1,2,4,3,1,7,5,3,8,697,23
"CTD-2288F12.1",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
"TMC7",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2
"RP11-626G11.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"RP11-626G11.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2
"COQ7",8,38,0,4,0,3,1,1,3,0,0,3,0,4,7,167,3
"RP11-626G11.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-626G11.6",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"ITPRIPL2",30,224,1,4,1,1,0,0,5,0,0,17,2,0,0,443,18
"RP11-626G11.3",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"SYT17",2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
"CLEC19A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTA-363E6.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
"TMC5",0,13,0,0,0,1,0,0,1,0,0,0,2,0,0,1344,4
"CTA-363E6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTA-363E6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"CTA-363E6.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GDE1",29,147,0,1,0,3,3,1,3,0,1,11,0,3,1,596,7
"CCP110",10,46,0,1,0,4,0,2,2,2,0,5,1,1,1,181,2
"C16orf62",20,68,0,1,0,0,2,0,1,0,0,10,1,1,2,7,11
"AC002550.6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2
"KNOP1",11,133,0,1,0,4,5,1,2,2,1,29,2,1,9,452,22
"IQCK",4,31,0,0,0,0,0,1,2,0,0,4,1,1,1,107,12
"CTD-2380F24.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPRC5B",0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14
"ACSM5",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM2B",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ACSM3",4,12,0,0,0,2,1,0,0,0,0,0,0,0,1,36,0
"ACSM1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"THUMPD1",29,126,1,6,3,10,2,5,6,0,0,9,3,2,4,331,16
"ERI2",8,16,0,0,0,0,1,0,0,0,0,2,0,1,0,129,0
"AC004381.6",1,6,0,0,0,2,0,0,0,0,0,1,0,2,0,26,3
"DCUN1D3",7,66,0,0,0,1,0,0,0,0,0,2,1,0,0,125,13
"LYRM1",12,100,0,3,0,8,5,1,0,0,0,4,1,3,4,361,8
"DNAH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
"CTC-508F8.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM159",7,122,0,1,1,3,2,0,4,0,0,4,0,0,2,349,3
"ANKS4B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0
"CRYM",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"CRYM-AS1",0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,13,0
"NPIPB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"METTL9",74,432,1,6,1,9,19,8,17,4,1,31,14,6,17,632,50
"IGSF6",247,9,0,17,0,0,2,0,0,0,0,0,16,1,0,5,2
"OTOA",124,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"RP11-645C24.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"NPIPB4",2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
"UQCRC2",115,268,1,11,1,13,14,3,13,1,0,35,9,17,28,1070,33
"C16orf52",9,40,0,0,0,1,0,0,1,1,1,5,0,0,2,153,7
"VWA3A",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,29,1
"SDR42E2",5,8,1,0,0,3,1,1,0,1,0,0,0,2,4,38,5
"EEF2K",11,45,0,0,0,3,0,0,1,0,0,6,1,1,0,150,9
"RP11-141O15.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POLR3E",6,46,0,1,0,1,1,1,1,0,0,2,1,3,5,155,3
"CDR2",7,63,0,0,0,0,1,2,2,2,0,2,0,0,0,68,6
"RP11-21M24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-21M24.2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
"NPIPB5",4,9,1,0,0,0,0,1,0,1,0,0,0,0,2,48,2
"RP11-105C19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"HS3ST2",14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP31",4,23,0,0,0,0,0,0,0,0,0,3,0,0,0,88,23
"SCNN1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG7",2,44,0,1,1,1,1,0,0,0,1,5,1,0,2,59,2
"CTD-2270L9.4",5,15,0,0,1,1,0,0,0,0,0,1,1,0,0,8,2
"GGA2",45,77,2,2,0,0,0,0,2,0,0,2,1,3,1,65,9
"EARS2",4,16,0,0,0,0,0,0,1,0,0,1,0,1,0,18,2
"UBFD1",6,72,0,0,0,0,2,0,4,1,0,9,0,0,3,73,4
"NDUFAB1",107,427,1,13,5,13,18,6,26,3,1,64,4,22,25,519,52
"PALB2",6,4,0,0,0,1,0,0,0,0,0,3,0,0,0,31,1
"DCTN5",22,67,0,3,0,1,2,3,7,0,1,5,1,3,6,86,10
"PLK1",2,21,0,0,0,0,0,0,0,0,0,1,0,9,0,51,0
"CTD-2196E14.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ERN2",3,10,0,1,0,0,0,0,0,0,0,1,0,0,0,209,1
"CHP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"PRKCB",27,1,0,5,0,8,2,2,0,1,0,0,7,5,4,3,1
"RBBP6",26,165,3,1,0,4,6,5,5,2,1,12,1,10,7,183,20
"TNRC6A",25,151,0,0,0,4,2,5,8,1,1,10,0,3,5,147,17
"CTD-2515A14.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP17",20,53,0,1,0,0,1,0,2,0,0,10,2,1,1,47,12
"RP11-266L9.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"LCMT1-AS1",1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1
"LCMT1",32,133,0,2,1,3,6,3,4,4,0,11,3,3,10,138,8
"AQP8",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ZKSCAN2",2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1
"CTD-2547G23.4",1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1
"AC002331.1",0,0,0,0,0,5,2,0,0,0,0,0,0,3,27,3,0
"KDM8",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0
"CTD-3203P2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"NSMCE1",67,268,0,12,3,129,14,6,13,5,1,29,4,6,15,837,29
"FLJ21408",1,4,0,1,0,17,0,0,0,0,0,0,0,0,1,16,0
"CTD-3203P2.3",0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1
"IL4R",32,87,0,3,0,3,6,1,7,0,0,14,3,1,11,228,19
"IL21R",8,10,0,1,1,0,3,0,0,0,1,1,0,0,5,0,0
"GTF3C1",8,64,0,2,1,1,3,0,1,0,0,1,0,1,3,245,11
"KIAA0556",2,15,0,1,0,1,1,0,0,0,0,0,0,0,1,69,3
