"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"WFIKKN1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"C16orf13",77,1167,2,6,5,2,9,3,14,7,1,62,24,15,17,14,710,85
"FAM195A",68,175,0,0,8,1,3,1,3,2,0,11,7,5,3,4,379,7
"MSLN",4,216,0,0,0,1,1,0,0,1,0,3,3,1,0,0,1115,6
"AL022341.3",0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0
"WDR90",1,39,0,0,0,0,0,0,1,0,0,2,0,0,0,0,69,7
"LA16c-349E10.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"RHOT2",15,225,0,0,4,2,8,0,7,6,2,19,4,2,3,8,167,29
"RHBDL1",0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0
"STUB1",66,815,5,4,6,2,15,3,12,5,1,46,26,4,7,10,448,70
"JMJD8",4,214,0,0,0,1,0,0,4,0,0,12,4,0,1,2,89,24
"WDR24",2,38,0,0,1,0,0,0,0,1,0,3,2,0,1,1,65,3
"FBXL16",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"METRN",3,94,0,0,0,0,1,0,1,0,0,10,0,1,2,0,116,11
"FAM173A",42,359,0,4,5,1,2,5,4,0,2,30,12,6,1,8,256,22
"CCDC78",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HAGHL",18,123,1,0,0,1,2,0,0,0,1,3,0,0,0,0,65,1
"NARFL",4,71,1,0,1,2,1,0,2,3,0,5,6,1,0,1,86,3
"RPUSD1",7,56,0,0,0,0,0,0,2,1,0,8,4,0,2,4,79,12
"CHTF18",3,20,0,0,0,0,1,0,1,0,0,2,1,0,6,0,41,7
"GNG13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LA16c-360A4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LMF1",3,57,0,0,0,0,1,0,0,1,0,6,3,0,0,2,50,4
"RP11-161M6.2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"SOX8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-616M22.11",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CACNA1H",0,16,0,0,0,0,0,0,6,0,0,16,0,0,0,0,0,0
"TPSG1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPSB2",20,88,0,1,7276,0,3,1,1,2,0,6,7,1,0,2,97,6
"TPSAB1",1,8,0,0,3086,0,0,0,0,1,0,1,1,0,0,1,12,4
"TPSD1",0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-616M22.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LA16c-358B7.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"UBE2I",92,1074,5,7,17,1,18,3,13,7,3,72,27,18,27,26,444,97
"LA16c-358B7.3",1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"BAIAP3",0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,13,0
"TSR3",12,170,0,0,1,0,0,0,2,1,0,12,5,2,3,1,156,27
"GNPTG",21,229,0,1,0,0,2,1,1,1,1,7,9,6,0,2,144,11
"LA16c-316G12.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UNKL",3,35,0,0,1,0,1,0,1,0,0,6,2,0,0,1,37,4
"C16orf91",5,101,0,0,1,1,6,0,2,0,0,10,5,1,0,1,64,17
"CCDC154",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"CLCN7",27,122,0,0,0,2,0,1,0,2,0,5,2,5,0,0,76,17
"LA16c-390E6.5",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"TELO2",2,69,0,0,0,1,1,1,2,0,0,5,1,1,3,2,64,9
"IFT140",1,35,1,0,0,0,0,0,0,0,0,3,0,0,0,0,37,3
"LA16c-385E7.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM204",0,244,0,0,0,0,1,0,3,1,0,22,2,0,0,3,4,101
"CRAMP1",3,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,37,6
"LA16c-431H6.6",1,18,1,0,0,0,4,0,1,0,0,1,2,0,1,1,21,3
"HN1L",12,130,1,0,0,0,2,1,3,1,1,8,5,3,1,0,188,18
"MAPK8IP3",2,35,0,0,0,0,2,0,0,0,0,2,0,1,0,0,70,9
"NME3",56,717,2,1,7,1,10,3,17,8,3,41,16,4,4,8,537,63
"MRPS34",67,606,3,3,6,1,13,4,9,10,2,62,38,12,20,33,635,68
"EME2",0,19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,11,3
"SPSB3",17,293,0,3,4,2,14,1,9,8,1,22,6,2,3,12,201,46
"NUBP2",34,316,0,3,4,1,11,2,5,4,1,25,7,7,5,7,200,40
"HAGH",21,167,1,2,1,0,4,1,8,4,1,13,9,2,6,4,153,27
"FAHD1",8,112,0,0,0,0,0,0,5,0,0,6,0,0,0,0,89,15
"MEIOB",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSRB1",9,148,0,1,1,0,2,0,4,0,1,11,6,7,2,5,113,17
"RPL3L",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NDUFB10",139,1391,2,13,15,1,16,7,31,9,1,148,65,27,26,28,990,163
"RPS2",2121,36275,88,310,348,220,892,206,501,588,75,1789,1041,596,668,798,23612,3837
"SNHG9",19,222,2,0,2,0,14,1,4,9,6,19,13,8,5,10,154,34
"AC005363.11",1,5,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0
"TBL3",6,94,0,0,1,1,1,1,1,0,0,13,1,2,1,4,64,13
"NOXO1",2,12,0,0,0,0,0,0,0,0,0,1,2,0,0,0,378,1
"GFER",15,172,1,0,2,2,0,1,10,5,1,19,14,4,3,0,207,25
"SYNGR3",0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,0
"ZNF598",4,58,0,0,0,1,1,0,0,1,0,5,4,0,0,2,72,8
"NPW",0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3
"SLC9A3R2",1,163,0,0,0,0,0,0,0,0,0,7,0,1,0,0,98,371
"NTHL1",4,120,1,2,0,0,2,0,1,0,0,14,1,1,1,3,318,29
"TSC2",4,121,0,0,0,0,2,1,2,0,0,6,6,0,2,2,117,18
"PKD1",6,239,0,0,0,0,0,0,4,1,0,16,2,0,0,0,167,15
"RP11-304L19.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAB26",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"SNHG19",3,270,1,1,1,2,6,1,13,2,1,26,12,3,2,1,391,20
"TRAF7",16,241,0,0,1,0,4,1,4,1,1,21,9,1,2,3,260,28
"CASKIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MLST8",21,211,0,3,1,0,3,0,2,2,0,18,2,2,5,2,112,17
"BRICD5",1,9,0,0,0,0,0,0,0,1,0,1,1,2,0,0,28,2
"PGP",4,49,1,0,0,0,0,0,0,0,0,5,4,2,1,0,99,11
"E4F1",3,62,0,0,0,0,0,0,1,2,0,5,5,1,0,2,63,12
"RP11-304L19.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DNASE1L2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1
"ECI1",7,51,0,0,0,0,0,0,1,0,0,4,2,3,2,1,160,11
"RP11-304L19.11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RNPS1",41,593,2,8,8,5,7,6,5,8,4,50,15,14,22,10,421,93
"AC009065.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-304L19.13",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2
"ABCA3",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
"CCNF",1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0
"C16orf59",1,13,0,0,0,0,0,0,0,0,0,3,1,0,1,0,11,1
"RP11-715J22.2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBC1D24",3,34,0,0,0,0,0,0,0,0,0,2,0,0,1,0,18,3
"ATP6V0C",1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
"AMDHD2",35,164,0,0,1,1,1,0,4,3,1,13,2,2,0,1,68,8
"PDPK1",13,127,0,0,2,1,2,1,4,2,0,10,3,2,2,1,80,14
"RP11-20I23.13",1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3
"RP11-20I23.8",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-20I23.6",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-20I23.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-3126B10.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-3126B10.4",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"KCTD5",5,78,0,1,0,0,1,0,0,1,0,6,2,4,1,2,56,6
"PRSS27",1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0
"SRRM2-AS1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0
"SRRM2",58,873,1,3,10,1,14,3,14,8,1,56,22,12,15,12,832,122
"TCEB2",583,4511,3,26,24,5,51,13,52,25,7,369,120,121,57,101,4247,463
"CTD-2270P14.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRSS33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"PRSS21",6,12,0,0,3,0,0,0,0,1,1,0,0,0,0,2,0,1
"ZG16B",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,143,1
"PRSS22",2,11,0,0,0,0,1,0,0,0,0,3,1,0,0,0,274,1
"LA16c-325D7.2",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"FLYWCH2",14,381,0,2,1,1,2,1,4,3,1,31,2,1,1,7,93,54
"FLYWCH1",3,75,0,1,0,0,0,0,2,1,0,2,2,1,1,0,40,10
"PKMYT1",0,15,0,0,0,0,0,0,0,0,0,2,2,0,2,0,21,0
"PAQR4",0,24,0,0,0,0,0,0,0,0,0,2,0,0,2,1,41,10
"LA16c-380H5.6",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"LA16c-380H5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LA16c-380H5.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CLDN9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TNFRSF12A",37,4113,0,2,3,0,4,0,23,1,0,112,9,6,2,2,472,32
"HCFC1R1",93,2391,0,1,3,0,5,1,21,1,1,117,17,12,7,9,606,44
"THOC6",18,282,0,2,0,0,3,2,3,2,0,20,4,2,4,1,110,28
"CCDC64B",3,31,0,0,0,0,1,0,1,0,0,1,1,0,0,0,231,0
"MMP25",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2
"MMP25-AS1",2,21,0,0,0,0,0,1,0,0,1,2,4,0,0,0,11,3
"IL32",12,2384,17,1,2,0,184,72,24,109,23,298,5,2,290,595,837,547
"RP11-473M20.9",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,6
"ZNF213-AS1",2,26,1,0,1,0,1,0,1,0,0,2,1,0,0,1,32,9
"ZNF205",1,63,0,0,0,0,0,0,1,0,0,3,0,0,0,1,46,12
"ZNF213",3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3
"RP11-473M20.16",2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,2
"ZNF200",4,16,0,1,0,0,1,0,0,0,0,2,0,0,0,0,27,2
"LINC00921",0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,5,1
"ZNF263",2,53,0,0,0,0,2,0,0,0,0,7,2,1,0,3,31,4
"TIGD7",0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,6
"ZNF75A",7,53,2,0,0,0,6,0,2,1,0,6,1,0,2,2,10,13
"LA16c-306E5.2",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTRNR2L4",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZSCAN32",2,25,0,0,0,0,0,0,1,0,0,1,0,0,0,5,15,1
"ZNF174",5,31,0,0,0,1,2,0,0,0,1,2,1,0,0,0,19,2
"ZNF597",1,8,0,1,0,0,1,0,0,0,0,2,0,1,0,0,17,2
"NAA60",13,206,0,1,0,0,5,1,6,0,2,10,3,1,2,4,119,22
"CLUAP1",3,107,0,0,2,0,1,0,4,2,0,12,1,1,0,2,81,7
"NLRC3",0,1,0,0,0,1,3,0,0,0,1,0,0,1,0,1,2,1
"LA16c-390H2.4",0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,2
"SLX4",1,13,0,0,0,0,0,0,1,0,0,3,0,0,1,1,14,3
"DNASE1",2,44,0,0,2,0,0,1,1,4,1,2,1,1,0,2,75,8
"TRAP1",9,132,1,1,2,1,3,0,3,2,0,10,4,3,8,8,187,11
"RP11-461A8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CREBBP",14,181,0,1,2,0,1,2,7,1,1,8,4,4,0,2,103,24
"ADCY9",1,31,0,0,0,0,2,0,4,0,1,4,0,0,0,0,23,5
"RP11-95P2.3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"SRL",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
"LINC01569",1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,41,0
"TFAP4",2,37,1,0,2,0,1,2,2,0,0,4,1,2,1,2,67,11
"GLIS2",0,129,0,0,0,0,0,0,2,0,0,6,0,0,0,0,6,6
"GLIS2-AS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"PAM16",4,35,0,0,0,0,1,0,0,0,0,4,4,1,0,0,34,2
"CORO7",19,37,2,1,0,2,2,0,0,2,0,2,2,3,2,6,22,13
"VASN",1,317,0,0,0,0,0,0,4,0,0,44,0,0,0,0,8,0
"DNAJA3",1,92,1,1,2,0,2,0,2,0,0,13,7,0,3,4,103,9
"NMRAL1",20,204,1,0,0,0,3,1,2,0,0,17,1,6,1,3,162,9
"HMOX2",25,361,2,2,0,0,11,0,4,3,1,49,7,2,6,11,148,82
"CDIP1",12,152,0,0,2,0,5,1,4,0,0,5,6,1,3,4,5,8
"C16orf96",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-709D24.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UBALD1",8,198,0,0,1,0,0,0,6,0,0,13,5,2,3,0,78,39
"MGRN1",14,182,0,3,3,0,3,1,5,2,0,16,3,2,2,3,132,26
"NUDT16L1",17,223,0,2,2,0,6,1,2,4,0,13,3,7,2,3,123,14
"ANKS3",2,151,0,1,1,0,2,0,1,2,0,12,3,0,0,2,97,8
"C16orf71",0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"ZNF500",2,45,0,1,0,0,0,0,0,0,0,2,5,0,1,0,46,11
"SEPT12",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM22",9,81,0,1,0,1,2,1,1,2,1,4,6,3,2,1,2838,12
"ROGDI",6,199,0,3,0,0,0,0,7,4,0,17,0,7,0,2,128,3
"GLYR1",17,119,0,1,0,0,0,0,1,0,1,10,4,7,1,3,156,35
"UBN1",8,123,0,0,0,0,5,0,0,2,0,6,4,1,0,3,97,29
"PPL",2,29,0,0,0,0,0,0,0,1,0,2,0,0,0,0,226,4
"RP11-165E7.1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"NAGPA",5,50,0,0,0,0,2,0,1,0,0,4,0,1,1,2,37,10
"ALG1",8,102,0,0,1,0,0,0,2,1,0,3,6,0,0,3,65,13
"C16orf89",1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EEF2KMT",5,77,0,0,0,0,1,0,0,1,0,7,3,0,3,0,54,8
"RP11-420N3.2",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RBFOX1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"METTL22",18,85,0,0,1,0,1,0,0,0,0,5,2,0,1,1,36,9
"ABAT",2,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11,1
"TMEM186",7,60,0,0,1,0,0,0,1,1,0,6,2,0,1,1,45,7
"PMM2",1,50,0,0,0,0,1,0,0,0,0,2,2,1,1,0,35,2
"RP11-77H9.2",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"CARHSP1",25,1729,1,3,4,3,8,2,18,5,2,74,37,8,28,15,399,165
"RP11-77H9.5",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-77H9.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"USP7",11,164,0,1,1,0,4,0,1,1,0,8,2,2,4,4,211,30
"RP11-77H9.8",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0
"C16orf72",24,286,0,1,1,0,3,1,2,0,0,24,5,10,7,3,136,37
"RP11-473I1.5",4,29,0,0,0,0,1,1,1,0,0,0,0,2,0,4,8,0
"RP11-243A14.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"RP11-297M9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GRIN2A",0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ATF7IP2",7,88,0,2,0,3,12,0,1,7,1,4,3,4,1,4,70,9
"LINC01290",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EMP2",6,452,0,0,0,0,1,0,15,0,0,42,0,3,0,2,399,93
"RP11-27M24.1",0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
"TEKT5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NUBP1",26,132,1,2,0,0,3,4,5,0,0,14,12,3,3,4,75,21
"TVP23A",2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIITA",13,1,0,4,0,0,0,0,1,0,0,0,0,4,1,1,22,1
"DEXI",3,212,0,0,4,0,0,0,4,0,0,11,4,0,2,0,81,18
"RP11-876N24.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CLEC16A",2,31,0,0,0,0,0,1,0,0,0,3,1,0,0,0,29,2
"RP11-66H6.3",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RMI2",1,20,0,0,0,0,0,0,0,0,0,2,0,2,9,0,64,1
"SOCS1",10,47,1,5,52,3,17,3,2,13,6,12,6,12,4,30,8,3
"RP11-485G7.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-3088G3.8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LITAF",340,541,1,47,15,3,14,8,8,6,4,57,20,146,9,19,1235,58
"SNN",8,23,0,1,1,1,0,1,1,0,0,4,0,1,1,0,31,8
"TXNDC11",17,99,2,2,0,0,2,4,2,2,0,13,65,2,3,3,182,14
"RP11-490O6.2",3,3,0,0,0,0,1,0,0,0,0,0,0,2,1,0,12,0
"ZC3H7A",9,128,1,1,1,0,1,1,2,2,0,9,3,3,4,9,195,16
"RP11-486I11.2",0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0
"RSL1D1",78,883,0,7,8,5,16,2,21,12,0,51,25,20,8,11,1620,89
"GSPT1",50,374,1,4,1,1,8,0,3,5,0,29,5,10,4,4,732,62
"RP11-166B2.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-166B2.1",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"TNFRSF17",0,0,0,0,0,0,0,0,0,0,0,5,54,0,0,0,3,0
"SNX29",21,103,0,2,2,1,1,1,0,1,0,10,0,2,1,1,72,9
"RP11-166B2.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-276H1.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CTD-3037G24.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPPED1",20,104,0,4,3,0,1,0,0,0,0,8,1,7,2,1,55,20
"CTD-2583P5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"U91319.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC4",8,126,0,1,3,0,1,0,3,1,0,7,4,2,0,2,101,17
"CTD-2135D7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-2135D7.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MKL2",4,75,0,0,0,0,1,0,0,0,0,20,0,0,0,0,149,46
"CTA-276F8.1",1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,57,9
"MIR193BHG",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"RP11-65J21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"PARN",9,152,0,1,1,0,1,0,2,0,0,5,2,3,3,3,227,13
"BFAR",15,357,0,2,0,1,5,0,3,7,0,33,8,2,3,3,544,43
"PLA2G10",0,16,0,0,0,0,0,0,0,0,0,3,1,0,0,0,414,1
"NPIPA3",0,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,15,2
"NPIPA1",2,96,1,0,0,0,1,0,1,0,0,5,0,0,0,0,283,12
"NOMO1",11,153,0,1,1,0,2,0,3,0,0,13,6,0,1,0,362,25
"MIR3180-1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDXDC1",13,366,0,0,3,1,0,0,4,2,0,25,11,4,2,5,919,31
"RP11-680G24.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"NTAN1",44,305,0,0,0,1,1,0,2,2,1,21,8,2,5,1,134,39
"RRN3",9,85,0,1,1,0,5,0,2,1,1,2,2,6,0,3,263,14
"RP11-72I8.1",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"MIR3180-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NPIPA5",0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,1
"MPV17L",1,12,0,0,2,0,0,0,0,0,0,1,1,2,0,0,19,0
"C16orf45",2,272,0,0,1,1,0,1,6,0,0,12,0,0,0,0,8,23
"KIAA0430",11,100,0,1,1,2,3,0,2,4,0,6,0,2,0,4,257,18
"CTB-193M12.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDE1",8,59,0,0,1,1,12,2,1,1,0,2,1,1,5,4,179,4
"CTB-193M12.5",3,30,0,0,0,0,1,0,0,0,0,3,1,2,0,1,83,3
"MYH11",0,142,0,0,1,0,1,0,366,1,0,83,0,0,0,0,24,1
"AF001548.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1
"FOPNL",14,123,0,0,3,1,4,0,3,1,0,12,4,4,3,7,269,8
"ABCC1",9,80,0,1,3,1,0,0,0,1,0,3,1,2,1,2,78,8
"ABCC6",0,6,0,0,0,0,0,0,1,0,1,0,0,1,0,0,146,1
"RP11-517A5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"NOMO3",0,12,0,1,0,0,0,1,0,0,0,1,4,0,0,0,80,2
"AC138969.4",1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,0
"XYLT1",2,131,0,0,0,0,0,0,1,0,0,2,0,1,1,0,41,5
"CTD-2576D5.4",0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0
"RP11-1212A22.4",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
"MIR3179-3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOMO2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RPS15A",2449,28789,139,314,359,259,1100,262,465,720,103,1524,1084,960,399,957,48677,3153
"RP11-1035H13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARL6IP1",239,723,4,9,6,0,23,6,11,13,1,85,22,27,40,27,4552,124
"SMG1",21,201,0,2,2,1,4,1,3,3,3,11,3,5,3,6,764,24
"CTD-2288F12.1",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"TMC7",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,6
"RP11-626G11.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-626G11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"COQ7",3,80,1,3,3,0,3,1,3,2,2,8,5,1,2,6,207,9
"RP11-626G11.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-626G11.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ITPRIPL2",19,459,0,2,1,0,1,0,2,1,0,34,1,2,0,0,459,29
"RP11-626G11.3",0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
"SYT17",2,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133,0
"CTA-363E6.2",0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,0
"TMC5",0,29,0,0,0,0,0,0,0,1,0,3,2,0,0,1,1117,5
"CTA-363E6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTA-363E6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTA-363E6.7",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
"GDE1",26,308,0,1,1,0,2,1,5,2,0,16,14,6,2,3,548,22
"CCP110",7,74,0,0,1,0,0,0,0,2,0,10,1,0,0,2,168,10
"C16orf62",18,119,0,2,1,0,1,0,1,1,0,11,5,1,1,3,9,18
"AC002550.6",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"KNOP1",12,265,0,3,2,2,4,0,2,5,1,36,4,1,1,3,432,45
"IQCK",3,76,0,0,1,0,0,0,1,1,0,7,0,0,0,0,144,25
"GPRC5B",0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
"ACSM5",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ACSM2A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ACSM2B",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM3",0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,1
"ACSM1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"THUMPD1",14,202,1,1,2,0,5,0,2,3,0,8,6,2,2,4,344,23
