"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"FFAR2",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0
"DMKN",9,20,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,257,0
"SBSN",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"TMEM147-AS1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"TMEM147",321,74,2,28,10,6,4,2,19,25,11,2,20,1,4,3,10,36,117,38,1136,117
"HAUS5",5,1,0,1,0,0,0,0,3,0,0,1,2,0,0,0,1,1,4,1,47,7
"RBM42",67,26,0,8,2,1,0,1,7,12,3,1,6,0,1,1,6,21,41,23,451,53
"ETV2",0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,16,2
"COX6B1",918,173,16,92,17,25,24,6,70,126,40,6,62,3,10,9,49,124,711,220,4956,286
"UPK1A",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB32",1,0,2,0,13,3,1,0,4,3,9,1,3,0,0,0,0,1,0,50,2,0
"KMT2B",9,7,1,0,1,1,0,0,0,3,0,1,4,0,0,0,2,2,5,5,125,10
"IGFLR1",24,0,0,3,2,0,0,0,2,0,1,0,1,0,0,0,4,0,12,7,8,1
"U2AF1L4",23,3,0,4,4,0,2,0,10,19,3,0,5,0,1,0,4,4,15,23,38,13
"PSENEN",128,32,1,11,7,6,2,2,9,12,8,1,12,2,2,0,12,14,121,31,451,63
"LIN37",0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,5,1
"HSPB6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1
"PROSER3",1,1,0,0,1,0,0,0,2,2,0,0,4,0,0,0,1,0,5,9,29,3
"ARHGAP33",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3
"NPHS1",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
"KIRREL2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APLP1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
"NFKBID",71,5,0,7,1,0,1,1,25,4,1,3,3,0,0,2,11,1,49,11,47,18
"HCST",759,4,27,55,45,59,17,12,14,116,68,3,61,4,18,9,39,1,732,169,26,5
"TYROBP",7073,35,4,480,2,1,2,0,3,6,2,0,5,4,28,14,165,5,5870,6,112,8
"LRFN3",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,3
"SDHAF1",8,11,0,1,1,1,1,1,3,2,1,0,7,0,2,0,2,3,11,14,132,17
"SYNE4",2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,2,251,2
"ALKBH6",11,1,0,0,1,2,0,1,2,2,2,1,4,0,0,0,0,4,6,7,56,7
"AC002116.7",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CLIP3",0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1
"THAP8",7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,30,2
"WDR62",2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,16,3
"OVOL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"POLR2I",105,52,3,6,6,9,4,1,16,19,3,1,8,0,1,0,9,27,37,33,892,81
"TBCB",134,67,7,18,8,8,6,4,27,39,9,4,17,1,2,2,10,44,95,88,614,130
"CAPNS1",159,41,2,15,6,1,2,0,9,16,6,4,8,0,3,1,7,27,120,21,657,112
"COX7A1",5,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,1,128
"ZNF565",2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,8,6
"ZNF146",22,8,2,3,0,3,2,1,7,5,1,2,7,1,2,0,6,6,6,8,257,8
"CTD-3162L10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00665",3,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,2,5
"ZFP14",7,1,0,1,1,0,2,0,1,4,1,1,1,1,0,0,0,1,6,5,28,4
"ZFP82",3,1,0,1,0,0,1,0,2,1,0,1,2,0,0,0,0,0,1,1,13,4
"ZNF566",4,3,0,0,2,0,0,0,0,2,1,1,2,0,3,0,0,2,1,0,47,4
"CTD-2630F21.1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0
"ZNF260",2,0,0,1,1,0,1,0,3,1,2,0,0,0,0,0,1,0,4,3,58,5
"ZNF529",5,2,0,1,0,0,1,0,2,4,1,0,1,0,0,0,1,1,7,5,56,5
"ZNF529-AS1",2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,31,2
"ZNF382",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1
"ZNF461",1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,12,1
"LINC01534",1,2,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,1,28,1
"ZNF567",5,3,0,0,1,2,0,0,2,5,0,0,2,0,0,0,1,2,1,1,32,2
"ZNF850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1
"CTD-2162K18.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF790-AS1",0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,2
"ZNF790",3,2,0,1,1,0,1,0,0,2,1,0,1,0,0,1,0,1,6,4,54,3
"ZNF345",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,14,2
"ZNF829",0,1,0,0,2,0,0,1,3,6,0,0,1,0,0,0,0,1,1,4,2,2
"ZNF568",0,2,0,0,1,0,0,0,1,3,1,1,1,0,0,0,0,1,2,1,0,3
"ZNF420",2,3,0,0,1,0,0,0,3,5,1,0,1,1,0,0,0,0,0,2,23,3
"ZNF585A",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,22,1
"ZNF585B",2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,21,2
"ZNF383",0,0,1,0,0,1,0,0,6,3,0,0,0,0,0,1,1,3,1,1,19,7
"HKR1",3,7,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,3,2,51,4
"ZNF527",4,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,3,1,2,19,1
"ZNF569",5,1,0,0,1,0,1,1,1,4,1,1,0,0,0,0,1,0,0,4,13,3
"ZNF570",2,0,0,0,0,1,1,0,0,1,0,0,2,1,1,0,0,0,2,2,26,3
"ZNF793-AS1",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,43,5
"CTD-3064H18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF793",0,7,0,1,1,0,1,0,2,2,0,1,0,0,0,0,1,0,0,0,42,1
"CTD-3064H18.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZNF571-AS1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
"ZNF540",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1
"ZNF571",4,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,3,1,0,1,10,2
"ZFP30",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,0
"ZNF781",0,2,1,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,1,1,8
"ZNF607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
"CTD-2528L19.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
"ZNF573",0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,12,3
"CTD-2554C21.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SIPA1L3",6,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,96,6
"DPF1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"SPINT2",287,8,0,93,1,0,2,1,24,8,1,2,12,1,0,0,63,9,150,10,4034,11
"PPP1R14A",6,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,21,126,2,0,99,11
"CTB-102L5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"C19orf33",18,6,0,4,2,1,0,0,4,3,0,0,4,0,0,0,2,0,28,9,2074,8
"YIF1B",111,20,0,15,1,1,1,1,4,4,4,0,4,0,0,0,3,3,52,6,230,31
"KCNK6",35,12,0,17,1,0,0,0,2,2,2,0,1,1,1,0,1,6,24,12,472,8
"CATSPERG",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,16,0
"AC005625.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PSMD8",263,85,6,23,9,13,10,2,39,51,16,8,32,1,6,3,17,69,214,116,1669,121
"GGN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"SPRED3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2
"FAM98C",13,4,0,1,1,0,0,0,1,5,2,0,0,0,0,0,2,4,5,15,168,8
"RASGRP4",10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0
"RYR1",3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0
"MAP4K1",6,0,2,3,1,3,4,1,12,6,1,0,3,0,0,1,8,1,2,26,5,1
"CTB-186G2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EIF3K",599,129,8,94,10,31,27,7,98,151,36,7,103,9,10,6,39,118,617,221,4277,275
"ACTN4",85,47,6,8,5,10,2,1,9,34,11,1,16,0,4,3,48,40,108,45,2080,202
"CAPN12",3,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,2,0,50,2
"CTD-2540F13.2",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,5
"LGALS7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LGALS4",29,9,0,3,1,1,4,0,9,4,2,2,4,1,0,1,1,6,60,7,5863,21
"ECH1",153,44,8,15,5,6,6,5,19,38,10,5,18,0,4,0,10,25,61,86,919,88
"HNRNPL",35,17,0,7,2,2,0,0,9,5,5,1,5,0,0,1,5,6,27,22,207,33
"RINL",6,2,1,1,0,1,2,0,2,3,1,2,5,0,0,1,1,1,1,2,9,2
"SIRT2",54,13,1,4,4,1,9,0,6,3,8,0,8,0,5,2,10,16,36,27,253,33
"NFKBIB",71,8,2,7,3,4,8,0,11,11,1,2,6,0,1,1,4,4,85,21,341,25
"SARS2",4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,38,8
"MRPS12",108,22,3,10,4,6,10,1,15,20,5,3,13,1,2,5,12,21,78,41,2864,56
"FBXO17",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
"FBXO27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"PAK4",6,2,0,1,0,0,0,0,2,2,0,0,4,0,0,0,1,2,10,4,388,23
"NCCRP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IFNL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LRFN1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GMFG",425,12,19,53,20,22,21,12,47,144,31,5,99,3,7,6,21,47,431,332,62,150
"CTC-246B18.10",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,8,1
"SAMD4B",35,20,1,4,1,2,0,1,2,3,1,1,9,0,0,0,6,3,50,12,489,24
"PAF1",34,7,2,2,1,2,3,0,12,11,3,2,10,0,0,0,7,8,24,16,366,26
"MED29",81,16,1,9,1,3,5,1,4,7,1,0,4,0,0,0,5,6,74,16,674,20
"ZFP36",1405,120,19,171,41,39,35,2,131,206,78,7,184,7,18,12,133,139,702,363,5029,529
"PLEKHG2",33,8,0,7,0,0,2,0,1,0,1,0,2,0,1,0,2,14,35,8,34,6
"RPS16",3105,1142,111,804,145,210,266,69,1331,1758,355,163,1570,166,101,80,482,611,6633,1763,66605,2071
"SUPT5H",81,22,5,12,3,1,2,0,19,23,8,0,12,0,2,1,16,8,71,34,1099,40
"TIMM50",76,27,1,3,3,2,6,1,10,11,3,1,10,0,2,1,6,8,56,30,1012,48
"DLL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"EID2B",1,2,0,0,0,0,1,0,2,4,1,1,0,0,2,0,0,1,3,3,3,3
"EID2",7,2,1,0,0,0,1,0,1,4,0,0,1,0,2,0,0,2,11,4,124,17
"CLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"LLNLR-268E12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DYRK1B",5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,4,6,3,105,10
"FBL",115,56,3,25,0,3,5,3,48,40,16,3,38,2,6,8,13,33,153,42,3921,98
"FCGBP",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0
"PSMC4",123,46,4,9,10,10,2,5,16,29,6,4,8,1,4,1,10,24,67,54,1432,56
"ZNF546",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1
"ZNF780B",2,2,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,2,2,56,5
"ZNF780A",10,1,0,2,1,1,1,0,2,3,1,1,1,1,0,0,1,1,7,1,124,5
"AC005614.3",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MAP3K10",3,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,3,1,35,4
"TTC9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"CNTD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1
"AKT2",18,15,0,5,0,2,3,2,8,9,3,1,1,0,0,0,7,6,11,12,90,12
"C19orf47",6,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,5,2,0,17,7
"PLD3",908,71,1,8,3,0,2,0,1,11,2,1,5,0,0,0,1,33,50,12,134,37
"HIPK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"PRX",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3
"SERTAD1",235,70,3,14,8,14,4,2,24,29,14,4,22,1,6,5,8,56,201,34,446,177
"SERTAD3",20,15,1,3,0,0,1,0,3,6,2,1,2,0,1,0,1,10,17,3,70,22
"BLVRB",471,33,0,12,2,3,1,0,7,6,1,0,4,0,1,0,4,8,241,9,497,32
"SPTBN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SHKBP1",97,13,2,13,6,2,3,4,13,19,6,3,6,1,1,0,1,13,130,33,132,53
"LTBP4",7,46,0,0,2,0,1,0,1,3,3,0,0,0,1,0,1,23,8,6,112,11
"NUMBL",0,8,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,2,0,0,13,1
"ADCK4",14,6,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,5,3,26,2
"ITPKC",3,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,2,4,1,169,11
"C19orf54",5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,8,2
"SNRPA",23,8,0,5,3,2,2,0,7,11,4,1,10,1,1,0,3,5,24,13,179,28
"MIA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,16,0
"RAB4B",39,7,0,7,0,2,0,0,7,6,2,1,3,1,1,0,10,7,34,18,58,15
"EGLN2",56,23,1,7,3,6,4,0,11,16,2,1,12,2,2,3,3,10,56,16,137,61
"CYP2B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"CYP2S1",26,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,2,29,0,146,0
"AXL",215,31,0,14,0,0,0,0,0,1,0,0,0,0,0,0,1,37,25,2,2,5
"HNRNPUL1",123,25,2,21,11,16,10,1,36,43,10,4,29,1,6,3,40,9,72,40,242,66
"TGFB1",194,45,4,26,5,8,5,3,29,41,15,5,33,2,9,5,21,29,155,46,11,80
"CCDC97",10,5,0,2,4,2,1,0,8,8,3,4,6,0,1,0,3,1,12,15,53,7
"TMEM91",20,2,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,23,7,1,13
"B9D2",10,4,1,1,2,0,0,0,7,13,0,1,10,0,1,0,4,9,14,19,36,19
"EXOSC5",34,15,0,0,1,3,0,0,3,6,1,0,4,0,0,0,4,2,14,8,151,19
"BCKDHA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
"B3GNT8",6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,38,1
"ATP5SL",31,15,1,2,0,2,1,1,10,12,3,1,5,1,1,1,7,7,9,15,73,24
"PCAT19",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,131
"LINC01480",13,1,0,1,5,0,0,0,4,0,0,0,1,0,0,0,0,0,3,6,2,1
"AC006129.2",0,0,0,0,1,1,0,0,0,6,1,0,1,0,1,1,1,0,0,5,0,1
"CEACAM21",6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,2
"CEACAM4",12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0
"CEACAM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"CEACAM5",10,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1,1,17,3,2701,4
"CEACAM6",9,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,20,3,2211,3
"CEACAM3",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"RPS19",4836,1821,184,894,289,325,297,99,1855,2187,603,237,1712,217,130,120,630,805,5309,2487,25612,3465
"CD79A",5,0,1,0,0,0,0,0,351,0,0,78,1,0,0,0,3,0,2,17,2,0
"ARHGEF1",24,4,3,5,2,14,7,2,13,20,14,2,14,0,8,3,4,8,24,41,95,34
"RABAC1",260,259,4,24,15,30,10,2,26,70,25,4,43,3,10,7,30,109,192,90,1007,294
"ATP1A3",0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
"GRIK5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF574",2,4,0,0,1,0,0,0,3,4,0,1,1,0,0,1,1,1,0,1,39,10
"POU2F2",19,7,0,1,1,0,0,1,35,7,0,4,5,0,0,0,0,2,32,39,7,1
"CTC-378H22.2",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0
"DEDD2",61,6,4,2,2,1,4,2,8,9,6,1,10,0,2,2,6,3,61,27,228,19
"ZNF526",4,2,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,0,4,24,1
"GSK3A",23,10,0,1,2,0,1,0,2,3,3,0,1,0,1,0,2,3,14,8,98,14
"ERF",23,6,1,2,1,0,0,0,1,0,1,2,4,0,0,0,3,8,17,4,91,34
"CIC",18,4,1,1,0,0,0,0,1,4,1,0,3,0,1,0,3,1,8,4,37,16
"PAFAH1B3",44,16,1,6,2,4,1,0,6,3,2,0,3,3,0,0,2,8,27,28,667,33
"PRR19",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
"TMEM145",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEGF8",5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,20,10
"CNFN",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,58,3
"LIPE-AS1",12,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1,12,6
"LIPE",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,1
"CXCL17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"CEACAM1",2,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,4,7,469,4
"CEACAM8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CD177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0
"LYPD3",38,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,2,51,0,25,2
"PHLDB3",5,2,0,2,0,0,1,0,4,7,0,0,6,0,0,0,1,0,11,7,29,1
"ETHE1",104,21,1,9,1,1,4,1,7,23,6,0,18,0,0,2,2,12,94,35,588,51
"ZNF575",2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,4,2
"XRCC1",15,6,0,1,0,2,1,1,2,4,2,0,3,0,1,0,0,3,6,7,40,7
"PINLYP",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,3
"IRGQ",13,5,0,3,0,0,0,0,1,2,0,1,0,0,1,0,1,2,30,1,51,16
"ZNF576",16,5,0,0,0,2,2,0,2,2,1,0,2,1,1,0,0,2,3,7,57,7
"SRRM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZNF428",99,46,2,6,4,5,4,1,6,26,12,4,6,0,4,0,12,48,43,33,122,94
"CADM4",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2,0,6,1
"PLAUR",2724,127,0,182,0,1,1,0,1,6,1,1,10,2,0,0,36,9,4190,13,809,27
"SMG9",14,7,0,0,1,0,0,0,1,3,0,2,3,0,1,0,2,4,17,3,35,9
"KCNN4",60,1,0,3,0,0,0,0,6,2,1,1,0,0,0,0,0,1,58,8,255,1
"LYPD5",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4
"ZNF283",2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,1,24,4
"ZNF404",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-15A1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF45",3,2,1,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,6,2
"ZNF221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZNF155",0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1
"RP11-15A1.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ZNF230",4,0,1,0,0,1,2,0,3,3,0,0,1,0,0,0,1,1,1,3,6,0
"ZNF222",1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,11,2
"ZNF223",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"ZNF284",0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,1
"ZNF224",10,3,1,2,0,0,4,0,1,15,1,2,2,0,0,2,2,5,10,11,27,14
"AC084219.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"ZNF225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
"ZNF234",0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,1,0,7,4
"ZNF226",20,7,0,0,3,1,0,0,1,4,1,1,3,0,0,0,0,2,14,13,37,13
"ZNF227",2,2,1,0,0,0,1,0,2,4,0,0,1,0,0,0,0,2,4,9,18,4
"ZNF235",0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,2,1,0,5,1
"ZNF233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ZNF112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
"ZNF285",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ZNF180",7,0,0,1,0,0,0,0,1,4,0,0,1,0,1,0,0,1,1,4,9,6
"IGSF23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTB-171A8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
"PVR",10,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,12,1,64,11
"CEACAM19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CEACAM16",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BCL3",31,24,1,4,0,4,1,0,8,9,0,2,12,0,0,2,4,10,67,26,91,33
"CBLC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,138,1
"BCAM",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,156
"PVRL2",148,51,0,21,0,0,0,0,0,1,0,1,0,0,0,0,2,31,146,0,233,156
"CTB-129P6.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOMM40",82,31,1,6,1,1,0,0,7,7,1,3,7,1,0,1,5,12,24,15,404,32
"APOE",10634,38,4,6,0,1,2,0,4,2,2,1,6,0,1,0,3,4,181,10,149,20
"APOC1",5598,8,1,4,1,1,1,0,2,3,0,1,1,0,1,0,2,1,137,8,88,17
"APOC2",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"CLPTM1",90,20,0,3,0,3,0,0,5,14,1,0,9,1,0,0,11,8,38,24,170,35
"RELB",77,22,1,10,5,2,8,2,23,23,5,2,27,1,1,2,16,11,199,54,102,49
"CLASRP",17,9,0,6,1,3,0,0,8,3,1,2,1,0,0,0,4,7,24,2,56,25
"ZNF296",0,0,0,1,0,0,1,0,8,2,2,0,0,1,0,0,0,0,5,2,28,0
"CTB-179K24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GEMIN7",28,11,0,4,0,0,2,0,8,2,3,1,3,0,1,1,2,7,12,15,79,11
"MARK4",9,1,1,0,1,0,0,0,1,3,0,0,0,0,0,0,1,1,10,2,20,12
