"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"SRCAP",6,3,0,0,0,2,0,0,0,1,1,2,1,0,0,0,0,0,1,0,2,14,3
"RP11-2C24.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
"PHKG2",29,16,8,1,3,5,1,0,0,4,14,5,4,1,1,1,1,1,8,1,5,97,4
"CCDC189",3,2,0,0,0,0,0,0,0,1,3,2,0,1,0,4,0,4,2,0,1,13,1
"RNF40",20,23,4,0,2,1,2,0,0,5,10,5,3,1,3,0,2,0,4,0,7,98,4
"ZNF629",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,2
"RP11-2C24.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BCL7C",22,111,3,6,3,3,2,0,6,11,30,5,0,2,5,1,7,6,5,0,13,322,12
"MIR762HG",6,11,0,0,1,2,1,0,0,0,1,0,0,1,1,0,0,0,2,1,2,35,3
"CTF1",1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FBXL19-AS1",2,6,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,2,48,0
"FBXL19",2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,31,2
"ORAI3",47,43,1,0,1,0,1,0,3,14,5,1,1,2,1,1,0,3,8,0,5,74,4
"RP11-1072A3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SETD1A",7,4,2,0,0,0,0,0,0,4,3,2,0,0,0,0,1,3,1,0,3,24,6
"HSD3B7",50,29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,0,2,103,7
"STX1B",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0
"STX4",143,88,9,0,8,5,2,0,5,18,33,10,7,0,3,0,4,1,61,0,22,201,12
"RP11-196G11.2",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0
"RP11-196G11.6",17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0
"ZNF668",8,16,0,0,0,0,0,0,1,3,4,0,0,0,0,1,0,0,4,0,4,37,1
"ZNF646",6,3,0,0,0,1,0,0,0,3,1,1,0,0,0,0,1,0,5,0,2,25,2
"VKORC1",173,433,19,7,9,9,9,2,6,15,47,18,9,2,5,2,25,27,46,0,26,451,31
"BCKDK",76,71,4,2,2,4,2,0,1,9,5,5,1,0,2,2,2,19,29,0,14,181,13
"KAT8",20,24,3,3,3,3,0,0,0,6,10,4,4,0,0,0,3,1,7,0,9,117,3
"RP11-388M20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PRSS8",2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,688,0
"PRSS36",5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,18,1
"FUS",240,523,81,43,82,40,32,9,24,156,250,96,36,25,14,11,21,18,102,5,153,1236,83
"RP11-388M20.1",3,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0
"PYCARD",461,126,19,10,21,14,7,1,9,68,55,16,15,3,3,3,4,14,99,1,54,1148,17
"PYCARD-AS1",2,16,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,3,22,1
"TRIM72",2,9,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
"ITGAM",71,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,10,0,0,1,0
"ITGAX",137,1,2,0,1,0,1,1,0,16,0,0,0,2,0,0,0,0,71,0,0,3,0
"ZNF843",2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-452L6.1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,6,0
"RP11-452L6.5",1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,6,1
"ARMC5",13,10,1,1,1,1,1,1,0,5,6,3,0,2,0,1,0,1,2,0,4,47,1
"TGFB1I1",2,280,0,0,0,0,0,0,0,2,1,0,1,0,0,0,27,0,0,0,0,19,18
"AC026471.6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,0
"C16orf58",7,26,1,0,0,0,1,0,0,1,3,1,0,0,0,1,1,1,1,0,0,73,4
"RP11-452L6.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AHSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"CTD-2358C21.5",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"ZNF720",18,22,3,2,6,3,1,0,0,7,20,4,2,2,2,0,2,2,5,0,10,59,6
"ZNF267",124,23,10,2,6,7,5,1,3,27,43,12,2,0,2,1,0,2,61,1,36,68,8
"SHCBP1",4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,1,12,4
"RP11-46D6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"VPS35",107,69,4,2,6,2,1,0,0,33,27,9,8,4,0,5,2,6,45,0,18,340,4
"ORC6",2,5,0,0,2,1,0,1,0,1,2,1,1,0,0,0,0,6,0,1,4,38,0
"MYLK3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf87",16,53,6,6,9,5,4,0,6,6,27,5,4,1,1,0,1,14,7,1,33,95,4
"GPT2",1,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,2,0,2,165,0
"DNAJA2",57,51,19,13,21,9,12,0,6,25,73,22,7,4,4,0,4,10,27,2,36,409,3
"RP11-169E6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NETO2",21,3,3,5,4,1,3,2,2,2,9,5,0,2,3,0,0,0,5,1,21,53,5
"ITFG1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ITFG1",60,69,9,2,6,3,1,0,6,10,20,5,3,4,2,1,2,11,13,0,22,145,5
"PHKB",40,20,2,1,8,0,1,0,2,14,8,3,2,1,1,0,3,3,9,0,5,116,12
"ABCC11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LONP2",30,37,6,2,5,5,0,0,2,16,24,12,9,2,1,1,0,3,8,0,18,144,7
"SIAH1",18,22,0,1,3,1,0,0,2,9,6,2,4,0,0,1,2,1,13,0,3,160,4
"N4BP1",57,19,19,5,13,9,1,1,4,5,27,14,8,2,2,1,0,2,17,0,22,38,6
"RP11-42I10.1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"CTC-527H23.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"CBLN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"RP11-491F9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ZNF423",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,3
"CNEP1R1",16,8,2,1,2,0,1,0,1,7,8,3,2,1,0,0,1,1,2,0,10,27,1
"HEATR3",9,6,2,1,2,2,3,0,1,0,8,1,1,0,1,0,0,1,2,1,1,28,1
"PAPD5",47,32,12,5,16,9,1,1,5,8,30,19,5,2,9,1,1,2,10,3,9,234,3
"ADCY7",41,14,4,1,4,3,0,0,1,5,11,6,1,0,2,2,0,3,7,0,9,9,0
"BRD7",33,41,5,4,4,3,3,3,1,8,16,10,4,1,4,1,0,3,3,0,10,286,9
"NKD1",0,6,1,0,2,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0,4,47,0
"RP11-401P9.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-401P9.4",0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7,0
"SNX20",29,0,5,3,7,6,2,1,2,10,27,7,7,3,3,2,0,2,8,1,29,2,0
"NOD2",9,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,31,0
"RP11-327F22.2",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-327F22.1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYLD",104,62,15,14,26,14,16,3,14,42,94,17,19,5,5,2,3,6,39,1,87,72,7
"SALL1",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOX3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,246,0
"CASC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-297L17.2",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,58,0
"RP11-295M3.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"CHD9",75,89,9,3,8,3,2,0,0,38,22,8,1,2,0,1,12,9,14,0,15,251,18
"AC007906.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-44F14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-44F14.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RBL2",24,23,9,4,12,10,9,2,2,16,51,7,8,4,3,0,2,0,4,0,15,62,4
"AKTIP",5,22,9,4,9,2,2,0,2,4,10,12,1,2,3,0,2,3,2,0,24,90,2
"RPGRIP1L",0,19,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,47,0
"FTO",14,20,3,1,1,0,3,0,0,0,2,2,1,0,0,0,0,3,4,0,4,21,4
"IRX3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CRNDE",0,7,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,1,104,13
"IRX5",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0
"IRX6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMP2",15,1398,1,2,0,0,0,0,0,3,1,1,0,1,0,0,1,1,1,0,1,11,47
"RP11-212I21.5",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-212I21.2",26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,1,0
"LPCAT2",45,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,56,6
"RP11-212I21.4",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"CAPNS2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CES1",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GNAO1",0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0
"AMFR",29,25,1,1,2,1,2,1,2,19,6,3,2,2,0,0,1,0,1,0,8,74,4
"RP11-413H22.2",1,0,0,1,1,1,3,0,1,6,8,4,3,0,0,0,0,0,0,0,2,5,0
"NUDT21",62,36,15,12,19,7,9,0,8,28,50,19,6,4,6,4,7,13,26,4,42,331,12
"OGFOD1",8,26,7,1,5,3,2,0,1,10,13,2,4,1,1,1,3,4,2,0,10,79,1
"RP11-413H22.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BBS2",10,12,2,1,1,1,1,0,0,2,0,0,0,1,1,0,3,0,1,0,2,48,5
"MT3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"MT2A",3450,3228,25,20,46,18,25,5,21,32,213,88,12,10,29,1,192,4,1167,16,135,296,83
"RP11-249C24.10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT1E",203,546,8,6,4,1,7,0,9,4,24,3,0,1,1,0,4,3,42,1,20,21,1
"MT1M",213,63,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,29,0,1,5,0
"MT1A",5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56,0
"MT1F",168,152,14,2,20,3,2,0,0,5,27,7,2,0,1,1,0,1,46,1,6,72,0
"MT1G",1255,140,0,1,0,1,1,0,1,4,3,3,0,2,0,0,0,0,182,0,0,186,2
"MT1H",997,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,0,3,7,0
"RP11-249C24.12",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT1X",902,363,22,13,23,14,12,0,10,9,66,25,10,3,3,0,3,7,233,6,64,542,4
"RP11-343H19.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NUP93",27,14,1,2,6,3,2,0,1,5,7,3,1,2,0,1,1,1,5,1,8,87,3
"SLC12A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HERPUD1",555,463,71,34,55,40,33,2,23,243,200,75,18,21,14,63,17,575,94,4,170,1518,44
"CETP",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
"NLRC5",8,20,9,2,7,3,3,1,0,20,19,7,0,0,4,1,0,0,3,1,18,55,4
"CPNE2",21,16,2,1,5,0,0,0,1,1,2,2,1,0,0,0,2,0,4,0,6,149,15
"FAM192A",60,38,6,7,5,4,5,4,2,18,20,7,0,0,1,0,4,6,16,1,11,237,10
"RSPRY1",22,47,2,5,0,7,6,1,1,18,13,8,1,2,0,0,3,5,6,0,10,167,8
"ARL2BP",66,134,11,8,17,7,6,1,9,34,56,11,12,3,6,3,10,6,10,1,25,155,21
"PLLP",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1
"CCL22",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,9,1,0
"CX3CL1",0,23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2
"CCL17",0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0
"CIAPIN1",17,49,6,2,5,1,3,0,2,8,16,6,1,2,2,1,2,4,1,0,14,195,12
"COQ9",18,35,2,0,4,2,1,0,1,6,1,2,1,0,0,1,1,7,1,0,6,264,4
"POLR2C",42,76,14,10,15,8,9,1,10,29,52,23,13,3,7,0,0,9,10,0,34,388,9
"DOK4",0,11,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,107,8
"CCDC102A",3,21,1,2,3,0,1,0,0,3,1,2,0,0,0,0,0,1,0,0,2,22,4
"ADGRG5",1,1,1,2,2,2,0,0,0,15,2,2,0,0,1,0,0,5,1,0,0,4,0
"ADGRG1",2,1,2,1,2,0,3,0,0,0,4,0,2,2,2,0,0,0,0,1,1,224,14
"ADGRG3",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0
"KATNB1",5,11,1,1,1,3,2,0,1,4,11,2,2,0,2,0,0,1,0,0,4,48,5
"KIFC3",44,45,0,1,0,0,2,0,1,0,4,1,0,0,0,0,2,0,8,0,0,7,15
"CTD-2600O9.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2600O9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CNGB1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF319",3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1
"USB1",45,34,6,7,10,3,5,0,4,5,19,10,2,3,1,2,3,4,14,1,10,92,5
"MMP15",2,5,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,136,8
"CFAP20",25,58,17,4,17,4,6,2,8,14,44,17,8,6,3,1,3,8,8,1,40,250,42
"CSNK2A2",20,17,0,1,3,1,0,0,0,3,8,4,2,0,1,0,3,3,7,0,5,120,6
"CCDC113",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0
"GINS3",1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,17,1
"RP11-481J2.3",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0
"NDRG4",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SETD6",4,9,0,0,2,1,1,0,1,0,5,3,3,0,1,1,1,1,1,0,3,55,1
"CNOT1",37,26,11,4,12,4,7,3,4,25,30,7,5,2,1,2,0,6,13,1,11,187,13
"RP11-481J2.4",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"AC010287.1",2,6,6,0,2,2,1,0,2,4,6,3,1,0,1,0,1,2,1,0,4,7,0
"SLC38A7",27,16,2,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,3,0,3,37,2
"GOT2",19,27,2,3,5,1,4,0,3,9,9,5,0,0,2,0,0,6,12,0,12,305,7
"CDH8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-21L1.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH11",2,337,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0
"RP11-95H3.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00922",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"LINC00920",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,204,3
"BEAN1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TK2",41,35,0,1,0,1,0,0,0,1,1,1,1,1,0,0,2,2,4,0,3,32,1
"RP11-403P17.3",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"RP11-403P17.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CKLF",262,104,37,42,39,20,24,0,47,40,323,52,29,11,10,8,3,31,62,15,129,244,21
"CKLF-CMTM1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMTM1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CMTM2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0
"CMTM3",130,209,20,5,16,16,5,1,10,8,60,11,5,5,7,2,5,3,22,1,47,35,17
"CMTM4",0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87,1
"DYNC1LI2",34,110,4,5,5,5,6,0,2,10,19,8,6,0,0,1,3,5,2,0,9,279,16
"RP11-63M22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-61A14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"NAE1",12,38,5,2,9,7,0,0,1,14,40,12,5,2,3,2,3,5,5,1,24,373,4
"RP11-61A14.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0
"CA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDP2",1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,3,64,1
"RRAD",60,272,0,1,1,2,0,0,0,25,1,0,0,1,0,2,10,1,30,0,2,14,0
"FAM96B",218,202,36,24,47,18,22,6,16,69,125,36,24,6,11,9,7,39,79,5,117,1281,46
"CES2",27,19,3,3,5,2,3,0,0,7,6,4,3,1,1,1,1,3,8,0,9,1414,4
"CES3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"CES4A",2,1,0,0,3,0,0,0,0,3,5,1,2,0,0,0,0,0,1,0,5,12,0
"CBFB",49,27,3,4,8,6,4,0,1,16,42,10,3,4,6,1,3,2,11,1,23,145,6
"C16orf70",12,6,2,0,1,0,0,0,0,2,4,3,0,0,0,0,1,0,2,1,2,43,2
"B3GNT9",1,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,11,0
"TRADD",63,61,8,7,4,3,6,1,3,48,73,11,20,1,3,3,5,9,9,1,36,100,4
"FBXL8",2,6,0,0,0,2,3,0,0,1,3,0,0,0,0,0,1,4,0,0,2,15,0
"HSF4",2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,20,0
"NOL3",8,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,3,2,1,91,2
"KIAA0895L",2,7,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,25,1
"EXOC3L1",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,6
"E2F4",21,39,3,2,3,0,5,0,2,14,24,13,8,2,1,0,1,10,6,0,6,255,6
"ELMO3",4,2,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,187,0
"LRRC29",7,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2
"TMEM208",121,147,9,8,12,5,4,1,5,30,53,18,9,7,1,6,5,38,48,0,36,460,22
"FHOD1",17,10,1,1,2,1,0,0,0,4,7,3,1,0,1,1,3,2,4,0,3,35,6
"SLC9A5",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"PLEKHG4",0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,38,0
"LRRC36",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
"TPPP3",0,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,146,0,2,0,0,29,2
"ZDHHC1",0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,20,0
"HSD11B2",1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,1,187,0
"ATP6V0D1",280,116,23,11,24,16,7,2,5,71,69,16,15,4,6,7,6,10,92,1,41,284,22
"RP11-297D21.4",3,1,0,0,3,0,0,0,0,3,4,0,0,2,0,0,0,4,3,0,1,8,0
"AGRP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CTD-2012K14.8",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1
"FAM65A",32,27,0,0,0,1,1,0,0,11,0,0,0,0,0,1,1,0,3,0,1,34,20
"CTD-2012K14.6",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2012K14.7",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0
"CTCF",14,31,6,5,2,1,1,0,4,15,17,8,3,0,1,0,0,6,3,1,15,82,5
"RLTPR",1,0,1,0,1,1,1,0,0,4,2,3,1,0,0,1,0,0,0,0,2,0,0
"ACD",10,26,9,2,5,5,2,0,2,6,18,6,1,1,1,1,3,2,2,0,10,92,5
"PARD6A",7,1,5,1,6,4,6,0,2,11,20,9,3,0,3,1,0,2,2,0,10,87,0
"ENKD1",2,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,34,2
"C16orf86",10,9,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,2,3,1
"GFOD2",6,22,4,0,3,1,1,0,0,6,4,3,1,0,0,0,0,0,1,0,5,68,10
"RANBP10",3,3,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,25,3
"TSNAXIP1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0
"CENPT",11,18,3,1,2,1,3,0,1,7,12,4,2,0,2,0,1,3,2,1,8,60,4
"THAP11",10,25,0,3,6,3,2,1,4,4,15,7,3,2,0,0,2,3,2,0,8,150,2
"NUTF2",118,173,8,8,15,10,21,1,9,39,69,18,22,9,8,5,13,23,24,2,59,769,35
"EDC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"NRN1L",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSKH1",5,11,0,0,0,0,0,0,0,1,2,1,1,2,1,0,1,0,0,0,3,22,1
"CTC-479C5.12",3,5,3,0,2,1,1,0,0,3,8,3,1,0,1,1,1,1,2,0,1,28,0
"PSMB10",72,57,14,9,23,5,1,1,5,29,41,15,5,4,3,6,8,5,25,1,32,228,5
"LCAT",1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,4,1
"SLC12A4",7,34,0,0,1,2,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,26,4
"DPEP2",26,1,0,0,2,1,0,0,0,4,9,1,0,1,0,0,0,0,2,0,7,1,1
"DUS2",10,3,1,1,2,0,1,0,0,19,2,0,1,1,0,0,1,4,2,0,2,21,0
"DDX28",6,6,2,0,4,0,2,0,0,6,10,2,1,0,0,0,1,2,1,0,5,79,2
"NFATC3",32,26,17,11,15,4,2,1,5,10,23,17,5,2,5,0,3,3,4,0,16,211,3
"RP11-96D1.11",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ESRP2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,0
"PLA2G15",42,10,1,1,1,0,1,0,0,2,2,0,0,0,0,1,0,2,0,0,1,49,0
"SLC7A6",11,12,1,1,2,2,4,0,2,12,20,3,2,0,2,2,1,0,2,0,9,111,3
"SLC7A6OS",10,16,5,4,4,1,3,0,2,4,10,2,2,1,0,0,0,4,4,0,8,77,4
"PRMT7",7,16,0,1,1,0,2,1,0,1,10,4,3,1,0,1,0,2,3,1,3,69,0
"SMPD3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,55,0
"ZFP90",5,20,1,0,1,0,0,0,0,2,7,3,0,2,0,0,0,0,0,0,4,17,0
"RP11-615I2.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDH3",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,81,0
