"","CD8aa IELs","cDCs","Double-Negative Tcells","Fibroblasts","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"PIP5KL1",0,0,0,0,0,0,5,1,0,3,0,0,2,0,0,0,0,0
"RP11-203J24.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DPM2",0,2,1,10,1,4,10,6,4,8,1,2,1,1,0,1,3,6
"FAM102A",10,0,3,8,1,14,45,15,5,30,6,1,12,7,1,0,0,2
"NAIF1",0,0,0,0,2,0,3,4,1,1,0,0,0,1,0,0,0,1
"SLC25A25",2,1,0,28,1,3,5,3,5,2,0,0,1,7,1,0,0,35
"SLC25A25-AS1",0,0,1,1,0,0,1,3,0,1,0,0,0,2,0,0,0,0
"PTGES2",6,2,0,19,2,7,19,11,0,10,0,2,5,14,4,0,1,4
"LCN2",0,0,0,1,0,0,1,1,0,1,0,0,0,22,0,0,0,0
"C9orf16",31,15,3,69,29,49,187,84,14,103,20,21,39,24,4,1,48,44
"CIZ1",2,4,0,4,0,6,13,5,3,3,0,1,5,2,3,1,0,3
"DNM1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOLGA2",4,3,0,19,2,2,12,8,0,9,1,0,3,3,4,0,0,9
"SWI5",2,0,0,10,3,3,12,5,4,3,2,0,1,1,1,0,3,8
"TRUB2",1,0,0,10,1,1,20,4,3,15,4,1,2,2,5,0,2,0
"RP11-339B21.13",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"COQ4",4,2,0,16,0,6,31,23,4,17,0,0,3,8,1,1,5,6
"SLC27A4",1,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,1
"URM1",1,5,1,10,2,15,30,23,5,13,4,2,5,9,3,0,6,15
"CERCAM",0,0,0,51,0,1,4,2,0,0,0,0,1,0,1,0,0,1
"ODF2",1,0,0,5,2,1,11,6,1,10,3,0,2,2,0,0,0,5
"GLE1",1,0,0,1,0,4,5,5,0,1,0,0,2,0,1,0,0,1
"SPTAN1",8,1,3,24,6,10,71,41,7,40,5,4,12,5,2,1,7,24
"WDR34",0,0,0,3,0,3,3,4,2,0,0,0,1,5,1,0,0,1
"HMGA1P4",0,1,0,0,0,1,2,1,0,3,0,0,0,0,1,0,1,0
"SET",22,14,5,74,23,62,178,77,39,88,23,9,50,31,20,8,20,45
"PKN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ZDHHC12",4,9,0,5,8,11,54,20,2,20,8,1,12,9,4,2,4,9
"RP11-545E17.3",0,1,0,1,0,1,4,4,0,3,0,0,1,0,1,1,2,0
"ZER1",2,0,0,2,0,1,2,2,0,1,1,0,1,0,0,0,0,0
"TBC1D13",2,0,2,0,1,0,5,1,0,3,1,1,2,0,0,0,1,1
"ENDOG",0,0,0,2,2,2,8,12,2,2,1,2,4,6,0,0,2,0
"C9orf114",0,0,2,4,0,3,16,9,2,9,2,3,4,4,2,0,1,0
"CCBL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"LRRC8A",2,0,0,16,3,2,8,4,0,4,0,0,2,1,2,0,1,26
"PHYHD1",0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"DOLK",0,0,0,9,1,1,7,1,1,1,0,3,0,2,2,0,0,4
"NUP188",0,1,1,6,2,2,5,4,1,2,0,0,0,2,0,1,1,5
"RP11-167N5.5",0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"SH3GLB2",0,2,1,9,0,4,14,6,0,6,0,0,0,7,2,0,2,4
"FAM73B",1,1,0,4,0,1,7,5,3,5,1,2,1,1,0,0,1,3
"DOLPP1",0,1,0,1,0,1,4,0,3,2,1,1,1,1,0,0,2,1
"CRAT",1,0,1,3,0,0,5,2,1,0,0,0,3,3,0,0,1,2
"PPP2R4",1,0,0,8,0,3,6,8,1,5,2,0,1,2,2,1,4,5
"IER5L",1,0,0,5,1,0,12,13,1,5,1,1,7,0,0,0,1,5
"RP11-344B5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C9orf106",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01503",0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP11-492E3.51",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"RP11-492E3.2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"NTMT1",6,1,3,18,3,15,24,17,7,18,3,2,1,4,2,1,1,13
"ASB6",3,0,1,1,2,2,15,6,4,6,2,3,2,0,2,0,0,1
"PRRX2",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTGES",0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,9
"TOR1B",2,2,0,5,1,6,13,7,1,6,0,1,2,2,0,0,1,3
"TOR1A",4,1,1,16,6,9,27,20,4,19,3,6,9,2,1,0,4,8
"C9orf78",21,9,3,32,22,26,176,98,17,123,28,9,28,8,6,5,30,14
"USP20",2,0,0,1,0,2,13,11,1,5,0,0,5,0,1,0,3,1
"FNBP1",35,12,6,15,16,82,275,141,29,144,25,20,44,1,13,9,23,13
"RP11-138E2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GPR107",0,2,0,7,0,6,8,3,1,7,0,0,0,0,1,1,0,5
"NCS1",0,1,0,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0
"HMCN2",0,0,0,3,0,1,0,1,0,0,0,0,0,5,0,0,0,3
"ASS1",1,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,0,23
"FUBP3",2,0,1,6,0,8,13,7,1,7,2,2,1,1,0,0,3,1
"EXOSC2",2,2,0,2,1,3,9,3,3,9,3,1,5,2,1,0,1,0
"ABL1",4,0,1,23,1,1,9,10,0,9,2,0,1,5,1,0,0,11
"LAMC3",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIF1L",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"NUP214",2,1,0,1,1,5,14,4,2,11,0,1,3,2,1,3,1,4
"RP11-544A12.4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RP11-544A12.8",3,0,3,2,0,6,15,7,6,20,7,1,4,0,0,0,4,1
"FAM78A",1,0,0,0,1,0,9,4,2,6,0,0,1,0,0,0,0,0
"PRRC2B",1,1,0,20,1,5,19,13,5,13,0,2,8,4,0,0,2,3
"RP11-334J6.7",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"POMT1",0,0,0,4,1,2,12,6,2,2,0,1,1,1,0,3,0,1
"RP11-334J6.6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"UCK1",0,1,0,7,1,1,14,6,0,6,1,3,2,2,1,0,5,0
"RAPGEF1",2,5,2,3,4,17,26,8,2,8,4,3,9,3,4,1,4,13
"MED27",2,2,0,8,0,2,12,5,1,8,2,1,4,0,1,0,2,4
"NTNG2",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"SETX",6,1,2,13,3,3,15,13,12,13,0,1,7,3,3,0,2,12
"TTF1",4,1,0,4,2,14,41,16,10,19,5,0,10,2,1,1,7,5
"DDX31",0,0,0,6,1,0,5,3,1,6,0,0,0,0,1,0,0,1
"GTF3C4",1,0,0,5,1,4,8,5,1,5,0,1,0,2,1,0,0,3
"AK8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C9orf9",0,0,0,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0
"TSC1",2,0,0,2,1,2,4,4,2,4,2,0,4,1,2,0,2,1
"GTF3C5",3,2,0,5,2,5,24,11,4,10,3,1,1,2,1,0,3,1
"CEL",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"RALGDS",10,11,1,4,6,12,43,30,5,14,4,6,11,5,0,1,6,26
"GBGT1",0,0,0,5,0,1,2,0,4,1,0,0,0,0,0,1,0,1
"ABO",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5
"SURF6",1,0,0,6,3,4,9,5,4,9,1,2,1,2,1,0,1,1
"MED22",0,0,0,1,0,1,2,2,2,0,1,2,1,1,0,0,0,0
"RPL7A",323,316,86,996,247,1154,3584,1480,637,2288,498,182,439,483,212,71,336,328
"SURF1",11,4,0,23,9,13,68,25,10,34,3,8,12,7,5,2,6,11
"SURF2",10,4,3,6,5,8,58,41,2,23,5,4,12,3,1,0,4,10
"SURF4",23,6,3,48,24,10,163,100,5,50,15,5,36,10,7,2,23,14
"STKLD1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"REXO4",6,3,3,8,1,11,32,20,6,13,6,3,7,2,2,0,1,2
"ADAMTS13",0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"CACFD1",0,1,0,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0
"SLC2A6",1,6,0,10,0,7,0,4,3,1,0,0,1,0,1,4,0,1
"ADAMTSL2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"DBH",0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"SARDH",1,0,1,1,0,0,3,2,0,2,1,0,0,0,0,0,0,0
"VAV2",0,0,0,4,0,6,0,0,0,0,0,1,0,0,0,0,0,1
"LINC00094",1,0,0,7,1,1,6,1,0,4,0,0,3,1,0,0,0,0
"BRD3",2,1,0,9,1,6,11,5,2,5,2,5,5,0,0,0,1,5
"WDR5",1,0,0,3,2,0,9,3,0,6,1,0,2,3,3,0,2,1
"RXRA",0,0,0,11,0,0,6,8,1,1,1,4,4,6,1,1,0,5
"COL5A1",0,0,0,60,0,0,1,1,0,0,0,0,0,0,0,0,0,4
"FCN1",0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,54,0,0
"OLFM1",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"PPP1R26",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C9orf116",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"MRPS2",4,2,0,10,3,4,30,17,6,12,2,1,3,3,2,0,0,6
"CAMSAP1",0,0,0,1,0,1,10,3,0,3,0,1,0,2,0,0,1,2
"UBAC1",3,3,0,8,1,2,8,1,1,3,0,0,1,7,0,0,1,3
"NACC2",0,0,0,5,0,0,0,7,0,1,0,0,0,0,0,0,0,4
"C9orf69",0,0,0,1,0,0,10,3,0,6,1,1,0,4,1,0,0,3
"QSOX2",0,0,0,3,0,5,5,3,4,5,0,0,0,2,1,0,1,1
"GPSM1",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNLZ",0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
"CARD9",0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0
"SNAPC4",1,2,0,0,1,2,2,4,0,1,1,0,3,0,0,0,1,0
"SDCCAG3",0,0,1,5,1,1,5,0,0,5,1,1,1,5,1,0,0,1
"PMPCA",2,2,0,12,1,6,20,16,2,13,2,2,5,3,7,0,2,3
"INPP5E",0,0,0,1,0,2,4,2,0,0,0,0,1,1,0,0,0,2
"SEC16A",1,1,0,10,3,6,19,1,1,8,1,1,2,2,3,0,3,3
"C9orf163",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"NOTCH1",1,0,0,9,2,0,11,8,1,9,0,0,0,1,1,0,0,9
"NALT1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-251M1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"EGFL7",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,60
"AGPAT2",1,5,0,17,1,4,26,15,4,3,1,4,5,49,1,0,6,9
"FAM69B",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5
"SNHG7",8,4,9,29,5,28,72,32,32,59,9,3,14,13,0,0,11,48
"LCN10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LCN6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"TMEM141",3,4,0,17,0,7,28,10,2,4,1,2,2,58,2,1,5,14
"CCDC183",0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0
"RABL6",1,1,0,8,1,0,10,7,0,7,1,1,5,9,4,1,2,7
"C9orf172",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PHPT1",9,9,2,98,4,13,85,33,5,24,7,8,14,38,17,3,13,24
"MAMDC4",0,0,0,2,0,1,2,3,0,0,0,0,0,0,1,0,0,1
"EDF1",54,41,12,211,47,112,444,194,64,229,49,23,84,106,44,7,59,80
"TRAF2",3,1,1,10,1,1,8,11,0,2,0,0,6,0,0,0,2,3
"FBXW5",7,8,1,20,6,8,33,22,6,9,3,2,14,8,3,2,3,17
"C8G",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"LCN12",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"PTGDS",0,1,0,1278,3,0,1,1,0,2,0,0,11,0,0,0,0,17
"LCNL1",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"C9orf142",21,7,5,26,21,19,186,128,12,53,22,14,53,11,7,8,10,19
"CLIC3",7,0,0,0,13,2,27,55,1,3,4,21,44,0,6,0,1,10
"ABCA2",1,0,0,0,1,1,2,3,0,3,1,0,2,0,0,0,1,1
"FUT7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NPDC1",0,0,0,11,2,0,1,1,0,7,0,0,0,8,0,1,3,138
"ENTPD2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SAPCD2",0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0
"UAP1L1",1,0,0,4,1,1,2,2,1,0,0,0,0,0,1,0,0,0
"MAN1B1-AS1",0,2,0,3,1,1,12,3,3,6,1,0,2,2,1,0,1,1
"MAN1B1",2,1,0,12,3,5,14,10,2,10,0,1,6,2,1,0,2,6
"DPP7",26,9,5,84,12,32,140,66,11,59,11,10,27,7,15,2,20,21
"LRRC26",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
"ANAPC2",0,2,1,7,2,5,13,6,2,4,2,2,4,1,1,0,1,2
"SSNA1",10,4,3,23,6,13,50,27,7,30,1,7,21,9,5,0,15,12
"TPRN",0,0,0,0,0,0,0,2,0,0,0,0,1,5,2,0,1,1
"TMEM203",1,2,0,8,2,2,17,7,4,14,3,0,3,1,2,0,1,0
"NDOR1",0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0
"TUBB4B",40,11,8,271,16,137,369,148,70,130,19,21,57,60,8,3,33,98
"FAM166A",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"NELFB",3,0,1,1,0,0,4,1,0,0,1,0,1,4,1,0,0,5
"TOR4A",0,2,1,3,0,1,2,0,0,0,0,0,0,6,0,1,0,4
"NRARP",0,1,0,3,0,1,0,0,1,0,0,0,0,7,0,0,1,1
"EXD3",0,3,0,1,0,1,3,3,0,0,0,0,4,2,0,0,0,0
"NOXA1",0,2,0,2,0,1,2,1,0,2,0,0,1,2,0,0,0,0
"ENTPD8",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"NSMF",1,2,0,1,0,0,4,3,0,3,0,0,0,3,0,0,0,0
"PNPLA7",1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"MRPL41",11,6,2,38,11,32,118,50,11,55,12,10,23,30,11,2,13,22
"DPH7",3,0,0,5,1,5,10,7,5,7,3,0,2,2,1,0,0,2
"ZMYND19",0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0
"ARRDC1",9,3,0,3,3,6,22,15,1,3,3,3,10,5,2,0,0,7
"ARRDC1-AS1",1,0,0,2,0,5,5,0,2,4,0,0,1,2,2,0,0,1
"EHMT1",5,3,0,7,3,17,18,14,11,14,2,3,6,3,14,0,0,12
"LINC01001",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BET1L",1,0,0,7,1,2,13,4,1,8,3,1,1,2,2,0,2,2
"RIC8A",9,3,1,12,2,7,30,16,4,17,1,2,2,2,2,0,10,6
"SIRT3",0,0,0,2,0,1,6,5,2,4,0,0,3,0,1,0,1,1
"PSMD13",9,6,3,30,11,9,55,36,5,27,6,8,28,16,5,2,8,20
"RP11-326C3.2",0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0
"ATHL1",6,0,3,4,4,6,26,8,1,12,2,2,3,0,0,0,1,3
"IFITM2",44,29,13,271,35,52,558,182,45,242,53,90,61,5,1,15,38,258
"IFITM1",6,0,2,28,10,5,69,35,4,30,5,7,6,3,0,1,5,39
"RP11-326C3.11",0,0,0,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0
"IFITM3",4,97,2,995,4,2,51,18,1,32,6,14,3,36,0,27,3,669
"RP11-326C3.12",0,1,0,0,1,0,3,3,2,4,3,2,0,0,0,0,1,2
"B4GALNT4",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PKP3",0,0,0,2,0,0,0,1,1,1,0,0,0,21,0,0,0,0
"SIGIRR",6,4,4,20,4,10,82,34,5,45,3,7,14,7,0,1,9,28
"ANO9",0,0,0,0,1,0,10,8,2,5,1,0,5,4,0,0,1,0
"PTDSS2",0,1,0,10,0,2,1,1,0,3,0,0,2,1,1,0,0,3
"RP13-317D12.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RNH1",13,11,4,93,11,32,89,46,15,31,10,9,11,13,9,4,13,35
"HRAS",3,0,0,2,0,1,9,6,0,5,1,1,1,4,1,0,1,5
"LRRC56",0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"LMNTD2",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"RP11-496I9.1",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"RASSF7",2,0,0,0,0,0,11,5,0,14,2,1,1,9,0,0,2,0
"PHRF1",0,0,1,2,0,3,5,11,2,8,1,0,2,1,1,0,0,3
"IRF7",11,7,1,23,3,23,55,40,22,40,8,10,14,4,7,5,12,37
"CDHR5",0,0,0,0,0,0,2,0,0,1,0,0,0,14,0,0,1,1
"SCT",0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DRD4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEAF1",0,0,0,7,0,1,10,2,2,13,3,0,1,1,0,0,3,1
"EPS8L2",0,0,0,4,1,0,8,3,0,2,1,0,2,8,0,1,0,0
"TMEM80",2,0,0,4,4,0,3,5,1,5,0,3,1,0,0,0,1,1
"TALDO1",4,21,1,32,3,18,59,27,4,25,2,4,7,19,3,9,10,13
"PDDC1",0,1,0,2,1,0,1,1,1,3,0,0,1,4,0,0,1,3
"AP006621.5",1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"CEND1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SLC25A22",2,0,0,2,1,1,4,1,2,1,1,0,1,1,0,0,1,0
"PANO1",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
"PIDD1",0,0,0,6,1,3,1,0,0,2,0,2,4,0,0,0,0,2
"RPLP2",948,660,231,1433,719,3690,10682,4384,1765,6732,1269,491,1473,682,334,194,726,580
"PNPLA2",7,4,1,12,10,10,32,27,2,20,5,3,11,1,1,2,3,9
"CRACR2B",0,0,0,1,0,3,0,2,0,0,0,2,5,3,0,0,1,9
"CD151",3,2,0,93,3,2,22,15,0,5,0,3,6,23,0,0,4,68
"POLR2L",32,24,14,114,30,69,321,179,45,143,36,34,62,61,21,7,40,90
"TSPAN4",0,1,0,117,1,0,3,0,2,1,1,0,0,2,1,1,0,46
"RP11-1391J7.1",0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,3
"CHID1",3,2,3,46,1,3,27,11,3,9,2,0,2,5,14,1,4,11
"AP2A2",1,1,0,13,0,3,2,4,2,11,0,0,4,2,4,0,2,11
"MUC5B",0,1,0,0,0,0,0,0,0,1,0,0,0,34,0,0,0,0
"TOLLIP",8,4,1,8,4,7,35,19,4,13,2,0,5,3,2,1,4,3
"TOLLIP-AS1",0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BRSK2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOB2",4,1,0,10,4,7,41,25,3,20,5,0,4,3,1,0,6,43
"DUSP8",3,1,0,2,1,1,9,4,1,4,2,2,2,1,0,0,0,0
"KRTAP5-AS1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AP006285.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"IFITM10",0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"CTSD",13,4,1,166,16,29,103,85,5,30,7,12,36,28,12,13,17,33
"TNNI2",0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
"LSP1",31,57,11,119,43,73,244,167,34,89,17,25,71,0,25,0,37,1
"TNNT3",0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"MRPL23",7,9,0,18,2,16,54,19,8,34,6,2,9,19,13,4,9,7
"IGF2",0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"TH",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASCL2",0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0
"C11orf21",0,0,0,0,3,2,2,0,0,2,1,0,0,0,0,0,0,0
"TSPAN32",1,1,0,2,0,0,10,3,0,4,0,3,1,0,0,1,0,0
"CD81",3,6,0,164,4,17,34,14,4,6,6,4,3,7,3,0,2,46
"TSSC4",2,5,3,21,7,13,62,36,6,34,5,3,16,4,2,2,12,14
"TRPM5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"KCNQ1",0,2,0,0,0,3,3,1,1,1,0,0,0,8,1,0,1,1
"KCNQ1OT1",9,2,4,236,1,17,74,14,11,16,5,2,6,8,16,2,6,67
"CDKN1C",2,0,0,35,0,1,0,1,0,0,0,1,0,0,5,0,0,5
"SLC22A18AS",0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0
"SLC22A18",0,0,0,5,1,2,8,2,0,1,1,0,1,9,0,0,0,0
"PHLDA2",2,45,1,117,1,1,48,18,3,8,1,0,6,75,3,4,6,11
"NAP1L4",14,3,2,9,15,16,64,45,7,36,8,12,43,6,0,0,10,9
"CARS",8,0,1,9,3,5,15,24,2,11,7,1,33,6,4,1,4,4
"OSBPL5",0,0,0,4,0,0,0,2,0,0,1,0,1,0,0,0,0,6
"ZNF195",2,1,0,0,0,3,12,9,1,10,1,1,6,2,1,0,0,1
"ART5",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNA10",0,1,1,0,0,1,2,3,0,4,0,0,0,0,0,0,0,1
"NUP98",6,8,3,4,7,13,73,42,11,34,6,4,19,3,2,0,5,6
"PGAP2",0,1,0,6,0,2,15,2,2,5,1,1,6,3,0,0,2,2
"RHOG",35,21,10,17,20,66,262,121,33,143,29,10,38,11,0,4,66,11
"AC090587.5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"STIM1",2,0,0,8,0,2,13,11,3,8,2,0,5,0,0,0,4,9
"RRM1",2,0,0,4,0,1,8,5,2,11,2,2,6,2,3,0,0,3
"TRIM21",1,0,1,1,0,2,4,3,0,0,2,0,1,0,0,0,1,2
"TRIM68",1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"OR51E1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HBB",0,0,0,1,1,1,6,5,2,4,0,0,0,0,1,0,0,1
"AC015691.13",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"TRIM6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM5",0,1,0,5,0,1,2,3,1,0,0,0,0,1,0,0,0,1
"TRIM22",6,4,1,18,15,13,46,27,11,21,3,9,10,1,0,3,6,5
"RP11-290F24.6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FAM160A2",4,0,0,5,2,1,18,6,0,6,1,0,1,4,1,0,3,6
"PRKCDBP",0,1,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,29
"SMPD1",2,0,1,17,2,1,17,8,4,15,4,0,3,6,0,1,1,7
"APBB1",2,0,1,12,1,2,19,4,1,10,2,3,0,0,0,1,1,3
"TRIM3",0,0,0,2,0,2,5,1,0,1,0,0,0,1,0,1,1,0
"ARFIP2",6,3,1,9,5,9,48,9,1,15,0,1,7,6,1,0,1,6
"TIMM10B",4,0,0,14,2,4,34,10,4,15,3,2,6,2,0,1,2,2
"DNHD1",0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,2,0
"RRP8",3,0,0,8,3,5,17,8,2,8,4,1,5,3,1,1,2,1
"ILK",1,2,2,30,1,6,29,9,1,12,1,5,5,8,1,1,2,15
"TAF10",3,4,0,9,5,4,13,10,1,10,3,3,7,5,2,2,5,5
"TPP1",3,17,2,26,2,11,23,9,8,7,0,3,2,2,1,4,13,10
"DCHS1",0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,3
"MRPL17",1,1,0,12,0,4,20,11,3,12,3,2,7,9,1,0,4,13
"ZNF215",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLFML1",0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPFIBP2",0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"CYB5R2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EIF3F",40,54,11,134,30,117,401,169,65,279,50,21,69,39,17,10,62,36
"TUB",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIC3",3,0,3,0,0,31,17,13,16,34,11,0,6,0,10,0,5,0
"LMO1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TRIM66",0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"RPL27A",720,553,186,1318,489,2561,7448,2833,1035,4740,909,354,941,588,266,132,571,528
"ST5",0,0,0,35,0,0,0,1,0,1,0,0,0,1,0,0,1,2
"AKIP1",1,0,0,7,1,1,14,2,0,3,1,1,2,2,0,0,5,3
"TMEM9B",12,8,0,31,15,19,100,50,18,42,13,4,11,11,4,0,17,18
"TMEM9B-AS1",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"NRIP3",0,1,0,1,2,3,18,0,0,7,1,2,0,1,0,1,0,0
"SCUBE2",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"DENND5A",1,3,0,9,0,2,3,0,0,5,1,0,0,0,0,6,0,9
"TMEM41B",0,1,0,14,2,4,11,6,3,14,3,2,2,5,1,0,1,3
"IPO7",2,2,0,21,0,2,16,10,4,15,0,1,5,3,0,1,2,8
"CTD-2371O3.2",3,1,0,13,0,2,18,3,4,7,1,3,6,1,1,0,1,1
"CTD-2371O3.3",2,2,0,3,0,1,7,2,1,4,0,0,0,0,0,0,3,0
