"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells"
"PDZD4",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"L1CAM",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVPR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP4",35,0,5,3,7,1,10,3,0,1,7,3,7,3,0,1,12,1,82,15
"NAA10",76,120,5,8,7,6,9,6,3,6,18,3,34,16,19,5,17,5,113,439
"RENBP",88,0,0,1,1,0,4,0,0,2,0,3,2,0,0,0,7,0,18,4
"HCFC1",15,18,0,2,0,2,2,1,0,0,2,1,3,0,2,0,6,1,8,92
"HCFC1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"TMEM187",10,7,1,0,0,2,2,0,3,0,5,0,4,0,0,0,4,1,16,39
"IRAK1",46,27,0,1,2,1,1,0,0,0,2,0,5,2,2,0,20,1,7,116
"MECP2",22,14,2,2,6,1,2,2,3,2,7,4,11,5,3,1,16,0,48,38
"TKTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0
"XX-FW83128A1.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLNA",93,372,6,7,4,2,15,6,2,1,14,1,47,24,67,1,36,2,57,95
"EMD",33,34,6,2,4,4,6,5,3,1,10,6,22,4,5,0,20,2,59,200
"RPL10",4654,8028,669,327,763,354,1050,876,1159,589,1614,1032,3021,1031,890,219,2452,256,12601,29514
"XX-FW83563B9.5",3,6,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,2,2
"DNASE1L1",30,14,0,0,1,0,1,0,1,0,0,0,1,1,1,0,9,0,8,37
"TAZ",16,7,3,1,6,3,0,1,5,4,6,3,6,2,1,2,1,1,29,43
"CH17-340M24.3",47,7,0,0,1,1,2,1,0,0,0,0,0,0,3,0,5,0,10,34
"ATP6AP1",166,83,3,2,4,2,1,3,2,0,3,0,14,4,11,0,30,0,54,190
"GDI1",28,61,3,2,2,0,6,3,1,0,5,3,9,5,6,1,7,0,38,91
"FAM50A",97,92,7,7,8,2,15,4,7,3,18,1,23,8,19,0,27,1,137,252
"PLXNA3",13,10,0,0,1,0,0,2,1,0,3,1,2,1,1,0,0,0,10,33
"LAGE3",55,40,5,2,4,4,7,4,0,1,9,5,29,8,3,1,22,5,56,305
"UBL4A",8,29,1,0,1,0,3,4,0,0,4,2,11,3,3,0,1,1,18,65
"SLC10A3",9,26,0,0,0,1,6,4,1,0,4,0,11,4,2,0,4,2,26,55
"FAM3A",16,42,0,2,1,2,1,1,1,0,3,1,7,2,3,0,7,2,26,86
"G6PD",20,27,2,2,4,1,6,7,0,1,2,0,26,7,0,0,10,0,22,81
"IKBKG",13,15,3,1,2,1,4,2,1,0,0,2,8,3,2,0,10,1,24,32
"GAB3",8,2,1,0,3,1,0,1,0,2,1,0,6,0,0,0,1,0,5,0
"DKC1",23,37,2,3,2,0,4,4,4,2,6,3,12,2,5,2,5,3,34,354
"MPP1",140,13,3,0,1,0,1,2,0,0,3,1,3,2,0,0,35,2,19,16
"F8",2,5,0,0,1,0,3,0,1,0,2,0,0,1,1,0,1,1,6,1
"H2AFB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"F8A1",24,13,2,0,3,1,5,1,4,1,6,3,12,2,4,1,5,0,36,51
"FUNDC2",46,113,8,2,9,0,10,5,2,2,5,1,14,7,11,1,16,1,66,267
"MTCP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CMC4",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
"BRCC3",9,7,2,0,1,0,0,0,3,0,1,0,7,3,1,0,1,1,19,94
"VBP1",28,38,4,3,3,2,10,5,2,3,8,2,21,7,6,0,10,6,77,203
"RAB39B",0,0,0,1,1,1,1,0,1,1,0,1,5,1,0,0,0,0,18,0
"CLIC2",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1
"F8A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F8A3",1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,2,0,2,4
"TMLHE-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMLHE",7,8,1,0,0,1,0,0,0,0,0,0,4,0,1,0,2,2,5,33
"SPRY3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"VAMP7",19,26,2,2,4,0,6,1,0,2,0,1,4,4,1,0,4,1,32,48
"IL9R",0,0,0,1,3,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0
"ZNF596",1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
"FBXO25",12,30,2,1,3,0,4,1,0,2,2,2,8,3,2,0,3,0,37,129
"RP11-91J19.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TDRP",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERICH1",24,32,5,4,8,1,1,4,4,1,8,3,17,4,7,0,16,2,37,138
"ERICH1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DLGAP2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLN8",32,15,3,0,0,0,3,3,5,0,1,4,4,4,3,0,10,0,11,28
"CTD-2336O2.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTD-2336O2.1",48,26,2,6,3,0,4,2,1,1,2,1,11,2,2,0,12,1,37,53
"ARHGEF10",1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"KBTBD11-OT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"KBTBD11",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19
"RP11-439C15.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MYOM2",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,5
"RP11-134O21.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-115C21.2",2,5,0,0,0,1,1,2,0,0,0,0,6,0,2,0,2,0,5,29
"MCPH1",3,3,1,2,3,0,0,0,1,2,2,0,3,0,2,1,2,0,16,22
"ANGPT2",0,7,0,0,0,0,0,0,1,0,0,0,0,0,40,0,1,0,3,1
"AGPAT5",4,9,1,1,2,0,4,0,3,0,0,1,4,1,4,0,1,0,17,143
"DEFB1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"FAM85B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGK223",5,3,1,0,0,0,2,1,1,0,1,1,1,0,2,0,0,0,12,22
"CTA-398F10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CTA-398F10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CLDN23",12,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,10
"MFHAS1",8,7,0,0,0,1,6,1,1,0,1,5,1,0,0,0,6,0,66,64
"ERI1",7,8,2,0,1,0,1,1,0,1,2,1,12,2,1,0,2,1,35,32
"PPP1R3B",12,11,1,1,0,0,0,1,3,1,2,1,8,1,1,0,4,0,23,18
"RP11-10A14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-10A14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"RP11-375N15.2",1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
"TNKS",2,10,1,0,1,0,1,0,0,1,2,0,1,2,1,0,0,0,12,24
"RP11-1E4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
"MSRA",31,13,3,0,0,0,2,0,1,0,2,2,7,0,1,1,6,0,12,71
"RP11-981G7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRSS55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP1L1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOX7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"PINX1",10,8,3,2,2,0,0,0,1,2,0,0,5,0,1,0,4,0,14,64
"XKR6",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AF131216.1",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
"MTMR9",9,13,3,0,2,0,4,3,1,2,2,0,4,4,2,0,5,0,27,27
"SLC35G5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FAM167A",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLK",0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0
"GATA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"NEIL2",4,21,0,0,0,1,2,0,2,0,2,0,4,1,2,0,1,0,19,61
"FDFT1",30,37,4,3,5,4,10,7,5,2,15,7,30,10,8,1,12,4,90,501
"RP11-297N6.4",4,4,0,0,2,0,1,1,0,0,1,0,2,1,0,0,4,1,9,20
"CTSB",3440,657,1,6,5,4,21,4,7,7,12,1,8,4,39,0,390,3,174,629
"FAM86B1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27
"AC145124.2",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP11-351I21.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-419I17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LONRF1",7,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,4,8
"KIAA1456",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
"DLC1",2,48,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0
"C8orf48",0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"TUSC3",1,64,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,1,1
"MSR1",242,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,2
"MICU3",0,13,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
"ZDHHC2",10,4,0,0,1,0,1,1,1,0,1,1,4,1,0,0,2,0,2,32
"CNOT7",30,54,2,2,4,2,9,4,7,5,9,6,17,3,2,1,10,2,62,216
"VPS37A",22,36,1,1,2,1,4,0,0,0,4,4,6,4,3,0,1,1,28,47
"MTMR7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"SLC7A2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
"PDGFRL",0,55,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MTUS1",2,5,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,61
"PCM1",23,31,4,2,2,0,8,3,6,0,10,8,21,5,7,3,9,4,53,169
"ASAH1",485,97,0,3,1,0,4,2,4,1,5,5,13,4,20,1,92,2,49,432
"CTD-2547L16.1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"NAT1",2,5,0,1,1,0,2,0,1,0,2,0,3,0,0,0,1,1,16,41
"NAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"PSD3",9,45,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,16
"RP11-1080G15.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SH2D4A",0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,58
"CSGALNACT1",1,15,0,2,1,0,0,0,2,1,0,0,2,1,4,0,0,0,4,0
"INTS10",24,30,2,2,2,1,3,4,2,1,6,3,8,5,3,1,7,1,43,166
"LPL",48,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0
"ATP6V1B2",156,42,0,1,0,2,3,2,0,1,4,1,10,0,4,0,41,0,39,74
"LZTS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0
"DOK2",132,6,26,16,48,7,66,75,11,17,110,8,167,37,0,0,40,15,627,19
"XPO7",6,7,0,0,3,0,1,0,0,1,1,0,5,1,2,0,0,0,4,56
"NPM2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"DMTN",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,27
"FAM160B2",4,16,0,1,0,0,1,0,0,0,2,1,2,0,4,0,2,0,10,21
"NUDT18",15,10,0,2,0,0,3,2,0,0,3,0,6,1,2,1,2,0,6,47
"HR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27
"REEP4",25,16,2,1,2,0,3,0,2,0,3,1,7,2,2,0,6,5,18,102
"BMP1",2,144,0,0,0,0,0,2,0,0,0,0,1,1,23,0,0,0,3,35
"PHYHIP",0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"POLR3D",6,42,0,0,1,2,0,0,1,1,4,1,5,4,4,0,1,0,14,51
"PIWIL2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
"SLC39A14",5,86,0,0,1,0,3,0,0,0,0,0,2,0,12,0,0,0,5,155
"PPP3CC",7,30,2,5,6,3,5,6,3,0,13,1,22,7,4,1,3,2,60,11
"SORBS3",12,60,1,0,0,1,0,0,0,1,2,0,0,0,12,0,4,1,4,40
"PDLIM2",11,375,3,5,11,1,9,7,8,3,16,1,22,8,48,2,5,4,107,43
"C8orf58",2,23,1,1,0,0,1,0,1,0,0,0,6,1,1,0,1,0,5,7
"CCAR2",3,20,1,1,2,0,1,4,0,2,2,0,6,1,4,0,1,1,18,102
"RP11-582J16.5",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
"BIN3",14,20,2,0,1,1,3,0,1,0,4,0,8,2,3,0,5,0,22,62
"EGR3",19,10,2,0,3,1,1,3,5,3,6,0,10,0,1,0,8,0,14,29
"PEBP4",0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7
"RP11-875O11.1",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"RHOBTB2",6,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,16
"TNFRSF10B",14,21,2,0,3,1,3,0,3,0,2,0,1,1,3,0,4,1,17,107
"TNFRSF10C",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,18
"TNFRSF10D",11,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,9,0,12,33
"TNFRSF10A",3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,1,15,55
"RP11-1149O23.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CHMP7",9,13,3,1,2,1,5,2,6,2,3,1,5,5,2,0,0,0,41,47
"R3HCC1",13,40,2,0,1,0,2,1,1,0,1,1,9,1,2,1,2,0,39,99
"LOXL2",1,212,0,0,0,0,0,0,0,0,1,0,0,0,49,0,1,0,1,2
"ENTPD4",4,19,0,0,2,1,2,0,2,0,1,0,6,1,2,0,1,0,13,43
"SLC25A37",84,85,0,0,0,0,3,3,2,2,4,2,6,0,1,0,90,0,23,199
"NKX3-1",4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,21
"STC1",0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ADAM28",28,1,0,0,0,0,1,1,16,0,0,1,20,0,0,2,9,0,5,0
"RP11-624C23.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ADAMDEC1",42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"NEFM",0,49,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,6,0
"NEFL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOCK5",14,7,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,3,52
"GNRH1",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
"KCTD9",2,21,1,1,2,0,4,0,5,0,2,1,6,0,0,0,3,2,23,36
"CDCA2",0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,3,19
"EBF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"PPP2R2A",26,37,5,5,6,0,11,5,6,1,6,3,14,4,6,0,11,1,76,177
"BNIP3L",165,187,7,4,3,3,14,3,3,0,4,4,20,4,17,0,93,3,77,277
"PNMA2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DPYSL2",43,40,0,0,0,1,1,0,0,0,1,0,3,0,9,1,9,0,23,34
"TRIM35",3,5,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,18
"PTK2B",25,0,7,3,2,0,5,6,8,1,12,0,20,3,1,1,15,0,37,34
"EPHX2",0,4,0,1,0,0,3,0,1,0,2,1,0,1,2,0,0,0,26,184
"CLU",9,54,0,0,1,2,4,5,0,0,7,0,3,1,0,0,14,3,20,844
"SCARA3",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"CCDC25",21,38,1,3,5,0,0,3,1,1,5,3,12,4,7,3,7,0,31,383
"ESCO2",3,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,5,2,33
"PBK",0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,68
"SCARA5",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ELP3",9,11,0,0,3,1,0,0,0,1,0,1,3,0,1,1,2,0,10,44
"PNOC",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
"ZNF395",5,9,0,0,0,0,4,0,0,0,0,0,3,1,1,1,1,0,3,34
"FBXO16",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
"FZD3",1,11,0,0,0,0,1,1,0,1,1,0,2,3,0,0,1,0,2,56
"EXTL3",1,10,0,0,1,0,2,0,0,0,1,0,1,0,2,0,0,0,2,25
"EXTL3-AS1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"INTS9",4,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,4,10
"HMBOX1",7,23,3,2,2,0,6,0,8,1,4,1,6,3,0,0,2,1,27,23
"KIF13B",7,7,1,0,0,1,0,2,0,0,0,0,4,2,0,0,1,0,7,14
"DUSP4",40,15,20,37,61,38,138,46,2,4,85,0,145,12,2,0,20,25,897,64
"RP11-486M23.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC145110.1",1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,41,0
"SARAF",165,228,30,39,36,25,108,68,29,44,106,120,129,48,37,3,50,16,980,649
"RP11-489E7.4",3,10,2,1,7,1,5,2,2,3,12,1,10,5,0,0,1,1,59,13
"LEPROTL1",79,59,18,11,18,9,42,14,1,20,24,36,41,14,22,0,22,6,347,300
"RP11-51J9.5",9,9,7,1,2,2,8,3,0,0,4,5,4,4,0,1,2,4,43,21
"DCTN6",22,66,3,3,3,3,5,2,1,0,3,2,24,3,9,1,8,2,64,150
"RBPMS-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RBPMS",0,89,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,2,2
"GTF2E2",24,41,1,2,2,1,8,2,3,2,9,2,11,5,3,0,6,2,56,128
"GSR",21,9,2,2,1,0,2,1,1,1,0,0,5,1,2,0,6,0,22,169
"UBXN8",6,16,0,2,0,0,0,1,1,0,2,0,2,0,2,0,1,1,8,60
"PPP2CB",27,38,2,1,0,0,1,0,2,0,3,0,3,0,8,0,4,0,10,84
"PURG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WRN",3,3,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,3,27
"NRG1",20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0
"RP11-11N9.4",27,7,1,0,0,0,0,0,1,0,0,0,1,0,5,0,6,0,0,0
"RP11-722E23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"FUT10",2,5,0,0,0,1,1,0,1,1,0,0,2,2,0,1,0,0,6,20
"TTI2",5,13,2,0,1,2,1,1,2,0,1,0,3,0,0,0,0,1,15,29
"MAK16",8,6,0,1,2,0,1,1,1,0,2,1,7,0,2,0,2,0,10,55
"RNF122",0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,12
"RP11-89M20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-150O12.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35
"RP11-346L1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ZNF703",6,36,0,0,2,3,0,2,0,0,1,0,9,1,7,0,4,0,3,309
"RP11-863K10.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ERLIN2",14,15,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,5,84
"PROSC",26,32,1,2,3,0,3,1,1,1,5,2,7,0,4,0,7,2,50,204
"ADGRA2",0,53,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,6
"BRF2",4,16,1,2,1,0,1,2,0,0,6,1,7,4,0,0,1,1,36,59
"RAB11FIP1",31,7,5,11,2,3,18,6,2,3,7,4,33,3,0,0,12,4,144,182
"EIF4EBP1",132,74,7,2,6,3,2,5,0,0,7,2,18,1,18,1,44,4,34,548
"ASH2L",9,19,0,0,3,1,1,1,1,1,2,1,2,2,1,0,1,3,18,60
"RP11-90P5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LSM1",58,93,9,4,12,1,11,9,6,8,12,4,32,7,16,2,22,9,134,222
"BAG4",4,6,0,1,0,0,3,2,1,1,3,2,7,1,1,0,1,0,14,38
"DDHD2",3,10,0,0,1,0,1,1,0,1,2,0,7,2,1,1,1,0,14,16
"PLPP5",22,38,3,2,2,1,8,2,0,2,5,0,11,1,3,5,5,1,39,254
"WHSC1L1",27,64,7,8,9,8,22,7,13,6,21,12,36,8,8,3,8,5,239,252
"RP11-350N15.5",1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,2
"LETM2",1,3,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,1,16,3
"RP11-350N15.6",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FGFR1",6,120,0,0,0,0,5,2,0,0,0,0,4,1,1,0,0,1,7,24
"TACC1",74,58,16,5,11,4,16,13,8,6,33,2,68,13,19,2,41,5,259,135
"RP11-723D22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PLEKHA2",31,6,3,3,2,3,3,2,1,0,8,2,13,4,2,0,11,0,23,70
"CTD-2544N14.3",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"HTRA4",5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"TM2D2",49,63,7,6,3,3,6,2,1,5,15,1,14,3,9,1,14,0,89,205
"ADAM9",57,38,0,0,0,0,1,0,0,0,0,0,3,1,10,0,11,0,4,157
"ADAM32",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8orf4",0,80,0,0,0,0,0,0,0,0,0,1,1,0,28,0,0,0,0,51
"SFRP1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOLGA7",46,64,1,3,10,4,15,5,0,2,8,1,15,4,6,0,10,2,83,100
"GINS4",3,4,2,0,0,0,1,1,1,0,1,0,3,1,0,1,1,2,6,41
"RP11-360L9.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-360L9.7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"GPAT4",10,22,0,0,0,0,0,1,1,1,0,1,3,0,5,0,7,0,21,67
"NKX6-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ANK1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
"RP11-930P14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-930P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"KAT6A",16,12,2,2,1,1,3,2,2,3,2,3,7,2,3,2,2,0,38,45
"RP11-589C21.6",0,1,2,0,0,1,0,0,0,0,1,3,3,1,0,0,0,1,12,2
"RP11-589C21.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AP3M2",4,11,2,0,1,1,3,2,2,1,2,3,4,0,4,0,0,2,36,24
"PLAT",7,218,0,0,0,0,4,2,0,1,0,1,0,0,13,0,1,0,13,4
"IKBKB",14,7,1,1,3,0,8,4,3,0,4,2,6,2,2,0,9,1,43,31
"POLB",5,5,2,1,2,0,5,1,1,1,3,0,5,1,0,0,3,1,18,27
"DKK4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
"VDAC3",48,75,6,4,12,4,12,9,8,4,12,3,30,6,20,1,11,6,100,495
"SLC20A2",4,8,1,1,2,0,1,1,1,1,2,1,2,0,0,0,3,0,20,48
"RP11-503E24.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SMIM19",43,28,4,2,4,0,3,2,2,0,9,0,10,3,8,1,9,2,72,289
"CHRNA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"THAP1",13,12,2,2,0,0,3,0,1,0,4,2,12,2,2,3,2,0,30,43
"RNF170",12,17,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,14,51
"HOOK3",32,50,0,3,2,1,2,0,3,2,4,0,5,3,8,0,5,1,40,50
"FNTA",31,54,2,4,3,2,10,8,3,2,8,1,17,4,7,0,7,1,69,192
"POMK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HGSNAT",20,27,0,2,0,0,4,0,1,2,1,2,1,3,5,0,4,2,10,40
"SPIDR",3,15,0,2,0,0,0,0,0,0,1,0,2,0,2,0,5,2,13,45
"CEBPD",185,236,3,17,4,3,2,27,1,6,21,1,111,2,20,0,68,3,97,565
"PRKDC",22,22,1,1,1,1,4,1,2,1,2,1,9,1,4,0,7,1,28,176
"MCM4",5,2,1,4,0,1,2,0,1,0,3,0,4,1,6,0,2,2,9,138
