"","GSM1621305","GSM1621306","GSM1621307","GSM1621308","GSM1621309","GSM1621310","GSM1621311"
"4507",1,0,1,0,0,1,1
"10797",1,0,0,1,1,1,1
"56913",1,1,0,0,0,1,1
"91703",1,0,1,0,1,0,1
"443",0,0,0,0,0,0,0
"4668",1,0,1,1,1,0,1
"9498",0,1,0,0,1,1,1
"57282",NA,NA,NA,NA,NA,NA,NA
"6528",0,1,0,1,1,1,0
"482",0,1,0,0,1,1,1
"476",1,1,1,1,1,1,1
"480",0,0,0,0,0,0,0
"483",1,1,1,1,1,1,1
"23439",0,0,0,0,0,0,0
"477",0,0,0,0,0,0,0
"481",0,0,0,1,1,1,1
"478",0,0,0,0,0,0,0
"6549",1,0,0,0,1,0,0
"6550",1,1,1,0,0,0,0
"6548",1,1,0,0,1,1,1
"84735",0,0,0,0,0,0,0
"55748",0,1,1,1,1,0,0
"6559",0,1,0,0,0,0,1
"57419",0,0,0,0,1,0,1
"123041",0,0,0,0,0,0,0
"9187",1,0,1,0,0,1,1
"25769",0,0,0,0,0,0,0
"124583",1,1,1,0,1,0,1
"79077",1,1,1,1,1,1,1
"9583",0,1,0,0,0,1,1
"1841",1,1,1,0,1,0,0
"4832",1,1,1,1,1,1,1
"4830",1,1,1,1,1,1,1
"29922",0,0,0,1,1,1,1
"10201",1,0,1,0,1,0,1
"4831",1,1,1,1,1,1,1
"4833",0,0,1,1,1,1,1
"57127",0,0,0,1,1,1,0
"6005",0,0,0,0,0,0,0
"6557",0,0,0,0,0,0,0
"6558",1,1,0,0,0,1,0
"349565",0,1,0,1,1,0,0
"64802",1,0,1,0,0,0,1
"23057",0,0,0,0,0,0,0
"10135",1,1,0,1,1,1,1
"4837",1,1,0,0,0,0,0
"5409",0,0,0,1,1,1,1
"4843",0,0,1,1,1,1,1
"4846",1,0,1,1,0,0,0
"4842",0,1,0,1,1,0,0
"4860",1,1,1,1,1,1,1
"6580",0,0,0,0,0,0,0
"55808",0,0,0,0,0,0,0
"30833",1,0,1,1,1,0,0
"5251",1,1,1,1,0,1,0
"56953",0,1,1,1,1,0,1
"4907",0,0,0,0,0,0,0
"6476",0,0,0,0,0,0,0
"5009",0,0,0,0,0,0,0
"5019",1,1,1,1,1,1,1
"64064",0,1,0,1,1,0,0
"1629",0,0,1,0,0,1,1
"594",0,1,0,0,0,1,1
"593",1,1,1,1,1,1,1
"26873",1,0,1,1,0,0,0
"4942",1,1,1,1,1,1,1
"7372",0,1,1,1,0,1,1
"10861",1,0,1,1,1,0,0
"1811",0,0,0,0,0,0,0
"1836",0,0,1,0,0,1,1
"1583",0,0,0,0,0,0,0
"1584",0,0,0,0,0,0,0
"1585",1,0,0,0,1,1,1
"1586",0,0,0,0,0,0,0
"1588",0,0,0,0,0,0,0
"1576",0,0,0,0,1,1,0
"1593",0,1,0,1,1,0,0
"1548",0,1,0,1,0,1,1
"1553",1,0,0,1,1,0,1
"1562",0,0,0,0,0,0,0
"1558",0,0,0,0,0,0,0
"1559",0,0,0,0,0,0,0
"1565",0,0,0,0,1,1,1
"1572",0,0,0,0,0,0,0
"51302",0,0,0,0,0,0,0
"64816",0,0,0,0,0,0,0
"1577",0,0,0,0,0,0,0
"1551",0,0,0,0,0,0,0
"10858",1,1,0,0,0,1,0
"66002",0,0,0,0,0,0,0
"8529",0,1,0,0,0,0,0
"4051",0,0,0,0,0,0,0
"9420",0,1,0,0,0,1,0
"1582",0,0,0,0,0,0,0
"5831",0,1,0,1,1,0,1
"5050",1,0,1,1,1,0,0
"5051",0,1,1,0,0,1,1
"5049",0,0,0,1,0,1,1
"5048",1,1,1,1,1,1,0
"7941",0,0,0,0,0,0,0
"347734",1,1,1,1,1,1,1
"57194",1,0,0,1,1,0,1
"5337",0,0,0,0,0,0,0
"5338",1,1,1,0,1,0,1
"130013",0,0,0,0,0,0,0
"5091",1,1,1,0,1,0,0
"5244",0,0,0,0,0,0,0
"5136",0,0,0,0,0,0,0
"5142",0,1,0,0,0,1,1
"5137",0,0,0,0,0,0,0
"5151",0,0,0,0,0,1,1
"50940",0,0,0,0,0,0,0
"5139",0,0,0,0,0,0,0
"5140",0,1,1,0,1,0,1
"27115",1,1,0,1,0,0,1
"5144",1,0,0,1,1,1,1
"5153",0,1,0,0,1,1,0
"5150",0,0,0,0,0,1,1
"5138",0,0,1,1,1,1,0
"8622",0,0,0,0,0,0,0
"5141",0,0,1,1,1,1,1
"5143",0,1,0,0,0,1,1
"10846",0,0,0,0,0,0,0
"5152",1,0,0,1,0,1,1
"5148",0,1,0,0,1,1,1
"8654",0,0,0,0,0,0,0
"5145",0,0,0,0,0,0,1
"5147",0,1,1,0,1,0,0
"5146",0,0,0,0,0,0,0
"5158",0,0,1,0,1,0,1
"5149",0,0,0,0,0,0,0
"1737",0,0,1,0,0,1,1
"5162",1,1,1,1,1,1,1
"5160",1,1,1,1,1,1,1
"5161",0,0,0,0,0,0,0
"55163",1,0,1,1,1,0,1
"10396",0,0,0,1,1,1,1
"5105",0,0,0,0,0,0,0
"5106",1,1,1,1,0,0,0
"8310",0,1,1,1,1,0,0
"5833",1,1,1,1,1,0,1
"10400",1,1,0,1,1,0,0
"26227",1,0,1,0,1,0,0
"5730",0,1,0,1,1,0,0
"27306",0,0,1,1,0,1,0
"9536",0,1,1,1,1,0,0
"80142",1,1,1,1,1,1,1
"5740",0,0,0,0,0,0,0
"114971",0,1,0,1,1,0,0
"9489",0,1,0,0,0,1,1
"5743",0,0,0,0,0,0,0
"5742",0,1,0,0,0,1,0
"6898",0,1,0,1,1,1,1
"5053",0,0,0,0,0,0,0
"5264",1,0,0,1,1,0,1
"5728",1,1,1,1,1,1,1
"8871",0,0,0,0,0,1,1
"8395",0,1,1,0,0,1,1
"8394",0,0,0,0,1,1,1
"23396",0,1,0,1,0,1,0
"5297",1,1,1,1,1,1,1
"55361",1,0,0,0,1,1,1
"5298",1,1,1,1,1,1,1
"5295",0,0,0,0,0,1,1
"23533",0,1,1,1,0,1,0
"5290",0,0,1,0,0,1,1
"5293",1,1,1,1,1,1,1
"5296",0,1,1,1,1,0,0
"8503",1,0,0,1,0,0,0
"5291",0,1,0,0,0,1,1
"5294",0,0,1,0,0,1,1
"10870",1,1,1,1,1,1,1
"4952",0,0,0,0,1,1,1
"23236",0,0,0,0,0,0,0
"5336",0,0,0,0,0,0,0
"5335",1,0,1,1,0,0,0
"5334",0,1,0,0,0,1,0
"5331",0,0,0,1,1,1,1
"257068",1,1,1,1,1,0,0
"84812",0,0,0,0,0,0,0
"5330",0,1,1,1,1,0,0
"23007",0,0,0,0,0,0,0
"51196",0,0,0,0,0,0,0
"5332",0,0,0,0,0,0,0
"113026",0,1,1,0,0,1,1
"5333",0,1,1,1,1,0,0
"89869",0,0,0,0,0,0,0
"5288",0,0,0,0,0,0,0
"5286",0,0,0,0,0,1,1
"5287",1,1,1,1,1,1,1
"200576",0,0,0,0,1,1,1
"5305",1,1,1,1,1,1,1
"79837",1,1,1,1,1,1,1
"5289",0,0,1,0,0,1,1
"5277",0,1,0,0,0,1,1
"51227",1,1,1,1,1,1,1
"8818",1,1,1,1,1,1,1
"9091",0,0,0,1,1,0,1
"5279",0,0,1,0,0,1,1
"5283",1,1,1,1,1,0,1
"123745",NA,NA,NA,NA,NA,NA,NA
"8398",1,1,1,1,1,1,1
"64600",0,0,0,0,0,0,0
"81579",1,0,1,0,0,0,0
"100137049",1,1,1,1,1,1,1
"5322",0,0,0,0,0,0,0
"5320",0,0,1,0,0,1,1
"30814",0,1,0,1,0,0,1
"26279",1,1,1,0,1,0,0
"5319",0,0,0,0,0,0,0
"10654",1,1,1,1,1,1,1
"117283",0,0,0,0,0,0,0
"9807",1,1,1,1,1,0,1
"51447",1,1,1,1,1,1,1
"8876",0,0,0,0,0,0,0
"8875",1,1,1,0,0,0,0
"55350",0,0,0,0,0,0,0
"27068",0,1,1,0,1,0,1
"8613",0,0,0,0,0,0,0
"8611",1,0,1,0,1,0,0
"8612",0,0,0,0,1,1,0
"5498",1,0,1,1,0,0,1
"8288",0,0,0,0,0,0,0
"9588",1,1,1,1,1,1,1
"4353",0,0,0,0,0,0,0
"5625",1,0,0,0,0,1,1
"6578",0,0,0,0,0,0,0
"23761",1,1,1,1,1,1,1
"9791",1,1,1,1,1,1,1
"81490",0,1,0,1,1,0,1
"10005",0,1,1,1,1,0,0
"10965",0,1,1,1,0,1,0
"122970",0,0,1,0,0,0,0
"5805",1,1,1,1,1,1,1
"6303",1,1,1,1,1,1,1
"112483",1,1,1,1,1,1,1
"8566",1,1,0,1,1,0,0
"151531",0,0,0,0,0,0,0
"7378",1,0,0,1,1,1,1
"2944",1,0,0,1,0,0,1
"64080",1,0,1,1,1,0,0
"5959",1,1,1,0,0,0,1
"8608",0,0,0,0,1,1,1
"112724",1,0,1,0,0,0,1
"157506",0,1,0,1,1,1,1
"51109",1,1,1,1,1,1,1
"57665",1,1,1,1,1,1,1
"195814",0,0,0,0,0,0,0
"145226",1,1,0,0,1,0,0
"50700",1,1,0,0,0,0,1
"8228",1,1,1,1,0,0,0
"113278",0,1,0,1,1,0,0
"54981",1,0,1,0,1,1,1
"6482",0,0,0,0,0,1,1
"6484",0,0,0,0,0,0,0
"6483",0,1,1,1,0,0,0
"10090",0,1,0,1,1,0,0
"9653",1,0,1,1,1,0,0
"3423",0,1,0,0,1,1,1
"222537",0,0,0,0,0,0,0
"9957",0,0,0,0,0,0,0
"9951",0,0,0,0,0,0,0
"9956",0,1,0,0,1,0,0
"9955",0,0,0,0,0,0,0
"9953",0,1,0,1,1,1,0
"55501",0,0,1,0,1,0,1
"113189",0,0,1,0,1,0,0
"50515",1,1,1,1,1,1,1
"166012",0,0,0,0,0,0,0
"411",0,0,0,0,0,0,0
"23563",1,0,0,1,1,1,0
"4166",0,0,0,0,0,0,0
"10164",0,0,0,1,1,1,1
"9435",0,1,0,1,0,1,1
"8534",0,1,0,1,0,1,0
"9469",1,1,0,0,0,0,1
"56548",0,1,1,1,1,0,1
"266722",0,0,0,0,0,0,0
"9394",0,1,0,1,1,1,0
"90161",0,0,0,0,0,0,0
"2799",1,0,1,1,0,0,0
"10157",0,0,0,0,0,0,0
"118881",0,1,1,1,1,0,0
"3176",0,0,0,0,0,0,0
"1757",0,0,1,0,1,1,1
"81537",0,0,1,0,0,1,1
"6652",0,0,1,1,1,0,0
"6342",1,1,1,1,1,1,1
"9056",1,1,0,0,1,1,0
"55304",0,0,0,0,0,0,0
"9517",1,0,0,0,0,1,1
"10558",1,1,0,1,1,1,1
"2098",1,1,1,1,1,1,1
"8879",1,1,1,0,0,0,1
"8869",0,0,1,1,1,0,1
"56848",0,0,1,1,0,0,1
"8877",0,0,0,1,1,1,1
"130752",0,0,0,0,0,0,0
"339221",0,1,1,0,0,1,1
"55627",1,1,1,1,1,1,1
"55512",1,0,1,0,1,1,1
"6609",0,0,1,1,1,0,1
"6610",0,1,0,1,0,0,1
"259230",1,1,1,1,1,1,0
"116369",0,0,0,0,0,0,0
"115111",0,0,0,0,0,0,0
"115019",0,1,0,1,1,0,0
"284129",1,1,1,1,1,1,1
"26266",1,1,0,0,0,1,0
"6646",1,0,1,0,1,0,0
"6649",0,1,0,1,0,0,0
"6648",1,0,0,0,0,1,1
"6647",1,1,1,1,1,1,1
"6697",0,0,0,0,1,1,1
"6723",1,1,1,1,1,1,1
"6611",1,1,1,1,1,1,1
"6713",0,1,0,1,1,1,1
"2222",1,1,1,1,1,1,1
"6715",0,0,1,0,1,0,1
"6716",0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0
"6532",0,0,0,0,0,0,0
"6487",1,1,1,0,1,0,1
"10402",0,0,0,0,0,0,0
"10610",0,0,0,0,0,0,0
"81849",0,0,0,0,0,0,0
"256435",0,0,0,0,0,0,0
"30815",1,1,1,0,0,0,1
"6489",1,1,1,1,1,1,1
"29906",0,0,1,1,0,1,1
"412",1,0,0,1,0,1,1
"6391",0,0,1,0,1,0,1
"6390",1,1,1,1,1,1,1
"6392",1,1,1,1,1,1,1
"6389",1,1,1,1,1,1,1
"6821",1,0,0,0,1,0,1
"6533",1,0,0,1,0,1,1
"5092",1,0,1,1,0,0,0
"23530",1,0,1,0,0,1,1
"79178",0,0,1,1,0,0,1
"6567",0,0,0,0,0,0,0
"1890",1,0,0,1,0,1,1
"55217",1,0,1,1,0,0,0
"7296",1,1,1,1,1,1,1
"11181",0,0,0,0,0,0,0
"80162",1,1,1,1,1,1,1
"7166",0,0,0,0,0,0,0
"121278",0,0,0,0,0,0,0
"169355",0,0,0,0,0,0,0
"6999",0,0,0,0,0,0,0
"6561",0,0,0,0,0,0,0
"6916",0,1,0,1,0,1,0
"7054",0,0,0,0,0,0,0
"7306",0,0,0,0,0,0,0
"10020",1,1,1,1,1,1,1
"29880",1,1,1,1,1,1,1
"7355",1,0,0,0,1,0,1
"7358",1,0,1,1,1,0,1
"23169",1,0,0,0,0,1,1
"80146",1,1,1,1,1,1,1
"5168",0,1,0,1,1,1,1
"84912",1,0,1,0,1,0,0
"3906",1,1,0,0,0,1,1
"7357",1,1,1,1,1,1,1
"11046",1,0,0,0,1,0,0
"54576",0,0,0,1,1,1,0
"54575",0,0,0,1,1,1,0
"54657",0,0,0,1,1,1,0
"54659",0,0,0,1,1,1,0
"54658",0,0,0,1,1,1,0
"54577",0,0,0,1,1,1,0
"54600",0,0,0,1,1,1,0
"54579",0,0,0,1,1,1,0
"54578",0,0,0,1,1,1,0
"7364",NA,NA,NA,NA,NA,NA,NA
"54490",0,1,0,1,0,0,0
"7367",0,0,0,0,0,0,0
"7365",NA,NA,NA,NA,NA,NA,NA
"10720",0,1,0,1,0,0,0
"7363",0,0,0,0,0,0,0
"54963",0,0,0,0,0,1,1
"7498",0,1,0,1,1,1,1
"9942",0,0,0,0,0,0,0
"64132",0,0,1,1,1,0,0
"64131",1,1,0,0,0,1,1
"51181",1,1,1,1,1,1,1
"64077",0,1,1,1,0,0,1
"5464",1,1,1,1,1,1,1
"10724",1,1,1,1,1,1,1
"94033",NA,NA,NA,NA,NA,NA,NA
"2495",1,1,1,1,1,1,1
"1356",0,0,0,0,0,0,0
"2512",1,1,1,1,1,1,1
"1727",1,1,1,1,1,1,1
"51706",0,1,0,1,1,0,0
"51700",0,0,0,0,0,0,0
"10587",1,1,1,1,1,0,0
"80347",1,1,1,1,1,0,0
"84618",0,1,1,1,1,1,0
"22978",1,1,1,1,1,1,1
"51251",1,1,1,1,1,1,1
"93034",0,0,0,0,0,0,0
"100526794",1,1,1,1,1,1,1
"353",1,1,1,1,1,1,1
"3251",1,1,1,1,1,1,1
"56954",1,1,1,1,1,1,1
"5313",0,1,0,0,0,0,0
"728441",0,0,0,1,1,0,1
"124975",1,1,0,0,0,0,0
"91227",0,1,0,1,1,0,1
"102724197",0,0,0,1,1,0,1
"92086",0,0,0,1,1,0,1
"2686",1,0,0,0,1,1,1
"5211",0,1,0,1,0,0,1
"1491",1,1,0,1,0,1,1
"2819",0,0,0,0,0,1,1
"29925",0,0,1,1,0,0,1
"29926",1,0,1,1,1,0,0
"102724560",1,1,1,0,0,0,0
"875",1,1,1,0,0,0,0
"249",0,0,0,0,0,0,0
"22934",1,1,1,1,1,1,1
"2766",0,0,0,0,0,0,0
"51292",1,1,1,1,1,1,1
"57571",1,1,1,1,1,1,1
"8833",1,0,1,0,1,0,0
"5538",1,1,1,1,1,1,1
"641371",0,1,1,1,0,1,0
"11332",1,0,1,0,1,0,1
"55825",0,0,0,0,1,1,1
"51102",1,0,1,0,0,1,1
"37",1,1,1,1,1,1,1
"33",0,0,0,0,0,0,0
"132158",1,0,1,0,0,0,1
"641649",0,1,0,0,1,1,1
"23475",1,1,1,1,1,1,1
"50484",1,1,1,0,0,1,0
"6240",1,1,1,1,1,1,1
"6241",1,1,1,0,1,0,0
"3156",1,1,1,1,1,1,1
"79966",1,0,0,0,0,1,1
"10588",1,1,1,1,1,1,1
"84890",0,1,1,0,0,0,1
"80025",0,0,1,1,1,1,0
"53354",1,0,1,0,0,0,0
"79646",1,1,1,0,0,1,0
"83594",0,0,0,0,0,0,0
"7263",0,0,1,0,1,0,0
"26275",0,1,1,0,0,0,0
"29920",1,1,1,1,1,1,1
"7389",1,0,1,0,1,0,0
"1595",0,1,0,1,1,1,1
"130367",1,1,1,1,1,1,1
"10478",1,0,1,0,1,1,0
"23443",1,0,0,0,0,1,1
"64240",0,0,0,0,0,0,0
"64241",0,0,0,0,1,0,1
"284111",0,1,0,0,0,0,0
"8435",1,0,0,1,0,1,1
"3988",1,1,1,1,0,0,0
"377677",0,0,0,0,0,0,0
"767",0,0,1,0,0,1,1
"765",0,0,0,0,0,0,0
"759",0,1,0,0,0,0,0
"760",0,0,0,0,0,0,0
"23632",0,1,1,0,0,1,1
"766",0,0,0,1,0,1,1
"771",0,1,0,1,0,1,1
"768",0,1,0,0,1,0,1
"762",1,0,0,1,1,0,1
"10057",1,1,0,0,0,0,1
"6556",0,0,0,0,1,1,1
"6568",0,0,0,0,0,0,0
"7779",1,1,0,1,1,1,1
"54020",1,0,0,1,1,0,1
"215",0,0,0,1,1,1,1
"5825",1,0,1,0,1,1,0
"641372",0,0,0,0,0,0,0
"9045",1,1,1,1,1,1,1
"4017",1,0,0,1,0,1,1
"84105",0,1,1,0,1,0,0
"25830",1,1,0,0,1,0,0
"84569",0,0,0,0,0,0,0
"4025",1,1,0,1,1,0,0
"54995",1,1,1,1,1,0,0
"93492",NA,NA,NA,NA,NA,NA,NA
"1267",1,0,1,1,1,0,0
"10249",0,0,0,0,0,0,0
"1573",0,0,0,0,0,0,0
"1580",0,0,0,0,0,0,0
"199974",0,0,0,0,0,0,0
"260293",0,0,0,0,0,0,0
"1555",1,1,0,0,0,1,1
"1549",0,0,0,1,0,0,1
"57834",0,0,0,0,0,0,0
"29785",1,0,0,1,0,1,1
"1215",0,0,0,0,0,0,0
"1357",0,0,0,0,0,0,0
"93979",0,0,0,1,1,0,1
"57094",0,0,0,0,0,0,0
"1358",1,0,1,0,0,1,1
"7177",1,0,0,0,0,1,1
"64499",1,0,0,0,0,1,1
"23430",0,1,0,1,1,1,0
"1636",0,0,1,0,1,0,0
"9365",0,0,0,0,0,0,0
"9331",0,0,0,0,0,0,0
"7368",0,0,0,0,0,0,0
"5315",1,1,1,1,1,1,1
"1666",1,1,1,1,1,1,1
"874",0,0,0,0,1,0,1
"10901",1,1,1,1,1,0,1
"126410",1,1,1,0,0,0,0
"2053",0,0,0,0,1,1,1
"8897",0,1,0,0,1,1,1
"8898",1,0,1,1,1,0,1
"9152",1,1,0,0,0,1,1
"9497",0,1,0,0,1,1,0
"115584",1,0,1,0,1,0,1
"6575",1,1,1,0,0,1,0
"6574",1,1,1,1,1,1,1
"142680",0,1,0,1,1,0,1
"6534",0,1,0,1,1,0,0
"3293",1,1,1,0,1,0,0
"1622",1,1,1,1,1,1,1
"225",0,0,0,0,0,0,0
"28965",0,0,0,0,0,0,0
"23205",1,1,0,1,1,0,0
"26061",1,1,1,1,1,1,1
"54716",0,0,0,0,0,0,0
"6564",0,0,0,1,1,1,1
"113235",0,1,0,1,0,1,0
"1200",1,1,1,1,1,1,1
"2168",0,0,0,0,0,0,0
"51056",1,1,1,1,1,1,1
"9390",0,0,0,0,0,0,0
"5184",1,1,1,1,1,1,1
"4891",0,1,0,0,1,1,0
"30061",0,1,1,0,1,0,1
"248",1,0,1,1,1,0,0
"4524",1,0,1,0,0,1,1
"25796",1,1,1,1,1,1,1
"28982",1,1,0,1,1,1,0
"6120",1,0,1,0,0,0,0
"10864",0,1,1,0,1,0,0
"9376",0,1,1,0,1,0,0
"9356",1,1,0,0,1,0,1
"348932",1,0,0,0,0,1,1
"120103",0,1,0,0,0,1,0
"1080",0,0,0,0,0,0,0
"85320",0,0,0,0,0,0,0
"222962",0,1,0,1,1,0,0
"10351",0,0,0,0,0,0,0
"9429",0,0,0,0,0,0,0
"55867",0,0,0,0,0,1,0
"364",0,1,0,1,1,0,1
"89872",0,0,0,0,0,0,0
"360",1,1,1,1,1,1,1
"21",1,1,0,1,1,0,0
"24",0,0,0,0,0,0,0
"125206",0,0,0,0,0,0,0
"200010",0,0,0,0,0,0,0
"6524",0,1,0,1,0,1,0
"159963",0,0,0,0,0,0,0
"55065",0,0,0,0,0,0,0
"79581",0,0,1,1,0,0,1
"3767",0,0,0,1,0,0,0
"6833",1,0,0,1,1,1,1
"10060",0,0,0,0,0,0,0
"3764",0,0,0,0,0,0,0
"5947",0,1,0,0,1,1,0
"64220",0,0,0,0,0,0,0
"5950",0,0,0,0,0,0,0
"5948",1,1,0,0,1,0,1
"949",1,0,1,1,1,0,0
"29881",1,0,0,1,1,0,0
"2350",0,1,0,1,1,1,0
"3248",0,0,0,0,0,0,0
"166929",1,1,0,0,0,1,1
"56261",1,1,1,1,1,1,1
"3658",0,1,0,0,0,1,0
"203",1,1,1,1,1,1,1
"122481",0,0,0,0,0,0,0
"159",1,1,1,1,1,1,1
"122622",0,0,1,1,1,0,0
"11212",1,1,1,1,1,1,1
"383",0,0,0,0,0,0,0
"1371",0,0,1,0,0,1,0
"1503",1,1,0,1,0,0,0
"56474",1,1,1,1,1,0,0
"2987",1,1,1,1,1,1,1
"5860",1,0,1,1,0,1,1
"9453",1,1,1,0,0,0,0
"2027",1,0,0,0,0,0,0
"2026",1,0,1,0,0,0,0
"2023",0,0,0,0,1,1,1
"9843",0,0,0,0,0,0,0
"80308",1,0,1,0,0,0,0
"7360",1,1,1,1,1,1,1
"26330",0,0,0,0,0,0,0
"2597",1,1,1,1,1,1,1
"9945",1,0,0,0,0,1,1
"2673",1,1,1,1,1,0,0
"2752",0,1,0,0,1,1,0
"51557",0,0,0,0,0,0,0
"1800",1,1,0,0,0,1,0
"2762",1,1,1,0,1,0,1
"2643",1,1,1,1,1,1,1
"761",0,0,0,0,0,0,0
"359",0,1,0,0,0,1,1
"4284",0,0,0,1,1,1,1
"361",0,0,0,0,0,0,0
"358",0,1,1,0,1,0,0
"362",0,0,0,0,0,1,1
"3145",1,0,1,0,0,0,0
"586",1,1,1,1,1,1,1
"3614",1,1,1,0,1,0,0
"3615",1,1,1,1,1,1,1
"682",1,0,1,0,1,1,1
"4351",0,0,1,1,0,0,1
"441024",0,0,0,0,0,0,0
"100287639",NA,NA,NA,NA,NA,NA,NA
"65220",0,1,0,1,1,0,1
"389015",NA,NA,NA,NA,NA,NA,NA
"6553",0,1,0,1,0,1,0
"2821",1,1,1,1,1,1,1
"5230",1,1,1,1,1,1,1
"5232",0,0,1,1,1,1,1
"375056",1,1,1,0,0,1,0
"5236",1,1,1,1,1,1,1
"55276",0,1,1,1,0,0,0
"5373",0,1,1,1,0,0,0
"5372",1,1,1,1,1,1,1
"210",1,0,1,0,0,1,1
"60490",1,1,1,1,1,0,0
"79717",1,1,1,1,1,1,1
"58510",1,1,0,0,0,0,0
"153201",NA,NA,NA,NA,NA,NA,NA
"5634",1,1,1,1,1,1,1
"5631",1,1,1,1,1,1,1
"221823",0,0,0,0,0,0,0
"29968",1,1,1,0,0,0,0
"5723",1,1,0,0,1,1,0
"55312",1,0,0,1,0,0,1
"6888",1,1,1,1,1,1,1
"79896",0,0,1,0,0,0,0
"84076",0,0,0,0,0,0,0
"7086",0,0,0,1,0,0,1
"8277",0,0,0,1,0,1,1
"27010",1,1,1,1,1,1,1
"7167",1,1,1,1,1,1,1
"286016",NA,NA,NA,NA,NA,NA,NA
"2582",0,1,1,1,1,0,0
"6675",1,1,1,1,1,1,1
"91373",1,0,1,1,1,0,0
"7390",0,0,1,1,1,0,1
"8170",0,0,0,0,0,0,0
"6563",1,0,1,1,1,1,1
"374569",0,0,0,0,1,1,1
"100507855",0,0,1,1,1,0,0
"55191",1,1,0,1,0,0,0
"132",1,1,1,0,1,0,0
"97",1,1,1,1,1,0,0
"98",1,1,1,1,0,0,1
"112611",0,0,1,0,1,0,0
"51005",1,1,1,1,1,1,1
"471",1,1,1,1,1,1,1
"435",1,0,0,1,1,0,1
"171425",1,1,1,0,1,0,1
"10007",1,1,1,1,1,0,0
"132789",0,1,1,1,1,0,1
"2584",0,0,1,0,1,1,1
"2585",0,0,1,1,1,0,1
"2592",0,0,1,1,0,1,1
"5471",1,0,0,1,1,0,1
"84264",0,1,0,0,1,0,1
"3034",0,1,1,1,0,1,0
"144193",0,1,1,1,0,0,0
"2739",1,1,1,1,1,1,1
"3613",1,0,1,0,1,0,0
"3612",1,1,1,1,1,1,1
"8776",1,1,1,1,1,0,0
"2978",1,0,0,1,1,0,0
"4953",1,1,1,1,1,1,1
"5214",1,1,1,1,1,1,1
"5213",1,0,1,1,1,0,0
"6569",1,1,0,1,0,0,0
"10050",0,0,0,0,0,0,0
"10568",0,0,0,0,0,0,0
"10786",0,0,0,0,0,0,0
"10246",0,0,0,0,0,0,0
"5198",1,1,1,0,1,0,0
"113675",1,1,0,1,0,1,1
"7298",1,1,1,0,1,0,0
"131669",0,0,0,0,0,0,0
"5973",0,1,0,0,0,1,1
"1635",1,1,1,1,1,0,1
"286297",1,0,0,0,0,1,1
"10560",1,1,0,1,1,1,1
"191",1,1,1,1,1,0,0
"10768",1,1,1,1,1,1,1
"25874",1,1,1,1,1,1,1
"51660",1,1,1,1,1,1,1
"57198",1,1,1,1,1,1,1
"5205",0,1,0,0,0,1,0
"23250",1,0,1,0,0,1,0
"286410",0,1,0,0,1,1,0
"5243",0,0,0,0,0,0,0
"55856",1,1,1,1,1,0,1
"7350",0,0,0,0,0,0,0
"26027",0,1,0,0,1,0,1
"10058",1,1,0,1,1,0,0
"51458",0,1,1,0,0,0,0
"948",0,0,0,0,0,0,0
"10928",0,1,0,0,0,0,1
"1728",1,0,1,0,1,0,0
"2946",1,0,0,1,0,0,1
"125981",1,0,0,1,1,0,0
"55331",1,0,1,1,1,0,0
"340485",NA,NA,NA,NA,NA,NA,NA
"2760",0,0,1,0,0,0,0
"5660",1,1,1,1,1,1,1
"57704",1,0,1,0,0,0,1
"4759",0,1,0,0,0,0,0
"10825",0,1,1,1,0,0,0
"7903",0,0,1,1,1,1,0
"5407",0,0,0,0,0,0,0
"119548",0,0,0,0,0,0,0
"5408",0,0,0,0,0,0,0
"221955",0,0,1,0,0,1,1
"9388",0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0
"57104",0,1,0,1,1,1,1
"3991",1,1,1,0,0,0,0
"747",1,1,1,1,1,0,1
"8513",0,0,0,0,0,0,0
"5406",0,0,0,0,0,0,0
"2170",0,0,0,0,0,0,0
"2171",1,1,1,1,1,1,1
"2167",0,1,0,0,0,1,1
"2172",0,0,0,0,0,0,0
"646480",NA,NA,NA,NA,NA,NA,NA
"2173",0,0,0,0,0,0,0
"646486",NA,NA,NA,NA,NA,NA,NA
"2169",0,0,0,0,0,0,0
"6296",0,0,0,0,0,0,0
"341392",NA,NA,NA,NA,NA,NA,NA
"54988",0,0,0,0,0,0,0
"123876",0,0,0,0,0,0,0
"348158",0,0,0,0,0,0,0
"344967",NA,NA,NA,NA,NA,NA,NA
"154141",1,1,1,1,1,1,1
"51099",1,0,0,1,1,1,1
"253558",1,1,1,1,1,1,1
"84513",1,1,1,1,1,1,1
"64748",1,1,0,1,1,1,0
"9890",0,0,0,0,0,0,0
"9663",0,0,0,1,0,1,1
"196051",0,0,0,0,0,0,0
"79948",0,1,1,0,0,0,0
"23175",0,1,0,0,0,1,1
"64900",0,1,1,0,0,0,0
"85465",0,1,0,1,1,1,1
"122618",0,0,0,0,0,0,0
"201164",0,1,1,1,1,0,1
"23646",0,1,0,0,0,1,1
"590",0,0,0,0,0,0,0
"91012",0,1,1,1,0,0,0
"204219",0,0,0,0,0,0,0
"10715",0,1,0,0,1,0,1
"253782",1,0,0,0,0,1,1
