"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"CDC25B",19,21,17,1,8,3,9,1,8,2,1,0,6,1,9,24,30,0,2,30,2,2,1,1,3,0,1,3,20,126,43,3
"RP5-1009E24.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AP5S1",19,16,1,3,2,1,2,1,10,2,0,0,1,0,5,10,1,0,0,4,0,0,0,0,2,0,2,4,11,16,15,1
"MAVS",30,33,3,6,6,0,0,1,17,4,1,0,2,1,23,14,13,1,3,20,1,3,0,2,8,1,0,4,12,123,27,7
"RP11-119B16.2",7,8,0,0,7,0,0,0,2,0,0,0,2,0,8,3,6,1,3,7,0,0,0,0,1,0,0,0,9,8,9,2
"PANK2",51,33,10,12,12,2,4,1,13,5,2,0,3,3,30,18,16,0,6,21,1,2,1,1,16,0,6,11,28,59,39,11
"RP4-681N20.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF24",12,48,0,5,0,0,3,0,39,2,1,0,2,0,2,8,10,0,0,12,2,0,1,0,10,1,2,0,18,27,15,6
"SMOX",25,18,1,5,1,0,0,2,5,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,2,9,15,0
"ADRA1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PRNP",159,185,10,13,29,0,3,33,166,20,3,5,1,9,34,69,30,27,6,50,2,6,4,1,5,1,13,3,118,5,45,13
"PRND",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"RP5-1068H6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RASSF2",80,7,2,15,0,0,3,0,16,4,1,0,1,4,28,16,2,0,8,11,1,1,0,7,0,1,5,7,3,1,24,0
"SLC23A2",14,14,2,6,0,0,0,0,7,1,0,0,0,0,6,3,1,0,1,1,0,0,0,2,1,0,0,1,1,2,26,3
"RP5-1116H23.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP5-1116H23.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-1116H23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TMEM230",190,240,33,59,29,10,12,11,171,31,6,6,13,17,118,108,46,9,32,85,1,8,6,12,59,4,15,21,142,453,239,56
"PCNA",74,73,6,26,22,3,3,3,44,12,1,1,2,0,32,27,26,1,8,21,2,1,1,1,22,2,6,7,37,496,92,7
"CDS2",52,33,7,3,11,5,4,2,13,11,2,0,2,0,24,21,12,2,5,18,0,1,3,2,23,0,3,2,35,53,70,18
"LINC00654",2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,0
"GPCPD1",55,18,4,16,6,1,2,0,15,5,0,2,0,0,34,13,7,4,9,10,1,0,1,2,6,0,8,6,19,20,32,5
"C20orf196",20,3,7,4,8,2,1,0,5,3,2,0,1,0,18,13,7,1,9,11,1,0,0,2,3,0,1,13,14,35,18,1
"CHGB",0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"TRMT6",21,19,1,11,5,0,2,0,14,1,1,0,0,1,25,10,15,1,2,14,0,0,1,0,7,3,1,2,26,104,20,1
"MCM8",5,8,2,1,1,0,1,0,3,0,0,0,0,1,5,4,0,1,1,1,0,0,0,0,1,0,1,1,3,24,4,0
"RP5-967N21.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
"CRLS1",49,32,5,8,3,2,2,2,26,5,1,1,1,3,12,15,7,2,3,12,0,1,0,1,11,0,4,7,21,278,40,12
"RP5-1056H1.2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"FERMT1",1,2,2,1,1,1,1,0,2,0,0,0,0,0,1,2,3,0,1,1,0,0,0,0,1,0,0,2,2,489,4,0
"BMP2",1,4,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,33,3,2
"TMX4",36,59,10,6,19,4,5,2,45,15,1,4,1,5,42,32,30,4,4,38,3,4,4,0,7,1,2,2,66,52,63,10
"PLCB1",2,4,0,0,0,0,0,0,10,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,45,101,3
"PLCB4",1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,50,9
"LAMP5",6,23,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2
"ANKEF1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,13,2,0
"SNAP25-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SNAP25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"MKKS",86,76,9,31,9,1,5,4,51,17,1,0,4,2,31,30,17,5,7,27,2,2,1,1,24,4,4,8,41,620,88,17
"SLX4IP",6,9,0,2,1,0,1,0,3,0,0,2,0,0,8,2,2,0,4,2,0,1,0,0,6,0,0,3,6,35,8,2
"JAG1",7,41,0,0,0,0,0,0,40,0,0,0,4,0,1,1,1,0,0,1,0,1,0,0,82,0,0,0,2,46,199,65
"RP11-103J8.1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
"RP1-278O22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0
"RP11-103J8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-268G13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BTBD3",15,5,0,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,12,48,0
"SPTLC3",2,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,7,0
"ISM1",0,2,0,1,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP4-585I14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TASP1",6,8,0,1,0,0,1,0,11,4,0,0,0,2,5,4,1,0,1,2,0,1,0,1,6,0,0,3,11,36,11,4
"ESF1",71,82,12,16,13,1,5,0,57,7,2,1,5,3,66,37,32,3,16,34,2,2,3,2,15,2,7,9,50,249,75,12
"NDUFAF5",8,10,1,2,5,0,0,0,2,1,0,1,2,2,6,1,1,2,1,8,0,1,0,0,1,0,0,3,9,67,26,2
"SEL1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MACROD2",0,2,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,1,0,0,0,0,13,1,1
"FLRT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"KIF16B",19,21,2,4,0,0,1,0,11,1,1,1,1,1,9,7,5,0,0,7,0,0,0,0,11,0,4,1,5,104,19,1
"AL049794.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0
"RP4-777L9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SNRPB2",241,215,32,44,51,8,22,6,127,33,3,3,15,14,142,135,90,6,35,90,8,7,3,8,47,4,18,25,173,829,264,22
"BFSP1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1
"DSTN",237,1089,24,27,32,9,14,9,693,31,8,5,24,16,55,113,46,426,16,91,5,6,8,26,672,7,21,29,78,1991,1100,1697
"RRBP1",135,364,6,19,5,2,4,0,212,3,0,3,11,7,12,15,7,0,2,10,1,4,1,19,44,8,5,9,22,793,222,16
"SNX5",166,44,16,21,15,5,7,1,43,12,2,0,4,11,60,31,17,0,30,26,4,3,3,4,12,3,12,42,70,293,51,13
"OVOL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0
"MGME1",42,14,8,8,8,2,4,0,5,2,0,0,0,0,16,11,8,1,3,9,0,0,0,4,4,0,0,12,26,70,12,3
"PET117",17,16,3,6,5,0,1,0,16,0,2,1,1,0,6,8,6,0,2,13,0,1,0,0,4,0,2,3,12,76,20,6
"CSRP2BP",6,6,2,0,2,1,0,0,6,0,1,0,2,0,5,4,4,0,4,2,0,0,0,0,0,0,1,2,4,28,7,0
"ZNF133",7,8,0,3,0,0,0,0,6,0,0,1,1,1,2,3,4,0,0,2,0,0,1,0,2,0,0,0,6,16,4,2
"DZANK1",3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0
"POLR3F",15,17,2,1,1,0,1,0,10,1,0,0,0,0,8,6,8,0,1,3,0,0,0,0,6,0,0,2,10,26,11,6
"RBBP9",6,16,0,0,2,0,0,0,5,3,0,0,2,0,6,2,3,0,0,2,1,0,0,0,1,0,2,2,8,25,17,0
"SEC23B",56,19,5,7,9,1,0,1,14,7,0,0,2,2,18,10,8,1,5,17,0,0,0,1,5,0,2,4,23,98,18,1
"LINC00493",222,200,26,43,25,6,15,4,127,34,6,6,3,15,135,121,57,13,29,109,4,5,5,7,53,3,22,27,137,690,185,49
"DTD1",65,112,5,20,6,8,2,3,53,8,2,1,5,3,26,25,19,0,5,17,0,2,3,1,6,3,1,3,34,114,76,4
"RP5-1068E13.7",1,3,0,0,0,0,0,0,1,0,0,0,0,0,5,3,2,0,1,1,0,0,0,1,0,0,0,3,0,4,1,0
"SLC24A3",0,48,0,0,0,0,0,0,19,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"RP1-122P22.4",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RP1-122P22.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
"RP5-999L4.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIN2",56,90,0,3,0,0,1,2,33,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,6,0,6,2,0,53,115,7
"NAA20",159,98,8,25,21,2,9,2,55,5,4,1,7,6,54,32,22,6,12,27,0,2,0,2,16,3,10,7,47,429,104,20
"CRNKL1",25,13,3,7,3,1,2,0,8,3,0,1,0,3,13,7,9,1,3,9,0,0,0,0,5,2,3,5,15,76,19,5
"CFAP61",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RALGAPA2",11,2,3,4,0,0,1,0,3,4,1,0,1,0,5,6,1,0,1,11,0,1,1,1,0,0,1,0,6,65,64,0
"LINC00237",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIZ",7,14,9,0,4,1,4,3,9,8,0,0,1,1,21,10,12,6,5,21,0,2,0,1,1,1,1,5,26,14,15,5
"KIZ-AS1",0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,6,13,0
"RP1-198K11.5",4,1,1,0,0,0,1,0,2,0,0,0,1,0,2,3,1,1,1,5,0,0,0,1,2,0,1,0,1,6,5,1
"XRN2",128,116,16,40,17,5,6,3,55,21,4,1,4,2,44,52,35,3,14,47,4,3,3,4,27,3,16,17,75,286,143,14
"RP1-167O22.1",0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0,19,0,0,0
"LINC00261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOXA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0
"RP11-359G22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"THBD",55,31,0,16,0,0,0,0,1,0,0,0,23,0,1,0,0,0,0,0,0,0,0,5,14,0,21,0,0,2,212,4
"CD93",60,1,0,35,1,0,0,0,1,0,2,0,12,0,2,0,3,0,0,0,0,0,0,1,7,0,33,0,1,5,863,5
"LINC00656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-737E23.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-851M4.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXT1",48,48,6,9,6,3,7,1,32,2,2,0,2,7,40,25,11,1,11,20,0,1,2,4,14,1,4,5,35,174,77,5
"LINC01431",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
"GZF1",24,4,2,3,2,0,0,0,2,0,0,0,0,0,3,2,1,0,1,6,0,0,0,0,4,1,0,1,3,8,7,2
"NAPB",5,9,1,1,2,0,0,0,3,1,0,0,0,0,3,0,2,0,0,2,1,0,0,0,0,0,1,1,7,15,10,1
"CSTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP3-333B15.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"CST3",6424,2795,16,2785,9,1,9,75,5027,8,2,5,66,26,57,31,33,54,8,44,0,5,9,119,348,1,570,9,53,2340,1245,252
"RP11-218C14.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CST4",1,1451,0,0,1,0,0,0,37,0,0,0,1,1,3,2,1,0,2,2,1,0,0,0,1,0,0,1,0,7,1,0
"CST1",3,2467,1,1,1,0,0,0,46,0,0,0,0,0,5,6,3,1,2,2,0,0,0,0,1,0,0,0,4,9,4,1
"CST2",0,129,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"CST5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYNDIG1",0,53,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-568C11.4",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0
"CST7",71,16,268,37,175,70,69,1,5,2,26,1,0,6,1,30,460,0,0,15,1,45,17,2,2,5,1,0,160,17,3,1
"APMAP",148,87,24,23,27,7,9,2,42,10,7,0,5,3,24,25,63,1,2,27,0,9,3,2,25,2,9,3,57,130,108,13
"ACSS1",18,3,5,5,8,1,1,3,8,3,2,0,1,1,16,10,12,1,7,13,0,2,0,1,4,0,0,3,18,88,17,7
"ENTPD6",40,15,3,7,6,0,0,2,12,2,0,0,1,0,8,8,5,1,1,9,0,0,1,2,1,1,4,2,11,139,17,2
"RP5-965G21.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-965G21.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PYGB",21,17,0,1,4,0,1,0,11,2,0,0,2,1,9,11,3,2,0,9,1,0,1,0,5,0,2,0,9,68,22,8
"ABHD12",216,27,2,20,8,1,1,2,20,9,0,0,1,0,18,11,11,0,1,7,0,0,0,2,5,0,4,1,24,169,34,7
"GINS1",7,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,17,1,0
"NINL",1,7,0,0,0,0,0,0,3,0,0,0,5,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0
"NANP",2,6,0,1,0,0,0,0,8,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,14,2,0
"ZNF337-AS1",2,1,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,3,8,0,0
"ZNF337",4,7,1,1,0,1,0,0,11,3,0,0,1,0,2,2,0,1,1,5,1,1,0,0,4,0,0,1,4,13,3,0
"RP4-694B14.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP13-401N8.1",0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,35,1,1
"FAM182B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"LINC01597",0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"DEFB124",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"REM1",1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,0,0,0,0,0,4,10
"LINC00028",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HM13",192,148,7,27,49,1,6,5,94,7,6,0,2,3,36,42,39,3,6,38,0,5,1,6,17,13,8,5,69,206,116,9
"ID1",5,93,4,1,0,0,3,0,30,1,1,0,22,2,5,7,6,1,1,3,1,0,0,6,38,1,1,1,7,199,1972,93
"COX4I2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,0,0,0,0,0,4,29
"BCL2L1",45,33,7,3,15,1,3,0,23,11,1,0,5,7,8,24,15,0,2,10,2,1,2,1,23,3,2,2,60,112,56,12
"RP11-243J16.7",0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"ABALON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPX2",7,4,1,1,6,1,0,0,1,1,0,1,0,0,2,4,3,1,1,0,0,0,0,0,2,1,1,2,2,113,1,2
"MYLK2",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
"FOXS1",0,49,0,0,0,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,0,2,8,46
"DUSP15",0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
"TTLL9",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDRG1",34,17,5,6,7,1,0,0,24,2,0,0,3,5,22,10,7,1,5,14,1,3,0,1,4,0,4,8,16,66,38,6
"CCM2L",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
"HCK",303,27,0,93,0,0,0,0,0,0,0,0,0,1,7,2,0,0,2,3,0,0,0,13,2,0,28,0,2,2,1,0
"TM9SF4",23,40,2,4,1,0,2,0,20,3,1,0,0,3,9,8,5,2,3,12,0,0,0,1,7,0,3,7,9,70,20,2
"PLAGL2",11,4,1,1,1,0,1,0,4,4,0,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,10,76,3,1
"POFUT1",9,15,1,0,1,1,0,1,11,1,0,0,1,0,4,1,3,0,2,0,0,1,0,1,2,0,0,2,5,58,19,3
"KIF3B",11,28,4,4,3,0,0,0,15,2,1,0,0,0,17,13,6,2,2,6,0,0,1,2,2,1,1,7,15,88,36,2
"RP11-358N2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASXL1",26,17,5,7,6,0,3,1,12,7,0,0,4,0,19,19,9,3,4,14,0,2,0,2,3,1,0,6,32,41,31,4
"NOL4L",11,4,4,2,3,2,0,0,5,5,0,2,1,0,9,4,2,0,0,12,0,1,1,0,1,1,1,0,14,73,76,3
"RP5-1184F4.7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMMD7",114,76,12,26,39,5,5,0,34,14,5,2,6,10,54,31,37,3,10,44,1,8,5,2,23,0,7,12,100,36,125,9
"DNMT3B",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MAPRE1",190,71,11,34,29,2,8,3,48,9,2,3,5,11,54,50,24,10,11,43,1,5,4,5,34,1,13,18,78,156,98,29
"RP5-1085F17.3",3,5,3,0,0,1,0,1,5,3,0,0,0,1,4,5,4,0,2,1,1,0,1,0,1,0,1,1,5,25,15,0
"BPIFB4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK5RAP1",14,18,5,5,2,2,2,0,11,6,0,0,1,0,22,26,10,1,4,16,1,2,0,2,4,1,0,6,17,64,24,6
"SNTA1",1,8,0,0,0,1,1,0,4,0,1,0,0,0,6,4,2,0,0,1,0,0,0,1,9,0,0,4,1,5,2,11
"CBFA2T2",20,13,6,4,4,1,3,1,18,6,0,1,0,2,21,22,18,0,2,13,0,2,2,0,6,2,1,7,22,55,20,4
"NECAB3",6,11,0,3,0,1,0,1,16,5,1,1,1,0,3,5,1,4,0,5,0,0,0,0,4,0,1,1,10,55,4,5
"C20orf144",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"ACTL10",1,3,3,1,0,0,0,0,2,0,1,0,0,1,3,3,2,0,3,2,0,0,0,0,1,0,0,0,2,23,1,0
"E2F1",3,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1
"PXMP4",10,21,1,3,5,0,0,0,7,1,0,0,2,0,7,7,3,0,0,4,0,0,0,0,5,0,3,0,11,53,15,2
"ZNF341",4,0,1,0,1,0,1,1,2,1,0,0,0,0,6,2,2,0,1,0,0,0,0,0,0,0,1,0,4,4,2,1
"ZNF341-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"CHMP4B",220,182,16,40,22,1,9,9,138,23,0,5,17,6,66,54,29,3,13,26,3,4,2,10,24,2,17,19,89,833,155,38
"RALY-AS1",4,4,0,0,1,0,1,0,1,0,0,0,0,0,3,0,6,0,0,1,0,0,0,0,1,0,0,2,7,22,3,0
"RP5-1125A11.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"RP5-1125A11.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RALY",166,136,25,40,46,5,7,6,86,37,7,1,8,5,100,65,71,3,20,77,1,5,2,10,41,2,6,20,111,496,177,46
"EIF2S2",329,242,35,64,47,8,26,6,139,31,4,5,18,12,126,120,73,11,15,98,6,4,5,12,57,6,21,49,169,1382,352,35
"ASIP",5,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"AHCY",78,73,4,10,3,0,2,0,30,0,0,3,2,2,26,13,7,3,6,17,0,2,0,2,10,2,7,6,18,518,36,4
"ITCH",31,15,3,6,7,1,4,4,11,1,2,0,2,2,18,7,13,0,3,4,0,0,1,1,6,0,3,1,10,43,12,2
"ITCH-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DYNLRB1",288,348,37,41,84,16,14,17,212,46,3,4,21,19,128,100,91,18,32,84,6,5,5,7,93,7,12,27,203,796,322,76
"MAP1LC3A",18,135,3,3,5,0,1,8,91,10,0,0,15,0,9,14,5,6,2,7,1,1,1,2,59,1,0,3,64,153,152,25
"PIGU",10,23,2,3,9,0,0,1,12,3,0,0,0,1,6,3,8,0,1,3,0,0,1,1,4,0,0,3,12,66,12,3
"NCOA6",11,13,5,6,4,1,0,1,7,1,0,1,0,0,8,10,11,1,3,11,0,0,0,2,4,0,0,2,12,49,22,1
"TP53INP2",6,13,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,2,0,0,2,2,16,17,4
"GGT7",12,15,1,3,1,0,1,0,11,5,0,0,0,0,3,5,1,1,2,7,0,0,1,0,3,0,0,0,15,40,6,5
"ACSS2",17,14,0,4,1,0,1,0,8,0,0,0,0,0,0,4,3,0,3,7,0,0,0,1,3,0,2,0,7,160,22,3
"GSS",42,34,5,12,11,1,0,1,16,5,0,0,6,3,10,18,15,0,2,17,1,0,0,1,10,1,3,2,26,219,31,5
"MYH7B",1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"TRPC4AP",42,43,8,9,5,4,4,1,20,5,0,0,3,2,17,20,22,0,4,9,1,2,0,5,9,1,2,6,36,80,49,2
