"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"LDLRAD4-AS1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-53B2.3",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"FAM210A",2,1,2,0,2,23,11,1,17,16,6,1,12,7,0,1,3,34,0,1,1,1,28,2
"RNMT",4,14,3,3,11,74,54,12,93,111,46,4,85,50,2,6,15,40,1,4,14,19,48,4
"ZNF519",0,0,0,0,0,4,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"RP11-1157N2--B.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ROCK1",3,21,4,3,17,113,48,14,90,106,43,6,36,42,5,6,19,43,3,4,14,9,149,37
"GREB1L",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ESCO1",0,3,1,2,3,23,7,3,11,15,6,0,6,11,1,1,1,10,1,1,1,2,20,0
"SNRPD1",3,15,6,4,18,187,59,23,66,130,53,9,50,43,5,4,16,243,2,4,23,15,128,19
"ABHD3",4,2,1,0,10,27,9,5,8,34,13,2,7,16,2,1,4,45,1,4,2,6,15,2
"MIB1",0,0,0,0,2,15,3,2,0,6,2,0,0,1,1,0,1,10,2,0,0,2,27,0
"MIR133A1HG",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-595B24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-595B24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GATA6-AS1",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0
"GATA6",0,0,0,0,0,5,5,1,0,1,5,0,2,1,0,1,1,45,0,0,0,0,9,0
"RP11-627G18.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"RP11-535A5.1",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CTAGE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-739L10.1",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-370A5.1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RBBP8",0,0,1,1,3,13,13,2,14,5,4,1,5,1,0,1,2,21,0,4,4,0,18,2
"CABLES1",0,0,0,0,0,7,10,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
"TMEM241",0,0,0,0,3,6,0,1,2,1,0,0,2,0,0,0,0,2,0,0,0,0,5,1
"RP11-17J14.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIOK3",2,2,4,2,10,48,14,6,21,23,19,4,9,13,1,1,3,101,0,4,2,3,38,2
"C18orf8",1,2,0,3,3,18,5,1,6,9,5,0,2,2,1,0,3,9,0,2,3,2,21,2
"NPC1",0,2,0,1,1,14,3,1,3,10,4,1,1,2,0,0,1,7,0,0,2,2,12,1
"ANKRD29",0,0,0,0,2,2,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62,2
"LAMA3",0,0,0,0,3,1,0,2,1,3,2,0,1,0,0,0,0,125,1,0,0,0,8,1
"RP11-403A21.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTC39C",0,9,0,1,3,32,27,1,9,104,34,1,1,23,4,1,8,3,0,0,2,8,4,1
"TTC39C-AS1",0,0,0,0,0,0,2,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0
"CABYR",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-799B12.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OSBPL1A",3,0,0,0,14,103,0,11,0,0,0,5,0,0,0,0,0,14,2,0,0,0,96,7
"IMPACT",1,0,0,0,3,29,2,7,1,6,2,1,0,4,0,1,0,28,0,0,0,1,30,1
"RP11-449D8.1",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF521",0,0,0,0,4,27,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,0
"SS18",0,4,1,3,4,50,19,2,11,22,6,5,11,8,0,1,1,19,1,3,7,4,50,7
"PSMA8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TAF4B",2,0,0,0,1,20,1,0,11,8,0,1,11,10,1,0,0,14,0,0,0,1,15,0
"KCTD1",0,0,0,0,16,15,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1
"RP11-17A19.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AQP4",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST9",0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CDH2",0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-675P14.1",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DSC3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DSC2",0,0,0,0,0,5,1,0,2,2,0,0,0,0,0,0,1,129,0,0,0,0,4,0
"DSC1",0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
"RP11-408H20.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DSG1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DSG3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-650P15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DSG2",1,0,0,0,0,5,0,5,2,2,0,0,0,0,0,1,0,143,0,0,0,0,3,0
"TTR",0,0,0,0,67,1,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0
"B4GALT6",0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-549B18.1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC8",1,2,1,1,4,25,4,0,9,9,4,1,4,4,0,1,1,9,0,1,0,1,15,2
"RP11-210K20.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-326K13.4",0,0,0,0,2,3,1,0,1,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0
"RNF125",0,11,0,8,0,1,68,4,8,169,74,0,16,81,10,8,15,6,0,0,0,2,29,0
"RP11-53I6.3",0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0
"RNF138",2,7,0,2,4,38,16,5,26,82,26,0,23,51,3,2,4,45,0,0,3,5,63,0
"RP11-53I6.4",0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"GAREM1",0,0,0,0,2,9,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,4,1
"MEP1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC021224.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"KLHL14",0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
"AC012123.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC178",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"ASXL3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"NOL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DTNA",0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,1,7
"MAPRE2",1,5,3,1,44,47,25,6,24,47,33,2,20,14,1,6,4,36,2,2,0,6,71,12
"RP11-294N21.3",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZNF397",0,0,0,0,8,40,1,3,7,4,0,3,7,4,1,0,0,5,1,0,0,0,19,3
"ZSCAN30",0,0,0,0,3,7,0,1,3,1,1,0,2,1,0,0,0,3,0,0,0,0,6,0
"RP11-158H5.8",0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"RP11-158H5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF24",2,5,0,1,17,88,22,9,32,50,9,6,15,19,0,2,7,32,3,2,1,7,78,7
"ZNF396",0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-322E11.2",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-322E11.5",0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"INO80C",1,4,1,2,3,25,14,21,15,21,9,1,14,13,0,2,2,47,0,0,3,4,69,1
"GALNT1",0,2,0,1,1,37,12,13,12,9,8,4,7,5,1,2,2,59,0,1,1,3,45,1
"RP11-873E20.1",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"C18orf21",0,1,1,0,2,23,4,5,4,11,4,0,3,5,1,1,1,12,0,1,1,0,10,1
"RPRD1A",0,1,0,1,2,26,4,1,2,13,1,0,1,4,0,0,0,20,0,1,1,2,17,3
"SLC39A6",0,3,0,0,20,86,10,0,8,14,9,5,8,2,0,0,2,8,2,0,0,4,21,4
"ELP2",4,4,0,3,12,60,15,1,21,46,13,2,15,23,1,1,2,24,0,2,1,2,33,5
"RP11-49I11.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,2,1
"MOCOS",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"FHOD3",0,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"TPGS2",1,1,1,0,5,74,8,4,8,12,6,7,2,2,0,0,0,25,0,0,7,0,36,3
"KIAA1328",0,1,0,0,2,28,2,2,7,6,5,1,0,4,0,0,0,2,0,0,0,0,5,2
"CELF4",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-95O2.5",0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-244M2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"PIK3C3",1,4,0,2,4,18,3,5,5,5,4,0,3,4,0,0,0,13,0,0,0,1,27,1
"RP11-456K23.1",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"SETBP1",0,0,0,0,0,39,1,1,12,3,0,2,4,0,0,0,0,7,1,0,1,0,13,7
"SLC14A2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC14A2-AS1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC14A1",0,0,0,0,0,2,3,0,1,2,4,0,1,3,0,0,0,0,0,0,0,0,249,0
"SIGLEC15",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPG5",0,1,0,0,2,9,2,1,5,7,2,0,5,5,0,1,1,6,0,0,0,1,10,1
"PSTPIP2",0,1,0,0,0,1,0,0,0,5,3,0,0,2,0,0,2,2,0,0,0,0,4,4
"ATP5A1",8,12,12,6,42,422,51,42,90,135,49,20,26,62,3,4,12,517,4,8,19,10,253,41
"HAUS1",0,1,1,2,2,72,5,4,10,11,4,2,7,3,2,0,3,29,0,0,2,3,37,3
"C18orf25",0,1,1,0,3,10,6,2,10,11,4,3,5,9,1,1,0,15,0,1,4,1,22,0
"RNF165",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOXHD1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ST8SIA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PIAS2",1,1,1,0,5,42,1,8,5,9,4,1,7,6,0,1,1,12,0,0,2,0,41,1
"KATNAL2",0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"RP11-49K24.8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HDHD2",0,0,1,0,9,25,5,2,5,5,4,1,7,6,0,1,1,18,1,0,2,1,26,3
"IER3IP1",6,8,0,1,11,136,19,11,21,35,14,6,10,22,1,4,10,69,3,4,1,3,121,9
"SMAD2",2,3,0,0,7,60,11,6,13,22,5,0,3,8,0,0,1,40,0,0,3,1,54,0
"RP11-380M21.4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB7C",0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,22,0,0,0,0,2,5
"CTIF",0,0,0,0,0,13,0,3,0,1,0,1,0,1,0,0,0,4,0,0,0,0,15,1
"SMAD7",0,2,0,1,1,46,4,2,7,26,9,0,5,2,0,1,2,13,0,1,0,0,33,1
"DYM",1,3,1,1,2,39,6,4,6,18,5,2,3,5,0,1,4,13,0,1,1,3,38,2
"C18orf32",0,2,0,0,4,23,2,3,2,4,1,1,2,6,0,2,1,13,0,0,0,1,23,0
"RPL17-C18orf32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MIR1539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"RPL17",9,27,8,15,20,431,89,56,213,409,134,18,110,232,19,9,33,299,3,11,19,40,234,24
"LIPG",0,0,0,0,2,10,0,0,1,1,0,0,0,0,0,0,0,19,0,0,1,0,1,2
"ACAA2",3,1,0,0,7,173,12,8,11,38,9,6,1,6,0,2,5,123,0,2,1,3,41,3
"MYO5B",0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
"CFAP53",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"MBD1",2,3,0,1,2,28,6,3,15,20,8,1,0,4,0,2,2,20,1,2,1,1,29,7
"CXXC1",2,1,2,0,5,34,10,3,15,25,10,1,8,18,0,1,6,24,0,2,2,7,39,5
"SKA1",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
"MRO",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ME2",0,2,0,0,9,23,8,1,13,17,4,0,4,4,1,0,2,37,2,2,1,0,26,1
"ELAC1",0,0,0,0,5,29,3,3,3,2,0,1,3,2,0,0,1,6,0,0,1,2,10,0
"RP11-729L2.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMAD4",1,0,1,0,5,34,3,7,4,10,5,1,1,2,0,0,0,14,1,0,1,0,25,1
"MEX3C",1,0,0,1,2,32,11,2,7,16,3,0,3,5,0,3,1,16,0,2,0,1,47,2
"DCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBD2",1,1,1,1,3,26,9,3,8,12,2,1,4,3,0,1,3,41,0,3,4,4,36,1
"RP11-850A17.1",0,0,0,0,1,1,3,0,3,9,2,0,3,0,0,0,0,0,0,1,0,0,2,0
"POLI",0,1,0,1,1,13,0,1,2,0,4,1,2,1,0,0,0,8,2,0,0,0,15,2
"C18orf54",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"RAB27B",0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"CCDC68",0,0,0,0,1,61,0,4,0,0,0,2,0,0,0,0,0,40,1,0,0,0,58,0
"TCF4",3,0,0,0,38,427,0,57,142,2,0,21,47,0,0,1,0,1,9,8,8,1,788,16
"TCF4-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LINC01415",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CTD-2008L17.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TXNL1",3,8,2,4,20,198,18,17,34,70,29,8,15,15,2,6,8,102,1,1,9,10,123,13
"WDR7",0,1,0,0,0,7,2,0,2,2,1,0,0,1,0,0,0,3,0,0,0,0,3,0
"ONECUT2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FECH",0,0,0,0,2,12,10,0,2,3,2,0,0,3,0,0,0,5,0,1,0,0,2,0
"RP11-706P11.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NARS",5,1,2,0,11,117,8,9,16,25,10,5,8,15,1,5,2,69,1,1,2,4,53,14
"RP11-35G9.3",0,1,1,1,0,6,4,1,7,4,4,0,8,2,2,1,0,1,0,0,2,0,7,0
"RP11-35G9.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP8B1",0,0,0,1,0,4,0,1,2,3,0,0,0,0,0,0,0,109,0,0,0,0,37,6
"NEDD4L",2,0,0,1,5,7,0,0,1,0,0,0,1,0,0,0,0,111,0,1,0,1,15,0
"ALPK2",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"RP11-1151B14.4",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"RP11-126O1.5",1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MALT1",5,3,8,2,0,11,3,0,24,22,10,0,16,7,0,1,3,9,0,2,1,7,25,1
"ZNF532",0,0,0,0,4,32,0,3,9,0,0,3,1,0,0,0,0,0,0,1,1,0,21,1
"SEC11C",4,9,2,3,16,40,30,11,51,81,31,0,13,20,1,6,10,106,0,54,11,14,129,6
"LMAN1",1,13,1,1,20,178,18,15,19,36,24,14,7,18,1,6,6,65,1,10,1,1,157,10
"CCBE1",0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PMAIP1",11,26,3,5,3,57,27,0,167,73,35,0,72,11,1,6,4,57,0,19,29,9,79,0
"CDH20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"RP11-879F14.2",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP11-879F14.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF152",0,0,0,0,0,11,1,3,0,1,1,0,0,0,0,0,0,14,0,0,0,0,29,4
"PIGN",0,0,1,1,0,9,1,1,3,3,0,1,2,2,0,0,0,8,0,0,1,0,8,0
"KIAA1468",1,0,2,1,1,6,1,1,4,6,1,0,2,2,0,0,0,8,1,0,0,2,3,0
"TNFRSF11A",0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
"ZCCHC2",0,0,0,2,3,17,14,1,5,9,9,1,5,2,0,0,2,8,0,0,0,0,33,1
"RP11-120K19.4",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"PHLPP1",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,18,2
"BCL2",0,4,1,1,9,18,9,0,30,55,17,0,13,34,3,1,6,16,1,3,1,13,6,0
"KDSR",2,7,2,1,31,168,8,13,13,38,9,4,6,18,1,2,1,44,3,2,0,3,89,6
"RP11-635N19.1",0,0,0,0,2,8,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
"VPS4B",2,5,2,3,6,70,29,7,29,48,20,3,27,21,2,6,7,73,1,3,5,13,62,3
"SERPINB5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"HMSD",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SERPINB8",1,0,3,0,0,8,0,1,1,6,2,0,1,3,2,0,1,10,1,0,0,1,10,0
"CDH19",0,0,0,0,122,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-2541J13.1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DSEL",0,0,0,0,10,104,0,4,2,2,0,7,5,2,0,0,1,2,0,0,0,0,19,2
"TMX3",1,1,1,1,6,48,3,5,10,13,6,2,9,5,0,1,1,12,0,0,1,1,36,5
"CCDC102B",0,1,1,0,3,87,0,8,2,2,2,1,0,1,0,0,0,1,8,0,0,0,32,0
"RP11-674P19.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOK6",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CD226",1,2,1,0,0,0,4,0,1,31,17,0,0,6,0,2,2,0,0,0,0,3,1,0
"RTTN",0,3,0,0,1,2,0,1,1,5,1,0,2,1,0,0,0,2,0,0,0,0,3,0
"SOCS6",0,0,0,1,2,14,0,1,0,0,1,0,0,0,0,1,0,35,1,0,0,0,13,2
"RP11-41O4.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTSCR1",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"CBLN2",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"RP11-25L3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FBXO15",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIMM21",1,0,0,0,7,28,2,0,1,3,2,0,1,0,0,0,0,9,2,0,0,0,18,1
"CYB5A",5,2,2,3,26,476,9,26,13,23,8,9,10,13,0,1,5,162,0,1,3,2,456,11
"FAM69C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CNDP2",3,3,1,1,4,59,15,6,24,26,8,2,8,7,0,1,4,48,1,1,3,3,63,1
"CNDP1",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00909",0,0,0,0,3,11,7,1,7,8,4,0,4,7,0,0,1,5,1,1,1,2,10,0
"ZNF407",0,0,0,0,0,9,1,1,3,5,6,0,1,1,0,0,2,8,0,0,0,0,7,0
"RP11-405M12.3",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-405M12.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"ZADH2",0,0,0,0,3,14,3,3,2,3,1,2,3,0,0,0,0,18,1,0,0,2,22,1
"TSHZ1",0,1,0,0,7,29,4,8,2,10,8,4,0,6,0,0,3,7,2,0,1,0,32,3
"ZNF516",1,0,0,0,2,23,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,19,0
"RP11-17M16.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"C18orf65",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00908",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00683",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-162A12.4",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ZNF236",0,1,0,0,3,15,4,1,7,8,2,2,3,4,0,0,1,4,0,0,0,0,12,0
"RP11-862L9.3",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBP",2,9,8,6,0,70,25,7,41,59,36,1,10,51,2,4,7,23,1,5,9,5,12,0
"RP11-4B16.3",0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-4B16.4",1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GALR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"RP11-176N18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ATP9B",0,1,0,4,3,17,5,3,5,12,3,1,2,5,0,1,0,9,0,1,1,2,11,3
"RP11-800A18.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"NFATC1",4,6,2,4,12,118,4,35,44,108,22,3,19,68,5,0,2,3,0,1,2,11,87,3
"RP11-567M16.6",0,0,0,0,2,1,2,2,0,2,0,0,2,5,0,0,0,3,0,0,0,0,4,0
"CTDP1",1,4,2,0,2,9,22,0,7,34,7,0,6,16,1,0,3,17,0,0,1,1,10,2
"KCNG2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-248M19.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PQLC1",0,1,1,1,3,17,5,3,11,10,4,2,6,6,1,1,1,36,0,0,2,0,27,1
"HSBP1L1",3,0,1,1,11,41,6,5,1,9,2,0,0,7,0,0,1,73,0,2,0,1,38,0
"TXNL4A",3,5,2,1,11,61,17,14,18,37,11,2,14,16,2,3,4,61,0,1,3,5,59,7
"RP11-795F19.5",0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"RBFA",0,0,1,0,8,35,5,3,4,6,4,3,2,5,2,1,0,30,1,1,1,0,32,2
"RP11-795F19.1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ADNP2",0,2,0,0,4,22,5,2,8,8,6,1,6,5,0,0,1,12,0,0,2,0,33,2
"PARD6G-AS1",0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,0
