"","ImmProt_T8.CM_01","ImmProt_T8.CM_02","ImmProt_T8.CM_03","ImmProt_T8.CM_04","ImmProt_T8.CM_01_activated","ImmProt_T8.CM_02_activated","ImmProt_T8.CM_03_activated","ImmProt_T8.CM_04_activated"
"4719",1,1,1,1,1,1,1,1
"7991",NA,NA,NA,NA,NA,NA,NA,NA
"4539",NA,NA,NA,NA,NA,NA,NA,NA
"4707",1,1,1,1,1,1,1,1
"4705",1,1,1,1,1,1,1,1
"4536",0,0,1,0,1,1,0,0
"4713",0,0,1,1,0,1,0,0
"4538",1,0,0,1,0,0,1,1
"4731",0,0,1,1,1,1,0,0
"4695",1,1,1,1,1,1,1,1
"4708",0,1,1,0,1,1,0,0
"4711",1,1,1,1,0,1,1,1
"4723",1,1,1,1,1,1,1,1
"4706",0,0,0,0,0,0,0,1
"4701",1,1,1,1,1,1,1,1
"4724",1,1,1,1,1,1,1,1
"4718",1,1,1,1,1,1,1,1
"4698",1,1,1,1,1,1,1,1
"4537",0,1,0,0,1,1,1,0
"55967",1,1,1,1,1,1,1,1
"4728",1,1,1,1,1,1,1,1
"4715",1,1,1,1,1,1,1,1
"51079",1,1,1,1,1,1,1,1
"54539",0,0,0,1,0,1,1,0
"4714",0,0,1,0,1,1,1,0
"4720",1,1,1,1,1,1,1,1
"4712",0,0,1,1,0,1,0,1
"4722",1,1,1,1,1,1,1,1
"4704",1,1,1,1,1,1,1,1
"4694",0,1,1,1,0,0,0,0
"4702",1,1,1,1,1,1,1,1
"4709",1,1,1,1,1,1,1,1
"4725",1,1,1,1,1,1,1,1
"4710",1,1,1,1,1,1,1,1
"4697",1,1,1,1,1,1,1,1
"4726",1,1,1,1,1,1,1,1
"4716",1,1,1,1,1,1,1,1
"374291",1,1,0,0,0,0,1,1
"1345",1,1,1,1,0,0,1,1
"1340",1,1,1,1,1,1,1,1
"1329",1,1,1,1,1,1,1,1
"4514",0,1,1,1,0,0,1,1
"4513",1,1,1,1,1,1,1,1
"1327",1,1,1,1,1,1,1,1
"1351",0,1,1,1,0,0,1,1
"1349",NA,NA,NA,NA,NA,NA,NA,NA
"1346",NA,NA,NA,NA,NA,NA,NA,NA
"1347",1,1,1,1,1,1,1,1
"9377",1,1,1,1,1,1,1,1
"1337",1,1,1,1,1,1,0,0
"4512",1,1,0,0,0,1,1,1
"1350",1,1,1,1,1,1,1,1
"9167",1,0,1,0,1,1,0,0
"125965",NA,NA,NA,NA,NA,NA,NA,NA
"1339",NA,NA,NA,NA,NA,NA,NA,NA
"170712",NA,NA,NA,NA,NA,NA,NA,NA
"84701",NA,NA,NA,NA,NA,NA,NA,NA
"4363",1,0,0,0,0,0,1,1
"146712",NA,NA,NA,NA,NA,NA,NA,NA
"10554",1,1,0,0,1,0,1,1
"240",1,1,1,0,0,1,1,0
"534",NA,NA,NA,NA,NA,NA,NA,NA
"8705",NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,NA,NA,NA,NA,NA,NA
"622",1,1,1,1,1,1,1,1
"57818",NA,NA,NA,NA,NA,NA,NA,NA
"8647",NA,NA,NA,NA,NA,NA,NA,NA
"124935",0,1,0,0,0,0,1,1
"6531",NA,NA,NA,NA,NA,NA,NA,NA
"11000",1,0,0,0,1,1,1,0
"4758",1,0,1,0,1,1,0,1
"2618",1,1,1,1,1,1,1,1
"2629",0,0,1,1,0,1,0,0
"7264",1,0,1,1,1,1,1,1
"284098",NA,NA,NA,NA,NA,NA,NA,NA
"3163",1,1,1,1,1,1,1,1
"7923",0,0,1,1,0,0,1,1
"10723",0,1,1,1,0,1,0,1
"201288",NA,NA,NA,NA,NA,NA,NA,NA
"645740",NA,NA,NA,NA,NA,NA,NA,NA
"1589",NA,NA,NA,NA,NA,NA,NA,NA
"9651",0,0,1,1,0,1,1,1
"8396",1,1,0,0,0,0,1,1
"8399",NA,NA,NA,NA,NA,NA,NA,NA
"64711",NA,NA,NA,NA,NA,NA,NA,NA
"7366",NA,NA,NA,NA,NA,NA,NA,NA
"9374",NA,NA,NA,NA,NA,NA,NA,NA
"93100",1,0,1,0,0,1,1,1
"55229",1,0,1,0,0,0,1,1
"26063",1,1,1,1,0,1,1,1
"2880",NA,NA,NA,NA,NA,NA,NA,NA
"65263",NA,NA,NA,NA,NA,NA,NA,NA
"8781",NA,NA,NA,NA,NA,NA,NA,NA
"31",1,0,1,1,0,1,1,0
"55750",1,1,1,1,1,1,1,1
"8644",0,1,1,0,1,1,1,0
"1066",0,0,1,1,1,1,0,0
"5446",1,1,0,1,0,0,0,0
"4905",1,1,1,1,1,1,1,1
"4700",0,1,1,1,1,1,1,1
"4696",1,1,0,0,1,1,0,1
"341947",NA,NA,NA,NA,NA,NA,NA,NA
