"","ImmProt_T8.CM_01","ImmProt_T8.CM_02","ImmProt_T8.CM_03","ImmProt_T8.CM_04","ImmProt_T8.CM_01_activated","ImmProt_T8.CM_02_activated","ImmProt_T8.CM_03_activated","ImmProt_T8.CM_04_activated","ImmProt_T8.EM_01","ImmProt_T8.EM_02","ImmProt_T8.EM_03","ImmProt_T8.EM_04","ImmProt_T8.EM_01_activated","ImmProt_T8.EM_02_activated","ImmProt_T8.EM_03_activated","ImmProt_T8.EM_04_activated"
"64419",1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
"54988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9562",0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1
"123876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3705",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6296",1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
"138429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10170",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9249",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"220074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51099",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"154141",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
"1733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253558",1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
"64748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23175",0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
"1735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27284",1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"6819",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"84513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84274",1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1
"9890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84787",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"79813",0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1
"64900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9663",1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
"9757",0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0
"196051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9869",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"85465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23646",0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1
"122618",0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
"29072",0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
"201164",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"590",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"80854",0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0
"55750",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"387893",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
"84444",0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1
"4297",1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1
"91012",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"204219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58508",1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
"253782",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"55870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29956",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"10919",0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
"6839",0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1
"79603",0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"64324",0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
"56624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6419",1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1
"170384",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"23067",1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0
"56886",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55624",0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1
"64754",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"56983",1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
"79723",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"644378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55904",1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"644974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8702",0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
"9739",1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
"8473",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"55830",1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0
"7468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3703",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"83852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8085",0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
"283358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51111",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"55757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60559",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23478",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"146664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28972",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2529",1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"360203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90701",0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
"9789",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57171",0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1
"4249",1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
"25834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9677",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"23262",1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0
"201595",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"26007",1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0
"83468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283209",1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
"145173",1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0
"23491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51228",1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
"51171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51741",0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1
"27090",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"129807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10202",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"2527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10553",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"121214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113612",1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
"56898",0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
"493869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"64174",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"100288072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10728",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"84869",1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
"340811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11102",0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
"85007",1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8644",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"10826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3930",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5446",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"4864",0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0
"506",1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0
"3069",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"10632",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"515",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10476",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"513",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"522",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"539",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9551",0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1
"516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4905",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"498",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"267020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27089",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10975",1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
"7381",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4519",1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0
