"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"CHTF8",4,18,0,0,5,3,0,0,7,0,2,0,3,8,2,2,4,1,0,2,7,1,4,1,0,11,445,9
"UTP4",4,8,1,2,8,2,0,1,2,0,0,0,0,0,3,0,0,2,0,3,0,0,1,1,0,3,606,2
"SNTB2",3,27,0,0,3,1,0,2,4,0,0,0,1,0,3,0,0,2,1,0,4,0,0,2,0,10,420,30
"VPS4A",19,21,1,2,18,4,1,0,8,3,4,0,6,16,5,3,3,5,0,2,13,2,8,1,3,27,780,12
"COG8",1,4,1,0,2,0,0,0,2,0,1,0,1,2,4,0,0,1,0,0,4,0,0,0,0,6,231,2
"NIP7",3,7,8,0,18,8,0,2,10,1,5,0,4,14,10,0,8,5,1,0,5,0,2,3,8,33,986,13
"TMED6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"TERF2",5,7,1,1,0,1,0,0,2,0,0,0,0,4,2,1,0,0,0,3,2,0,1,0,1,5,125,9
"CYB5B",19,36,8,2,22,13,1,5,21,9,4,1,18,40,11,4,8,2,4,5,14,1,4,2,10,64,2118,17
"NFAT5",21,30,2,4,27,3,1,7,14,4,6,0,3,28,15,1,6,3,3,11,6,2,22,4,8,56,377,29
"NQO1",7,13,5,1,4,4,0,1,3,2,0,0,0,7,1,0,6,1,3,1,9,1,1,0,1,8,6208,25
"CTD-2033A16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-2033A16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
"NOB1",10,35,4,0,11,3,0,4,6,4,4,1,4,8,3,1,7,1,1,6,4,0,1,2,6,29,1789,16
"WWP2",8,5,1,0,8,2,0,0,2,3,1,0,1,6,1,1,1,1,0,1,1,0,3,2,5,12,164,3
"CLEC18A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PDPR",4,4,0,0,3,1,0,0,0,2,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,3,53,4
"EXOSC6",4,18,2,0,11,4,1,2,13,5,2,1,3,14,9,1,6,1,0,2,4,1,2,2,0,18,426,11
"AARS",6,15,2,2,3,1,0,1,4,0,0,0,1,2,2,0,1,0,0,1,9,1,1,0,1,8,567,8
"DDX19B",8,6,3,2,7,6,0,0,4,3,3,1,1,11,4,0,4,3,0,1,8,0,5,0,4,24,306,6
"DDX19A",5,11,1,0,6,2,0,0,3,2,3,0,1,6,0,2,1,2,0,1,3,1,1,1,0,17,227,4
"ST3GAL2",6,21,2,2,3,1,0,0,0,0,0,0,1,2,4,0,1,0,1,4,3,0,5,0,0,10,125,6
"RP11-529K1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FUK",1,3,0,0,1,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,147,8
"COG4",4,11,3,0,6,1,1,3,4,1,1,1,0,6,4,1,2,0,1,0,7,1,1,1,1,14,257,4
"SF3B3",7,11,2,1,7,0,2,0,7,0,1,3,2,4,6,0,1,1,1,0,4,0,6,1,2,19,595,6
"IL34",0,38,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,7,18
"MTSS1L",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0
"VAC14",26,4,0,0,1,0,0,1,5,0,0,0,1,3,3,1,1,1,0,0,3,0,3,0,1,4,168,0
"RP11-394B2.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"VAC14-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HYDIN",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMTR2",3,7,1,0,6,4,1,0,5,1,0,1,3,4,4,0,2,4,5,0,3,1,2,2,2,7,226,3
"CALB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZNF23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"ZNF19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1
"CHST4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TAT-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MARVELD3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0
"PHLPP2",1,1,0,0,4,0,1,1,1,1,0,1,0,1,0,0,0,0,1,4,1,0,0,0,1,3,33,0
"AP1G1",9,9,2,1,7,0,0,0,3,1,0,1,0,6,2,0,2,1,1,1,2,2,6,3,2,12,298,4
"ATXN1L",3,4,1,0,4,7,3,0,4,2,1,0,2,8,9,1,4,2,1,2,4,1,1,0,0,15,160,7
"IST1",20,18,5,4,21,2,1,1,15,6,5,2,6,18,12,3,2,2,2,8,7,0,6,2,6,40,700,11
"ZNF821",0,5,3,0,7,1,1,1,5,2,2,0,7,4,0,1,2,2,0,1,3,0,2,0,2,9,96,1
"DHODH",3,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,178,1
"TXNL4B",6,12,1,1,4,1,1,0,1,1,1,0,1,7,3,1,1,0,1,2,0,0,2,1,0,9,165,3
"HP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DHX38",5,12,3,0,19,4,2,1,5,1,3,0,1,4,4,1,4,1,1,1,3,1,2,1,2,11,230,6
"PMFBP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"LINC01572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0
"RP5-991G20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0
"RP5-991G20.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZFHX3",14,24,0,2,3,0,0,1,3,0,1,0,0,2,1,0,1,0,0,0,14,0,8,1,0,2,215,11
"RP5-991G20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-346C20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"HCCAT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC140912.1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
"AC009120.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC009120.11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PSMD7",47,97,13,3,47,13,7,6,42,9,15,5,11,46,21,3,16,4,7,9,42,5,26,11,24,117,3949,44
"RP11-252A24.3",0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,3,0
"NPIPB15",2,2,1,0,0,1,0,0,1,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,84,2
"GLG1",17,47,3,0,20,4,5,7,9,4,2,0,4,19,13,1,2,3,6,7,11,3,0,4,6,36,669,24
"RFWD3",0,6,1,0,1,2,1,0,1,1,0,2,2,3,1,0,2,1,0,3,1,0,1,0,3,12,203,3
"MLKL",4,5,3,0,3,0,1,0,0,1,0,0,3,2,3,0,1,2,1,0,2,1,3,0,2,15,220,21
"FA2H",1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,469,0
"WDR59",6,7,5,1,6,0,0,0,3,2,3,2,3,4,3,0,2,4,1,2,0,0,0,1,0,10,214,1
"ZNRF1",0,13,2,0,22,2,0,0,19,3,5,1,0,17,11,0,1,0,2,0,2,0,2,2,2,42,126,15
"LDHD",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ZFP1",1,3,0,1,0,1,0,1,0,0,0,0,0,3,1,0,2,1,1,0,0,0,0,2,1,1,27,3
"CTRB2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"BCAR1",1,34,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,339,20
"CFDP1",24,53,11,0,16,8,1,2,7,9,6,2,5,21,15,2,9,0,2,5,17,1,12,3,5,54,2214,55
"RP11-77K12.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"TMEM170A",19,11,8,3,38,16,0,1,20,9,8,2,11,27,13,6,8,2,2,7,2,1,7,1,9,51,640,10
"CHST6",0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RP11-77K12.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CHST5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"TMEM231",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,2
"RP11-490B18.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"GABARAPL2",93,144,22,21,80,40,9,14,37,12,11,9,19,80,42,5,31,13,8,52,50,8,63,8,10,155,3500,125
"RP11-490B18.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ADAT1",2,3,1,1,1,1,2,0,1,0,0,0,3,5,2,0,0,0,0,0,1,0,0,0,1,1,132,2
"KARS",27,55,7,4,23,9,6,3,13,9,6,3,2,32,17,4,14,6,1,7,22,1,17,5,10,67,2926,31
"TERF2IP",23,55,30,7,87,37,8,4,60,20,24,10,22,87,68,4,21,18,7,12,18,5,15,4,31,171,1181,40
"MON1B",7,4,1,4,6,1,1,0,1,1,2,1,1,2,1,1,3,0,2,1,1,2,1,1,0,5,310,3
"SYCE1L",1,4,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,2,35,8
"ADAMTS18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"NUDT7",0,5,0,0,2,2,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113,1
"VAT1L",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CLEC3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"WWOX",3,9,0,2,1,1,0,1,1,1,0,0,1,4,1,1,1,2,0,1,0,0,0,0,0,4,57,1
"RP11-679B19.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAF",25,37,9,0,20,3,1,3,36,0,10,4,1,40,6,0,17,0,2,0,8,0,6,3,5,87,10,2
"RP11-70D24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-70D24.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-70D24.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MAFTRR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"RP11-525K10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"DYNLRB2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC01227",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"CDYL2",2,6,0,1,4,1,1,0,1,1,1,0,0,1,1,1,0,1,0,2,1,0,1,0,0,1,29,3
"PRCAT47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"CMC2",31,26,21,3,66,27,8,4,33,14,13,7,12,45,43,2,11,9,4,7,15,1,13,11,18,83,1502,18
"CENPN",9,6,4,0,10,3,0,0,6,0,0,1,0,7,6,2,1,0,2,0,5,0,1,4,12,4,1031,8
"ATMIN",4,12,1,0,4,2,0,0,1,1,1,1,2,2,0,0,1,0,0,3,0,2,1,0,0,5,156,4
"C16orf46",0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,42,0
"RP11-303E16.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-303E16.6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-303E16.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GCSH",9,27,2,3,5,3,1,3,1,0,2,0,3,5,3,0,1,1,2,1,9,4,5,0,1,8,2881,10
"BCO1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
"RP11-55K13.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"GAN",0,9,1,0,4,1,0,1,4,4,1,0,1,2,3,0,3,2,1,0,5,1,2,0,1,10,375,9
"CMIP",40,85,5,1,32,10,1,4,14,12,6,1,9,16,20,1,7,5,5,2,4,0,15,3,14,19,565,36
"RP11-960L18.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PLCG2",6,6,2,1,4,3,1,0,2,3,0,0,6,2,4,0,0,3,1,1,0,5,1,0,0,2,289,10
"SDR42E1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,73,0
"HSD17B2",0,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"RP11-510J16.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
"MPHOSPH6",36,42,4,10,20,2,1,5,10,2,3,0,2,14,10,0,9,4,0,3,3,0,29,2,2,28,590,7
"CDH13",1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,24
"RP11-483P21.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HSBP1",145,160,6,17,38,11,4,6,26,5,9,2,9,21,14,2,6,4,4,9,47,5,59,10,9,51,5089,98
"MLYCD",3,7,0,0,4,0,0,0,1,0,1,0,1,2,0,0,0,0,0,1,1,1,0,0,0,2,168,0
"OSGIN1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,60,0
"NECAB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBTPS1",9,33,1,2,12,0,1,0,5,5,1,0,1,10,4,0,2,0,1,3,4,2,2,2,1,19,362,12
"RP11-505K9.1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,84,1
"HSDL1",2,9,0,0,4,2,0,0,4,0,0,0,0,0,1,0,1,0,0,0,2,1,5,0,1,3,91,1
"DNAAF1",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,35,0,0,0,7,0
"TAF1C",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,75,2
"WFDC1",0,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,4,6
"ATP2C2",0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,400,0
"TLDC1",0,4,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,1,0,0,0,0,0,1,1,121,2
"COTL1",435,114,150,164,568,235,35,2,302,67,132,40,55,382,282,17,65,56,53,35,25,3,369,59,176,502,2966,72
"RP11-61F12.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL36",3,16,2,0,7,2,2,3,9,2,1,3,3,10,6,1,3,1,0,2,5,0,1,0,3,23,258,5
"USP10",8,10,1,1,15,1,1,2,2,3,1,0,3,10,3,1,7,1,0,4,3,1,5,1,2,19,632,9
"CRISPLD2",15,152,0,0,2,0,0,5,4,0,0,0,1,2,0,0,0,0,0,0,106,0,3,0,0,0,38,50
"ZDHHC7",9,14,1,2,5,2,0,0,7,4,1,0,1,7,4,0,3,1,1,2,1,0,1,1,3,4,272,9
"KIAA0513",0,3,3,0,0,1,0,0,2,0,0,0,0,3,1,0,0,2,1,1,0,0,2,1,1,6,21,1
"RP11-442O1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LINC00311",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"GSE1",6,14,2,0,2,1,0,0,0,1,0,0,1,0,2,0,2,2,0,0,0,0,0,0,2,2,421,6
"GINS2",7,1,0,1,0,0,0,0,3,1,0,2,1,1,1,0,1,0,1,0,3,0,0,4,12,9,1076,4
"C16orf74",0,2,0,0,1,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,1,0,0,0,0,6,9
"EMC8",10,23,3,6,16,6,0,6,9,5,4,2,4,6,7,0,2,5,4,1,6,1,3,2,2,18,1198,18
"COX4I1",403,478,92,73,363,119,27,24,197,92,87,22,131,456,205,53,165,72,43,130,163,31,204,41,88,685,30086,290
"IRF8",68,15,0,11,2,1,0,5,7,4,0,0,31,0,2,6,0,18,3,72,1,1,24,1,0,2,590,2
"RP11-542M13.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
"RP11-805I24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"RP11-805I24.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01082",0,44,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3
"RP11-514D23.3",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FENDRR",0,70,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"FOXF1",0,134,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2,11
"MTHFSD",0,3,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,95,0
"FOXC2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FOXC2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0
"FOXL1",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
"CTD-2015G9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"C16orf95",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,20,0
"RP11-178L8.7",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
"RP11-178L8.8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBXO31",0,4,1,0,1,1,0,0,2,1,0,0,1,7,1,0,0,0,0,0,2,0,1,0,1,3,124,4
"MAP1LC3B",111,133,37,9,139,38,7,23,61,29,38,5,33,117,42,12,20,20,17,30,32,8,64,12,26,178,3942,80
"RP11-178L8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZCCHC14",2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,120,2
"RP11-278A23.1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHDC4",1,4,3,0,6,3,2,0,4,3,0,0,0,5,5,1,0,2,5,7,0,1,2,0,1,9,297,2
"RP4-536B24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP4-536B24.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A5",22,10,22,3,64,30,4,1,24,30,5,1,6,55,50,0,6,23,10,65,15,3,27,7,17,53,692,4
"CA5A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"BANP",18,6,2,3,9,6,0,0,1,0,1,1,0,5,4,0,3,5,0,17,2,0,6,2,3,18,166,8
"RP11-863P13.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-863P13.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LA16c-444G7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF469",2,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
"ZFPM1",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"ZC3H18",4,13,5,0,12,4,0,0,9,1,3,1,0,11,7,0,4,5,0,0,0,0,4,2,6,24,359,5
"IL17C",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"CYBA",1191,270,119,229,346,160,26,17,151,87,60,24,92,358,193,40,95,75,43,159,111,103,549,31,80,615,10822,105
"MVD",5,14,5,2,16,5,0,2,15,5,7,1,1,9,10,2,6,3,4,2,10,1,8,4,5,27,1146,8
"SNAI3-AS1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,11,0
"SNAI3",3,0,1,0,5,1,1,0,0,2,0,0,0,6,3,0,2,2,1,0,0,0,0,0,1,4,3,0
"RNF166",7,15,10,2,28,16,3,1,8,7,5,0,4,44,32,1,16,9,5,2,5,1,5,4,8,47,109,8
"CTU2",2,12,1,0,1,0,0,0,4,1,0,0,1,2,1,1,3,1,0,0,4,0,1,1,0,2,304,7
"PIEZO1",5,15,1,1,3,0,1,0,3,1,0,0,1,8,5,0,3,0,1,1,3,1,0,0,0,18,345,17
"RP5-1142A6.8",0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"CDT1",0,3,0,1,1,1,0,0,1,1,0,0,0,2,1,0,0,0,1,1,2,1,0,4,8,0,702,4
"APRT",124,149,47,29,98,36,11,15,89,30,33,12,38,156,69,15,60,21,25,31,37,8,73,11,21,257,6788,58
"GALNS",16,20,0,0,2,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,4,0,1,0,0,3,87,2
"TRAPPC2L",55,57,5,6,30,9,3,1,24,3,6,4,8,26,17,3,8,1,3,3,13,4,21,3,4,53,1512,24
"CBFA2T3",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,1,0,1,0,0,0,0,2
"RP11-830F9.6",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
"CTD-2555A7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
"ACSF3",3,7,2,2,1,1,1,0,3,2,1,1,0,9,1,0,3,1,0,0,4,0,1,0,1,13,233,2
"CTD-2555A7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00304",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CDH15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-46C24.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,0
"ZNF778",0,0,0,0,1,0,1,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,16,0
"ANKRD11",17,37,6,1,34,14,5,4,14,10,9,2,5,30,15,3,8,5,5,43,12,5,12,9,4,67,1271,38
"AC137932.4",0,1,3,0,2,2,0,0,2,2,1,0,2,5,3,0,4,2,1,2,1,0,0,0,2,17,27,0
"SPG7",7,15,4,1,10,5,0,2,8,3,4,0,4,19,8,4,3,7,2,4,9,1,3,1,1,20,379,17
"RP11-104N10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11,1
"RPL13",1606,4463,1047,470,2055,1123,440,303,1583,754,507,189,1337,4305,1804,451,2309,636,463,879,801,352,1228,285,405,4886,134898,1642
"CPNE7",0,2,9,0,18,6,1,0,9,3,3,1,0,24,6,0,1,0,2,0,0,0,0,2,6,3,212,1
"DPEP1",1,5,0,0,2,1,0,0,1,1,0,0,0,7,2,0,1,0,2,0,3,2,1,0,0,4,6423,3
"CHMP1A",13,24,1,2,21,3,1,3,12,9,5,1,3,16,10,0,1,1,1,4,5,3,6,5,4,33,666,15
