"","GSM2859420","GSM2859448","GSM2859477","GSM2859512"
"51700",1,0,1,0
"10587",1,0,1,0
"80347",1,1,1,1
"84618",1,1,1,1
"22978",1,1,1,1
"51251",1,1,1,1
"93034",1,1,0,0
"100526794",1,1,1,1
"353",1,1,1,1
"3251",1,1,1,1
"56954",1,0,1,0
"5313",1,1,1,1
"728441",1,1,1,1
"124975",1,1,1,1
"91227",1,1,1,1
"102724197",1,1,1,1
"92086",1,1,1,1
"2686",1,1,1,1
"5211",1,1,1,1
"1491",1,0,0,1
"2819",0,0,0,1
"29925",0,1,1,0
"29926",0,0,1,1
"102724560",1,0,0,0
"875",1,1,1,1
"249",1,1,1,1
"22934",1,1,1,1
"2766",0,1,0,1
"51292",1,1,1,1
"57571",1,1,0,0
"8833",1,1,1,1
"5538",1,1,1,1
"641371",0,0,1,0
"11332",1,0,1,1
"55825",1,0,1,1
"51102",1,0,0,1
"37",1,1,1,1
"33",1,1,1,1
"132158",1,1,0,1
"641649",1,0,0,1
"23475",1,0,0,1
"50484",0,1,1,0
"6240",1,1,1,1
"6241",0,1,1,1
"3156",1,1,1,1
"79966",1,1,0,0
"10588",0,0,0,1
"84890",0,0,1,1
"80025",1,0,1,1
"53354",0,0,1,1
"79646",0,0,1,1
"83594",0,1,1,1
"7263",0,0,1,1
"26275",1,0,1,1
"29920",0,0,1,1
"7389",1,1,1,1
"1595",0,1,0,1
"130367",0,1,1,1
"10478",0,0,1,1
"23443",0,0,1,1
"64240",0,1,0,0
"64241",1,1,0,0
"284111",0,1,1,0
"8435",0,1,1,0
"3988",1,1,1,1
"377677",1,0,1,0
"767",0,1,0,0
"765",1,0,0,0
"759",0,0,0,1
"760",1,0,0,0
"23632",0,1,0,1
"766",0,0,0,1
"771",1,1,1,1
"768",1,1,1,1
"762",1,1,1,1
"10057",1,1,0,0
"6556",0,1,1,1
"6568",1,0,0,0
"7779",0,1,0,1
"54020",0,1,1,0
"215",1,0,0,1
"5825",1,1,0,1
"641372",1,1,1,1
"9045",1,1,1,1
"4017",0,1,0,1
"84105",0,0,1,1
"25830",1,1,1,1
"84569",1,1,1,1
"4025",0,1,0,1
"54995",0,1,1,1
"93492",1,1,1,1
"1267",1,1,1,1
"10249",1,1,1,1
"1573",1,0,0,0
"1580",0,1,0,1
"199974",1,1,1,1
"260293",1,1,1,1
"1555",1,1,1,1
"1549",1,1,1,1
"57834",1,1,1,1
"29785",1,1,1,1
"1215",1,1,1,1
"1357",1,1,1,1
"93979",0,0,0,1
"57094",1,1,1,1
"1358",1,1,1,1
"7177",1,1,1,1
"64499",1,1,1,1
"23430",1,1,1,1
"1636",0,0,1,1
"9365",0,0,0,1
"9331",1,0,1,0
"7368",0,0,1,0
"5315",1,1,1,1
"1666",1,1,1,1
"874",0,0,1,1
"10901",1,1,0,1
"126410",1,0,1,0
"2053",1,1,1,1
"8897",1,0,1,0
"8898",1,0,1,0
"9152",1,1,1,1
"9497",1,1,1,1
"115584",1,1,0,1
"6575",0,0,1,1
"6574",1,1,1,1
"142680",1,1,1,1
"6534",1,1,1,1
"3293",1,1,1,1
"1622",0,1,1,1
"225",1,1,0,1
"28965",1,1,1,1
"23205",0,1,0,1
"26061",1,1,1,1
"54716",0,0,1,0
"6564",1,1,1,1
"113235",1,0,0,1
"1200",1,1,1,1
"2168",1,1,1,1
"51056",1,1,1,1
"9390",0,1,0,0
"5184",1,1,1,1
"4891",1,1,0,1
"30061",1,1,1,1
"248",1,1,1,1
"4524",0,1,0,0
"25796",1,0,0,1
"28982",0,0,1,1
"6120",1,1,1,1
"10864",0,0,0,1
"9376",1,1,1,1
"9356",1,1,1,1
"348932",1,1,1,1
"120103",1,0,1,0
"1080",1,1,1,1
"85320",1,1,0,1
"222962",0,1,0,1
"10351",1,1,1,1
"9429",0,1,0,1
"55867",1,1,1,1
"364",1,0,0,1
"89872",1,1,1,1
"360",1,1,1,1
"21",1,1,0,0
"24",1,1,1,1
"125206",1,0,1,0
"200010",1,1,1,1
"6524",0,1,0,1
"159963",1,1,1,1
"55065",0,0,1,1
"79581",0,1,1,0
"3767",1,1,1,1
"6833",1,1,1,1
"10060",1,1,1,1
"3764",1,1,1,1
"5947",1,1,1,1
"64220",1,1,1,1
"5950",1,1,1,1
"5948",0,0,1,0
"949",1,0,1,0
"29881",1,1,1,1
"2350",1,1,1,1
"3248",1,0,1,1
"166929",1,1,1,1
"56261",1,1,1,1
"3658",0,1,1,1
"203",1,1,1,0
"122481",0,0,0,1
"159",1,1,1,1
"122622",1,0,0,0
"11212",1,1,1,1
"383",0,1,1,1
"1371",0,1,1,0
"1503",1,0,0,0
"56474",0,1,1,1
"2987",1,1,1,1
"5860",1,1,1,1
"9453",0,1,1,0
"2027",0,1,1,0
"2026",1,1,1,1
"2023",1,1,1,1
"9843",1,1,1,1
"80308",1,1,1,1
"7360",1,1,1,1
"26330",1,1,1,1
"2597",1,1,1,1
"9945",1,0,1,0
"2673",0,1,1,0
"2752",0,1,1,1
"51557",0,0,0,1
"1800",1,1,1,1
"2762",1,0,0,1
"2643",1,1,1,1
"761",1,0,0,1
"359",1,1,1,1
"4284",1,0,1,0
"361",1,1,1,1
"358",0,0,0,1
"362",1,1,1,1
"3145",1,0,0,1
"586",1,0,0,1
"3614",1,1,1,1
"3615",1,1,1,1
"682",1,1,1,1
"4351",1,0,1,1
"441024",1,1,0,0
"100287639",1,1,1,1
"65220",0,1,1,0
"389015",1,1,1,1
"6553",0,1,1,0
"2821",1,1,1,1
"5230",1,1,1,1
"5232",1,1,1,1
"375056",1,1,1,1
"5236",1,1,1,1
"55276",1,1,1,1
"5373",0,1,1,0
"5372",1,1,0,0
"210",1,1,1,1
"60490",1,0,0,1
"79717",1,1,1,1
"58510",1,1,1,1
"153201",1,1,1,1
"5634",1,1,1,1
"5631",1,1,1,1
"221823",1,1,1,1
"29968",0,0,1,1
"5723",1,1,0,0
"55312",1,1,1,1
"6888",1,1,1,1
"79896",0,0,1,1
"84076",1,1,1,1
"7086",1,1,1,1
"8277",1,0,0,1
"27010",1,0,1,1
"7167",1,1,1,1
"286016",1,0,0,1
"2582",0,0,1,0
"6675",0,0,1,0
"91373",1,0,1,1
"7390",0,0,1,1
"8170",0,1,0,0
"6563",0,1,0,1
"374569",1,1,1,1
"100507855",1,1,1,1
"55191",1,1,1,1
"132",1,0,1,1
"97",0,1,1,1
"98",1,0,0,0
"112611",0,0,1,0
"51005",0,1,0,1
"471",1,1,1,1
"435",0,0,1,1
"171425",1,0,0,1
"10007",1,1,1,1
"132789",0,0,1,1
"2584",1,0,0,1
"2585",1,1,0,0
"2592",1,1,1,1
"5471",1,0,0,1
"84264",0,0,0,1
"3034",0,1,1,0
"144193",1,0,1,0
"2739",1,1,1,1
"3613",0,1,0,1
"3612",0,1,1,1
"8776",1,1,1,0
"2978",1,1,1,1
"4953",0,1,1,1
"5214",1,1,1,1
"5213",0,1,0,0
"6569",0,1,1,0
"10050",1,1,1,1
"10568",1,1,1,1
"10786",1,1,1,0
"10246",1,1,1,1
"5198",1,1,0,0
"113675",1,1,1,1
"7298",0,1,0,1
"131669",1,1,1,1
"5973",0,1,0,1
"1635",1,1,1,1
"286297",1,1,1,1
"10560",0,1,1,1
"191",1,0,1,1
"10768",0,0,1,1
"25874",1,1,1,1
"51660",1,1,1,1
"57198",1,1,1,1
"5205",1,0,0,1
"23250",0,1,0,1
"286410",1,0,0,1
"5243",1,1,0,0
"55856",0,1,0,1
"7350",1,1,1,1
"26027",0,0,1,1
"10058",0,0,0,1
"51458",1,1,1,1
"948",0,1,0,1
"10928",0,1,1,1
"1728",0,1,1,1
"2946",1,1,1,0
"125981",0,1,1,0
"55331",0,1,1,0
"340485",0,1,0,0
"2760",0,1,0,1
"5660",1,1,1,1
"57704",1,1,1,1
"4759",1,1,1,1
"10825",0,1,0,1
"7903",0,0,1,1
"5407",1,1,1,1
"119548",1,1,1,1
"5408",1,1,1,1
"221955",1,0,0,1
"9388",1,1,1,1
"13",1,1,1,1
"57104",0,1,1,0
"3991",0,1,0,1
"747",1,0,1,1
"8513",1,1,1,1
"5406",1,1,1,1
"2170",1,0,0,1
"2171",0,1,0,1
"2167",1,1,1,1
"2172",1,1,1,1
"646480",1,1,1,1
"2173",1,1,1,1
"646486",1,1,1,1
"2169",1,0,0,0
"6296",1,0,0,0
"341392",1,1,1,1
"54988",1,1,1,1
"123876",1,1,1,1
"348158",1,1,1,1
"344967",0,1,0,0
"154141",1,1,1,1
"51099",1,0,1,1
"253558",1,0,1,0
"84513",0,0,1,1
"64748",0,1,0,0
"9890",1,1,1,1
"9663",1,1,1,1
"196051",1,1,1,1
"79948",0,1,1,0
"23175",1,1,1,1
"64900",1,0,0,1
"85465",0,1,1,0
"122618",0,1,0,1
"201164",0,0,1,1
"23646",1,1,1,1
"590",1,1,1,1
"91012",1,1,1,1
"204219",1,0,0,0
"10715",0,1,0,0
"253782",1,0,1,0
"29956",1,1,1,1
"79603",0,1,1,0
"56624",1,1,0,0
"55757",1,1,1,1
"145173",0,0,1,1
"644974",1,0,1,1
"56886",0,1,0,0
"152586",1,1,1,1
"55830",1,1,1,1
"170384",0,1,1,1
"283358",0,1,1,0
"148789",0,0,1,1
"2526",1,0,0,1
"84750",1,1,1,0
"644378",1,1,1,1
"55624",0,0,1,0
"83468",0,1,0,1
"168391",1,1,1,1
"338707",1,0,0,0
"146664",1,1,1,1
"360203",1,1,1,1
"56983",1,1,1,1
"3703",1,1,1,1
"124872",0,0,0,1
"8473",1,1,1,1
"8708",0,0,1,0
"2529",0,1,1,1
"8702",1,0,1,0
"8707",0,1,1,0
"200810",1,1,0,0
"84752",1,0,1,0
"201595",1,1,1,1
"140687",1,1,0,0
"51228",1,1,1,1
"284004",0,1,1,0
"79411",1,0,1,1
"27090",1,1,1,0
"129807",0,1,0,0
"2524",0,1,1,0
"2528",1,1,1,1
"2527",0,1,0,1
"113612",1,0,1,1
"493869",1,1,1,1
"64180",1,1,0,0
"64174",1,1,1,1
"10728",1,1,1,1
"11102",1,0,0,1
"91179",0,0,1,1
"10826",0,0,1,1
"266740",1,1,1,1
"3930",1,1,1,1
"4645",0,1,0,1
"3069",1,1,1,1
"4864",1,1,1,1
"285440",0,1,1,0
"79644",0,0,1,0
"1646",0,1,0,0
"51170",1,1,1,1
"51144",0,0,1,0
"8630",1,0,0,1
"158160",0,1,1,0
"83401",1,1,1,1
"64834",1,1,1,1
"79993",1,0,0,0
"401494",0,1,0,1
"192286",1,1,1,1
"201562",0,1,1,0
"9200",0,1,0,0
"51495",1,1,1,1
"253017",1,1,1,1
"9524",1,1,1,1
"283985",1,0,0,0
"3995",1,0,1,0
"1155",1,1,1,1
"114571",1,1,1,1
"123096",0,1,1,0
"57016",1,1,1,1
"55277",1,0,1,1
"79707",0,1,0,1
"64122",0,0,1,1
"9917",0,0,1,1
"79672",1,1,1,1
"92370",1,0,1,1
"390928",1,1,1,1
"93650",0,1,0,1
"139596",1,0,0,0
"55066",0,0,1,1
"283208",1,0,0,1
"5033",1,1,1,1
"8974",0,1,0,0
"58478",1,1,1,1
"55256",1,1,1,1
"259307",1,1,0,0
"81894",0,0,1,1
"51312",1,1,0,1
"138639",0,1,1,0
"23203",1,1,1,1
"9896",0,1,1,1
"374462",1,1,1,1
"163404",1,1,1,1
"22908",1,1,1,1
"22876",1,1,0,0
"84814",1,0,0,0
"51559",1,0,1,0
"29085",0,1,1,1
"64419",1,1,1,1
"145553",1,1,1,1
"51496",1,1,1,1
"8446",1,1,1,1
"9107",1,1,1,1
"23371",0,1,1,0
"9108",0,1,1,1
"55613",0,1,1,0
"403313",1,1,1,0
"9562",0,1,1,0
"3705",0,1,1,0
"138429",0,0,1,1
"10170",0,1,0,0
"9249",1,1,1,1
"220074",1,0,0,0
"1733",0,1,1,1
"1735",1,1,1,1
"1734",1,1,1,1
"6819",1,1,1,1
"27284",1,0,1,1
"84274",1,0,1,1
"4297",0,1,1,0
"55904",1,1,1,1
"55870",1,1,1,1
"79723",0,0,1,0
"79813",0,1,1,0
"387893",0,1,0,1
"8085",0,1,1,0
"58508",1,1,1,1
"9869",1,1,1,0
"9757",1,0,1,0
"80854",1,0,0,1
"9739",0,1,0,0
"64754",1,0,0,1
"84444",1,0,1,0
"10919",0,1,1,0
"64324",1,1,1,1
"23067",1,0,1,1
"6839",0,1,1,0
"83852",1,1,1,1
"54904",1,1,1,1
"84787",0,1,1,0
"29072",1,1,1,1
"7468",0,1,1,0
"51111",0,1,0,1
"6419",1,1,0,0
"90701",0,0,1,1
"9789",1,1,1,1
"23478",1,1,1,1
"28972",1,1,1,1
"60559",1,1,1,1
"57171",1,0,1,1
"4249",0,1,1,1
"25834",1,1,1,1
"137902",1,1,0,1
"7837",0,0,0,1
"9677",0,1,1,0
"23262",1,0,0,1
"26007",0,0,1,1
"158584",1,1,1,1
"283209",0,0,1,0
"23491",1,0,0,0
"221223",1,1,1,1
"1208",1,1,1,1
"55244",1,1,1,1
"146802",0,0,1,1
"345274",1,1,1,1
"116085",1,1,1,1
"123688",1,0,1,1
"56898",1,1,1,0
"51171",0,0,1,0
"84869",1,1,1,1
"51741",1,0,1,0
"10202",1,1,1,1
"1487",1,1,0,0
"93517",1,0,0,0
"121214",1,1,1,1
"10553",1,1,1,1
"100288072",0,1,1,1
"374875",1,0,1,0
"441282",1,1,1,1
"340811",0,0,1,1
"133121",1,1,1,1
"85007",1,1,1,1
"250",0,0,0,1
"251",1,1,1,1
"123264",1,1,1,1
"200931",1,0,0,1
"10941",1,0,0,0
"79799",1,1,1,1
"10476",0,1,1,0
"518",0,0,0,1
"498",1,1,1,1
"516",1,0,1,1
"522",0,1,1,0
"515",1,1,1,1
"9551",0,1,1,0
"27109",1,0,0,1
"267020",0,1,0,1
"509",1,1,1,1
"513",0,1,0,1
"514",0,1,1,0
"517",1,1,1,1
"521",0,1,0,1
"10632",1,0,0,1
"506",1,1,1,1
"539",0,1,0,1
"29796",1,0,1,1
"4519",1,1,1,1
"1537",1,1,1,1
"7381",0,1,1,1
"10975",1,0,1,1
"27089",1,0,0,1
"7384",1,1,1,1
"7386",1,1,1,1
"7388",0,1,1,1
"7385",1,1,1,1
"9481",0,0,0,1
"9016",0,0,1,1
"7351",1,1,1,1
"7352",1,1,0,1
"4535",1,1,1,1
"4540",1,1,1,1
"4541",1,1,1,1
"4729",1,0,0,1
"126328",1,0,1,0
"4717",0,0,1,1
"4719",1,1,1,0
"7991",1,1,1,1
"4539",1,1,1,1
"4707",0,1,0,1
"4705",1,1,1,1
"4536",1,1,1,1
"4713",0,1,1,1
"4538",1,1,1,1
"4731",1,0,0,1
"4695",0,1,0,0
"4708",0,1,0,1
"4711",0,0,0,1
"4723",1,1,1,1
"4706",0,1,1,1
"4701",1,1,1,0
"4724",0,1,0,1
"4718",0,0,1,1
"4698",1,0,0,1
"4537",1,1,1,1
"55967",0,1,1,1
"4728",0,0,1,1
"4715",0,1,0,1
"51079",1,1,0,0
"54539",0,1,1,1
"4714",1,0,0,1
"4720",1,1,1,1
"4712",0,1,1,1
"4722",1,1,1,1
"4704",1,0,1,1
"4694",1,1,1,1
"4702",0,1,1,1
"4709",0,1,1,1
"4725",1,1,1,1
"4710",1,1,1,1
"4697",1,1,1,1
"4726",0,1,0,0
"4716",1,1,1,1
"374291",0,0,0,1
"1345",0,1,1,1
"1340",0,1,1,1
"1329",1,1,1,1
"4514",1,1,1,1
"4513",1,1,1,1
"1327",1,1,1,1
"1351",0,1,1,0
"1349",1,0,1,0
"1346",1,0,1,0
"1347",1,1,1,1
"9377",1,1,1,1
"1337",0,1,0,1
"4512",1,1,1,1
"1350",1,1,1,1
"9167",1,1,1,1
"125965",1,1,1,1
"1339",1,1,1,1
"170712",1,1,1,1
"84701",0,0,0,1
"4363",0,1,1,0
"146712",1,0,0,0
"10554",1,0,1,1
"240",0,1,1,0
"534",1,0,1,0
"8705",1,0,1,0
"570",0,0,0,1
"622",1,0,1,0
"57818",1,1,1,1
"8647",1,1,1,1
"124935",1,1,0,0
"6531",1,1,1,1
"11000",0,1,1,1
"4758",0,1,0,1
"2618",1,1,1,1
"2629",0,0,1,1
"7264",1,1,1,1
"284098",1,1,0,0
"3163",1,1,1,1
"7923",1,1,1,1
"10723",1,1,1,0
"201288",1,1,1,1
"645740",1,1,1,1
"1589",0,0,1,0
"9651",0,1,1,0
"8396",1,1,1,1
"8399",0,0,1,0
"64711",1,1,1,1
"7366",1,1,1,1
"9374",1,1,0,0
"93100",1,0,1,0
"55229",1,0,0,0
"26063",0,0,1,1
"2880",1,1,1,1
"65263",1,0,1,1
"8781",1,1,1,0
"31",1,0,0,0
"55750",1,0,1,1
"8644",0,1,0,1
"1066",1,1,1,1
"5446",1,1,1,1
"4905",1,1,1,1
"4700",1,1,1,1
"4696",0,1,1,0
"341947",1,1,1,1
