"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells"
"LRFN1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"GMFG",49,9,22,2,13,4,17,20,6,70,11,3,23,3,23,55,11
"CTC-246B18.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"SAMD4B",5,0,2,0,1,0,1,0,2,2,1,0,0,0,1,1,787
"PAF1",2,0,0,0,1,0,1,1,2,5,1,0,0,0,4,1,347
"MED29",7,0,2,0,1,1,0,1,0,4,2,0,2,0,7,2,543
"ZFP36",95,22,44,14,24,17,12,22,17,113,39,10,98,11,23,99,13581
"PLEKHG2",2,0,0,0,0,0,0,0,1,2,0,0,2,0,2,0,34
"RPS16",415,73,252,44,135,55,96,63,271,672,111,85,393,42,241,385,157122
"SUPT5H",11,1,0,1,1,1,2,1,0,7,0,0,5,0,2,7,892
"TIMM50",7,3,2,3,0,1,3,1,2,3,2,1,4,1,3,4,2119
"DLL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"SELV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EID2B",1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,3,10
"EID2",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,183
"LGALS14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LLNLR-268E12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"DYRK1B",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,89
"FBL",13,3,15,2,2,2,0,3,6,20,0,2,8,1,4,8,9140
"FCGBP",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,162
"PSMC4",9,1,5,5,2,2,4,0,2,8,0,0,6,1,2,11,1851
"ZNF546",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
"ZNF780B",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56
"ZNF780A",3,1,0,0,2,1,0,0,0,0,0,1,0,0,1,2,162
"AC005614.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"MAP3K10",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,51
"TTC9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CNTD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
"AKT2",2,1,1,0,0,0,1,0,0,4,0,2,2,2,0,1,562
"C19orf47",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,79
"PLD3",95,0,4,1,0,0,2,1,0,2,5,0,2,0,0,6,591
"HIPK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SERTAD1",23,0,7,1,2,4,2,0,3,14,1,0,12,5,6,5,2855
"CTC-492K19.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SERTAD3",3,1,0,1,0,0,0,0,0,3,2,0,0,1,0,0,776
"CTC-492K19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"BLVRB",44,0,7,1,1,1,3,1,2,3,1,1,1,1,14,0,1737
"SPTBN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SHKBP1",6,3,9,2,1,0,2,4,1,13,1,0,2,3,6,11,1207
"LTBP4",1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,3,624
"NUMBL",2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,85
"ADCK4",2,0,1,1,0,0,0,1,1,2,0,0,1,0,0,0,210
"ITPKC",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,884
"C19orf54",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69
"SNRPA",4,0,3,0,1,1,0,0,4,6,0,0,3,2,2,5,1298
"MIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RAB4B",6,1,6,1,0,0,1,0,1,5,1,2,0,0,3,2,397
"CTC-490E21.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"EGLN2",7,0,2,0,0,0,0,1,0,7,2,0,5,0,3,3,1000
"CYP2B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764
"CYP2S1",2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1258
"AXL",25,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"HNRNPUL1",8,2,2,2,3,2,1,5,6,14,6,0,11,2,3,9,1984
"TGFB1",26,6,10,1,1,2,4,2,4,32,6,1,11,7,8,10,20
"CCDC97",5,0,2,0,0,0,1,0,1,2,0,2,2,2,2,1,277
"TMEM91",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23
"B9D2",0,1,2,2,1,0,0,1,0,6,1,2,2,0,0,3,224
"EXOSC5",5,1,2,0,0,1,0,1,1,0,0,0,1,0,1,1,1991
"BCKDHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"B3GNT8",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,390
"ATP5SL",1,1,1,0,0,1,1,2,0,7,2,0,1,1,0,7,849
"ERICH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"PCAT19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC006129.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01480",2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"AC006129.2",0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0
"CEACAM21",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"CEACAM4",0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"CEACAM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
"CEACAM5",3,1,2,2,0,1,0,1,0,6,1,0,0,1,3,3,20688
"CEACAM6",1,0,0,0,0,0,0,1,1,3,0,0,1,0,1,1,8534
"AC011513.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RPS19",902,170,480,90,148,124,209,171,459,1483,206,197,697,95,388,725,362955
"CD79A",0,0,1,0,0,0,0,0,65,0,0,27,0,0,0,3,18
"ARHGEF1",2,1,2,1,4,3,4,4,2,27,6,1,8,3,3,7,623
"RABAC1",26,7,10,2,6,7,4,3,7,31,7,4,11,7,6,22,2944
"ATP1A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"GRIK5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF574",0,1,1,1,0,0,1,0,1,1,0,0,3,2,0,0,373
"POU2F2",1,0,0,0,1,0,3,0,6,5,0,2,3,0,1,5,29
"CTC-378H22.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DEDD2",4,2,2,0,1,0,3,0,2,8,1,0,5,2,1,6,1395
"ZNF526",1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,85
"GSK3A",6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,834
"ERF",2,0,0,0,1,1,0,0,0,2,1,0,1,0,0,1,889
"CIC",1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,243
"PAFAH1B3",5,1,3,0,1,3,2,1,1,4,1,1,0,0,0,1,2824
"PRR19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"TMEM145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"MEGF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"CNFN",0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,97
"LIPE-AS1",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,56
"LIPE",0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,95
"CXCL17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CEACAM1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1290
"CEACAM8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"PSG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTC-490G23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CD177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
"LYPD3",0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,2,79
"PHLDB3",0,0,0,0,1,1,0,0,0,3,0,0,3,0,0,0,90
"ETHE1",17,1,6,0,1,1,0,3,2,8,3,2,2,1,4,10,6909
"ZNF575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
"XRCC1",5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,326
"PINLYP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"IRGQ",4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,277
"ZNF576",1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,420
"SRRM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZNF428",8,0,2,2,0,3,3,1,2,13,2,3,4,1,6,7,1058
"CADM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"PLAUR",314,0,97,0,1,1,1,1,1,8,0,1,1,0,320,1,5329
"SMG9",2,0,1,0,1,0,2,0,0,0,0,0,1,0,6,0,223
"KCNN4",2,0,2,1,0,0,0,0,0,0,1,0,1,0,3,3,1216
"LYPD5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ZNF283",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,65
"RP11-15A1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZNF45",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"ZNF155",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37
"RP11-15A1.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ZNF230",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31
"ZNF222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"ZNF223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"ZNF284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"ZNF224",0,0,0,2,0,1,1,0,1,7,1,1,1,0,0,0,167
"AC084219.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ZNF225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"ZNF234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"ZNF226",4,0,1,0,0,1,0,0,1,2,1,0,1,0,1,0,187
"ZNF227",0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,98
"ZNF235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"ZNF233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"ZNF112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"ZNF285",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"ZNF229",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF180",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"CEACAM20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGSF23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"CTB-171A8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31
"PVR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,497
"CEACAM19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"CEACAM16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BCL3",1,0,4,1,1,1,0,0,3,6,0,0,4,0,3,5,1172
"CBLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262
"BCAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
"PVRL2",11,0,3,0,0,0,0,0,0,0,1,0,1,0,7,0,1839
"CTB-129P6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOMM40",10,0,2,0,1,0,1,0,0,1,1,1,1,1,1,4,4381
"APOE",1041,0,0,0,0,0,0,0,0,0,0,0,1,0,51,1,53
"APOC1",1176,0,7,0,0,0,0,0,0,1,0,0,0,0,90,0,102
"APOC4-APOC2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"APOC2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"CLPTM1",15,1,2,0,0,0,0,3,1,5,2,1,2,0,1,5,1022
"RELB",8,4,3,1,4,3,8,4,6,27,2,4,12,1,9,24,653
"CLASRP",1,0,1,0,0,0,1,0,0,4,1,1,0,0,0,3,509
"ZNF296",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,703
"CTB-179K24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"GEMIN7",2,2,2,0,1,0,0,0,2,2,1,0,0,2,0,0,702
"MARK4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,137
"PPP1R37",0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,515
"AC005757.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"NKPD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"TRAPPC6A",7,1,3,1,1,2,4,1,3,20,1,1,12,0,5,6,1694
"BLOC1S3",0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,2,151
"AC006126.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"EXOC3L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CKM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"KLC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"ERCC2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,199
"PPP1R13L",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,275
"CD3EAP",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,867
"ERCC1",10,2,5,0,1,1,3,1,1,6,2,3,2,1,6,6,1423
"FOSB",67,6,13,5,8,1,3,3,22,15,8,6,19,3,12,14,6330
"RTN2",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"PPM1N",1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,127
"VASP",20,2,14,1,1,4,4,2,9,22,1,0,6,0,17,17,2957
"OPA3",4,0,1,0,0,0,1,0,0,2,1,0,0,1,2,3,285
"GPR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EML2",1,0,1,1,0,0,4,2,0,4,0,0,2,0,0,5,743
"GIPR",2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SNRPD2",60,15,20,8,16,7,10,7,14,76,11,4,35,9,15,37,14327
"QPCTL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"FBXO46",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,258
"SIX5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,143
"AC074212.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"DMPK",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,99
"DMWD",0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,280
"SYMPK",1,1,4,0,0,0,1,0,1,3,1,2,0,0,1,3,470
"AC092301.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FOXA3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1178
"IRF2BP1",1,0,1,0,1,0,0,0,0,2,0,0,1,0,0,1,322
"MYPOP",0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,160
"CCDC61",1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,169
"CTC-344H19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGFL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"IGFL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"AC006262.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
"IGFL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"HIF3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"PPP5C",4,1,5,1,0,0,2,0,0,0,1,0,0,0,0,5,731
"PPP5D1",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,19
"CALM3",78,5,9,2,2,5,2,8,4,41,3,0,8,2,10,34,3213
"CTB-12A17.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PTGIR",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"GNG8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DACT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"PRKD2",0,1,0,0,0,0,2,0,4,2,1,1,0,0,0,2,390
"STRN4",2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,524
"FKRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"SLC1A5",8,1,1,2,2,0,1,1,1,3,3,0,1,0,1,1,3127
"CTB-147N14.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"AP2S1",125,2,33,1,4,3,3,5,3,23,0,1,4,3,40,14,6557
"ARHGAP35",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,609
"NPAS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"TMEM160",32,2,10,2,0,5,2,3,2,28,3,3,9,0,4,24,3191
"ZC3H4",2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,213
"SAE1",1,0,1,0,0,0,1,0,2,0,1,0,1,0,0,3,1700
"BBC3",4,2,2,1,0,0,0,0,1,5,2,0,4,0,3,6,2878
"CCDC9",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,229
"INAFM1",0,0,2,1,2,1,0,0,1,0,0,0,1,0,0,0,219
"C5AR1",38,0,4,0,0,0,0,0,0,0,0,0,0,0,32,0,32
"C5AR2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DHX34",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,236
"MEIS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SLC8A2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KPTN",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,87
"NAPA-AS1",0,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0,36
"NAPA",19,3,6,1,1,2,2,2,1,8,3,2,2,3,3,7,1641
"ZNF541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
"CTD-2571L23.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"CTD-3001H11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"GLTSCR1",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,89
"EHD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLTSCR2",42,8,27,7,18,11,24,15,63,158,17,23,77,8,9,86,14094
"SEPW1",38,0,7,2,0,4,6,0,5,22,1,0,6,1,6,13,7844
"CRX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SULT2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"PLA2G4C",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,15
"LIG1",2,0,0,0,1,0,2,0,1,3,1,0,0,0,0,1,280
"C19orf68",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,148
"ZNF114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"CARD8",4,1,3,0,0,1,2,4,0,9,3,0,2,1,2,4,117
"CARD8-AS1",1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,22
"CCDC114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EMP3",77,5,52,5,11,1,4,3,56,37,7,4,25,12,51,50,89
"TMEM143",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53
"SYNGR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"KDELR1",16,1,1,3,2,1,3,0,2,6,0,0,3,0,4,8,6124
"GRIN2D",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
"GRWD1",1,1,0,0,0,0,0,0,1,2,2,1,3,1,0,2,624
"KCNJ14",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,117
"CYTH2",8,1,4,1,2,1,2,1,1,6,2,0,2,0,4,4,1331
"LMTK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530
"CTC-273B12.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"SULT2B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369
"FAM83E",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
"SPACA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RPL18",332,56,181,32,60,37,63,65,238,539,69,79,309,35,116,299,149700
"SPHK2",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,305
"DBP",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,174
"CA11",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,18
"FUT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,588
"MAMSTR",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"RASIP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"FUT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
"FGF21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"BCAT2",3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,842
"HSD17B14",14,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2
"PLEKHA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
"PPP1R15A",182,9,70,8,6,1,13,8,35,62,16,13,30,3,74,36,9716
"NUCB1",25,1,4,1,1,2,0,2,3,9,3,0,1,1,4,9,1678
"DHDH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"BAX",53,2,8,4,5,2,9,1,6,15,5,2,11,5,10,22,3693
"FTL",16347,43,1178,55,56,59,137,24,145,345,75,46,184,43,2659,227,179366
"GYS1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147
"RUVBL2",1,0,3,1,2,1,0,1,0,4,0,1,3,1,0,3,1897
"SNRNP70",15,3,6,0,3,1,0,2,0,8,1,0,6,1,7,11,2330
"LIN7B",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,238
"C19orf73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
"PPFIA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434
"HRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"TRPM4",7,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,576
"SLC6A16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTC-301O7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CD37",20,6,9,5,10,4,11,9,54,57,6,31,34,2,16,32,25
"TEAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531
"DKKL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"AC010524.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SLC17A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PIH1D1",8,0,1,1,1,1,2,2,1,16,1,2,2,0,2,10,1242
"ALDH16A1",2,0,1,0,0,0,0,0,1,3,0,0,1,0,3,2,222
"FLT3LG",0,0,0,0,1,0,2,2,0,6,2,0,3,0,0,2,8
"RPL13A",858,215,469,106,309,118,222,165,714,1669,249,281,1036,121,306,957,368185
"RPS11",294,36,173,26,35,37,56,45,188,360,61,97,192,37,138,228,102351
"FCGRT",130,1,26,1,0,0,0,0,1,5,3,2,2,0,33,5,11093
"RCN3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"NOSIP",6,1,1,2,1,0,1,2,3,13,2,0,4,1,1,8,2136
"PRRG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
"PRR12",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,147
"RRAS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,498
"SCAF1",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,408
"IRF3",11,2,0,0,0,0,0,0,2,3,1,0,4,1,2,8,948
"BCL2L12",3,0,1,1,0,0,0,1,2,1,0,1,0,0,1,4,1140
"PRMT1",9,0,9,0,1,2,2,1,4,8,3,4,6,0,3,8,4056
"ADM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"CPT1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"AP2A1",4,0,2,1,1,1,0,0,0,4,0,0,1,0,1,0,468
"FUZ",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,94
"AC006942.4",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"MED25",1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,2,649
"PTOV1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"PTOV1",5,0,1,0,1,2,2,0,0,4,0,0,2,1,1,4,1251
"PNKP",6,2,3,1,0,1,4,2,3,4,1,0,2,2,4,5,556
"AKT1S1",5,1,2,0,0,1,1,0,0,1,0,0,0,1,2,0,1037
"TBC1D17",0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,304
"IL4I1",20,0,4,0,0,0,1,4,0,13,0,0,0,0,3,0,11
"NUP62",8,2,2,0,0,0,1,0,0,3,0,1,2,0,2,6,677
"ATF5",25,0,13,0,0,0,1,0,1,6,0,2,2,0,8,3,358
"SIGLEC11",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VRK3",1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,4,511
"ZNF473",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112
"CTD-2126E3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"IZUMO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"MYH14",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2420
"CTB-191K22.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"KCNC3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
"NR1H2",16,3,4,3,2,6,3,2,9,18,7,0,7,2,1,7,859
"NAPSA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"POLD1",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,163
"SPIB",1,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,50
"MYBPC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FAM71E1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
