"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RP11-96D1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-96D1.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
"ESRP2",0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,129,0
"PLA2G15",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,44,0
"SLC7A6",3,3,0,1,0,1,0,5,1,1,4,22,2,1,10,5,0,4,0,1,6,191,3
"SLC7A6OS",4,0,1,0,1,0,0,2,1,0,0,5,1,0,4,1,0,0,0,2,5,82,4
"PRMT7",1,4,0,0,0,1,0,2,0,0,1,4,2,0,2,0,0,1,2,0,3,87,1
"SMPD3",0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,72,0
"ZFP90",1,0,0,0,1,0,0,1,0,1,0,2,0,1,1,0,0,1,0,0,1,63,2
"RP11-615I2.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CDH3",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,51,0
"RP11-615I2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDH1",1,2,4,0,2,2,1,0,1,1,0,9,2,2,2,1,0,3,3,0,2,1491,4
"RP11-354M1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TANGO6",0,1,0,0,2,1,0,0,0,0,1,5,1,2,2,0,1,0,0,0,2,42,1
"HAS3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,47,0
"CHTF8",3,1,4,0,2,0,1,2,0,1,4,11,0,3,3,1,1,2,0,0,9,144,5
"UTP4",1,0,3,0,0,0,0,1,0,1,1,4,1,2,6,0,1,0,0,1,1,250,1
"SNTB2",0,1,1,0,1,1,0,0,0,0,0,4,1,0,4,1,2,1,0,1,2,190,9
"VPS4A",3,3,4,0,3,3,1,4,0,3,8,16,0,6,9,1,2,2,1,2,13,262,5
"COG8",0,0,0,0,0,0,0,1,0,0,3,3,3,0,4,0,0,0,0,0,2,96,0
"NIP7",1,2,1,0,0,4,0,3,2,0,11,21,3,3,13,2,1,1,2,1,7,362,1
"TMED6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TERF2",3,0,0,0,1,0,0,0,0,0,2,2,3,0,2,0,0,0,1,0,2,89,1
"CYB5B",3,6,2,2,5,1,0,14,6,5,18,43,5,9,13,3,3,1,4,1,21,938,7
"NFAT5",8,5,13,0,1,2,2,10,1,1,13,21,4,5,10,0,0,1,3,1,12,329,13
"NQO1",7,3,0,0,1,2,1,2,1,0,8,13,2,1,5,1,0,4,3,1,8,2314,7
"CTD-2033A16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"CTD-2033A16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"NOB1",1,3,4,0,3,0,1,4,1,0,7,16,2,3,8,0,4,3,2,2,4,525,7
"WWP2",2,4,1,1,0,0,0,2,0,1,4,10,1,3,5,1,2,1,1,0,8,74,1
"CLEC18A",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
"PDPR",4,1,0,1,1,0,1,0,0,0,4,5,3,2,4,0,0,1,2,1,2,91,0
"EXOSC6",1,0,5,0,2,2,1,2,4,0,8,22,5,6,9,1,0,2,0,0,8,225,7
"AARS",6,3,0,0,1,1,0,0,0,0,0,9,0,0,2,0,0,4,0,0,3,159,3
"DDX19B",4,2,4,0,1,0,0,2,0,0,4,7,2,4,7,1,2,1,1,0,6,118,0
"DDX19A",1,0,0,0,1,1,1,4,1,0,2,6,2,4,5,0,0,2,0,1,5,84,2
"ST3GAL2",2,0,1,1,0,0,0,2,0,1,2,8,0,0,2,0,0,1,2,0,2,75,1
"FUK",1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,2,0,3,68,5
"COG4",0,1,2,0,1,2,0,2,0,1,3,6,1,4,0,0,0,0,1,0,5,163,0
"SF3B3",3,2,0,0,3,3,1,3,0,0,5,7,7,4,8,0,0,0,0,1,7,270,5
"IL34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"MTSS1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"VAC14",5,0,1,0,0,1,0,0,0,0,0,3,1,0,1,1,0,1,0,0,2,101,0
"VAC14-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CMTR2",1,1,1,1,0,1,0,0,1,1,6,10,0,0,1,1,2,0,0,0,4,64,1
"ZNF23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"RP11-510M2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ZNF19",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
"CHST4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TAT-AS1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MARVELD3",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,237,0
"PHLPP2",1,0,0,0,0,1,0,1,0,0,2,2,0,3,2,1,0,0,0,0,2,63,1
"RP11-432I5.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AP1G1",3,2,2,0,0,1,1,2,0,1,5,5,4,1,5,0,1,3,2,0,4,166,1
"ATXN1L",1,3,3,3,2,1,1,2,0,1,3,7,7,3,7,1,1,1,0,0,2,88,2
"IST1",2,6,4,1,4,5,0,10,3,1,12,18,2,9,10,2,2,5,6,2,11,441,8
"ZNF821",0,0,4,0,0,3,1,1,0,0,3,2,1,3,3,2,0,2,3,1,6,41,2
"PKD1L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DHODH",1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,40,0
"TXNL4B",2,1,1,0,4,1,0,2,0,1,3,6,1,2,0,2,0,1,0,0,4,73,5
"HP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"DHX38",4,2,1,0,2,2,0,5,1,2,4,11,1,3,6,0,0,0,1,0,7,126,2
"PMFBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01572",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,10,0
"AC004158.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-991G20.1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,6,0
"RP5-991G20.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZFHX3",4,0,4,1,0,0,0,1,0,0,1,11,1,0,3,0,0,0,6,2,3,80,7
"RP5-991G20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC140912.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"AC009120.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC009120.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AC009120.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PSMD7",20,9,3,0,5,3,6,9,5,2,13,53,9,11,23,5,3,7,8,3,23,1035,4
"RP11-252A24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NPIPB15",1,0,0,0,0,0,0,0,0,0,1,1,3,0,2,2,0,1,0,0,2,52,2
"GLG1",3,2,3,0,3,2,0,3,3,3,11,29,5,1,12,0,4,6,4,4,14,275,10
"RFWD3",1,5,2,0,1,1,0,2,1,0,5,9,2,2,2,0,0,0,0,0,2,143,1
"MLKL",3,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,81,0
"FA2H",0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,2,123,0
"WDR59",7,2,5,0,0,0,1,5,2,0,0,9,0,0,3,1,0,1,1,1,4,81,1
"ZNRF1",0,2,1,0,2,1,0,14,2,1,2,27,1,0,6,0,0,0,0,1,14,65,3
"RP11-252E2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LDHD",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"ZFP1",1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,14,1
"BCAR1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,161,7
"CFDP1",8,2,2,0,4,3,2,2,3,2,11,21,5,5,13,3,3,1,0,5,13,1116,9
"RP11-77K12.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"TMEM170A",14,7,4,2,3,5,3,7,3,1,12,40,12,9,10,4,4,5,3,1,13,394,7
"CHST6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"RP11-77K12.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-77K12.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CHST5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TMEM231",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,0
"RP11-490B18.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GABARAPL2",32,12,30,6,11,8,7,28,5,7,40,109,22,20,44,6,14,19,34,9,63,1721,42
"ADAT1",4,1,2,0,0,0,0,0,1,0,3,7,2,2,0,0,5,0,0,1,5,52,0
"KARS",6,6,7,1,5,5,2,5,0,5,7,26,4,2,13,3,6,2,2,4,18,747,6
"TERF2IP",11,24,5,5,13,6,5,20,2,5,21,85,29,9,45,5,10,11,6,5,48,323,15
"MON1B",3,0,0,1,2,0,1,1,0,0,4,5,2,3,4,0,0,0,0,2,5,29,8
"SYCE1L",2,0,2,1,0,1,0,2,0,0,0,5,1,0,3,1,2,7,2,3,3,9,7
"ADAMTS18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"NUDT7",1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,39,0
"WWOX",0,0,0,1,1,0,1,2,0,0,1,4,0,1,0,1,0,0,0,0,3,2,1
"MAF",15,9,3,1,0,7,1,17,1,2,1,78,4,0,56,1,2,0,0,1,75,11,1
"RP11-70D24.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-70D24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MAFTRR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"RP11-525K10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DYNLRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDYL2",2,1,1,0,1,0,0,2,0,1,2,1,0,0,2,0,0,0,0,0,0,2,0
"CMC2",7,24,9,2,22,11,9,27,5,2,23,75,39,13,39,2,21,5,8,9,24,111,3
"CENPN",4,2,1,1,2,1,2,0,0,0,6,8,7,1,3,2,3,3,0,3,2,113,2
"RP11-303E16.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATMIN",2,5,1,0,0,2,0,2,0,0,2,9,2,0,2,0,1,2,1,0,3,31,2
"C16orf46",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,0
"RP11-303E16.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-303E16.6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-303E16.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GCSH",5,0,1,0,0,0,0,0,1,1,1,6,3,0,3,0,0,5,0,2,2,209,3
"BCO1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
"GAN",1,4,1,0,2,3,0,1,0,2,2,12,0,0,6,3,1,1,0,1,3,42,2
"CMIP",15,6,6,1,1,5,2,8,2,0,6,48,17,5,7,4,1,1,13,2,6,82,30
"RP11-960L18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
"PLCG2",7,1,1,0,2,1,0,3,0,2,22,11,4,5,1,1,1,3,3,0,2,410,9
"SDR42E1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0
"HSD17B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-510J16.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MPHOSPH6",10,0,5,0,3,1,0,4,0,0,3,18,8,1,15,2,0,2,16,2,4,60,1
"CDH13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31
"RP11-483P21.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"HSBP1",33,3,19,2,3,3,3,7,4,2,20,38,8,5,11,1,2,14,18,3,13,554,22
"MLYCD",0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,2,16,1
"RP11-505K9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"OSGIN1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0
"MBTPS1",2,3,0,0,1,1,1,2,0,1,3,4,4,4,5,1,0,2,2,1,6,44,6
"RP11-505K9.1",0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,0,4,1
"HSDL1",2,0,0,0,0,1,0,0,1,0,0,3,2,0,3,0,0,0,0,0,1,14,1
"DNAAF1",6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,15,18,0,0,10,31
"TAF1C",0,0,1,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,1,0,4,11,1
"WFDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0
"ATP2C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
"TLDC1",0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,10,0
"COTL1",150,61,140,9,61,31,5,92,23,8,81,314,72,30,70,7,22,11,88,31,91,95,38
"KLHL36",3,2,0,1,0,0,0,3,2,0,6,15,3,0,7,1,0,0,0,0,7,40,1
"USP10",1,2,1,0,0,1,0,2,1,0,8,16,1,1,16,2,0,0,1,0,3,77,3
"CRISPLD2",1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,6,0,0,5,2
"ZDHHC7",2,2,0,0,0,0,0,1,1,1,0,2,3,0,2,2,0,1,1,0,2,47,3
"KIAA0513",0,0,3,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,2,0,0,5,0
"FAM92B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0
"RP11-442O1.4",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC00311",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"GSE1",2,4,2,0,1,1,0,1,0,0,3,5,1,1,1,2,2,1,0,1,0,63,3
"GINS2",1,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,3,1,19,1
"C16orf74",0,1,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,2,0,0,0,3,3
"EMC8",5,1,3,2,0,0,2,1,1,0,1,7,2,2,9,1,1,1,0,0,3,80,6
"COX4I1",122,62,125,15,41,47,26,104,28,29,194,525,104,74,308,25,49,74,89,18,253,2841,72
"IRF8",24,1,32,0,1,0,0,0,0,1,41,2,0,28,1,1,0,0,8,0,1,21,1
"RP11-542M13.3",1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0
"RP11-805I24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC01082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FENDRR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FOXF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-463O9.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MTHFSD",0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,9,1
"FOXC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"FOXL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"RP11-178L8.7",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"FBXO31",1,0,0,0,0,1,1,0,0,0,2,1,2,0,0,0,0,0,0,0,2,24,1
"MAP1LC3B",27,18,14,1,9,7,4,23,4,10,31,93,18,19,39,10,12,10,26,2,54,395,17
"RP11-178L8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZCCHC14",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,21,1
"RP11-278A23.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KLHDC4",1,3,4,2,5,0,0,0,0,0,4,8,2,0,3,3,2,0,0,1,2,35,0
"SLC7A5",11,8,9,0,4,5,9,9,0,3,6,45,26,1,6,10,5,20,17,7,11,28,1
"CA5A",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"BANP",7,2,8,1,2,2,1,0,0,1,1,7,2,5,2,3,0,3,1,0,7,24,3
"RP11-863P13.4",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-863P13.3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LA16c-444G7.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZFPM1",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
"ZC3H18",7,7,1,0,1,2,1,2,0,1,3,20,2,2,8,1,2,1,1,0,7,41,2
"IL17C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
"CYBA",450,101,196,17,73,48,52,108,24,15,241,485,129,115,216,77,66,169,265,28,197,816,37
"MVD",5,5,1,0,4,2,1,5,2,2,3,16,6,2,5,4,1,2,1,2,5,73,3
"SNAI3-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SNAI3",0,0,0,0,2,0,0,1,0,1,1,13,3,0,3,0,0,1,0,0,1,0,0
"RNF166",4,11,2,0,5,1,3,4,3,1,3,36,12,2,20,3,7,2,3,0,17,25,2
"CTU2",0,1,1,0,0,0,0,2,0,0,0,3,1,0,3,2,1,1,1,0,0,28,4
"RP5-1142A6.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PIEZO1",0,0,3,0,1,1,2,1,0,0,0,6,2,0,5,0,1,2,0,1,3,36,5
"RP5-1142A6.8",0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,1,0
"CDT1",3,1,2,0,0,1,0,0,0,0,2,2,1,0,1,1,0,1,1,4,0,113,1
"APRT",48,23,31,4,31,23,12,39,9,15,40,213,57,32,124,10,17,17,27,0,83,2456,21
"GALNS",4,1,1,0,0,0,0,0,0,0,0,2,1,1,2,0,0,1,0,0,0,91,1
"TRAPPC2L",18,4,9,1,7,2,2,11,1,0,8,50,14,7,17,2,3,3,11,3,19,842,10
"PABPN1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CBFA2T3",1,0,2,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,3,0
"CTD-2555A7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
"ACSF3",0,0,1,1,0,1,0,1,2,0,4,5,1,3,2,0,1,2,0,0,4,82,2
"CTD-2555A7.3",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LINC00304",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-46C24.7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,1
"ZNF778",0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,26,0
"ANKRD11",9,8,2,1,1,4,1,4,2,0,32,29,12,6,13,4,4,12,5,1,8,370,13
"AC137932.4",0,1,0,1,0,2,0,1,0,1,5,10,4,2,3,1,0,2,0,0,4,7,0
"SPG7",2,0,5,0,2,1,0,7,1,0,8,16,2,2,11,1,1,3,2,1,15,231,4
"RP11-104N10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RPL13",758,773,853,126,505,578,314,904,206,297,2833,6094,1229,1290,4514,360,502,658,628,148,2235,57766,867
"CPNE7",1,4,0,0,4,3,1,5,1,4,0,17,4,0,3,0,0,0,0,3,2,14,0
"DPEP1",0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,2,0,0,0,100,0
"CHMP1A",4,3,1,1,2,0,1,6,1,2,4,18,6,2,5,2,2,0,0,1,10,305,1
"SPATA33",1,1,2,0,0,1,0,3,0,2,1,9,1,0,4,0,3,0,2,2,1,119,4
"CDK10",1,1,0,0,1,2,0,3,0,0,3,12,2,1,6,0,2,1,0,0,3,137,3
"RP11-368I7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-368I7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"SPATA2L",2,2,4,0,4,2,2,0,0,1,5,4,2,6,5,1,1,0,1,3,3,118,2
"VPS9D1",0,0,0,0,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0,2,23,1
"VPS9D1-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,27,0
"ZNF276",0,1,1,0,1,2,0,0,2,0,6,10,9,2,12,1,0,1,1,1,1,75,6
"FANCA",0,1,0,0,0,0,1,2,0,0,1,3,2,0,1,2,3,0,0,0,1,45,0
"SPIRE2",0,1,1,0,0,0,0,0,0,1,3,4,0,0,1,0,0,1,0,0,1,191,0
"TCF25",25,22,20,4,18,11,6,24,9,2,38,87,22,11,41,8,13,14,14,4,51,727,20
"MC1R",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
"TUBB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"DEF8",4,2,4,0,0,0,0,2,0,0,2,12,1,3,1,1,1,2,1,1,7,350,2
"CENPBD1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,0
"DBNDD1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,0
"GAS8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,49,0
"FAM157C",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
"RP11-356C4.3",1,1,0,0,2,0,0,0,0,0,0,3,0,1,4,0,0,1,1,0,2,11,2
"AC137934.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"DOC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"RPH3AL",1,0,1,0,0,1,0,0,0,0,2,0,2,1,1,0,0,0,1,0,0,11,2
"RP11-1260E13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C17orf97",0,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,15,1
"FAM101B",5,4,1,0,1,0,0,2,0,0,0,16,0,0,9,1,1,0,6,0,1,5,19
"VPS53",2,3,1,1,2,1,0,1,1,2,5,10,1,5,4,1,1,2,2,0,5,54,2
"FAM57A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"GEMIN4",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,29,1
"GLOD4",11,1,1,1,1,2,3,3,1,2,8,19,3,2,8,1,3,2,1,1,8,231,2
"RNMTL1",2,1,0,0,1,1,0,1,0,0,5,6,0,2,3,0,0,1,0,1,5,38,0
"NXN",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"TIMM22",1,2,0,0,2,1,1,2,3,0,7,14,2,3,6,4,1,0,0,3,6,60,3
"ABR",2,0,3,0,1,2,1,3,1,0,2,4,1,3,2,0,3,0,3,1,4,88,0
"YWHAE",51,10,30,2,4,6,6,15,3,17,28,49,11,15,25,4,7,14,29,3,43,1481,52
"CRK",4,2,3,0,5,2,2,4,1,0,4,12,6,0,7,2,2,3,3,0,5,225,13
"RP11-818O24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYO1C",2,0,3,0,1,0,1,2,0,0,8,6,4,1,0,1,0,0,0,0,1,207,8
"INPP5K",1,3,1,1,2,2,0,6,1,0,2,16,5,3,7,1,0,1,0,1,6,41,10
"PITPNA-AS1",1,0,0,0,1,0,0,0,0,0,1,8,1,2,3,0,0,0,1,0,2,45,0
"PITPNA",5,1,4,1,0,0,2,1,0,0,3,5,1,0,1,0,0,1,4,0,2,86,8
