"","Anti-inflammatory macro/mono","CXCL13+ CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells"
"RHCG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"TICRR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"KIF7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"PLIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"PEX11A",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,263
"WDR93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"MESP1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38
"MESP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ANPEP",2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24
"AP3S2",5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,119
"ARPIN",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
"ZNF710",6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,238
"RP11-617F23.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
"IDH2",62,18,2,9,22,4,3,147,43,4,8,20,6,3,28,7687
"SEMA4B",3,0,0,1,1,0,0,3,0,0,0,1,0,0,0,874
"CIB1",98,33,8,10,32,3,27,312,62,15,47,25,8,8,88,6966
"GDPGP1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,61
"RP11-697E2.6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"NGRN",0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,169
"RP11-697E2.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-697E2.11",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"ZNF774",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61
"IQGAP1",52,16,2,5,7,3,10,65,22,6,9,6,4,11,31,2398
"CRTC3",12,6,2,5,7,3,0,35,9,1,7,1,0,1,8,445
"CTD-3065B20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"CRTC3-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"RP11-387D10.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"BLM",1,1,0,0,2,0,1,14,2,0,2,2,0,0,4,51
"FURIN",10,2,0,3,17,4,3,135,10,0,6,11,4,1,20,500
"FES",13,0,0,5,2,6,0,11,4,0,0,6,2,1,1,58
"MAN2A2",3,1,0,0,1,1,1,9,0,0,0,0,0,0,0,211
"HDDC3",1,2,0,0,2,0,3,14,2,1,1,0,0,0,2,694
"UNC45A",3,3,1,2,2,0,1,13,7,1,4,3,1,1,4,609
"RCCD1",5,0,0,0,0,0,1,3,2,0,0,0,0,0,2,325
"PRC1",4,0,0,0,1,2,0,8,0,1,0,1,0,0,1,427
"PRC1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"VPS33B",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,94
"AC068831.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"AC068831.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"SV2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRAT37",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,336
"RP11-692C24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
"RP11-692C24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SLCO3A1",7,2,0,1,0,0,0,10,2,0,1,1,0,1,3,679
"FAM174B",3,0,0,0,0,0,0,6,1,0,1,0,0,0,5,201
"CTD-2313J17.6",4,0,0,0,1,0,0,2,0,0,0,0,0,0,1,48
"RP11-437B10.1",0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,87
"CHD2",27,0,0,1,2,1,10,36,15,4,6,4,2,1,13,1125
"RGMA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"LINC01579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"RP11-76E17.3",1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
"MCTP2",0,3,0,0,0,0,0,2,0,2,1,3,1,1,1,214
"RP11-255M2.3",3,1,1,0,1,1,1,12,0,0,3,1,0,0,6,371
"LINC00924",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"NR2F2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NR2F2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488
"RP11-522B15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CTD-2147F2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-461F11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"LINC00923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ARRDC4",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719
"AC144835.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"FAM169B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"RP11-35O15.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
"IGF1R",0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,536
"RP11-6O2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SYNM",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"TTC23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"RP11-6O2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LRRC28",2,2,0,0,0,1,0,11,1,0,0,0,1,0,5,348
"RP11-20G13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"RP11-20G13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MEF2A",15,0,0,0,2,0,2,4,0,0,1,0,0,0,1,311
"LYSMD4",4,0,0,0,0,0,0,5,1,0,0,0,0,0,1,76
"CTD-3076O17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADAMTS17",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47
"CTD-3076O17.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"SPATA41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"RP11-526I2.5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36
"LINS1",3,1,0,1,3,2,2,6,4,0,1,0,0,1,3,212
"ASB7",1,0,0,0,0,0,0,4,0,0,2,2,0,0,4,185
"RP11-66B24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"ALDH1A3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45
"RP11-66B24.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-66B24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"LRRK1",4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,268
"CHSY1",5,0,0,0,0,1,0,4,0,0,0,1,0,4,2,194
"VIMP",75,12,2,4,7,5,8,54,13,2,12,11,0,10,19,5033
"SNRPA1",18,4,2,2,6,0,2,48,14,0,3,6,4,2,19,1943
"RP11-299G20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"PCSK6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101
"PCSK6-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"TM2D3",8,2,0,3,4,3,8,38,9,0,4,2,2,0,20,854
"TARSL2",3,2,0,0,5,0,3,13,4,0,5,1,1,0,5,363
"RP11-89K11.1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"WASIR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"POLR3K",13,1,0,1,2,0,2,20,7,2,1,4,0,0,6,1207
"SNRNP25",24,7,1,0,3,1,4,22,6,1,0,6,1,1,5,1133
"RHBDF1",0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,476
"MPG",7,2,0,4,2,5,6,43,7,0,4,17,0,0,19,2512
"NPRL3",1,1,0,1,0,0,0,10,3,0,0,0,0,1,1,462
"Z69666.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HBA2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"HBA1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
"LA16c-OS12.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31
"LUC7L",6,4,2,1,2,0,2,12,8,1,3,1,0,2,3,866
"FAM234A",6,0,1,1,1,1,0,2,0,0,1,0,0,0,0,819
"AC004754.3",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
"RGS11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ARHGDIG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"PDIA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"AXIN1",3,1,0,0,1,0,1,7,0,1,1,1,0,1,1,780
"MRPL28",27,4,0,3,10,1,9,42,5,3,2,5,0,0,17,1222
"TMEM8A",6,0,0,0,1,1,0,14,3,0,1,0,0,2,3,569
"NME4",18,0,0,0,0,1,1,1,0,0,2,0,0,0,1,1703
"DECR2",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,384
"RAB11FIP3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62
"LINC00235",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22
"CAPN15",3,1,0,0,3,1,0,10,2,2,0,1,0,0,3,718
"PRR35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"PIGQ",5,1,0,1,0,1,0,6,3,0,1,1,0,0,3,308
"NHLRC4",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3
"RAB40C",1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,454
"WFIKKN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"C16orf13",25,8,2,5,8,2,8,67,14,2,4,8,3,4,26,6952
"FAM195A",10,5,0,0,0,2,6,8,4,2,1,7,0,1,4,3596
"MSLN",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,502
"AL022341.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"WDR90",2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,306
"LA16c-349E10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RHOT2",6,6,0,2,7,0,1,37,4,0,2,5,2,1,17,993
"RHBDL1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71
"STUB1",28,9,0,1,10,2,14,66,13,2,4,3,1,3,25,2701
"JMJD8",12,0,0,1,2,0,1,12,2,0,0,0,0,0,4,653
"WDR24",1,0,0,3,0,0,0,0,1,0,0,0,0,0,2,280
"FBXL16",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12
"METRN",7,1,0,0,0,0,1,8,2,0,0,1,0,0,0,281
"FAM173A",30,7,0,3,3,1,3,10,5,1,1,10,1,0,18,1232
"CCDC78",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"HAGHL",16,2,0,0,0,0,3,3,0,1,2,0,0,0,1,93
"NARFL",1,0,0,1,0,0,4,6,1,0,1,0,1,0,2,305
"RPUSD1",3,1,0,1,6,2,0,9,4,0,1,2,1,1,2,695
"CHTF18",2,0,0,0,0,0,1,2,1,0,2,0,0,0,1,286
"GNG13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LMF1",2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,74
"RP11-161M6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SOX8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-161M6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C1QTNF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CACNA1H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TPSG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"TPSB2",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15
"TPSAB1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TPSD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LA16c-358B7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"UBE2I",51,17,5,5,18,2,12,137,34,2,20,13,1,6,56,6150
"LA16c-358B7.3",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
"BAIAP3",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,42
"TSR3",14,3,1,1,1,0,5,21,8,0,2,2,0,0,6,1243
"GNPTG",10,3,1,1,2,0,0,9,2,0,1,2,0,0,9,362
"UNKL",0,1,0,0,1,0,0,11,1,0,1,1,0,1,3,142
"LA16c-312E8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"C16orf91",3,6,0,1,7,0,3,33,7,0,4,6,2,0,4,1588
"CCDC154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CLCN7",10,1,0,0,2,0,1,7,2,0,1,1,0,1,0,461
"LA16c-390E6.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
"TELO2",7,0,0,0,0,0,0,2,1,0,1,0,0,1,0,418
"IFT140",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"LA16c-385E7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TMEM204",0,0,0,0,2,0,0,9,1,0,1,0,0,0,1,0
"CRAMP1",2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,114
"LA16c-431H6.6",0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,50
"HN1L",7,0,0,0,2,0,0,4,3,0,2,0,0,1,3,865
"MAPK8IP3",1,0,0,0,0,0,2,2,1,0,1,0,0,0,0,243
"NME3",18,8,1,3,4,3,5,59,11,1,10,6,1,2,15,1525
"MRPS34",26,5,1,5,11,2,1,58,13,3,6,6,2,2,23,4560
"EME2",2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,54
"SPSB3",13,4,1,0,6,3,2,44,9,1,5,6,0,1,15,1308
"NUBP2",9,8,0,2,5,1,2,38,10,1,4,4,2,0,11,1412
"IGFALS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"HAGH",31,2,1,1,5,1,3,42,10,4,2,2,0,3,11,1339
"FAHD1",4,1,1,0,0,1,0,4,3,0,0,0,2,0,3,660
"MSRB1",10,0,1,0,0,0,0,5,2,0,0,4,0,0,5,645
"NDUFB10",60,10,1,9,12,8,6,96,27,1,11,11,3,3,41,6736
"RPS2",1207,346,106,148,432,122,930,3761,668,300,804,352,103,145,1366,275990
"SNHG9",3,1,1,0,3,0,1,11,5,0,1,3,0,1,8,1178
"AC005363.11",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15
"TBL3",2,0,0,1,0,0,1,10,2,0,3,1,0,1,3,518
"NOXO1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1207
"GFER",8,3,4,3,3,2,4,20,4,3,3,2,1,1,11,857
"AC005606.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SYNGR3",0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,19
"ZNF598",4,0,0,0,1,0,2,8,1,0,0,0,1,0,0,1047
"AC005606.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"NPW",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140
"SLC9A3R2",2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,704
"NTHL1",3,1,0,1,1,0,1,6,1,0,1,3,0,0,3,2106
"TSC2",3,0,1,0,2,1,2,12,4,0,0,0,1,1,4,471
"PKD1",3,1,0,0,1,1,2,4,1,0,0,0,0,0,1,329
"RAB26",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21
"SNHG19",1,1,0,0,1,0,0,3,0,1,4,2,0,0,1,1279
"TRAF7",8,2,0,4,1,0,2,9,1,1,2,0,0,0,4,1317
"CASKIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MLST8",14,2,1,0,1,2,3,10,5,0,1,1,1,0,4,1172
"BRICD5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30
"PGP",17,2,2,1,1,0,3,22,6,1,1,4,0,0,6,1062
"E4F1",4,0,0,1,1,0,1,6,3,0,0,0,0,0,2,243
"RP11-304L19.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DNASE1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ECI1",9,0,0,2,1,1,0,7,0,0,2,0,0,0,6,1560
"RP11-304L19.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"RNPS1",18,16,4,6,13,3,21,115,21,6,19,10,2,2,44,4759
"AC009065.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP11-304L19.13",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59
"ABCA3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
"CCNF",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68
"RP11-715J22.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"C16orf59",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95
"RP11-715J22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"TBC1D24",1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,118
"ATP6V0C",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14
"AMDHD2",16,2,0,0,0,0,3,8,0,0,2,0,0,0,6,177
"CEMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PDPK1",9,3,0,1,4,0,0,14,3,0,1,1,0,5,9,1229
"RP11-20I23.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"RP11-20I23.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"RP11-20I23.6",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55
"RP11-20I23.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTD-3126B10.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KCTD5",6,1,0,2,0,2,5,8,1,2,1,6,0,0,9,701
"PRSS27",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10
"SRRM2-AS1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,25
"SRRM2",60,6,7,5,14,2,19,107,18,3,17,9,2,2,50,5183
"TCEB2",153,42,4,10,38,9,17,319,75,4,25,35,6,12,102,17786
"CTD-2270P14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"PRSS33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
"PRSS21",0,0,0,1,2,1,0,4,0,0,0,1,0,0,0,0
"ZG16B",1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1005
"PRSS22",4,0,0,0,0,1,0,6,1,0,0,0,0,0,1,2211
"LA16c-325D7.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"FLYWCH2",12,2,0,1,4,1,2,16,3,0,2,0,0,0,6,338
"FLYWCH1",1,0,0,0,0,0,2,5,4,1,1,0,0,0,3,243
"LA16c-321D4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"KREMEN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"PKMYT1",1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,248
"PAQR4",2,1,0,0,0,1,0,4,1,0,0,0,0,1,0,288
"LA16c-380H5.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LA16c-380H5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"LA16c-380H5.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"CLDN9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"CLDN6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"TNFRSF12A",26,1,0,2,2,2,1,20,7,3,2,5,0,0,3,13164
"HCFC1R1",20,5,0,1,1,0,1,21,5,2,3,2,1,3,8,939
"THOC6",10,0,1,1,1,1,5,23,4,0,5,2,0,0,2,1366
"CCDC64B",1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1166
"RP11-473M20.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"MMP25",7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,10
"MMP25-AS1",0,1,0,0,1,0,0,4,2,0,0,1,0,0,0,52
"IL32",35,354,42,268,201,93,7,1723,529,0,151,471,73,8,1604,15373
"RP11-473M20.9",1,0,0,0,0,0,0,3,0,0,0,0,1,0,2,101
"ZNF213-AS1",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,98
"ZNF205",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,272
"ZNF213",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,94
"RP11-473M20.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"ZNF200",1,0,0,0,0,0,0,4,0,0,0,0,1,0,4,116
"MEFV",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00921",1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,13
"ZNF263",4,0,1,0,1,0,1,7,0,1,0,1,0,1,3,628
"TIGD7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33
"ZNF75A",7,1,1,0,1,2,4,11,2,7,2,0,0,0,6,348
"LA16c-306E5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"MTRNR2L4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZSCAN32",0,2,0,0,0,2,0,3,1,0,0,0,0,0,0,50
"ZNF174",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53
"ZNF597",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"NAA60",3,1,0,2,3,0,3,14,2,1,3,3,0,0,2,589
"CLUAP1",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,162
"NLRC3",0,1,0,0,0,0,2,8,1,0,1,1,0,0,0,1
"LA16c-390H2.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9
"SLX4",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,31
"DNASE1",2,0,0,0,1,0,0,3,1,1,0,0,0,0,1,232
"TRAP1",4,0,2,0,3,0,0,4,1,1,0,0,0,0,4,2716
"CREBBP",11,7,1,4,1,0,0,25,2,1,0,1,1,3,6,620
"ADCY9",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,38
"RP11-95P2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"SRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
"TFAP4",1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,368
"GLIS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"GLIS2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PAM16",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,128
"CORO7",16,3,1,0,0,2,2,21,4,3,6,0,0,0,6,356
"VASN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"DNAJA3",3,0,0,0,2,1,2,3,1,0,1,1,1,0,2,683
"NMRAL1",3,3,1,1,0,0,3,17,3,0,3,0,2,0,7,1666
"HMOX2",3,10,2,0,8,4,6,70,19,1,8,6,1,0,11,1660
"CDIP1",16,6,1,2,2,0,0,15,8,1,2,1,2,0,10,319
"RP11-709D24.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"UBALD1",0,1,0,3,3,1,3,20,2,0,1,5,0,1,12,886
"MGRN1",10,4,2,1,4,2,3,21,6,0,2,4,1,1,7,881
"NUDT16L1",8,6,0,0,4,1,3,39,17,1,4,8,0,0,17,892
"ANKS3",0,2,1,0,0,0,0,2,0,1,1,0,0,0,2,235
"C16orf71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF500",1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,74
"SEPT12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SMIM22",1,1,0,0,0,0,1,6,4,0,1,0,0,0,4,6945
"RP11-127I20.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ROGDI",11,0,0,1,1,0,1,26,1,1,1,1,1,0,3,194
"GLYR1",9,1,0,1,2,0,2,8,3,0,1,3,0,1,8,648
"UBN1",3,4,0,1,3,0,2,17,6,0,5,4,0,1,4,806
"PPL",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,625
"NAGPA",9,1,1,2,0,0,2,10,3,1,1,1,0,0,5,252
"ALG1",3,0,0,0,0,0,0,9,2,0,0,0,0,0,1,548
"C16orf89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"EEF2KMT",1,0,0,0,0,0,0,3,1,0,0,2,0,0,4,281
"RP11-10K17.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-420N3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"METTL22",7,1,0,0,0,1,2,3,1,0,0,1,1,2,0,133
"ABAT",4,0,0,0,0,0,1,7,0,0,0,0,0,0,4,483
"TMEM186",1,0,0,0,0,0,0,2,2,0,2,0,0,0,3,203
"PMM2",2,0,0,0,0,0,0,5,0,0,0,1,1,0,1,253
"RP11-152P23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-77H9.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29
"CARHSP1",24,10,3,3,13,3,9,71,16,2,7,8,1,3,22,4171
"RP11-77H9.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"RP11-77H9.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"USP7",2,0,0,0,3,2,2,19,3,2,1,1,0,0,1,1387
"RP11-77H9.8",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,10
"C16orf72",16,2,1,3,3,0,1,23,7,1,2,1,0,2,8,1475
"RP11-473I1.5",4,2,1,0,2,1,4,12,0,0,1,1,1,0,4,144
"RP11-243A14.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"RP11-297M9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"ATF7IP2",19,0,0,1,5,0,3,54,2,1,5,3,2,2,12,546
"RP11-609N14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"EMP2",10,0,0,0,0,1,0,4,1,0,0,0,0,3,0,3782
"RP11-27M24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
"TEKT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"NUBP1",9,0,1,0,4,0,2,13,3,1,0,0,1,0,5,633
"TVP23A",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"CIITA",9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77
"DEXI",3,0,1,2,0,0,1,9,1,0,1,3,0,0,10,458
"RP11-876N24.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"CLEC16A",1,1,0,0,1,0,3,4,1,0,1,1,0,1,2,183
