"","Anti-inflammatory macro/mono","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"CD6",1,2,10,7,41,0,60,8,16,0,8,0,21,18,0
"CD5",0,1,10,3,17,1,33,3,8,0,1,0,27,238,0
"VPS37C",2,0,0,0,0,0,0,0,0,0,0,2,0,282,3
"PGA5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VWCE",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"DDB1",8,0,4,0,2,2,6,1,0,0,1,0,5,1949,7
"TKFC",4,1,1,0,0,0,2,0,1,0,0,2,4,498,0
"CYB561A3",8,0,3,0,5,4,7,1,2,0,1,7,6,636,1
"TMEM138",10,0,3,0,4,0,4,2,1,0,1,3,6,384,2
"TMEM216",3,0,2,0,0,0,3,0,0,0,1,1,2,412,2
"CPSF7",2,0,2,1,1,0,4,1,0,0,0,2,1,575,0
"RP11-286N22.8",0,1,0,0,0,0,0,1,0,0,0,0,0,11,0
"SDHAF2",3,0,5,3,4,0,16,2,2,0,1,0,9,869,6
"PPP1R32",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"LRRC10B",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"SYT7",0,0,0,0,0,0,0,0,0,0,0,0,0,166,1
"RP11-794G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"DAGLA",0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
"MYRF",0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
"TMEM258",56,2,29,9,42,5,63,9,15,0,3,21,58,11636,28
"FEN1",2,0,2,0,1,0,0,0,0,0,0,2,0,787,0
"FADS2",2,0,0,0,0,0,1,0,0,0,0,1,1,2763,0
"FADS1",9,0,0,0,0,0,1,1,0,0,0,0,0,1738,4
"FADS3",3,0,0,0,0,2,1,0,0,0,0,1,0,382,8
"RAB3IL1",9,0,0,0,0,0,0,0,0,0,0,1,0,9,0
"BEST1",7,0,0,1,2,0,8,0,0,0,0,5,1,589,2
"FTH1",6275,59,385,134,955,186,2731,200,619,57,78,5602,1202,313534,230
"INCENP",0,1,1,0,0,0,0,0,0,0,0,0,0,89,0
"SCGB2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"RP11-703H8.7",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASRGL1",7,0,0,0,0,0,0,0,0,0,0,2,0,221,3
"AHNAK",31,2,7,1,11,4,17,1,5,0,1,11,6,4301,7
"RP11-864I4.4",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"EEF1G",1,0,0,0,0,0,4,0,1,0,0,1,2,407,0
"TUT1",0,0,0,0,0,1,1,0,0,0,1,0,1,191,1
"MTA2",0,1,2,1,1,2,2,0,0,0,0,0,1,216,0
"EML3",1,0,3,0,5,0,12,0,3,0,0,3,2,325,7
"ROM1",0,0,0,0,0,0,1,0,1,0,0,0,0,77,1
"B3GAT3",7,0,9,0,10,1,21,3,2,1,1,1,14,909,4
"GANAB",18,0,3,1,6,1,4,0,3,0,0,4,3,2142,6
"INTS5",0,0,0,0,1,1,1,1,1,0,0,0,3,240,0
"C11orf98",0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"LBHD1",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"METTL12",2,1,1,2,2,2,4,1,3,0,1,1,5,1341,1
"UQCC3",6,0,3,0,2,0,4,0,1,0,3,2,9,4452,4
"UBXN1",48,3,30,8,37,8,75,10,20,7,5,9,32,4776,21
"LRRN4CL",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"BSCL2",0,0,0,0,0,0,1,0,0,0,0,0,0,57,0
"GNG3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HNRNPUL2",11,0,2,2,2,1,10,2,0,1,1,1,6,1493,0
"TTC9C",9,0,3,0,2,1,0,0,0,0,1,0,5,517,0
"ZBTB3",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"POLR2G",21,2,19,2,27,1,39,9,6,0,3,10,16,2539,7
"RP11-727F15.11",0,0,0,0,0,0,1,0,0,0,0,0,0,15,0
"TAF6L",0,0,0,0,1,0,2,1,0,0,0,0,2,199,0
"TMEM223",2,0,1,0,2,1,2,1,3,0,0,0,3,1010,1
"RP11-727F15.12",0,0,2,0,2,0,3,0,0,0,1,0,0,54,0
"TMEM179B",23,1,6,3,5,0,13,7,0,0,2,8,12,1974,3
"NXF1",10,0,5,1,3,0,5,1,0,0,0,3,2,573,1
"STX5",6,0,2,1,5,0,8,3,0,2,0,4,8,803,4
"RP11-727F15.9",1,0,0,0,1,0,4,1,0,0,1,2,1,127,0
"WDR74",5,0,4,0,6,5,7,1,12,0,0,2,16,1215,0
"SLC3A2",39,1,13,2,23,1,34,6,4,2,4,7,15,4313,3
"AP000438.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RARRES3",16,9,41,17,61,4,108,25,14,6,7,5,37,242,3
"HRASLS2",1,0,7,2,1,0,7,1,1,0,2,1,0,35,0
"PLA2G16",5,0,12,4,9,0,8,3,0,0,1,2,1,734,3
"ATL3",9,0,1,0,2,1,10,0,1,0,0,2,6,755,3
"RTN3",19,0,2,1,4,1,12,2,3,1,1,3,6,3146,8
"C11orf95",0,0,0,0,0,0,0,0,0,0,0,0,0,65,0
"C11orf84",1,0,0,0,1,0,0,0,0,0,0,0,1,96,1
"MARK2",4,1,1,2,2,0,2,3,1,2,0,0,0,910,1
"RCOR2",0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
"NAA40",3,0,2,0,0,0,1,0,0,0,0,0,0,148,1
"COX8A",193,5,44,12,78,11,122,21,35,5,4,38,83,22523,28
"AP000721.4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"OTUB1",10,2,8,3,11,5,30,6,4,1,2,8,22,1770,6
"MACROD1",3,0,0,0,1,0,2,1,2,0,0,0,2,2892,1
"RP11-21A7A.3",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"STIP1",14,2,5,6,12,2,14,3,3,0,2,4,7,1730,2
"FERMT3",34,2,7,5,11,0,32,3,6,0,1,13,16,12,0
"TRPT1",3,0,2,2,1,0,5,3,1,0,0,0,2,1086,1
"NUDT22",11,0,3,4,8,0,14,4,3,0,0,2,9,1711,5
"RP11-783K16.14",0,0,0,0,1,0,1,0,0,0,0,0,0,7,0
"DNAJC4",13,0,5,1,6,2,13,3,3,1,1,5,4,995,5
"VEGFB",5,0,0,1,1,1,4,0,0,0,0,1,0,402,0
"FKBP2",83,2,9,1,16,4,29,5,6,4,1,8,12,7350,16
"PPP1R14B",21,6,4,8,1,1,11,4,2,0,1,1,3,6119,6
"RP11-783K16.5",2,0,0,0,0,0,0,0,0,0,0,0,0,312,3
"RP11-783K16.13",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"PLCB3",0,0,0,0,1,0,0,0,0,0,2,0,1,884,1
"BAD",15,1,4,1,10,1,13,3,4,0,0,0,13,1917,6
"GPR137",7,2,1,0,2,0,5,2,1,1,0,1,2,357,1
"TEX40",0,0,0,0,0,0,0,0,0,0,0,0,0,85,0
"ESRRA",5,1,0,0,6,1,0,1,0,0,0,2,2,2938,3
"TRMT112",56,13,35,9,32,10,61,16,17,3,4,19,52,9662,21
"PRDX5",106,7,37,6,38,8,91,31,10,2,4,24,50,35574,39
"AP003774.1",1,0,4,1,0,1,2,2,0,0,0,0,4,619,0
"CCDC88B",8,2,2,3,1,2,10,2,6,0,0,1,5,757,1
"RPS6KA4",9,0,1,1,1,1,5,2,0,0,0,2,3,623,1
"AP003774.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC22A11",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"NRXN2",1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"RASGRP2",6,0,0,1,2,0,5,0,7,0,0,2,1,3,1
"PYGM",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"SF1",22,1,21,1,30,13,48,15,12,2,5,4,45,4087,15
"AP001462.6",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"MAP4K2",4,3,2,0,4,0,6,1,2,0,0,0,2,65,0
"MEN1",1,0,1,0,0,0,2,1,0,0,0,0,1,351,2
"CDC42BPG",0,0,0,0,0,0,0,0,0,0,0,0,0,143,0
"EHD1",11,0,5,1,8,2,24,4,4,0,1,39,19,1132,9
"MIR194-2HG",0,0,0,0,2,0,1,0,0,0,1,0,1,620,0
"ATG2A",3,2,15,5,17,0,16,8,8,1,3,4,15,692,0
"PPP2R5B",4,0,1,0,2,0,1,1,0,0,0,0,1,235,4
"C11orf85",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"BATF2",0,0,0,0,0,0,0,0,0,0,0,1,0,279,1
"ARL2",30,1,2,2,5,2,16,5,3,0,2,2,8,3613,9
"SNX15",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"SAC3D1",6,0,1,0,1,0,1,0,0,0,0,0,4,1115,2
"NAALADL1",4,0,3,0,4,0,3,1,0,0,0,1,4,3,0
"CDCA5",0,0,0,0,1,0,0,0,0,0,0,0,0,446,0
"ZFPL1",5,1,1,0,5,0,7,0,2,0,0,1,1,999,1
"TMEM262",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"VPS51",6,0,6,0,8,5,11,2,6,2,2,2,15,3052,4
"AP003068.9",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"TM7SF2",1,0,0,0,2,0,4,1,0,0,0,1,0,1169,0
"ZNHIT2",1,0,0,0,1,1,1,0,0,0,0,0,1,649,0
"FAU",423,37,214,76,255,154,759,169,215,28,52,237,402,62763,107
"SYVN1",6,0,0,1,0,1,2,0,1,0,0,0,1,582,1
"MRPL49",3,0,3,3,4,1,4,3,1,0,0,1,4,1217,0
"SPDYC",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"AP003068.23",0,0,1,0,0,0,1,0,0,0,0,0,1,424,0
"CAPN1",14,1,8,3,11,1,17,5,2,1,0,2,14,3697,1
"POLA2",3,0,0,0,1,0,1,0,0,0,0,0,0,254,0
"CDC42EP2",5,0,0,0,0,0,0,0,0,0,0,8,0,276,1
"DPF2",2,1,2,3,1,0,4,0,2,1,0,0,4,326,3
"TIGD3",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"SLC25A45",3,0,1,0,5,0,6,0,1,0,0,1,4,136,0
"FRMD8",10,0,1,1,3,3,8,1,0,0,0,2,4,460,1
"NEAT1",790,8,90,39,96,18,204,37,65,19,20,377,119,91200,263
"CMB9-22P13.1",0,0,1,0,0,0,2,0,0,0,0,2,1,220,1
"MALAT1",6075,894,4147,1188,4750,2106,10185,2598,3523,681,1247,4073,9192,671354,3490
"AP000769.7",1,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"AP000769.1",0,0,2,0,0,0,1,0,0,0,0,0,0,90,0
"SCYL1",10,0,4,0,3,0,9,1,0,0,0,1,6,1102,1
"LTBP3",1,0,0,0,2,1,6,0,1,0,0,2,3,602,3
"SSSCA1",9,1,4,1,4,1,14,2,5,2,0,2,6,2108,3
"FAM89B",6,0,7,0,7,4,29,1,3,0,2,1,19,767,12
"EHBP1L1",14,0,0,0,4,0,2,3,0,0,0,4,4,533,2
"SIPA1",9,0,2,3,4,0,7,2,2,1,1,1,4,390,5
"KCNK7",0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
"MAP3K11",10,0,1,0,2,1,2,1,0,1,0,1,6,1072,8
"PCNXL3",1,0,0,0,2,0,1,1,0,0,0,0,0,267,2
"RELA",4,0,3,0,10,4,12,3,1,0,2,2,5,945,2
"KAT5",6,0,3,2,5,1,8,2,3,0,0,3,2,728,1
"RNASEH2C",31,1,6,0,12,5,26,8,4,1,1,10,23,1922,14
"AP5B1",4,0,0,0,0,0,1,1,0,0,0,1,1,143,0
"OVOL1",2,0,0,0,1,0,0,1,0,0,0,1,1,1572,0
"OVOL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-770G2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CFL1",512,15,212,65,330,46,564,110,122,12,29,146,277,46443,137
"MUS81",3,1,1,0,1,0,2,1,1,0,0,0,5,654,0
"EFEMP2",2,0,0,0,0,0,0,0,0,0,0,0,0,8,1
"CTSW",0,0,23,0,0,0,0,21,0,2,0,0,0,2,0
"FIBP",29,2,13,2,18,4,29,3,6,1,3,9,17,2769,11
"CCDC85B",43,2,28,2,34,3,60,23,17,2,7,4,20,7340,117
"FOSL1",7,1,0,0,0,0,0,0,1,0,0,0,0,1158,1
"C11orf68",2,0,4,0,0,0,0,0,0,0,0,0,0,320,4
"DRAP1",66,5,37,17,44,3,99,15,17,2,5,12,40,4213,9
"SART1",6,1,5,1,5,2,11,0,3,0,0,1,5,714,3
"EIF1AD",6,2,3,1,2,1,7,0,0,1,0,0,3,509,0
"BANF1",52,1,13,7,18,4,33,5,10,1,0,8,26,7372,17
"CST6",1,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"CATSPER1",3,0,0,0,0,0,0,0,0,0,0,7,0,3,0
"SF3B2",24,1,16,3,23,7,42,10,11,2,0,5,22,3247,9
"RP11-1167A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PACS1",2,1,5,1,9,1,7,0,1,0,0,1,3,189,1
"RP11-755F10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KLC2",2,0,1,0,1,0,3,0,0,0,0,1,2,342,0
"RP11-867G23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAB1B",8,1,2,3,10,2,18,3,1,0,0,6,7,1422,7
"RP11-867G23.3",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"RP11-867G23.4",0,0,0,0,0,0,1,0,0,0,0,0,0,10,0
"CNIH2",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"YIF1A",24,0,8,2,12,1,21,2,3,0,1,6,13,4558,0
"TMEM151A",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"CD248",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RIN1",0,0,0,0,0,0,1,0,0,0,0,0,0,314,0
"BRMS1",11,1,5,1,4,2,17,2,3,1,0,3,12,1610,7
"B4GAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,174,4
"RP11-867G23.8",0,0,0,0,0,0,0,0,0,0,0,0,0,59,0
"SLC29A2",1,0,0,0,0,0,0,0,0,0,0,1,0,952,0
"MRPL11",19,0,8,3,10,1,22,7,7,0,0,1,20,5235,1
"PELI3",0,0,0,0,0,0,0,0,0,0,0,1,0,51,0
"CTD-3074O7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,280,1
"DPP3",3,0,7,2,7,0,10,1,2,0,0,1,4,1103,2
"BBS1",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"ZDHHC24",8,0,2,1,6,1,8,1,1,0,0,2,7,1119,3
"CTSF",3,0,0,0,1,0,3,0,0,0,0,0,0,107,1
"CCDC87",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CCS",7,0,7,1,4,0,12,6,3,0,2,3,5,1188,2
"RBM14",3,0,3,2,7,1,4,3,3,0,1,0,5,717,1
"RBM14-RBM4",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"RBM4",4,0,3,0,5,3,15,3,6,0,1,2,4,378,0
"RBM4B",2,0,0,0,0,1,4,0,1,0,0,0,2,200,0
"RP11-658F2.8",0,0,1,0,1,0,0,0,0,0,0,0,0,42,0
"SPTBN2",0,0,0,0,0,0,0,0,0,0,0,0,0,198,0
"C11orf80",0,1,3,0,0,0,3,0,1,0,0,0,1,222,0
"RCE1",5,0,2,0,1,0,2,2,0,0,0,0,8,649,2
"PC",0,0,1,0,0,0,0,0,0,0,0,0,2,113,0
"LRFN4",2,0,0,0,0,0,0,0,0,0,0,0,0,775,2
"C11orf86",0,0,0,0,0,0,0,0,0,0,0,0,0,73,0
"SYT12",0,0,1,0,0,0,0,0,0,0,0,0,0,25,0
"RHOD",2,0,0,0,0,0,0,0,0,0,0,0,4,1541,0
"KDM2A",4,3,7,0,5,0,14,4,2,0,1,1,10,885,4
"ADRBK1",15,0,1,3,3,1,5,3,3,0,0,1,6,977,3
"ANKRD13D",7,0,2,1,4,1,9,4,2,0,0,0,1,302,2
"SSH3",2,0,1,0,1,0,0,1,1,0,0,0,0,424,0
"RAD9A",3,0,4,0,1,0,9,1,0,0,0,0,5,641,1
"POLD4",3,0,3,0,3,0,4,0,1,0,0,1,3,550,2
"CTC-1337H24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
"CLCF1",0,0,1,0,1,0,0,0,0,0,0,0,3,230,0
"CTC-1337H24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"PPP1CA",85,4,41,9,53,4,99,15,24,5,8,13,56,6669,15
"TBC1D10C",5,3,32,7,27,3,41,16,7,4,6,1,39,13,0
"CARNS1",0,0,0,0,0,0,1,0,0,0,1,0,0,4,0
"RPS6KB2",7,0,5,3,13,3,14,4,1,0,2,3,19,1299,1
"AP003419.16",0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
"CORO1B",39,0,11,1,29,2,70,8,11,0,0,8,66,2726,11
"PTPRCAP",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CABP4",0,0,0,0,1,0,0,0,0,0,0,0,0,9,0
"TMEM134",19,1,4,1,6,3,20,4,5,1,2,1,11,2125,2
"AIP",19,2,10,1,8,3,31,3,7,0,1,3,20,1108,1
"PITPNM1",2,0,3,0,3,0,3,1,2,0,1,3,4,644,0
"CDK2AP2",20,2,16,7,19,3,33,4,4,1,1,6,15,3970,7
"GSTP1",210,4,41,13,48,2,62,18,18,6,8,62,24,62852,45
"C11orf72",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"NDUFV1",24,3,9,4,13,3,25,3,8,0,0,8,11,6743,4
"RP11-655M14.13",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"NUDT8",0,1,2,0,3,0,1,1,1,2,0,0,2,2234,0
"TBX10",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"ACY3",0,0,0,0,0,0,0,0,0,0,0,0,0,255,0
"ALDH3B2",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"RP11-119D9.1",0,0,0,0,4,0,0,0,0,0,0,0,0,94,0
"RP5-903G2.2",0,0,1,0,0,0,0,0,0,0,0,0,0,53,0
"UNC93B1",21,0,0,0,3,0,4,1,1,0,0,2,2,884,2
"ALDH3B1",4,0,0,0,1,0,0,0,0,0,0,0,0,273,0
"RP5-901A4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NDUFS8",60,3,13,4,31,4,50,7,8,2,3,15,23,7846,16
"TCIRG1",24,2,1,0,10,4,10,4,0,0,1,6,5,453,2
"RP11-802E16.3",0,1,0,0,0,1,0,1,0,0,0,0,0,39,0
"CHKA",2,0,0,0,0,0,2,0,1,0,0,0,0,879,0
"CTD-2655K5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"KMT5B",4,0,1,0,3,0,5,2,2,0,0,1,1,568,2
"C11orf24",2,0,1,1,0,1,0,0,0,0,0,0,0,772,0
"LRP5",0,0,1,0,0,0,1,0,0,0,0,0,0,623,0
"PPP6R3",6,0,1,2,5,0,8,1,0,0,0,1,4,666,3
"GAL",0,0,1,0,0,0,0,0,0,0,0,0,1,2166,1
"MTL5",1,0,0,0,1,0,0,0,0,0,0,1,0,513,0
"CPT1A",3,0,1,0,2,2,1,1,0,0,0,0,1,511,3
"RP11-757G1.6",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"MRPL21",14,1,7,5,6,3,13,4,2,0,0,4,9,4618,6
"IGHMBP2",3,0,2,1,0,1,0,0,0,0,0,0,3,204,0
"MRGPRF",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TPCN2",0,0,0,1,0,0,0,0,0,0,0,1,0,86,0
"RP11-554A11.7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYEOV",1,0,0,0,1,0,0,0,0,0,0,0,0,1666,0
"RP11-211G23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,59,0
"AP000439.3",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"CCND1",13,0,1,0,1,1,1,1,0,0,0,1,0,3199,5
"ORAOV1",3,0,0,0,1,0,0,1,0,0,0,1,1,210,2
"FGF19",0,0,0,0,0,0,0,0,0,0,0,0,0,34,1
"RP11-626H12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ANO1",1,0,0,0,0,0,0,0,0,0,0,0,0,335,0
"FADD",0,0,1,0,1,0,1,1,0,0,0,0,2,637,3
"RP11-805J14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PPFIA1",8,0,1,2,0,0,2,1,0,1,0,2,0,609,1
"AP000487.5",0,0,0,1,0,0,0,0,0,0,0,0,0,40,0
"CTTN",2,0,0,0,1,1,2,0,0,0,0,0,2,2886,18
"SHANK2",1,0,0,0,0,0,1,0,0,0,0,0,0,92,0
"DHCR7",3,0,1,0,4,1,6,0,0,0,0,0,4,2840,1
"RP11-660L16.2",1,1,6,1,7,3,15,5,3,0,1,1,8,650,0
"NADSYN1",4,1,1,1,2,2,7,1,2,0,0,4,1,948,1
"KRTAP5-8",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"KRTAP5-9",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KRTAP5-10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM86C1",1,0,0,0,0,0,0,0,0,0,0,0,0,117,0
"RP11-849H4.2",0,0,0,0,1,0,0,0,0,0,0,0,0,89,1
"RNF121",0,1,0,0,0,0,3,1,0,0,0,1,0,264,0
"IL18BP",14,0,0,0,0,1,0,0,0,0,0,1,0,5,1
"NUMA1",4,0,2,0,0,0,5,2,2,0,1,0,3,912,6
"RP11-849H4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LRTOMT",0,0,1,0,0,1,0,0,0,0,0,0,1,89,0
"LAMTOR1",67,2,20,8,18,7,36,12,7,1,2,20,17,5176,17
"ANAPC15",23,1,7,3,11,1,14,3,4,0,1,5,14,2372,2
"FOLR3",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FOLR1",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"FOLR2",57,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"INPPL1",10,0,2,1,3,0,3,0,0,1,0,2,2,459,0
"CLPB",5,0,0,0,1,0,2,0,0,0,0,2,1,277,0
"PDE2A",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-169D4.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ARAP1",12,0,0,0,2,0,2,1,0,1,0,4,3,376,0
"ARAP1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"STARD10",2,0,1,2,2,2,11,0,2,1,1,1,4,5146,1
"ATG16L2",3,1,0,0,0,1,4,0,0,0,1,0,1,163,0
"FCHSD2",3,0,0,0,0,0,0,0,0,0,2,1,0,167,1
"RP11-800A3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"P2RY2",1,0,0,0,0,0,0,0,0,0,0,1,0,136,0
"P2RY6",9,0,0,0,0,0,0,0,0,0,0,0,0,3,8
"RP11-800A3.7",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ARHGEF17",1,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"RELT",13,1,1,0,5,2,7,0,2,0,0,6,0,269,4
"RP11-809N8.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FAM168A",3,0,0,0,0,0,3,1,0,0,0,0,1,112,0
"RP11-809N8.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLEKHB1",1,0,0,0,4,0,3,1,2,0,0,0,2,1124,0
"RAB6A",8,0,5,1,8,2,12,1,1,0,1,5,10,2743,6
"RP11-707G14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MRPL48",11,1,5,2,5,1,9,0,0,0,0,1,4,1833,1
"COA4",16,1,3,2,4,2,9,0,3,0,1,5,9,3973,9
"PAAF1",3,0,0,0,0,0,0,0,0,0,0,0,4,398,0
"RP11-167N4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UCP2",135,1,38,4,68,14,90,14,17,0,10,28,114,609,0
"UCP3",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"C2CD3",1,0,0,1,0,0,2,0,0,0,1,1,2,103,0
"PPME1",2,0,0,0,2,0,0,0,0,0,1,0,2,521,2
"P4HA3",0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
"PGM2L1",1,0,3,0,5,1,7,1,6,0,0,0,6,757,7
"KCNE3",3,0,0,0,0,0,0,0,0,0,0,3,0,644,0
"RP11-702H23.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LIPT2",0,0,0,0,0,0,0,0,0,0,0,0,0,73,0
"AP001372.2",0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
"POLD3",0,0,0,1,1,0,3,1,0,0,0,0,0,278,0
"RNF169",2,0,0,0,2,0,3,0,3,1,2,0,3,326,1
"XRRA1",1,0,1,0,0,0,3,1,0,1,0,0,3,102,0
"SPCS2",57,3,24,3,21,7,52,11,6,0,3,9,30,5330,8
"NEU3",0,0,3,0,0,0,2,0,0,0,0,0,0,102,0
"SLCO2B1",37,0,1,0,0,0,1,0,0,0,0,0,1,232,0
"TPBGL",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-2562J17.7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARRB1",7,0,0,0,1,0,2,0,0,0,0,2,5,451,2
"RPS3",669,87,478,133,683,275,1608,325,495,61,104,266,774,290950,266
"KLHL35",1,0,0,0,0,0,2,0,0,0,0,0,0,376,0
"GDPD5",1,0,0,0,0,0,0,0,0,0,0,1,1,208,0
"SERPINH1",9,1,5,4,1,0,4,8,1,2,1,2,21,3446,32
"CTD-2530H12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MAP6",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MOGAT2",0,0,0,0,0,0,0,0,0,0,0,1,0,266,0
"DGAT2",2,0,0,0,0,1,0,0,0,0,0,1,0,295,0
"RP11-535A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"UVRAG",1,0,0,0,2,2,2,0,1,0,0,0,3,211,0
"WNT11",0,0,0,0,0,0,0,1,0,0,0,0,0,53,0
"RP11-619A14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PRKRIR",2,0,0,0,2,1,4,0,1,0,0,0,2,724,1
"RP11-111M22.2",0,0,0,0,0,0,0,0,1,0,0,0,0,49,0
"RP11-111M22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"RP11-111M22.3",0,1,0,0,2,1,3,0,0,0,0,1,0,536,0
"EMSY",3,0,2,1,1,1,3,0,0,0,0,1,1,211,1
"RP11-672A2.6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LRRC32",1,0,0,0,0,0,1,0,0,0,0,0,2,138,4
"TSKU",0,0,0,0,2,0,0,0,0,0,0,0,0,594,1
"RP11-21L23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ACER3",24,0,1,0,0,0,0,1,1,0,0,2,0,380,2
