"","GSM2359397","GSM2359398","GSM2859440","GSM2859469","GSM2859498","GSM2859413","GSM2859441","GSM2859470","GSM2859499","GSM3109311","GSM3109312","GSM3109313","GSM3109314","GSM3109315","GSM3319754","GSM3319755","GSM3319793","GSM3319794","GSM3319828","GSM3319829","GSM3319863","GSM3319864"
"3099",0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
"5147",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"482",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"476",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3081",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"11112",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
"3067",1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"6549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6550",0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
"5148",0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"496",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6548",0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
"495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55748",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"5158",1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1
"84735",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"6559",1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
"8942",1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
"5162",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"3157",0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1
"5161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"123041",1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
"1737",1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1
"3158",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5160",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
"55163",1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
"25769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"10396",0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0
"57419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9187",1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1
"5105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124583",0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1
"3155",1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"5106",1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
"3162",1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"3163",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"79077",1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1
"8310",1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1
"9583",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"26062",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"197257",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"5833",1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1
"1841",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
"10400",1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1
"6448",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0
"29922",0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1
"26227",0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
"10201",1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
"5730",0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
"4830",1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1
"27306",1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
"80142",1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1
"4831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4832",1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1
"200576",0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0
"8396",1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0
"9536",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
"4833",1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0
"6005",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"79837",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"5740",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"5289",1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0
"57127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6557",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5277",0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0
"114971",0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1
"6558",0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1
"349565",0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
"9489",1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1
"64802",1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
"23057",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8818",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"5743",1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1
"5742",1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10135",0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1
"6898",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5053",1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"5283",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
"5264",0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0
"4837",1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"5409",1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"5728",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"645740",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8871",1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0
"51227",1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1
"8395",1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1
"9091",1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
"4842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23396",1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
"4843",0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"5279",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"8394",0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
"55361",0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
"201288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4846",1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0
"5297",0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0
"4860",1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1
"5298",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"5294",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
"123745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5290",0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0
"6580",0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
"5295",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
"10870",1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
"55808",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"5251",1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1
"5320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8503",0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"30833",1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1
"81579",1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1
"56953",0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
"23533",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"8398",0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0
"5296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4907",1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1
"5291",1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0
"5293",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"6476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4952",1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"64600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"64064",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"23236",0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0
"100137049",0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"30814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26279",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5335",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"8399",0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"5332",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"257068",0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"5319",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"6489",1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1
"5336",0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
"23007",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"29906",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5334",1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"10654",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"9651",0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"9807",0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0
"412",1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0
"51196",0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
"117283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5331",1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
"84812",1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
"5330",1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1
"6391",1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0
"113026",1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"6392",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6390",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51447",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"5333",1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
"6389",0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0
"6821",1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"89869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6533",0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1
"5288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"55350",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"5092",1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1
"5287",1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1
"23530",1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0
"5286",0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0
"8876",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
"79178",0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1
"5305",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8875",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
"64499",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6567",0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"7177",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1890",1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0
"27068",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"1636",0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"9365",1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"9331",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"55217",1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1
"7368",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"7296",1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1
"8613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5315",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"8611",1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0
"26063",0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"8612",1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1
"1666",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"874",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
"5498",1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
"11181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10901",1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1
"126410",1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"80162",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0
"7166",0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1
"8288",1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"2053",1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
"9588",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"121278",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8897",1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0
"4353",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8898",0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1
"169355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5625",0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"9152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9497",0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
"115584",1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"6575",0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0
"6916",1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0
"23761",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1
"6574",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"7054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142680",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9791",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"81490",1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
"10005",1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1
"3293",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1622",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"225",1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0
"10965",0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"28965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122970",1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
"10020",0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1
"23205",1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"5805",0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1
"26061",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
"112483",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1
"6303",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29880",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"54716",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7355",1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0
"6564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8566",1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1
"113235",1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"151531",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1200",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"2168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7358",1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1
"23169",0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
"51056",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7378",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"9390",0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0
"80146",1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0
"5184",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
"4891",1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1
"5168",0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1
"2944",0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0
"30061",1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
"84912",0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1
"248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64080",1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1
"4524",0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
"3906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65263",1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
"8608",0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"25796",1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
"5959",1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"7357",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"28982",0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1
"6120",1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
"11046",1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0
"54576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51109",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"157506",0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1
"54578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10864",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9356",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195814",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"112724",0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
"50700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"54658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"348932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57665",1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0
"120103",0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
"1080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85320",0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0
"145226",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"54600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222962",1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
