"","ImmProt_T8.EM_01","ImmProt_T8.EM_02","ImmProt_T8.EM_03","ImmProt_T8.EM_04","ImmProt_T8.EM_01_activated","ImmProt_T8.EM_02_activated","ImmProt_T8.EM_03_activated","ImmProt_T8.EM_04_activated"
"93183",0,0,0,0,0,0,0,0
"2936",0,0,0,0,0,0,0,0
"2876",1,1,1,1,1,1,1,1
"7001",1,1,1,1,1,1,1,1
"5052",1,1,1,1,1,1,1,1
"2879",1,1,1,1,1,1,1,1
"2877",NA,NA,NA,NA,NA,NA,NA,NA
"257202",NA,NA,NA,NA,NA,NA,NA,NA
"2878",0,0,0,1,1,0,0,1
"2882",0,1,0,1,1,0,0,1
"10935",1,1,1,1,1,1,1,1
"2937",1,1,1,1,1,0,1,1
"2678",1,1,0,0,0,0,1,0
"2679",NA,NA,NA,NA,NA,NA,NA,NA
"2983",1,0,1,0,1,0,0,0
"4881",NA,NA,NA,NA,NA,NA,NA,NA
"3000",0,1,1,0,0,0,0,1
"2974",NA,NA,NA,NA,NA,NA,NA,NA
"4882",NA,NA,NA,NA,NA,NA,NA,NA
"2986",NA,NA,NA,NA,NA,NA,NA,NA
"2982",1,1,0,1,1,0,1,0
"2984",NA,NA,NA,NA,NA,NA,NA,NA
"2977",NA,NA,NA,NA,NA,NA,NA,NA
"9615",NA,NA,NA,NA,NA,NA,NA,NA
"763",NA,NA,NA,NA,NA,NA,NA,NA
"11238",1,0,0,1,1,1,0,0
"23556",1,1,1,0,1,0,1,1
"55650",NA,NA,NA,NA,NA,NA,NA,NA
"53905",NA,NA,NA,NA,NA,NA,NA,NA
"50506",NA,NA,NA,NA,NA,NA,NA,NA
"343",NA,NA,NA,NA,NA,NA,NA,NA
"5281",NA,NA,NA,NA,NA,NA,NA,NA
"84720",0,1,0,1,1,0,1,1
"54872",0,1,1,0,0,1,0,1
"80235",NA,NA,NA,NA,NA,NA,NA,NA
"128869",1,1,0,0,1,1,1,0
"10026",0,1,1,0,1,0,1,1
"51604",0,1,0,0,1,0,0,1
"94005",1,1,0,0,1,0,1,0
"8733",0,1,0,0,0,0,0,1
"3028",1,1,1,1,1,1,1,1
"3033",1,1,1,1,1,1,1,1
"3037",NA,NA,NA,NA,NA,NA,NA,NA
"3038",NA,NA,NA,NA,NA,NA,NA,NA
"3036",NA,NA,NA,NA,NA,NA,NA,NA
"27235",NA,NA,NA,NA,NA,NA,NA,NA
"6522",1,1,0,0,0,1,1,1
"83697",NA,NA,NA,NA,NA,NA,NA,NA
"6521",0,0,1,1,0,0,0,0
"6508",NA,NA,NA,NA,NA,NA,NA,NA
"2645",NA,NA,NA,NA,NA,NA,NA,NA
"3098",1,1,1,1,1,1,1,1
"3099",1,0,0,1,1,0,1,1
"80201",NA,NA,NA,NA,NA,NA,NA,NA
"3101",0,0,0,0,0,0,0,0
"3081",0,1,0,0,0,0,0,0
"11112",1,1,1,1,1,1,1,1
"3067",0,0,0,0,0,0,0,0
"496",NA,NA,NA,NA,NA,NA,NA,NA
"495",0,0,0,0,0,0,0,0
"8942",1,1,1,0,1,0,0,0
"3157",0,1,1,0,1,0,0,1
"3158",NA,NA,NA,NA,NA,NA,NA,NA
"54511",NA,NA,NA,NA,NA,NA,NA,NA
"3155",1,1,1,1,1,0,1,0
"3162",1,0,1,1,0,1,0,0
"26062",NA,NA,NA,NA,NA,NA,NA,NA
"197257",0,0,0,0,0,0,0,0
"6448",1,0,1,0,0,1,0,1
"3290",0,0,0,0,1,0,0,0
"3291",NA,NA,NA,NA,NA,NA,NA,NA
"3292",NA,NA,NA,NA,NA,NA,NA,NA
"3294",NA,NA,NA,NA,NA,NA,NA,NA
"51478",0,0,1,1,1,1,0,0
"3283",NA,NA,NA,NA,NA,NA,NA,NA
"3284",NA,NA,NA,NA,NA,NA,NA,NA
"80270",0,0,0,0,0,0,0,1
"57026",0,0,1,0,0,0,0,1
"3419",1,1,1,1,1,1,1,1
"3421",1,1,0,1,1,0,0,1
"3420",1,1,1,1,1,1,1,1
"3417",1,1,1,1,1,1,1,1
"3418",1,1,1,1,1,1,1,1
"7173",NA,NA,NA,NA,NA,NA,NA,NA
"3425",0,0,1,0,1,1,1,0
"587",1,1,1,1,1,1,1,1
"8501",NA,NA,NA,NA,NA,NA,NA,NA
"55586",NA,NA,NA,NA,NA,NA,NA,NA
"114134",0,0,0,0,0,0,0,0
"6526",0,0,0,0,0,0,1,0
"3422",1,1,1,0,1,0,1,1
"91734",NA,NA,NA,NA,NA,NA,NA,NA
"160728",NA,NA,NA,NA,NA,NA,NA,NA
"8801",1,1,1,1,1,1,1,1
"8802",1,1,1,1,1,1,1,1
"8803",1,1,1,1,1,1,1,1
"9990",0,1,0,0,1,0,0,1
"6560",0,0,1,0,0,0,1,1
"57468",NA,NA,NA,NA,NA,NA,NA,NA
"3795",0,0,0,0,0,1,0,0
"84679",1,0,0,0,1,0,1,0
"23315",NA,NA,NA,NA,NA,NA,NA,NA
"8564",0,1,0,1,0,1,0,1
"3938",NA,NA,NA,NA,NA,NA,NA,NA
"53",1,1,1,0,0,1,0,1
"3931",0,0,0,1,0,0,0,0
"387775",NA,NA,NA,NA,NA,NA,NA,NA
"124637",NA,NA,NA,NA,NA,NA,NA,NA
"366",0,0,0,0,0,0,0,0
"11283",0,0,0,0,0,0,0,0
"4047",1,1,0,0,0,0,1,1
"1178",0,1,1,0,0,1,0,0
"5321",1,1,0,0,0,0,0,0
"29124",NA,NA,NA,NA,NA,NA,NA,NA
"51268",NA,NA,NA,NA,NA,NA,NA,NA
"4023",0,0,0,0,0,0,0,0
"1056",NA,NA,NA,NA,NA,NA,NA,NA
"3990",NA,NA,NA,NA,NA,NA,NA,NA
"80339",NA,NA,NA,NA,NA,NA,NA,NA
"11343",0,1,1,0,1,1,1,0
"50487",NA,NA,NA,NA,NA,NA,NA,NA
"9227",0,0,0,0,0,0,1,0
"6309",NA,NA,NA,NA,NA,NA,NA,NA
"4048",1,1,1,1,1,1,1,1
"4258",0,1,1,1,1,0,0,1
"4259",1,1,1,1,1,1,1,1
"4056",0,0,0,0,0,0,0,0
"2954",1,1,0,0,1,0,1,0
"2548",0,1,1,0,0,1,0,1
"56922",1,1,0,0,0,0,1,1
"64087",1,1,1,1,1,0,1,1
"23417",1,0,0,0,0,1,0,1
"4357",0,1,1,0,0,0,1,1
"4190",1,1,0,1,0,0,0,0
"4191",1,1,1,1,1,1,1,1
"4200",1,1,1,1,1,1,1,1
"4199",1,0,0,1,1,0,1,0
"10873",0,0,0,0,0,0,0,0
"3620",0,0,0,0,0,0,0,0
"1545",1,0,0,1,0,0,1,1
"1543",0,0,0,1,0,0,1,0
"1557",NA,NA,NA,NA,NA,NA,NA,NA
"1544",NA,NA,NA,NA,NA,NA,NA,NA
"27430",1,1,1,1,1,1,1,1
"4144",1,1,1,1,1,1,1,1
"4143",1,0,0,0,0,0,0,0
"4548",1,0,0,0,0,0,1,1
"4598",0,1,1,1,1,0,1,0
"8867",1,0,0,1,0,0,1,1
"3635",1,1,1,1,1,1,1,1
"3632",0,0,0,0,1,0,1,1
"3636",1,1,0,0,1,0,0,1
"27124",NA,NA,NA,NA,NA,NA,NA,NA
"3633",1,1,0,1,0,0,1,1
"56623",NA,NA,NA,NA,NA,NA,NA,NA
"3628",0,1,1,0,0,1,0,1
"3706",NA,NA,NA,NA,NA,NA,NA,NA
"3707",1,1,1,0,0,0,1,1
"80271",1,0,1,0,0,0,0,0
"51477",1,0,1,0,1,0,1,1
"8821",0,0,0,0,0,0,0,0
"3631",1,1,0,0,0,0,0,1
"2595",1,0,1,1,0,0,1,0
"84693",0,1,1,1,1,0,0,1
"4594",1,1,0,0,1,0,1,0
"80168",NA,NA,NA,NA,NA,NA,NA,NA
"116255",NA,NA,NA,NA,NA,NA,NA,NA
"4507",1,1,1,1,1,1,1,1
"10797",1,1,1,0,1,0,1,1
"56913",1,1,0,1,1,0,1,1
"91703",0,1,0,1,0,0,1,1
"443",NA,NA,NA,NA,NA,NA,NA,NA
"4668",0,1,1,1,1,0,1,1
"9498",NA,NA,NA,NA,NA,NA,NA,NA
"57282",0,0,0,0,1,1,0,0
"6528",NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,NA,NA,NA,NA,NA,NA
"476",1,1,1,1,1,1,1,1
"480",NA,NA,NA,NA,NA,NA,NA,NA
"483",1,1,1,1,1,1,1,1
"23439",NA,NA,NA,NA,NA,NA,NA,NA
"477",1,0,0,1,1,0,1,1
"481",1,1,0,1,1,0,0,0
"478",1,1,0,0,0,0,0,0
"6549",NA,NA,NA,NA,NA,NA,NA,NA
"6550",NA,NA,NA,NA,NA,NA,NA,NA
"6548",1,0,0,1,1,1,0,1
"84735",0,0,0,0,0,0,1,0
"55748",1,1,1,1,1,1,1,1
"6559",NA,NA,NA,NA,NA,NA,NA,NA
"57419",NA,NA,NA,NA,NA,NA,NA,NA
"123041",NA,NA,NA,NA,NA,NA,NA,NA
"9187",NA,NA,NA,NA,NA,NA,NA,NA
"25769",NA,NA,NA,NA,NA,NA,NA,NA
"124583",0,1,0,0,1,0,1,1
