"","GSM2859413","GSM2859441","GSM2859470","GSM2859499","GSM3109311","GSM3109312","GSM3109313","GSM3109314","GSM3109315","GSM3319754","GSM3319755","GSM3319793","GSM3319794","GSM3319828","GSM3319829","GSM3319863","GSM3319864"
"6648",1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0
"6647",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6697",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"6723",0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1
"6611",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"6713",0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1
"2222",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"6715",1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1
"6716",0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"15",1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
"6532",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"6487",0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
"10402",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"10610",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"81849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256435",1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"30815",0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"6489",0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1
"29906",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
"6391",1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0
"6390",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6392",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6389",0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0
"6821",0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"6533",1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1
"5092",0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1
"23530",1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0
"79178",0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1
"6567",1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"1890",1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0
"55217",0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1
"7296",1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1
"11181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80162",0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0
"7166",0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1
"121278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6916",0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0
"7054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10020",0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1
"29880",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"7355",1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0
"7358",0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1
"23169",1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
"80146",0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0
"5168",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
"84912",0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1
"3906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7357",1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"11046",0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0
"54576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54658",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1
"54577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7364",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"54490",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
"7367",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54963",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"7498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9942",0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
"64132",1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1
"64131",0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
"51181",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"64077",0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0
"5464",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"10724",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94033",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"2495",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1356",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2512",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1727",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"51706",0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1
"51700",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10587",0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1
"80347",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"84618",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"22978",1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1
"51251",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"93034",0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
"100526794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"3251",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"56954",1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1
"5313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102724197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92086",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2686",0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
"5211",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"1491",0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1
"2819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29925",0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1
"29926",0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"102724560",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"875",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"249",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
"22934",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"2766",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"51292",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"57571",0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
"8833",1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
"5538",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"641371",1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0
"11332",1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1
"55825",1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
"51102",0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1
"37",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132158",0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1
"641649",1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
"23475",1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"50484",0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0
"6240",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6241",1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
"3156",1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1
"79966",1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
"10588",0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0
"84890",0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1
"80025",1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0
"53354",0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"79646",1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1
"83594",1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
"7263",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"26275",1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1
"29920",0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
"7389",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1595",0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1
"130367",0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0
"10478",1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1
"23443",1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0
"64240",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"64241",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"284111",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"8435",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3988",1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
"377677",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"767",0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"765",1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
"759",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"760",0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"23632",1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"766",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"768",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"762",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"10057",0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1
"6556",1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"6568",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7779",0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
"54020",1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1
"215",1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
"5825",0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1
"641372",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"9045",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4017",0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
"84105",0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1
"25830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4025",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"54995",1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1
"93492",0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"1267",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"10249",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1573",1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"1580",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"199974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1555",0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
"1549",0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"57834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29785",1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93979",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"57094",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1358",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"7177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64499",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1636",0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"9365",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9331",0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"7368",0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0
"5315",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"1666",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"874",0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
"10901",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1
"126410",0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"2053",0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
"8897",0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0
"8898",1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1
"9152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9497",0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
"115584",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"6575",1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0
"6574",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"142680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1622",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"225",1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0
"28965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23205",0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"26061",1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
"54716",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"6564",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"113235",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1200",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"2168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51056",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9390",0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0
"5184",1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
"4891",0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1
"30061",0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0
"248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4524",1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
"25796",1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
"28982",1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1
"6120",1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
"10864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9376",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120103",1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1
"1080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85320",0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"222962",0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"10351",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"9429",1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
"55867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
"89872",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"360",1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0
"21",0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
"24",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"125206",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"200010",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6524",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"159963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55065",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"79581",0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1
"3767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10060",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"64220",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5948",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"949",1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
"29881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2350",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3248",1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0
"166929",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"56261",1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
"3658",0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1
"203",0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
"122481",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"159",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"122622",1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"11212",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"383",1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
"1371",1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
"1503",1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1
"56474",0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
"2987",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"5860",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
"9453",1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1
"2027",0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
"2026",1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0
"2023",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80308",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"7360",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2597",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9945",1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"2673",0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1
"2752",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"51557",0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
"1800",1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"2762",0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1
"2643",1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0
"761",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4284",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3145",1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1
"586",1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
"3614",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"3615",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
"682",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"4351",1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
"441024",1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
"100287639",0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"65220",0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
"389015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6553",0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"2821",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"5230",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"375056",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"5236",0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1
"55276",1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
"5373",1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1
"5372",1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0
"210",1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1
"60490",1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1
"79717",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"58510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153201",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5634",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"5631",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"221823",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"29968",1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
"5723",1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1
"55312",1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1
"6888",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"79896",1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
"84076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7086",1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1
"8277",0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
"27010",1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1
"7167",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"286016",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"2582",0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1
"6675",1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1
"91373",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"7390",0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1
"8170",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"6563",0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0
"374569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100507855",1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
"55191",0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
"132",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
"97",1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1
"98",1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
"112611",1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0
"51005",1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0
"471",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"435",1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
"171425",1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
"10007",0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1
"132789",1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1
"2584",1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1
"2585",1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1
"2592",1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
"5471",1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
"84264",1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1
"3034",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
