"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Fibroblasts","Follicular CD4 Tcells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"LGALS3BP",277,263,0,1,1,473,0,2,10,7,5,4,0,148,187,54,15,6831,31,7
"CANT1",35,15,0,1,0,9,0,0,6,3,1,1,0,3,8,8,16,1345,22,1
"C1QTNF1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,0
"C1QTNF1",5,35,0,0,0,10,0,0,1,0,0,0,0,0,74,0,0,116,13,18
"ENGASE",13,1,0,0,0,5,0,0,0,0,0,1,0,0,4,3,1,104,10,0
"RBFOX3",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0
"ENPP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CBX2",3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,73,6,0
"CBX8",10,7,0,1,0,1,1,0,1,0,0,1,0,0,1,3,0,115,2,0
"RP11-353N14.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"RP11-353N14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"CBX4",28,5,1,0,0,4,0,0,1,1,1,0,1,0,2,6,7,411,3,0
"RP11-353N14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,0,0
"RP11-353N14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"TBC1D16",8,15,0,0,0,8,1,1,0,0,0,0,0,0,7,0,0,103,10,0
"RP11-353N14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"CCDC40",1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,15,3,0
"GAA",220,27,1,0,0,35,0,0,1,2,0,3,0,5,5,30,4,341,37,0
"EIF4A3",131,51,0,4,3,44,1,2,14,12,6,6,1,11,31,39,32,1176,70,1
"RP11-334C17.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"CARD14",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,0,0
"RP11-334C17.5",12,3,0,0,0,2,0,0,3,0,1,0,0,0,1,1,3,68,2,0
"SGSH",20,7,1,0,0,12,0,0,0,2,3,0,0,2,6,2,2,98,14,0
"SLC26A11",19,5,0,0,0,7,0,0,0,2,1,0,0,0,0,0,6,55,15,1
"RNF213",268,34,18,4,7,47,4,1,41,29,14,24,6,11,16,81,117,1645,77,5
"CTD-2047H16.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CTD-2047H16.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"ENDOV",10,13,0,0,1,13,0,0,2,4,0,2,0,0,8,7,5,411,24,2
"CTD-2526A2.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RPTOR",6,6,1,1,0,0,0,0,1,0,2,1,0,1,1,0,0,85,9,0
"CTD-2561B21.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CHMP6",32,17,1,2,0,18,1,0,4,4,2,11,0,0,10,15,17,247,21,0
"CTD-2561B21.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"CTD-2561B21.11",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,3,0
"BAIAP2-AS1",21,3,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,127,6,0
"BAIAP2",47,7,0,0,0,19,1,0,0,1,1,2,0,3,1,4,0,842,21,0
"AATK",6,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,205,3,0
"CEP131",6,3,0,0,0,3,0,0,1,1,1,1,0,0,3,0,3,67,6,0
"ENTHD2",13,9,1,0,0,2,0,0,2,4,1,0,0,0,6,6,2,131,10,0
"C17orf89",64,70,1,5,1,75,4,5,13,7,8,9,5,20,40,21,34,1384,42,6
"SLC38A10",49,25,0,1,0,28,1,1,5,4,0,5,1,2,13,17,16,512,34,3
"RP11-455O6.8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00482",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,1,0
"TMEM105",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,47,0,0
"RP11-455O6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"RP11-1055B8.9",2,2,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,137,3,0
"RP11-1055B8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-1055B8.10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0
"RP11-1055B8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
"BAHCC1",5,5,0,0,0,3,0,0,0,0,0,0,0,0,5,2,0,59,13,2
"RP13-766D20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ACTG1",3055,1825,88,105,56,1205,114,11,434,402,127,161,44,656,983,1081,1122,46555,2577,109
"FSCN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"FAAP100",13,12,0,0,0,8,1,0,1,2,2,0,0,0,2,1,4,129,15,0
"NPLOC4",36,16,0,0,1,8,0,1,4,1,1,2,1,1,4,11,7,325,23,1
"TSPAN10",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8,1,1
"PDE6G",21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0
"OXLD1",42,31,2,0,0,26,1,3,5,5,6,5,1,4,17,22,15,807,44,1
"CCDC137",30,22,2,1,0,15,3,0,4,3,5,3,0,0,9,6,24,387,26,1
"ARL16",29,35,1,1,1,25,1,0,5,3,1,2,1,0,11,5,10,364,37,1
"HGS",43,29,1,2,0,19,4,2,0,3,2,4,1,3,14,14,13,590,43,3
"RP13-1032I1.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
"RP13-1032I1.7",4,1,0,0,0,1,1,0,1,1,1,2,0,0,3,3,3,73,1,2
"MRPL12",128,70,1,2,1,48,6,2,17,8,3,6,0,26,32,36,18,2818,69,3
"SLC25A10",11,1,0,0,0,2,0,0,1,2,0,0,0,2,1,4,3,331,4,0
"GCGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"FAM195B",150,105,2,5,7,72,1,0,17,17,1,7,0,5,46,59,34,309,85,5
"PPP1R27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"P4HB",548,514,10,13,4,243,3,3,27,21,12,22,2,140,138,123,55,7749,213,5
"RP11-498C9.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"RP11-498C9.3",1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ARHGDIA",314,160,10,14,8,103,12,1,44,22,21,13,7,66,75,94,87,4036,146,5
"RP11-498C9.15",2,0,0,0,0,2,0,0,0,0,0,0,0,1,3,1,0,95,3,0
"ALYREF",16,1,0,0,0,2,0,0,0,1,0,0,0,3,2,5,0,574,8,1
"ANAPC11",429,225,5,11,4,161,6,1,32,24,7,12,3,84,124,125,70,4016,178,14
"NPB",1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,31,0,0
"PCYT2",20,11,1,0,0,11,0,0,3,4,1,3,0,10,7,3,8,1009,12,1
"SIRT7",46,11,2,2,2,6,4,0,12,7,3,6,3,1,7,18,21,1074,15,2
"MAFG",24,8,1,0,0,5,0,0,0,1,1,0,0,0,8,9,2,310,9,0
"MAFG-AS1",1,4,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,46,4,0
"PYCR1",5,46,0,0,0,33,1,0,1,0,1,1,0,8,3,1,2,932,10,1
"RP11-498C9.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"MYADML2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
"NOTUM",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"ASPSCR1",37,18,0,0,0,9,1,0,3,2,1,2,0,2,8,7,8,331,14,1
"STRA13",141,59,3,4,3,27,0,0,10,5,11,2,2,25,24,43,24,2062,64,3
"LRRC45",14,5,0,0,0,5,0,0,3,0,2,1,1,0,3,5,4,93,9,0
"RAC3",1,3,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,38,1,0
"DCXR",108,47,2,6,1,34,5,3,21,12,7,10,2,18,20,36,27,1155,20,4
"RP13-650J16.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RFNG",19,11,1,1,0,7,0,0,1,0,0,0,0,0,0,2,0,105,7,0
"GPS1",79,33,1,2,2,25,3,1,9,7,4,6,0,9,16,18,15,657,33,2
"DUS1L",30,8,0,0,0,8,1,0,1,2,2,1,0,4,6,4,3,822,17,0
"FASN",19,17,0,0,0,10,1,0,1,1,0,1,0,12,6,2,3,983,20,0
"CCDC57",40,3,1,4,2,2,1,3,9,9,6,1,0,9,4,14,26,574,5,1
"RP13-516M14.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SLC16A3",541,228,1,2,0,22,3,0,5,3,1,10,1,23,12,164,22,2242,98,0
"CSNK1D",103,22,5,3,0,17,3,2,14,9,1,5,0,4,15,31,30,838,47,1
"RP13-516M14.10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP13-516M14.4",6,2,0,0,0,0,0,0,3,3,0,3,0,2,0,4,2,11,0,0
"RP13-516M14.1",6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,22,7,1
"CD7",13,1,3,109,16,5,73,0,175,207,45,180,10,1,2,6,615,55,3,1
"SECTM1",40,1,0,0,0,4,0,0,0,0,0,0,0,1,4,24,1,128,5,0
"RP13-20L14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"OGFOD3",37,18,2,1,0,26,1,1,4,4,0,5,0,10,17,9,7,378,19,2
"HEXDC",21,1,0,1,1,2,1,0,0,3,1,2,0,0,3,6,5,130,3,0
"C17orf62",147,37,3,8,2,38,6,0,18,15,5,12,2,1,13,28,53,314,40,2
"RP13-20L14.6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
"NARF",74,41,2,3,1,21,3,1,12,12,2,6,1,1,16,22,24,663,62,2
"FOXK2",24,4,0,0,0,7,0,0,1,0,0,0,0,0,1,5,0,233,16,2
"RP13-638C3.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0
"WDR45B",71,28,0,2,2,25,2,0,6,3,5,2,0,8,18,13,24,1350,52,4
"RAB40B",8,14,1,0,1,19,1,0,1,1,0,1,0,5,10,4,1,862,9,0
"FN3KRP",21,10,0,2,1,15,0,1,7,5,0,2,1,1,4,3,10,269,14,1
"FN3K",9,2,1,0,0,2,0,0,0,0,0,0,0,0,6,1,1,123,5,2
"TBCD",54,17,2,10,3,10,2,0,11,21,2,15,1,6,2,13,17,474,94,0
"ZNF750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"B3GNTL1",11,2,1,0,0,3,0,0,0,0,0,0,0,0,1,1,3,86,3,0
"METRNL",145,14,0,0,0,9,0,1,1,2,0,2,1,1,2,32,3,502,9,0
"AC144831.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0
"AC144831.1",2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,0
"AP005530.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"USP14",80,21,3,3,1,25,4,1,10,3,1,4,0,3,15,19,18,712,34,1
"THOC1",30,4,0,1,0,8,0,0,3,2,1,5,1,0,4,2,4,179,13,2
"RP11-705O1.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"COLEC12",83,10,0,0,0,50,0,0,0,0,2,0,0,0,0,1,0,16,2,0
"CLUL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-806L2.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TYMS",13,11,0,1,0,4,0,1,2,1,0,1,0,7,29,3,4,608,21,0
"ENOSF1",44,14,1,0,0,14,0,0,5,0,3,2,0,5,6,8,7,715,6,0
"YES1",11,11,1,0,0,13,0,0,1,0,0,3,0,1,7,0,3,465,48,1
"RP11-672L10.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"ADCYAP1",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-161I6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"METTL4",6,3,2,0,0,8,0,0,6,2,3,0,0,1,4,3,5,110,11,0
"NDC80",3,3,0,1,0,3,1,1,3,2,2,1,1,0,20,1,6,147,1,0
"SMCHD1",61,16,2,2,4,14,1,1,25,17,28,13,0,2,13,23,38,635,34,1
"RP11-703M24.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EMILIN2",158,3,0,0,0,6,1,0,0,1,0,0,0,0,4,39,1,113,1,0
"LPIN2",35,14,9,2,1,14,2,0,17,9,4,11,3,1,6,7,36,427,8,3
"RP11-737O24.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-737O24.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-737O24.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"MYOM1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,6,0,4
"RP13-270P17.3",6,2,0,0,0,3,0,0,2,1,0,0,0,0,2,2,1,33,3,0
"MYL12A",1654,544,45,50,35,302,62,20,245,192,82,114,25,386,387,541,455,18075,966,31
"RP13-270P17.1",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,0,0
"MYL12B",907,478,27,40,16,315,43,11,152,144,52,83,16,515,269,342,299,19426,851,32
"TGIF1",171,105,5,1,0,36,7,0,7,10,2,7,2,3,13,56,27,795,33,0
"GAPLINC",116,4,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,20,4,0
"DLGAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"DLGAP1-AS1",27,20,2,2,0,4,6,3,17,7,5,4,1,1,7,8,53,84,3,5
"DLGAP1-AS2",5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,24,0,0
"RP11-874J12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DLGAP1-AS5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RP11-835E18.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LINC00526",1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,0
"LINC00667",22,26,0,1,1,23,0,0,1,3,6,2,0,0,13,6,9,7,20,2
"ZBTB14",16,0,2,0,0,1,1,0,2,1,0,2,0,0,2,1,10,76,5,1
"CTD-3096M3.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPB41L3",237,2,0,0,0,14,0,0,0,0,0,0,0,0,0,37,0,7,20,1
"TMEM200C",0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3MBTL4",4,0,0,0,1,4,0,0,0,0,0,3,0,0,0,1,1,0,0,1
"L3MBTL4-AS1",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"RP11-91I8.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP28",0,4,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC00668",4,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,383,1,0
"LAMA1",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0
"PTPRM",18,11,1,0,0,7,0,0,1,0,0,0,0,0,2,1,1,44,101,1
"RAB12",8,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,63,5,0
"GACAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"MTCL1",1,2,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,198,4,0
"NDUFV2",436,180,5,5,5,106,6,8,36,22,13,11,5,42,75,145,129,4377,123,16
"NDUFV2-AS1",2,1,0,0,0,0,0,0,3,1,2,0,1,0,0,0,2,13,0,0
"ANKRD12",224,54,8,10,6,48,16,1,46,32,25,10,5,1,47,72,100,976,64,6
"TWSG1",30,41,0,0,0,32,0,0,1,0,0,1,0,1,31,5,1,116,30,5
"RALBP1",90,41,0,0,2,38,5,1,11,10,4,6,2,6,43,20,29,1260,100,5
"PPP4R1",27,10,0,1,0,11,0,0,0,0,1,0,0,3,12,4,6,242,28,1
"RAB31",603,230,0,0,1,90,0,0,0,2,0,1,0,1,56,133,0,18,15,4
"RP11-474N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"VAPA",441,160,5,9,4,145,7,5,41,37,12,15,4,15,87,137,76,3737,180,13
"LINC01254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"APCDD1",0,13,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,2,14,0
"NAPG",26,17,1,0,0,14,0,0,2,4,0,2,1,8,11,9,10,514,21,1
"RP11-883A18.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-856M7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0
"PIEZO2",0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1,3,0
"GNAL",4,4,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,16,3,1
"CHMP1B",236,42,5,5,1,49,2,0,19,6,6,9,1,2,27,68,41,910,70,4
"RP11-78A19.3",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0
"MPPE1",33,8,0,3,1,15,1,2,7,2,2,4,1,9,11,8,14,388,29,1
"RP11-820I16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,1,0
"RP11-820I16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IMPA2",8,8,0,0,0,6,0,0,2,1,0,0,0,4,4,7,4,831,8,1
"RP11-820I16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ANKRD62",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"TUBB6",50,85,1,0,0,79,0,0,0,0,0,1,0,0,47,12,2,15,148,9
"AFG3L2",55,24,4,5,0,9,2,1,0,5,3,2,1,1,10,6,6,809,20,2
"PRELID3A",4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,14,4,0
"RP11-861E21.2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"SPIRE1",13,6,0,0,1,4,0,0,1,0,0,1,0,0,2,0,0,140,7,0
"PSMG2",187,54,2,4,2,105,2,1,21,21,14,10,1,19,69,54,41,1675,69,4
"CEP76",6,2,0,0,0,2,0,0,0,0,0,0,0,0,5,1,1,62,5,0
"RP11-973H7.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RP11-973H7.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PTPN2",136,27,1,7,3,15,3,2,11,8,9,18,0,1,10,59,27,384,14,2
"SEH1L",31,6,3,1,0,8,0,1,4,1,2,2,0,3,8,7,4,409,19,0
"CEP192",14,1,0,0,1,6,0,0,3,2,1,3,0,0,5,2,6,108,10,0
"LDLRAD4",30,5,1,8,1,17,1,1,12,15,2,10,0,0,2,17,14,40,5,2
"LDLRAD4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-53B2.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-53B2.4",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM210A",24,7,2,1,0,8,0,0,1,1,1,0,0,1,4,10,4,281,10,0
"RNMT",109,39,2,4,2,30,0,3,6,7,4,2,0,1,23,31,21,619,50,0
"MC2R",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF519",2,1,0,0,0,1,0,0,4,1,1,0,0,0,0,1,2,40,4,0
"CYP4F35P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0
"RP11-1157N2--B.2",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
"LINC01443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ROCK1",193,57,5,7,2,48,7,0,14,19,11,14,3,1,76,63,60,872,76,14
"GREB1L",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESCO1",23,12,0,0,0,4,2,0,8,3,3,4,0,1,3,4,15,200,9,0
"SNRPD1",286,130,10,9,3,85,9,0,40,17,12,8,2,23,54,84,53,5589,200,7
"ABHD3",54,7,0,4,0,8,2,0,8,8,4,4,1,9,9,15,24,850,4,1
"MIB1",19,17,0,1,0,9,0,0,3,2,1,1,1,0,5,7,1,217,31,1
"RP11-595B24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
"GATA6-AS1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,2,0
"GATA6",1,4,0,0,0,5,0,0,0,0,0,0,0,2,1,1,2,339,1,0
"RP11-627G18.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-535A5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"CTAGE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-739L10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0
"RP11-370A5.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0
"RBBP8",30,3,0,2,0,7,1,0,1,0,0,2,0,2,6,5,3,394,13,0
"CABLES1",1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,92,6,0
"TMEM241",3,1,0,0,0,4,0,0,0,0,0,2,0,1,2,2,0,52,4,0
"RP11-17J14.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"RIOK3",78,18,1,1,2,15,1,0,4,2,3,5,1,13,12,20,18,1383,35,1
"C18orf8",32,13,0,0,1,6,0,0,4,4,3,2,0,0,4,9,7,159,6,0
"NPC1",75,13,0,1,0,1,1,0,1,0,0,1,1,1,3,5,3,173,18,1
"ANKRD29",18,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,2,16,1
"LAMA3",7,1,0,1,0,0,0,0,1,1,0,0,0,10,5,2,0,1124,11,0
"TTC39C",31,9,6,3,1,13,5,0,28,7,9,8,1,0,5,8,64,96,4,0
"TTC39C-AS1",1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,7,0,0,0
"CABYR",1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"RP11-799B12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
"OSBPL1A",72,18,0,0,0,24,0,1,0,0,0,0,0,4,21,6,0,316,21,6
"RP11-621L6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"IMPACT",38,8,0,1,0,12,0,0,3,2,1,2,0,5,8,14,2,321,19,1
"HRH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"RP11-449D8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"ZNF521",0,20,0,0,0,18,0,0,0,0,0,0,0,0,2,0,1,0,32,0
"SS18",44,40,1,0,1,16,3,0,7,6,0,4,1,0,14,17,12,379,33,7
"TAF4B",0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,40,5,1
"KCTD1",0,5,0,0,0,4,0,0,0,0,0,0,0,0,4,1,1,94,3,0
"RP11-17A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"CHST9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH2",0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DSC3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DSC2",94,4,0,0,1,2,1,1,2,1,1,0,0,6,2,17,1,1702,3,0
"DSCAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-408H20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"DSG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"DSG1-AS1",3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,54,0,0
"DSG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"DSG3",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,249,0,0
"RP11-650P15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"DSG2",28,19,0,1,0,1,2,0,1,3,1,1,1,21,3,6,5,3899,5,1
"TTR",0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,108,0,0
"B4GALT6",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,82,3,0
"RP11-549B18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"TRAPPC8",34,10,0,0,0,9,0,0,2,3,0,2,1,0,3,11,4,224,20,2
"RP11-210K20.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
"RP11-326K13.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0
"RNF125",11,1,1,1,0,0,2,0,8,5,3,2,1,1,0,7,4,61,21,0
"RP11-53I6.3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,1,0
"RNF138",37,5,2,0,0,5,1,1,4,4,4,5,0,1,2,9,9,365,13,1
"RP11-53I6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GAREM1",2,2,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,130,1,0
"MEP1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
"AC021224.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"KLHL14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CCDC178",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"NOL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
