"","Anti-inflammatory macro/mono","CAFs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Vascular ECs","VSMCs"
"ZNF556",1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ZNF57",2,1,0,0,13,0,0,0,0,1,0,0,0,0,0,10,0,0,3,1,0
"AC006277.2",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF77",1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1
"TLE6",2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"TLE2",4,1,0,2,17,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0
"AES",85,35,7,19,634,4,16,4,0,47,26,12,14,20,1,172,7,0,36,35,9
"AC005944.2",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"GNA11",3,2,0,2,111,0,0,1,0,0,0,1,0,0,0,85,2,1,1,14,6
"GNA15",38,0,1,0,2,0,2,0,0,4,0,0,0,0,0,4,0,0,18,0,0
"AC005264.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"S1PR4",4,0,2,0,3,0,5,0,0,18,8,0,4,6,2,1,0,0,16,3,0
"NCLN",8,3,3,1,99,0,2,0,0,3,4,3,0,2,0,48,1,0,14,1,1
"CELF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"NFIC",76,30,5,13,1529,0,0,2,1,6,8,18,1,3,0,54,11,2,17,25,29
"SMIM24",0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,49,0,0,0,0,0
"DOHH",8,1,0,1,82,0,2,3,1,8,6,1,1,1,0,21,2,0,6,4,5
"FZR1",7,1,4,1,58,0,0,1,0,3,3,1,0,0,1,24,2,0,3,0,1
"MFSD12",27,3,8,2,47,0,0,0,0,3,0,4,1,2,0,7,0,1,11,2,0
"AC005786.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMG20B",25,7,10,12,254,1,2,7,0,14,6,16,1,4,1,81,4,1,19,9,10
"GIPC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TBXA2R",0,0,0,0,49,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,7
"CACTIN",1,1,0,1,29,0,3,2,0,2,2,0,0,2,0,7,0,0,3,1,1
"PIP5K1C",11,0,2,1,71,0,2,2,0,1,1,2,0,1,0,7,0,0,9,9,4
"TJP3",1,0,0,0,10,0,1,1,0,6,3,0,0,0,0,102,0,0,0,0,0
"APBA3",5,1,0,0,58,1,2,0,0,3,4,0,2,2,0,10,1,0,3,2,1
"AC005954.4",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MRPL54",94,27,17,8,493,2,8,8,3,28,12,11,3,9,4,185,3,0,89,16,29
"MATK",3,0,0,0,4,5,1,0,2,14,17,0,0,34,4,39,0,0,0,4,0
"ZFR2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ATCAY",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NMRK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DAPK3",8,10,2,5,180,0,0,2,0,3,0,9,0,0,0,17,4,1,8,9,22
"EEF2",361,298,127,88,7656,17,78,65,8,273,146,49,30,49,7,1274,68,26,318,137,197
"PIAS4",4,1,0,2,56,0,2,1,1,3,0,1,0,0,0,14,2,1,7,1,6
"ZBTB7A",21,7,1,2,133,0,0,1,0,8,6,2,0,2,2,69,2,0,15,8,2
"MAP2K2",21,4,6,2,89,0,2,6,0,2,6,2,1,1,0,103,3,0,16,3,5
"CREB3L3",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"SIRT6",14,4,4,1,93,1,1,2,0,7,3,4,1,1,0,44,1,1,10,6,7
"ANKRD24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EBI3",38,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CCDC94",15,5,3,5,94,1,1,2,0,4,4,2,1,2,0,17,1,0,11,4,2
"SHD",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0
"TMIGD2",0,0,0,0,7,4,27,0,0,93,16,0,0,19,3,2,0,0,0,0,0
"FSD1",0,0,0,0,1,0,6,0,0,8,2,0,0,1,0,1,0,0,0,0,0
"STAP2",3,10,0,1,37,1,1,5,0,3,2,0,0,1,0,247,1,0,1,3,1
"MPND",6,2,1,1,29,0,0,1,0,0,2,0,0,1,1,34,1,0,6,3,3
"AC007292.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC007292.3",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"SH3GL1",24,0,4,2,197,0,0,3,0,6,2,2,1,1,0,17,1,0,6,4,4
"AC007292.6",1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAF1A",5,0,2,0,22,0,1,0,0,1,0,1,0,0,0,11,2,0,4,0,0
"UBXN6",28,24,8,13,490,0,3,3,0,5,7,5,0,3,0,77,4,0,28,8,12
"CTB-50L17.16",0,0,0,1,4,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1
"CTB-50L17.10",10,5,1,7,133,1,1,1,0,3,2,3,1,3,0,27,1,0,9,2,1
"PLIN4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"PLIN5",0,1,0,0,1,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0
"CTB-50L17.14",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0
"LRG1",0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,30,0,0,2,6,0
"SEMA6B",18,0,3,0,9,0,0,1,0,1,0,0,0,0,0,2,0,1,3,9,2
"TNFAIP8L1",8,0,3,0,19,0,0,7,0,2,2,4,0,0,0,16,2,0,2,13,0
"MYDGF",112,31,27,35,1654,3,8,23,4,24,14,4,1,20,4,254,11,15,54,29,21
"AC005339.2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DPP9",17,2,3,0,49,0,1,0,1,2,6,1,0,1,1,21,1,0,3,2,4
"MIR7-3HG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"AC005523.3",0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FEM1A",4,2,0,3,47,0,2,0,0,2,2,1,0,2,0,12,1,0,5,3,2
"AC005523.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"TICAM1",13,4,1,0,83,0,0,1,0,4,3,0,1,0,0,29,0,0,13,2,2
"CTC-518P12.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLIN3",40,4,2,5,435,1,3,4,0,9,2,2,0,1,0,57,2,0,43,2,7
"ARRDC5",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"UHRF1",0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"KDM4B",8,4,6,0,55,0,0,0,0,3,2,1,0,2,0,13,1,0,6,2,2
"PTPRS",1,5,0,9,279,0,0,1,0,0,0,6,0,0,0,2,2,0,0,0,7
"TINCR",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0
"SAFB2",29,8,8,6,172,2,7,3,1,13,14,5,1,5,0,45,3,0,15,12,7
"SAFB",25,8,4,3,218,0,4,3,2,13,12,2,1,5,0,53,5,1,15,10,7
"RPL36",2334,978,475,176,14084,57,259,332,48,813,528,112,131,178,38,6367,147,46,1214,541,310
"C19orf70",102,24,28,55,937,4,11,15,4,35,22,20,5,12,1,346,9,1,75,32,41
"HSD11B1L",2,0,1,1,59,0,0,0,0,0,0,1,0,0,0,3,2,0,0,4,3
"LONP1",9,2,0,2,79,0,0,1,0,2,0,0,0,0,1,33,1,0,4,1,5
"PRR22",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"DUS3L",5,2,3,1,64,0,0,1,0,2,3,0,1,2,0,8,1,0,5,2,1
"NRTN",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"FUT6",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0
"FUT3",3,1,0,0,14,0,1,0,0,0,0,0,0,0,0,104,0,0,1,0,1
"AC024592.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"AC024592.12",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDUFA11",236,82,53,49,2057,7,13,26,4,56,36,49,9,18,5,465,19,6,200,63,89
"VMAC",3,1,1,0,46,1,1,0,0,1,2,0,0,1,0,11,1,0,4,0,2
"AC104532.4",1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAPS",6,1,0,18,49,0,1,2,0,1,0,1,0,0,0,20,0,1,1,1,0
"RANBP3",17,5,2,3,183,0,2,1,0,4,5,0,0,1,2,25,3,0,8,8,11
"CTC-232P5.1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFX2",7,1,0,3,60,0,0,1,0,1,0,2,0,0,0,3,0,0,3,1,1
"CTC-232P5.3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLLT1",7,7,1,4,71,0,0,2,3,2,0,0,2,1,0,14,1,0,10,4,3
"CTC-503J8.4",0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ACER1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CLPP",26,11,9,6,354,4,9,10,2,23,10,5,0,6,0,88,3,4,24,13,7
"ALKBH7",114,56,31,12,694,1,4,8,3,27,28,18,3,7,0,424,10,4,72,19,29
"PSPN",0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,1
"GTF2F1",30,13,5,2,282,1,5,9,0,13,8,2,1,1,1,46,1,1,15,8,12
"KHSRP",34,7,4,4,149,0,3,0,0,3,3,3,0,0,1,64,1,0,14,12,4
"SLC25A23",2,11,1,3,100,0,2,0,0,1,1,3,0,0,0,56,4,1,1,2,9
"CRB3",2,7,0,0,3,0,0,0,0,1,0,0,0,0,0,58,0,0,0,0,0
"DENND1C",7,1,1,1,2,2,8,0,0,6,11,0,0,1,2,1,0,0,8,2,0
"CTD-2396E7.11",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1
"TUBB4A",0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TNFSF9",4,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
"CD70",2,0,0,0,263,0,1,0,0,9,5,0,0,1,0,0,0,0,1,0,0
"TNFSF14",0,3,2,0,7,1,6,0,0,14,10,0,0,8,1,1,0,0,6,0,0
"C3",35,1232,2,2,3654,2,0,0,0,4,3,1,0,3,0,24,7,2,10,2,2
"GPR108",39,6,9,11,305,0,6,6,0,25,15,1,2,4,0,53,6,2,36,14,8
"TRIP10",11,4,2,5,575,0,1,3,0,0,1,1,1,0,0,44,3,0,3,5,10
"SH2D3A",1,0,0,0,11,1,1,0,0,0,2,0,3,3,0,26,0,0,0,0,1
"VAV1",33,0,5,0,1,0,1,0,1,11,13,0,1,1,0,7,0,1,24,0,1
"ADGRE1",3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"ZNF557",5,1,3,2,38,0,3,1,1,5,3,0,0,0,0,6,0,0,2,0,1
"INSR",12,8,1,8,161,0,0,1,0,1,0,3,0,0,0,52,0,2,17,25,7
"CTB-133G6.1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ARHGEF18",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PEX11G",1,0,0,2,37,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1
"C19orf45",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZNF358",26,5,1,0,136,0,0,2,0,1,0,2,0,0,1,24,2,0,1,3,4
"MCOLN1",55,2,4,2,180,0,0,0,0,1,1,1,0,0,0,17,1,0,30,3,5
"PNPLA6",25,0,7,5,41,0,1,1,0,3,0,2,1,1,0,17,2,0,19,10,2
"CAMSAP3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1
"XAB2",9,6,1,9,182,0,1,1,0,4,5,3,0,2,0,26,3,0,10,5,6
"PET100",101,12,14,17,481,4,7,12,5,27,24,8,2,11,3,171,7,4,60,15,18
"CTD-3214H19.4",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
"PCP2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STXBP2",54,10,20,1,16,0,4,0,1,15,21,0,0,8,4,83,1,0,76,2,0
"RETN",7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
"MCEMP1",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"TRAPPC5",9,1,0,0,33,0,0,1,0,0,0,0,0,0,0,6,0,0,8,1,1
"FCER2",20,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0
"CLEC4G",51,0,3,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,8,0,0
"CD209",170,0,15,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,13,0,0
"CLEC4M",1,12,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"EVI5L",2,0,1,0,13,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"PRR36",0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CTD-3193O13.11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC8E",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"CTD-3193O13.12",0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
"MAP2K7",25,4,4,4,161,0,3,1,0,11,6,0,2,2,2,35,3,1,17,8,8
"CTD-3193O13.13",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGFBR3L",1,0,0,0,1,0,0,0,0,2,9,0,0,0,0,0,0,1,0,0,0
"CTD-3193O13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SNAPC2",14,2,8,0,159,1,2,0,0,5,3,5,1,1,0,8,2,0,17,7,9
"CTXN1",0,8,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"TIMM44",11,7,2,1,153,0,0,3,1,5,2,2,0,1,0,53,4,1,9,7,12
"ELAVL1",35,6,7,7,173,2,2,2,0,9,7,4,2,1,1,33,3,0,30,15,7
"CTD-2325M2.1",1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCL25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CERS4",19,4,2,15,293,1,4,5,1,13,1,3,1,9,0,0,2,0,4,3,1
"CD320",8,8,1,6,419,2,4,6,0,8,4,3,0,6,0,95,3,0,1,178,5
"NDUFA7",19,5,6,7,95,2,0,2,0,6,7,2,1,2,0,76,2,2,21,10,15
"RPS28",3482,1359,695,258,18258,71,307,491,87,1074,708,140,147,278,57,6815,167,66,1970,778,463
"KANK3",0,0,0,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,13,0
"ANGPTL4",2,3,0,8,213,0,0,1,0,0,0,4,0,0,0,3,11,0,0,0,6
"RAB11B-AS1",5,2,0,4,118,0,0,1,0,0,1,2,0,0,0,12,0,0,5,6,3
"RAB11B",48,20,10,10,512,1,7,10,0,20,6,4,2,9,1,86,7,3,41,18,19
"MARCH2",27,0,5,7,150,0,0,4,0,13,3,4,0,2,0,10,2,0,14,5,10
"RP11-886P16.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPM",86,21,17,15,571,1,14,11,2,37,33,17,2,19,4,173,13,1,66,26,32
"PRAM1",2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
"ZNF414",7,1,1,1,58,0,0,0,0,1,3,1,1,1,0,14,0,0,5,0,1
"MYO1F",68,1,26,1,13,2,9,0,0,27,16,0,3,26,5,7,0,1,71,1,0
"ADAMTS10",5,0,0,2,23,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0
"ZNF558",2,1,0,0,16,0,0,1,0,0,1,0,0,0,0,7,0,0,2,0,1
"MUC16",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF317",7,0,0,0,28,0,1,0,0,1,3,0,0,0,0,12,0,0,4,0,1
"CTC-325H20.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF699",3,0,0,1,13,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1
"ZNF559",13,0,2,1,90,0,0,1,0,3,2,0,0,1,0,6,1,0,1,4,1
"ZNF266",7,3,1,0,25,0,0,2,0,1,3,1,1,1,0,7,1,0,3,1,1
"ZNF426",10,1,0,5,88,0,0,2,0,4,0,1,0,1,0,6,4,0,3,3,3
"CTC-543D15.8",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZNF121",6,3,2,2,42,1,1,2,0,1,5,1,0,0,0,14,1,0,6,2,1
"ZNF561",9,5,0,1,50,0,1,2,0,1,2,0,0,0,0,13,3,0,2,2,1
"ZNF562",20,2,5,2,41,0,0,2,0,3,2,0,0,0,0,18,3,1,4,2,2
"ZNF812P",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-3116E22.8",8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF846",9,7,1,0,53,0,1,1,0,0,1,0,0,1,0,7,0,0,2,2,2
"CTD-2623N2.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FBXL12",6,6,1,7,162,0,0,1,1,4,2,1,0,0,0,22,3,1,4,6,7
"UBL5",397,101,76,70,2489,11,44,42,11,123,76,44,6,37,3,700,42,6,308,91,133
"CTD-2623N2.11",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PIN1",55,10,8,13,716,1,8,8,2,27,33,16,2,7,2,72,6,2,51,19,41
"OLFM2",0,1,0,0,29,0,1,0,0,8,4,0,1,0,0,0,4,0,0,1,0
"COL5A3",0,0,0,5,27,0,0,0,0,2,0,0,0,0,0,2,10,0,1,0,0
"C19orf66",16,7,5,19,284,5,9,7,0,21,22,3,2,5,1,20,6,2,9,14,4
"ANGPTL6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPAN",11,6,6,0,67,0,5,2,0,10,4,1,1,5,0,22,2,0,9,2,2
"P2RY11",7,0,0,0,1,1,0,0,0,11,5,0,0,2,0,3,0,0,1,0,0
"EIF3G",183,55,48,27,1682,4,30,28,6,70,42,20,4,42,1,261,20,6,175,54,59
"DNMT1",38,1,15,6,172,1,2,3,0,18,12,0,1,12,1,36,0,1,34,9,2
"S1PR2",6,3,0,4,185,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0
"MRPL4",35,14,8,9,260,2,1,3,1,9,6,7,0,4,0,128,2,1,30,11,19
"ICAM1",45,1,3,0,41,0,0,1,0,6,4,0,0,1,0,2,0,0,31,28,0
"ICAM4",3,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0
"ICAM5",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ZGLP1",11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,0
"CTD-2369P2.10",2,1,1,0,9,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"FDX1L",17,3,2,1,158,0,0,4,0,4,2,1,0,1,0,9,0,1,6,0,7
"RAVER1",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"AC114271.2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ICAM3",4,3,3,2,93,10,25,2,1,70,58,1,12,29,5,47,1,10,54,6,1
"TYK2",12,1,4,1,56,3,0,1,0,3,2,0,0,1,0,14,2,0,13,5,0
"CDC37",83,18,26,19,592,4,26,17,3,56,34,10,2,9,5,120,9,2,80,89,46
"PDE4A",9,0,3,1,83,1,2,1,0,4,5,0,0,3,0,16,2,1,15,4,1
"KEAP1",12,5,3,3,256,1,2,5,0,6,7,1,0,1,0,38,2,0,8,6,6
"S1PR5",0,0,0,0,1,0,0,0,0,0,1,0,0,15,4,1,0,0,0,0,1
"ATG4D",4,1,3,1,44,0,1,0,0,9,6,1,0,4,2,42,0,0,8,1,2
"KRI1",8,1,2,1,61,0,2,2,0,4,3,0,0,1,0,10,0,1,7,2,2
"CDKN2D",3,0,1,3,26,1,3,0,0,5,5,0,2,9,3,13,4,0,21,3,3
"AP1M2",0,27,0,0,3,0,0,0,0,1,0,0,0,0,0,153,0,0,0,0,0
"SLC44A2",4,6,0,21,65,2,2,3,0,4,6,1,2,3,0,31,1,0,6,21,14
"ILF3-AS1",27,6,6,7,204,0,5,4,6,13,4,0,1,8,1,45,2,2,51,7,10
"ILF3",46,9,9,9,280,1,11,5,2,18,14,5,1,2,2,91,3,0,19,9,14
"QTRT1",15,10,3,8,281,1,2,7,0,7,5,5,1,1,0,266,3,4,11,6,3
"DNM2",42,4,6,2,77,0,3,2,0,16,3,3,1,6,0,103,0,2,21,7,6
"TMED1",16,5,1,7,392,1,0,2,0,1,1,7,2,0,0,23,4,0,9,11,9
"C19orf38",15,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,59,0,0
"CARM1",20,1,5,2,101,0,0,0,0,3,2,1,0,0,0,26,0,0,16,1,2
"YIPF2",16,10,6,6,487,0,3,6,0,6,7,2,1,3,1,45,4,4,9,6,7
"C19orf52",3,2,2,5,114,1,1,0,0,6,2,2,1,1,1,24,2,0,7,6,3
"SMARCA4",17,6,4,4,107,1,6,1,0,11,6,1,0,2,1,46,1,0,18,11,6
"LDLR",7,5,1,1,24,0,1,1,0,0,1,0,0,0,0,45,0,0,1,18,1
"SPC24",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0
"KANK2",10,4,1,7,350,0,0,2,0,0,0,18,0,0,0,2,7,0,1,1,43
"DOCK6",0,0,0,0,28,0,0,6,0,0,0,2,0,0,0,8,5,0,1,13,1
"CTC-510F12.2",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CTC-510F12.7",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANGPTL8",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB3D",6,1,1,0,41,0,0,3,0,0,0,1,0,0,0,12,0,0,18,2,2
"TMEM205",47,33,12,15,717,0,0,22,0,8,5,5,2,9,0,103,6,4,36,23,14
"CCDC159",12,2,1,0,70,1,1,0,0,7,3,2,0,3,0,16,0,0,15,2,5
"PLPPR2",6,0,0,4,139,0,0,1,0,1,0,4,0,0,0,0,1,0,6,2,2
"CTD-2342J14.6",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SWSAP1",5,1,2,1,20,0,1,2,1,4,1,0,0,0,0,16,1,0,6,2,2
"EPOR",4,0,0,3,50,0,1,0,0,6,2,0,0,0,0,1,2,0,1,2,0
"RGL3",1,1,0,4,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
"CCDC151",13,1,1,4,16,0,0,1,0,0,0,1,0,0,0,0,2,0,6,1,2
"PRKCSH",61,29,9,12,749,1,2,7,2,15,10,1,1,5,2,140,8,4,32,17,12
"ELAVL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF653",0,1,0,0,3,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0
"ECSIT",12,13,3,10,241,0,0,6,0,5,6,2,0,2,1,97,5,2,15,4,14
"CNN1",2,0,0,8,93,1,0,0,0,0,0,185,0,0,0,0,6,0,3,0,184
"ELOF1",42,18,9,10,421,1,4,3,0,19,18,4,1,5,2,67,2,5,39,13,16
"ZNF627",0,1,1,0,14,0,2,0,0,2,0,1,0,0,0,6,0,0,1,1,2
"ACP5",486,5,69,1,502,1,8,0,0,18,19,0,1,1,0,8,3,3,35,2,1
"CTC-499B15.5",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZNF823",1,1,0,0,31,1,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0
"ZNF441",0,0,0,0,12,0,0,0,1,0,0,0,0,1,0,3,0,0,0,2,1
"ZNF491",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"ZNF440",3,0,0,0,8,0,0,0,0,3,0,0,0,0,1,15,0,0,0,2,0
"ZNF439",1,1,1,0,21,0,0,0,0,1,0,2,0,0,0,5,1,0,0,1,0
"ZNF69",6,0,0,0,4,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0
"ZNF700",6,1,0,0,13,0,1,0,0,0,0,0,1,0,0,6,0,0,1,2,1
"ZNF763",0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"ZNF433",1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
"ZNF878",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF844",13,2,0,6,43,0,0,1,0,0,0,1,0,1,0,8,0,0,0,0,1
"ZNF788",1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZNF20",0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
"ZNF625",0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
"ZNF136",6,1,1,2,83,0,0,1,1,0,4,0,0,0,1,6,0,0,2,1,3
"ZNF44",6,4,2,4,58,0,3,1,0,3,5,2,0,1,0,15,1,0,2,3,1
"ZNF563",2,0,0,3,32,0,0,1,0,1,0,2,0,1,1,1,0,0,2,0,1
"ZNF442",2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1
"CTD-3105H18.14",1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZNF799",3,0,1,0,18,0,0,1,0,1,1,0,0,0,0,7,0,0,1,0,0
"ZNF443",1,0,0,2,6,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0
"ZNF709",0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
