"","GSM2359395","GSM2359396","GSM3109316","GSM3109317","GSM3109318","GSM3109319","GSM3319756","GSM3319795","GSM3319830","GSM3319865","GSM3387272","GSM3387276","GSM3387280","GSM3387282"
"6574",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"142680",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"6534",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3293",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1622",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"225",1,0,1,0,1,1,1,1,0,0,0,1,0,1
"28965",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23205",0,1,1,1,1,1,1,1,1,1,0,1,0,1
"26061",1,1,1,1,1,0,1,1,0,1,1,1,1,1
"54716",1,0,0,0,0,0,0,0,0,0,1,0,1,0
"6564",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"113235",1,0,1,0,1,0,0,1,0,0,0,1,0,1
"1200",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"2168",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"51056",1,1,0,1,1,1,1,1,0,1,1,1,1,1
"9390",0,1,0,0,0,1,1,1,1,1,0,1,1,0
"5184",1,1,1,1,1,1,1,1,1,0,1,1,0,1
"4891",1,0,0,1,1,1,0,1,1,0,0,1,1,0
"30061",1,0,1,1,1,0,0,1,0,0,1,0,0,1
"248",1,1,1,1,1,1,0,1,0,0,1,1,1,0
"4524",1,0,0,1,0,1,0,0,0,1,0,1,0,1
"25796",1,1,1,1,1,0,1,0,0,1,1,1,0,1
"28982",0,1,1,0,1,0,1,0,0,1,0,1,1,0
"6120",1,0,1,1,1,0,1,1,0,0,0,1,0,1
"10864",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9376",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9356",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348932",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120103",0,1,1,0,0,1,0,1,0,0,0,1,1,0
"1080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85320",0,1,0,0,0,1,0,1,0,0,1,0,0,1
"222962",0,1,1,1,1,1,0,0,0,1,1,0,0,1
"10351",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9429",1,0,1,1,1,1,0,1,0,0,0,1,0,1
"55867",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"89872",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",1,1,1,1,1,1,1,1,0,1,1,1,0,1
"21",1,0,1,0,0,1,1,0,0,0,1,0,0,1
"24",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"125206",0,1,1,1,1,1,1,1,1,1,1,0,0,1
"200010",0,1,0,1,0,0,0,0,0,0,1,0,0,1
"6524",1,0,0,0,1,1,1,0,0,0,1,0,0,1
"159963",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55065",0,1,0,1,0,0,1,0,0,0,0,1,0,1
"79581",1,0,0,1,0,1,1,1,0,0,1,0,0,1
"3767",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"6833",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10060",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3764",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5947",1,0,0,0,0,0,0,0,0,0,1,0,0,1
"64220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5950",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5948",0,1,1,1,1,1,1,1,1,1,0,1,0,1
"949",1,0,1,1,1,1,1,1,1,1,0,1,0,1
"29881",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2350",1,0,0,0,0,0,0,0,0,0,1,0,1,0
"3248",0,1,1,0,1,0,1,1,0,0,1,0,1,0
"166929",1,0,0,0,0,0,0,0,0,0,0,1,1,0
"56261",1,1,1,1,1,1,1,0,1,1,1,1,1,1
"3658",0,1,0,1,0,1,1,1,0,1,1,0,1,0
"203",1,0,1,0,1,0,1,1,0,0,1,0,0,1
"122481",0,1,0,0,0,0,0,1,0,0,1,0,0,1
"159",1,1,1,0,1,1,1,0,1,1,1,1,1,1
"122622",1,0,1,1,1,1,0,0,0,0,1,0,0,1
"11212",1,1,0,1,1,1,1,1,1,0,1,1,1,1
"383",0,1,0,0,0,1,1,0,0,0,1,0,1,0
"1371",1,0,0,0,0,0,1,0,0,1,0,1,0,1
"1503",0,1,0,1,0,1,0,1,1,0,0,1,1,0
"56474",1,0,1,1,1,0,1,1,0,0,0,1,1,0
"2987",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"5860",1,0,1,1,1,0,1,1,0,0,1,0,0,1
"9453",0,1,1,0,1,0,0,1,0,1,0,1,1,0
"2027",1,0,0,0,1,0,1,0,0,0,1,0,0,1
"2026",1,1,1,0,1,1,1,1,0,1,1,1,0,1
"2023",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9843",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"80308",1,1,1,1,1,0,1,1,1,0,1,1,1,1
"7360",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26330",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2597",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"9945",0,1,0,1,0,1,1,1,1,1,0,1,1,0
"2673",0,1,0,0,1,1,0,1,1,0,0,1,1,0
"2752",1,0,1,0,1,0,1,1,0,1,0,1,1,0
"51557",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1800",0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2762",0,1,0,1,1,0,1,1,0,0,0,1,0,1
"2643",1,1,1,1,0,0,1,1,0,0,0,1,0,1
"761",1,0,1,1,1,1,1,1,1,1,1,0,0,1
"359",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4284",0,0,0,0,0,0,1,0,0,0,0,1,1,0
"361",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358",1,0,0,0,0,0,0,0,0,0,0,1,0,1
"362",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3145",1,0,1,0,0,1,1,1,0,0,1,0,0,1
"586",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"3614",1,0,0,1,1,1,1,1,0,0,1,0,0,1
"3615",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"682",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"4351",1,0,1,0,1,1,1,1,0,0,1,0,0,1
"441024",0,1,0,1,0,1,0,1,0,1,1,0,1,0
"100287639",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65220",1,0,0,1,1,1,1,1,0,0,1,0,0,1
"389015",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6553",0,1,0,0,0,1,0,1,0,0,0,1,0,1
"2821",1,1,0,1,1,1,1,1,0,1,1,1,0,1
"5230",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5232",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375056",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5236",1,0,0,0,1,1,1,1,1,0,1,0,0,1
"55276",1,1,0,1,0,1,1,1,0,0,1,1,0,1
"5373",1,0,0,1,1,0,1,0,0,1,1,0,0,1
"5372",1,0,1,0,1,1,1,0,0,1,1,0,0,1
"210",1,0,1,0,0,1,1,1,0,0,1,0,0,1
"60490",1,0,1,1,0,1,1,0,0,0,0,1,0,1
"79717",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"58510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153201",0,0,0,0,1,0,0,0,0,1,0,0,1,0
"5634",1,1,1,1,1,0,0,1,1,1,1,1,1,1
"5631",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"221823",1,1,1,1,1,1,0,0,0,1,1,0,1,0
"29968",1,0,0,1,0,1,0,1,0,0,0,1,0,1
"5723",1,0,0,0,0,1,0,1,0,1,0,1,0,1
"55312",0,1,1,1,0,0,1,1,0,0,0,1,0,1
"6888",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"79896",0,1,0,1,1,1,0,1,0,0,1,0,0,1
"84076",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7086",1,0,1,1,0,0,1,1,0,1,1,0,0,1
"8277",1,0,0,1,1,1,1,0,0,0,0,1,1,0
"27010",0,1,0,1,1,0,1,1,0,0,1,0,0,1
"7167",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"286016",1,0,1,1,1,1,0,1,0,0,0,1,0,1
"2582",1,0,0,1,1,0,0,1,0,1,1,0,0,1
"6675",1,1,0,0,1,1,0,0,1,1,1,1,1,1
"91373",1,0,1,0,0,1,1,0,0,1,1,0,0,1
"7390",1,0,1,1,0,1,1,1,0,0,1,0,0,1
"8170",1,0,1,1,1,1,0,0,1,0,1,0,1,0
"6563",1,0,0,0,1,0,1,0,0,0,1,0,0,1
"374569",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100507855",1,0,1,1,1,1,0,1,0,0,0,1,1,0
"55191",1,0,1,1,0,1,1,1,0,1,0,1,0,1
"132",1,1,1,1,0,1,1,1,0,1,1,1,1,1
"97",1,0,1,1,0,0,1,1,0,0,0,1,0,1
"98",1,0,0,1,1,1,1,0,1,0,0,1,1,0
"112611",1,0,0,0,1,1,1,0,0,0,0,1,1,0
"51005",0,1,0,1,1,0,1,0,0,1,0,1,0,1
"471",1,1,0,1,1,1,1,1,1,1,1,1,1,1
"435",0,1,1,0,1,0,1,1,0,0,1,0,0,1
"171425",1,0,0,1,1,1,1,0,0,1,1,0,1,0
"10007",1,1,1,0,1,1,1,1,0,0,1,1,0,1
"132789",0,1,0,0,0,1,0,1,0,1,0,1,1,0
"2584",1,0,0,1,1,1,1,1,0,0,0,1,0,1
"2585",1,0,1,1,0,1,1,1,0,0,0,1,0,1
"2592",1,1,1,1,1,1,1,1,0,0,1,1,0,1
"5471",0,1,0,0,1,1,0,0,0,1,0,1,0,1
"84264",1,0,1,1,0,1,1,0,0,0,1,0,0,1
"3034",1,0,1,1,1,1,0,1,0,0,1,0,1,0
"144193",0,1,1,1,1,1,0,1,0,0,1,0,0,1
"2739",1,1,1,0,1,1,1,1,0,1,1,1,1,1
"3613",1,0,0,0,0,0,1,0,0,0,1,0,0,1
"3612",0,1,1,0,1,0,0,1,0,1,0,1,1,0
"8776",1,1,1,1,0,1,1,0,0,1,1,1,1,1
"2978",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4953",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"5214",1,1,1,0,1,0,1,1,0,1,1,1,0,1
"5213",1,0,1,1,0,1,1,1,0,0,1,0,0,1
"6569",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10050",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10568",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10786",0,1,0,0,0,0,0,0,0,0,0,1,0,1
"10246",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5198",1,0,1,0,0,0,0,1,0,1,1,0,0,1
"113675",1,0,1,1,1,1,0,1,0,0,1,0,0,1
"7298",0,1,1,0,1,0,1,1,0,0,0,1,1,0
"131669",1,0,0,0,0,0,0,0,0,0,1,0,1,0
"5973",1,0,0,0,1,0,1,0,1,0,0,1,0,1
"1635",1,1,0,1,1,1,1,1,0,0,1,1,1,1
"286297",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10560",0,1,1,0,0,0,1,1,0,0,0,1,0,1
"191",1,0,1,0,1,1,1,1,0,0,0,1,0,1
"10768",1,0,0,1,1,0,1,1,0,1,1,0,0,1
"25874",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51660",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57198",1,1,1,1,1,0,1,1,0,1,1,1,0,1
"5205",1,0,0,0,1,1,0,1,0,0,0,1,0,1
"23250",1,0,1,0,0,1,1,1,0,0,0,1,0,1
"286410",1,0,0,1,1,1,1,1,0,0,0,1,1,0
"5243",1,0,1,1,0,1,1,1,1,1,1,1,1,0
"55856",1,0,1,1,0,1,1,1,0,1,0,1,0,1
"7350",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"26027",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"10058",0,1,1,1,1,1,0,1,0,1,0,1,0,1
"51458",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948",1,0,0,0,1,0,1,1,0,0,1,0,0,1
"10928",1,0,0,1,1,0,0,1,1,0,0,1,0,1
"1728",1,0,1,0,0,0,1,1,0,0,1,0,0,1
"2946",1,0,0,1,0,1,1,1,0,0,1,0,1,0
"125981",0,1,0,0,0,1,1,0,0,0,0,1,1,0
"55331",1,0,1,0,0,0,0,1,0,0,1,0,1,0
"340485",1,0,1,1,1,1,1,1,1,1,0,1,0,1
"2760",1,0,0,1,1,0,1,1,0,1,1,0,0,1
"5660",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"57704",1,0,1,0,1,1,1,1,0,0,0,1,0,1
"4759",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10825",1,0,0,0,0,1,0,1,0,0,0,1,1,0
"7903",1,0,1,1,1,0,0,0,1,0,0,1,1,0
"5407",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119548",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5408",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221955",0,1,0,1,0,0,1,1,0,0,0,1,0,1
"9388",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"57104",0,1,0,1,0,0,1,1,0,0,1,0,0,1
"3991",1,0,1,0,1,0,1,1,0,0,1,0,0,1
"747",1,0,1,1,1,1,1,1,1,1,0,1,0,1
"8513",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5406",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2170",0,1,0,0,1,0,0,1,0,0,1,0,1,0
"2171",0,1,0,0,1,0,0,1,1,0,1,0,0,1
"2167",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2172",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2173",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646486",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2169",0,1,0,0,0,0,0,0,0,0,1,0,0,1
"6296",1,0,0,0,1,1,1,1,0,0,0,1,1,0
"341392",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"54988",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"123876",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348158",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344967",0,1,0,0,0,0,1,0,0,0,0,1,0,1
"154141",1,0,1,1,1,0,1,1,0,1,0,1,0,1
"51099",1,0,0,0,1,0,0,1,0,1,0,1,0,1
"253558",1,0,1,0,1,0,0,1,0,1,0,1,1,0
"84513",1,1,0,1,1,1,1,1,0,1,0,1,0,1
"64748",1,0,1,0,1,0,0,1,0,0,1,0,0,1
"9890",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9663",1,0,1,1,0,0,0,1,1,1,0,1,1,1
"196051",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79948",0,1,0,0,1,0,1,1,1,1,1,1,1,1
"23175",1,1,1,0,1,1,1,0,1,1,1,1,1,1
"64900",0,1,0,1,0,0,1,0,0,0,1,0,1,0
"85465",0,1,0,1,0,1,1,1,0,1,0,1,1,0
"122618",1,0,1,1,1,1,1,0,0,0,0,1,0,1
"201164",0,1,0,1,0,0,0,1,0,0,1,0,0,1
"23646",1,0,1,0,1,0,1,1,0,0,1,0,0,1
"590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91012",1,1,0,1,1,1,1,1,0,1,1,1,1,1
"204219",1,0,1,1,1,1,0,0,0,0,1,0,1,0
"10715",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"253782",0,1,0,0,1,1,1,0,0,1,1,0,1,0
"29956",1,1,1,1,0,1,1,1,0,0,1,1,0,1
"79603",1,0,1,0,0,0,1,1,0,1,1,0,0,1
"56624",0,1,0,1,0,0,0,0,0,1,0,1,1,0
"55757",1,0,0,0,0,0,0,0,0,0,0,1,1,0
"145173",1,0,0,1,1,0,0,1,0,1,1,0,1,0
"644974",1,0,1,1,1,1,1,0,0,0,1,0,0,1
"56886",1,0,0,1,0,1,0,1,0,1,0,1,1,0
"152586",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55830",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"170384",0,1,1,1,0,0,1,1,0,0,0,1,0,1
"283358",0,1,0,1,1,0,0,0,0,0,1,0,0,1
"148789",1,0,0,1,0,1,0,0,0,1,0,1,0,1
"2526",0,1,1,0,0,0,1,1,1,1,1,0,0,1
"84750",1,0,0,1,0,0,1,0,0,1,1,0,0,1
"644378",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55624",1,0,1,0,1,0,1,1,0,0,1,0,0,1
"83468",0,1,1,1,1,1,1,1,1,1,0,1,1,0
"168391",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338707",0,1,1,1,1,1,0,0,0,1,1,0,0,1
"146664",1,0,1,1,1,1,0,0,0,0,0,1,0,1
"360203",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56983",1,1,1,1,1,0,0,1,1,1,1,1,1,1
"3703",1,1,1,1,1,1,0,1,1,1,1,1,1,1
"124872",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8473",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8708",0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2529",1,0,0,0,1,0,0,0,0,0,1,0,0,1
"8702",1,0,1,1,0,0,0,1,0,1,0,1,1,0
"8707",0,1,1,0,0,1,1,1,0,0,0,1,0,1
"200810",0,1,1,1,1,1,1,0,0,0,0,1,1,0
"84752",1,0,0,0,0,1,1,1,1,1,0,1,0,1
"201595",1,1,0,1,1,1,1,1,0,1,1,1,1,1
"140687",0,1,1,1,1,1,1,1,1,1,0,1,1,0
"51228",1,1,0,1,1,1,1,1,1,1,1,1,1,1
"284004",1,0,0,1,1,1,1,1,0,0,1,0,0,1
"79411",1,0,1,1,1,1,0,1,0,0,0,1,0,1
"27090",1,0,1,0,1,0,0,1,0,1,1,0,0,1
"129807",0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2524",0,1,0,1,0,1,0,1,0,0,1,0,0,1
"2528",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2527",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"113612",1,0,1,0,0,0,0,1,0,0,0,1,0,1
"493869",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64180",0,1,0,0,0,0,0,0,0,0,1,0,0,1
"64174",1,1,0,0,1,1,1,0,0,0,1,1,0,1
"10728",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11102",0,1,1,0,0,1,0,0,1,0,1,0,1,0
"91179",0,1,0,0,0,0,1,0,0,0,1,0,0,1
"10826",1,0,1,1,0,0,0,1,0,0,1,0,0,1
"266740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3930",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"4645",1,0,0,1,0,0,1,1,0,0,1,0,0,1
"3069",1,1,0,1,1,1,1,1,0,1,1,1,0,1
"4864",0,1,0,0,1,1,0,0,0,1,0,1,0,1
"285440",1,0,0,1,1,1,1,1,0,0,0,1,0,1
"79644",1,0,0,1,0,0,1,1,0,0,1,0,0,1
"1646",0,1,1,1,1,1,1,0,0,0,1,0,0,1
"51170",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"51144",1,0,1,1,0,1,1,1,0,0,0,1,0,1
"8630",1,0,0,0,0,0,0,1,0,0,0,1,0,1
"158160",0,1,0,0,0,1,0,0,1,0,0,1,1,0
"83401",1,0,0,0,0,0,0,0,0,0,0,0,1,0
"64834",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79993",0,1,0,0,0,0,0,0,0,0,1,0,0,0
"401494",1,0,0,0,1,0,1,1,0,1,0,1,1,0
"192286",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"201562",1,0,1,0,0,1,0,1,0,1,0,1,1,0
"9200",1,0,1,1,1,1,1,1,0,1,1,0,0,1
"51495",1,1,1,1,1,0,1,1,0,0,1,1,1,1
"253017",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9524",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"283985",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3995",0,1,0,1,0,0,0,1,0,0,0,1,0,1
"1155",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"114571",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123096",0,1,0,0,0,1,0,1,0,0,0,1,0,1
"57016",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55277",0,1,0,0,1,0,1,1,0,0,1,0,1,0
"79707",0,1,1,1,0,1,1,1,0,1,1,0,1,0
"64122",0,1,1,1,1,1,0,0,0,1,0,1,0,1
"9917",0,1,0,0,1,1,1,0,0,1,1,0,1,0
"79672",1,1,1,0,1,1,1,1,0,0,1,1,0,1
"92370",1,0,0,1,1,1,0,1,0,0,1,0,1,0
"390928",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93650",0,1,0,1,0,0,1,1,1,1,0,1,0,1
"139596",0,1,0,1,0,1,1,1,0,1,0,1,1,0
"55066",0,1,1,1,0,0,1,1,0,1,1,0,0,1
"283208",1,0,0,0,0,0,1,0,0,0,0,1,1,0
"5033",1,0,0,1,1,1,1,1,0,1,1,1,1,0
"8974",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"58478",1,1,1,1,0,1,1,1,1,1,1,1,1,1
"55256",1,1,1,1,0,1,1,1,0,0,1,1,0,1
"259307",1,0,1,0,1,0,0,1,0,0,0,1,0,1
"81894",1,1,0,1,0,1,1,1,0,1,1,1,1,1
"51312",0,1,1,1,0,1,1,0,0,1,1,0,0,1
"138639",1,0,0,0,0,1,0,0,0,0,0,1,0,1
"23203",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9896",1,0,1,1,0,0,1,1,0,1,0,1,0,1
"374462",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163404",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22908",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22876",1,0,1,1,0,0,0,1,1,0,1,0,0,1
"84814",1,0,0,0,0,1,0,0,0,0,0,1,0,1
"51559",1,0,0,1,0,0,1,1,0,0,0,1,0,1
"29085",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64419",1,1,1,1,1,1,1,1,0,0,1,1,1,1
"145553",1,0,1,1,1,1,1,0,0,0,0,1,1,0
"51496",1,1,1,1,0,0,1,0,0,1,0,1,1,0
"8446",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9107",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23371",1,0,1,1,1,1,0,1,0,0,0,1,0,1
"9108",1,0,1,0,0,0,0,1,0,0,0,1,1,0
"55613",0,1,0,1,0,0,1,0,0,1,0,1,1,0
"403313",1,0,1,0,0,1,0,0,1,0,0,1,0,1
"9562",1,0,1,1,1,1,1,1,0,0,1,0,0,1
"3705",1,0,0,0,1,0,1,1,0,0,1,0,0,1
"138429",1,0,0,0,0,0,0,0,0,0,1,0,0,1
"10170",1,0,1,1,1,1,1,1,1,1,1,0,0,1
"9249",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"220074",1,0,0,0,0,1,0,1,0,0,1,0,0,1
"1733",0,1,0,0,0,0,0,0,0,0,1,0,0,1
"1735",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1734",0,0,0,0,0,0,1,0,0,1,0,0,1,0
"6819",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27284",1,0,0,1,1,0,1,0,0,0,1,0,0,1
"84274",1,0,0,0,1,0,1,1,0,0,0,1,0,1
"4297",1,0,1,0,0,1,1,1,0,1,0,1,1,0
"55904",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55870",1,1,1,1,1,1,1,0,1,1,1,1,1,1
"79723",1,0,0,0,1,1,0,1,0,1,0,1,0,1
"79813",0,1,1,1,0,0,1,0,0,1,0,1,0,1
"387893",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"8085",0,1,0,0,1,1,1,1,0,0,0,1,0,1
"58508",1,1,0,1,1,1,0,0,1,1,1,1,1,0
"9869",1,0,1,0,1,1,1,0,0,1,0,1,1,0
"9757",1,0,1,0,1,1,1,0,0,1,0,1,0,1
"80854",0,1,1,1,1,1,1,0,1,1,0,1,1,0
"9739",1,0,1,0,0,0,1,0,0,0,0,1,0,1
"64754",0,1,1,0,1,0,1,1,0,0,1,0,1,0
"84444",1,0,0,1,1,1,1,1,0,0,1,0,0,1
"10919",1,0,0,1,1,0,1,1,0,0,0,1,0,1
"64324",1,0,1,0,1,0,1,1,0,1,0,1,1,0
"23067",0,1,0,1,0,1,1,1,0,0,1,0,0,1
"6839",0,1,1,1,0,0,1,0,0,0,1,0,0,1
"83852",1,0,0,1,0,1,1,1,0,1,0,1,0,1
"54904",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"84787",0,1,0,0,0,1,1,0,0,1,1,0,0,1
"29072",1,1,1,1,1,1,1,0,1,1,1,1,1,1
"7468",1,0,1,1,0,0,1,1,0,1,0,1,0,1
"51111",1,1,0,1,1,1,1,0,0,1,1,1,1,1
"6419",0,1,1,0,0,1,1,0,0,1,1,0,1,0
"90701",1,1,0,1,1,1,1,1,0,1,1,1,1,1
"9789",1,1,1,0,1,1,1,1,1,1,1,1,1,1
"23478",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"28972",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"60559",1,1,1,1,1,0,0,1,1,1,1,1,1,1
"57171",0,1,1,0,1,0,1,1,0,0,1,0,0,1
"4249",0,1,1,0,0,1,1,1,0,0,0,1,0,1
"25834",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137902",0,1,0,0,0,1,0,0,0,0,0,1,0,1
"7837",1,0,0,0,1,0,0,0,0,0,1,0,0,1
"9677",1,0,1,0,0,0,0,1,0,0,0,1,0,1
"23262",0,1,0,1,1,1,0,0,1,1,0,1,1,0
"26007",0,1,1,0,1,0,1,0,0,0,1,0,0,1
"158584",0,1,0,1,1,0,1,1,0,0,1,0,0,1
"283209",1,0,1,0,1,1,1,1,0,1,1,0,0,1
"23491",1,0,1,1,1,1,0,1,0,0,0,1,0,1
"221223",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55244",1,0,0,0,0,0,0,0,0,0,0,1,1,0
"146802",1,0,0,0,0,0,0,1,0,0,1,0,1,0
"345274",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"116085",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123688",1,0,0,0,1,0,1,0,0,0,1,0,0,1
"56898",0,1,1,1,1,0,0,0,1,0,1,0,1,0
"51171",0,1,1,1,1,1,0,0,0,1,1,0,1,0
"84869",1,1,0,1,0,1,0,1,1,1,1,1,1,1
"51741",1,0,0,0,0,1,1,0,0,1,1,0,1,0
"10202",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1487",1,1,1,0,1,1,1,0,0,1,1,1,0,1
"93517",1,0,1,0,0,0,0,1,0,0,0,1,0,1
"121214",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10553",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"100288072",1,0,0,0,0,1,0,0,1,0,0,1,1,0
