"","ImmProt_T4.naive_01","ImmProt_T4.naive_02","ImmProt_T4.naive_03","ImmProt_T4.naive_04","ImmProt_T4.naive_01_activated","ImmProt_T4.naive_02_activated","ImmProt_T4.naive_03_activated","ImmProt_T4.naive_04_activated"
"57571",0,0,0,1,0,0,0,0
"8833",1,1,1,1,1,1,1,1
"5538",0,0,0,1,1,0,0,0
"641371",1,0,1,1,1,1,1,1
"11332",1,0,0,1,1,1,0,0
"55825",1,1,0,0,0,1,1,0
"51102",1,1,1,0,1,1,1,0
"37",1,1,1,1,1,1,1,1
"33",NA,NA,NA,NA,NA,NA,NA,NA
"132158",NA,NA,NA,NA,NA,NA,NA,NA
"641649",NA,NA,NA,NA,NA,NA,NA,NA
"23475",0,0,0,0,0,0,0,0
"50484",1,0,0,1,1,1,1,0
"6240",0,1,0,0,1,1,1,0
"6241",1,1,0,1,1,1,0,0
"3156",1,0,1,1,0,0,0,0
"79966",0,0,0,1,0,0,0,0
"10588",1,1,0,1,1,1,0,0
"84890",1,0,1,1,0,1,0,0
"80025",1,0,0,1,0,1,1,1
"53354",NA,NA,NA,NA,NA,NA,NA,NA
"79646",0,0,0,0,1,1,1,0
"83594",0,0,0,0,0,1,0,0
"7263",1,0,0,0,1,1,1,0
"26275",0,1,1,1,1,1,1,0
"29920",0,1,0,1,1,1,0,0
"7389",0,1,0,1,1,1,1,0
"1595",1,0,1,1,0,1,1,0
"130367",NA,NA,NA,NA,NA,NA,NA,NA
"10478",0,1,1,1,1,1,1,0
"23443",0,0,1,1,0,1,0,0
"64240",NA,NA,NA,NA,NA,NA,NA,NA
"64241",NA,NA,NA,NA,NA,NA,NA,NA
"284111",NA,NA,NA,NA,NA,NA,NA,NA
"8435",NA,NA,NA,NA,NA,NA,NA,NA
"3988",0,1,0,1,1,0,1,0
"377677",0,0,0,0,1,1,0,0
"767",0,1,0,0,1,0,0,0
"765",NA,NA,NA,NA,NA,NA,NA,NA
"759",1,0,0,0,1,1,0,1
"760",1,0,1,1,1,1,1,0
"23632",NA,NA,NA,NA,NA,NA,NA,NA
"766",NA,NA,NA,NA,NA,NA,NA,NA
"771",0,0,0,0,0,0,0,0
"768",NA,NA,NA,NA,NA,NA,NA,NA
"762",0,1,0,1,0,0,0,0
"10057",0,0,0,0,1,1,0,0
"6556",0,0,0,0,0,0,0,0
"6568",NA,NA,NA,NA,NA,NA,NA,NA
"7779",0,1,0,0,1,0,1,1
"54020",0,0,0,0,0,0,0,0
"215",0,0,1,1,0,1,1,0
"5825",1,0,1,0,1,1,1,0
"641372",NA,NA,NA,NA,NA,NA,NA,NA
"9045",1,1,1,1,1,1,1,1
"4017",NA,NA,NA,NA,NA,NA,NA,NA
"84105",1,1,0,0,1,1,1,0
"25830",NA,NA,NA,NA,NA,NA,NA,NA
"84569",NA,NA,NA,NA,NA,NA,NA,NA
"4025",NA,NA,NA,NA,NA,NA,NA,NA
"54995",0,1,0,1,1,0,1,0
"93492",NA,NA,NA,NA,NA,NA,NA,NA
"1267",0,0,1,1,0,1,1,1
"10249",1,1,1,0,0,0,0,1
"1573",NA,NA,NA,NA,NA,NA,NA,NA
"1580",NA,NA,NA,NA,NA,NA,NA,NA
"199974",NA,NA,NA,NA,NA,NA,NA,NA
"260293",NA,NA,NA,NA,NA,NA,NA,NA
"1555",NA,NA,NA,NA,NA,NA,NA,NA
"1549",NA,NA,NA,NA,NA,NA,NA,NA
"57834",NA,NA,NA,NA,NA,NA,NA,NA
"29785",0,0,1,0,1,0,1,1
"1215",0,0,0,0,0,0,0,0
"1357",NA,NA,NA,NA,NA,NA,NA,NA
"93979",NA,NA,NA,NA,NA,NA,NA,NA
"57094",NA,NA,NA,NA,NA,NA,NA,NA
"1358",NA,NA,NA,NA,NA,NA,NA,NA
"7177",0,0,0,1,0,0,0,0
"64499",0,0,0,1,0,0,0,0
"23430",NA,NA,NA,NA,NA,NA,NA,NA
"1636",0,0,0,0,0,0,0,0
"9365",NA,NA,NA,NA,NA,NA,NA,NA
"9331",NA,NA,NA,NA,NA,NA,NA,NA
"7368",0,0,0,0,0,0,0,0
"5315",1,1,1,1,1,1,1,1
"1666",0,0,0,0,0,0,0,0
"874",1,1,0,1,1,1,1,1
"10901",1,0,0,1,0,1,1,0
"126410",0,0,0,0,0,0,0,0
"2053",1,1,1,1,1,1,0,1
"8897",0,1,0,1,0,1,1,0
"8898",1,0,0,0,0,1,1,1
"9152",NA,NA,NA,NA,NA,NA,NA,NA
"9497",0,0,1,1,0,1,1,0
"115584",NA,NA,NA,NA,NA,NA,NA,NA
"6575",NA,NA,NA,NA,NA,NA,NA,NA
"6574",1,1,0,1,0,1,1,1
"142680",NA,NA,NA,NA,NA,NA,NA,NA
"6534",NA,NA,NA,NA,NA,NA,NA,NA
"3293",NA,NA,NA,NA,NA,NA,NA,NA
"1622",1,1,1,1,1,1,1,1
"225",0,1,1,0,1,1,1,0
"28965",NA,NA,NA,NA,NA,NA,NA,NA
"23205",0,0,0,0,0,0,0,0
"26061",0,1,0,1,1,1,0,0
"54716",NA,NA,NA,NA,NA,NA,NA,NA
"6564",NA,NA,NA,NA,NA,NA,NA,NA
"113235",0,0,0,0,0,0,0,0
"1200",1,1,0,1,1,1,1,0
"2168",0,0,0,0,0,0,0,0
"51056",1,1,1,1,1,1,1,1
"9390",NA,NA,NA,NA,NA,NA,NA,NA
"5184",0,1,0,1,1,1,1,0
"4891",NA,NA,NA,NA,NA,NA,NA,NA
"30061",NA,NA,NA,NA,NA,NA,NA,NA
"248",NA,NA,NA,NA,NA,NA,NA,NA
"4524",1,1,0,1,0,1,1,1
"25796",1,1,1,1,1,1,1,1
"28982",1,1,1,1,1,0,1,0
"6120",0,0,0,1,1,1,1,0
"10864",NA,NA,NA,NA,NA,NA,NA,NA
"9376",NA,NA,NA,NA,NA,NA,NA,NA
"9356",NA,NA,NA,NA,NA,NA,NA,NA
"348932",NA,NA,NA,NA,NA,NA,NA,NA
"120103",NA,NA,NA,NA,NA,NA,NA,NA
"1080",NA,NA,NA,NA,NA,NA,NA,NA
"85320",NA,NA,NA,NA,NA,NA,NA,NA
"222962",NA,NA,NA,NA,NA,NA,NA,NA
"10351",NA,NA,NA,NA,NA,NA,NA,NA
"9429",NA,NA,NA,NA,NA,NA,NA,NA
"55867",NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,NA,NA,NA,NA,NA,NA,NA
"89872",NA,NA,NA,NA,NA,NA,NA,NA
"360",NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,NA,NA,NA,NA,NA,NA
"125206",NA,NA,NA,NA,NA,NA,NA,NA
"200010",NA,NA,NA,NA,NA,NA,NA,NA
"6524",NA,NA,NA,NA,NA,NA,NA,NA
"159963",NA,NA,NA,NA,NA,NA,NA,NA
"55065",1,0,0,0,0,0,0,0
"79581",1,0,0,0,0,0,0,0
"3767",NA,NA,NA,NA,NA,NA,NA,NA
"6833",NA,NA,NA,NA,NA,NA,NA,NA
"10060",NA,NA,NA,NA,NA,NA,NA,NA
"3764",NA,NA,NA,NA,NA,NA,NA,NA
"5947",NA,NA,NA,NA,NA,NA,NA,NA
"64220",NA,NA,NA,NA,NA,NA,NA,NA
"5950",0,0,1,1,1,0,1,1
"5948",NA,NA,NA,NA,NA,NA,NA,NA
"949",0,0,0,0,1,1,0,0
"29881",NA,NA,NA,NA,NA,NA,NA,NA
"2350",0,0,0,0,0,0,0,0
"3248",0,1,0,1,1,0,1,0
"166929",NA,NA,NA,NA,NA,NA,NA,NA
"56261",1,0,0,1,1,0,0,1
"3658",0,1,0,1,0,1,0,0
"203",0,1,0,1,0,0,0,0
"122481",NA,NA,NA,NA,NA,NA,NA,NA
"159",1,1,1,1,1,1,1,1
"122622",NA,NA,NA,NA,NA,NA,NA,NA
"11212",1,1,1,1,1,1,1,1
"383",0,1,0,0,0,1,0,0
"1371",1,1,1,1,1,1,1,1
"1503",0,1,0,1,1,1,1,0
"56474",0,1,0,1,1,1,1,0
"2987",0,1,0,1,1,1,0,0
"5860",1,1,1,1,1,1,1,1
"9453",0,1,0,0,1,1,1,0
"2027",0,0,0,0,0,0,1,0
"2026",1,1,1,1,1,1,1,1
"2023",1,1,1,1,1,1,1,1
"9843",NA,NA,NA,NA,NA,NA,NA,NA
"80308",0,1,1,1,1,1,1,0
"7360",0,0,0,0,0,0,0,0
"26330",NA,NA,NA,NA,NA,NA,NA,NA
"2597",1,1,1,1,1,1,1,1
"9945",0,0,0,0,0,0,1,0
"2673",1,1,1,1,1,1,1,0
"2752",0,0,1,1,0,0,1,1
"51557",0,1,1,1,0,0,1,1
"1800",NA,NA,NA,NA,NA,NA,NA,NA
"2762",0,1,0,1,1,1,1,0
"2643",0,1,0,1,0,1,0,1
"761",0,0,0,0,0,0,0,0
"359",NA,NA,NA,NA,NA,NA,NA,NA
"4284",NA,NA,NA,NA,NA,NA,NA,NA
"361",NA,NA,NA,NA,NA,NA,NA,NA
"358",0,0,0,0,0,0,0,0
"362",NA,NA,NA,NA,NA,NA,NA,NA
"3145",0,1,0,1,0,1,1,1
"586",0,0,1,1,1,0,1,0
"3614",1,1,0,1,1,1,1,0
"3615",1,1,1,1,1,1,1,1
"682",0,0,1,1,1,1,1,0
"4351",1,1,1,1,1,1,1,0
"441024",NA,NA,NA,NA,NA,NA,NA,NA
"100287639",NA,NA,NA,NA,NA,NA,NA,NA
"65220",0,1,0,1,1,1,1,0
"389015",NA,NA,NA,NA,NA,NA,NA,NA
"6553",NA,NA,NA,NA,NA,NA,NA,NA
"2821",1,1,1,1,1,1,1,1
"5230",1,1,1,1,1,1,1,1
"5232",NA,NA,NA,NA,NA,NA,NA,NA
"375056",0,0,1,1,0,0,1,1
"5236",1,1,1,1,1,1,1,1
"55276",1,1,1,1,1,1,1,1
"5373",1,1,0,1,1,1,1,0
"5372",1,0,0,0,0,1,1,0
"210",0,1,0,0,0,0,0,0
"60490",1,0,0,1,1,0,0,0
"79717",0,0,0,1,0,1,1,0
"58510",NA,NA,NA,NA,NA,NA,NA,NA
"153201",NA,NA,NA,NA,NA,NA,NA,NA
"5634",0,1,0,1,1,1,0,0
"5631",1,1,1,1,1,1,1,1
"221823",NA,NA,NA,NA,NA,NA,NA,NA
"29968",1,1,1,1,1,1,1,0
"5723",0,1,0,1,1,1,0,0
"55312",0,1,0,1,1,1,1,0
"6888",1,1,1,1,1,1,1,1
"79896",0,1,1,1,1,0,1,0
"84076",NA,NA,NA,NA,NA,NA,NA,NA
"7086",1,1,1,1,1,1,1,1
"8277",NA,NA,NA,NA,NA,NA,NA,NA
"27010",1,0,0,1,0,0,1,0
"7167",1,1,1,1,1,1,1,1
"286016",NA,NA,NA,NA,NA,NA,NA,NA
"2582",0,1,1,0,1,1,0,0
"6675",0,1,0,1,1,1,1,0
"91373",1,1,0,1,1,0,0,0
"7390",0,0,0,1,0,0,0,1
"8170",NA,NA,NA,NA,NA,NA,NA,NA
"6563",NA,NA,NA,NA,NA,NA,NA,NA
"374569",NA,NA,NA,NA,NA,NA,NA,NA
"100507855",1,0,0,0,1,1,1,0
"55191",1,0,0,1,0,0,1,0
"132",1,1,1,1,1,1,1,1
"97",0,1,0,1,1,1,1,0
"98",0,0,1,1,0,0,1,1
"112611",NA,NA,NA,NA,NA,NA,NA,NA
"51005",0,1,0,0,1,1,0,0
"471",1,1,1,1,1,1,1,1
"435",1,1,1,0,1,0,0,0
"171425",0,1,1,1,1,0,1,0
"10007",1,1,1,1,1,1,1,1
"132789",0,1,0,1,1,1,0,0
"2584",0,1,0,1,1,1,1,0
"2585",0,0,0,1,1,1,1,0
"2592",0,1,0,1,1,0,0,1
"5471",0,1,0,1,1,1,1,0
"84264",NA,NA,NA,NA,NA,NA,NA,NA
"3034",0,0,0,0,0,0,0,0
"144193",NA,NA,NA,NA,NA,NA,NA,NA
"2739",1,1,1,1,1,1,1,1
"3613",1,0,0,0,1,1,1,0
"3612",1,1,1,1,1,1,1,1
"8776",0,1,0,1,1,1,1,0
"2978",NA,NA,NA,NA,NA,NA,NA,NA
"4953",NA,NA,NA,NA,NA,NA,NA,NA
"5214",1,1,1,1,1,1,1,1
"5213",1,1,0,1,1,1,1,0
"6569",NA,NA,NA,NA,NA,NA,NA,NA
"10050",NA,NA,NA,NA,NA,NA,NA,NA
"10568",1,0,0,0,1,1,0,1
"10786",NA,NA,NA,NA,NA,NA,NA,NA
"10246",NA,NA,NA,NA,NA,NA,NA,NA
"5198",1,1,0,1,1,1,1,0
"113675",0,0,0,0,1,1,0,0
"7298",1,1,1,1,0,1,1,0
"131669",NA,NA,NA,NA,NA,NA,NA,NA
"5973",1,0,0,0,1,1,1,0
"1635",1,0,0,1,1,1,0,0
"286297",NA,NA,NA,NA,NA,NA,NA,NA
"10560",NA,NA,NA,NA,NA,NA,NA,NA
"191",1,1,1,1,1,1,1,1
"10768",1,1,0,1,1,1,0,0
"25874",0,1,1,1,0,1,1,1
"51660",0,0,0,0,0,0,0,0
"57198",0,1,1,0,1,0,1,1
"5205",NA,NA,NA,NA,NA,NA,NA,NA
"23250",0,0,1,1,1,0,0,1
"286410",0,1,0,1,1,1,0,0
"5243",1,1,0,1,0,1,1,1
"55856",1,1,1,1,1,1,1,1
"7350",NA,NA,NA,NA,NA,NA,NA,NA
"26027",0,1,1,0,1,0,1,1
"10058",1,0,1,0,0,1,1,1
"51458",NA,NA,NA,NA,NA,NA,NA,NA
"948",1,1,0,0,0,1,1,0
"10928",1,0,0,1,1,0,1,0
"1728",0,0,0,0,1,0,1,0
"2946",1,1,0,1,1,1,1,1
"125981",NA,NA,NA,NA,NA,NA,NA,NA
"55331",0,0,0,0,0,0,0,0
"340485",NA,NA,NA,NA,NA,NA,NA,NA
"2760",0,0,1,1,1,0,1,0
"5660",1,1,1,1,1,1,1,1
"57704",1,0,1,0,1,0,0,1
"4759",NA,NA,NA,NA,NA,NA,NA,NA
"10825",0,0,0,0,0,0,0,0
"7903",0,0,0,0,0,0,1,1
"5407",NA,NA,NA,NA,NA,NA,NA,NA
"119548",NA,NA,NA,NA,NA,NA,NA,NA
"5408",NA,NA,NA,NA,NA,NA,NA,NA
"221955",0,1,0,1,1,1,1,0
"9388",0,0,0,0,0,0,0,0
"13",NA,NA,NA,NA,NA,NA,NA,NA
"57104",0,1,0,1,1,0,1,1
"3991",0,0,1,0,0,0,0,1
"747",NA,NA,NA,NA,NA,NA,NA,NA
"8513",NA,NA,NA,NA,NA,NA,NA,NA
"5406",NA,NA,NA,NA,NA,NA,NA,NA
"2170",1,1,1,1,1,1,1,0
"2171",1,1,1,1,1,1,1,1
"2167",0,0,0,0,0,0,0,0
"2172",NA,NA,NA,NA,NA,NA,NA,NA
"646480",NA,NA,NA,NA,NA,NA,NA,NA
"2173",NA,NA,NA,NA,NA,NA,NA,NA
"646486",NA,NA,NA,NA,NA,NA,NA,NA
"2169",NA,NA,NA,NA,NA,NA,NA,NA
"6296",0,1,0,1,1,0,0,0
"341392",NA,NA,NA,NA,NA,NA,NA,NA
"54988",NA,NA,NA,NA,NA,NA,NA,NA
"123876",NA,NA,NA,NA,NA,NA,NA,NA
"348158",NA,NA,NA,NA,NA,NA,NA,NA
"344967",NA,NA,NA,NA,NA,NA,NA,NA
"154141",1,0,0,1,1,1,1,0
"51099",0,0,0,0,0,0,0,0
"253558",1,1,1,0,1,1,0,0
"84513",NA,NA,NA,NA,NA,NA,NA,NA
"64748",NA,NA,NA,NA,NA,NA,NA,NA
"9890",NA,NA,NA,NA,NA,NA,NA,NA
"9663",0,1,1,1,1,0,0,0
"196051",NA,NA,NA,NA,NA,NA,NA,NA
"79948",NA,NA,NA,NA,NA,NA,NA,NA
"23175",0,0,1,1,1,1,0,0
"64900",NA,NA,NA,NA,NA,NA,NA,NA
"85465",NA,NA,NA,NA,NA,NA,NA,NA
"122618",0,1,1,1,0,1,1,0
"201164",0,0,0,0,0,0,0,0
"23646",0,1,0,1,0,0,1,1
"590",0,0,0,0,0,0,0,0
"91012",0,1,1,0,0,0,0,0
"204219",NA,NA,NA,NA,NA,NA,NA,NA
"10715",NA,NA,NA,NA,NA,NA,NA,NA
"253782",0,0,0,1,1,1,1,0
"29956",0,1,0,1,0,1,1,0
"79603",0,0,1,1,0,0,1,0
"56624",NA,NA,NA,NA,NA,NA,NA,NA
"55757",NA,NA,NA,NA,NA,NA,NA,NA
"145173",1,1,0,1,0,0,0,0
"644974",NA,NA,NA,NA,NA,NA,NA,NA
"56886",1,1,1,1,1,1,1,1
"152586",NA,NA,NA,NA,NA,NA,NA,NA
"55830",0,1,1,1,0,0,1,1
"170384",1,0,0,1,1,1,1,1
"283358",NA,NA,NA,NA,NA,NA,NA,NA
"148789",NA,NA,NA,NA,NA,NA,NA,NA
"2526",NA,NA,NA,NA,NA,NA,NA,NA
"84750",NA,NA,NA,NA,NA,NA,NA,NA
"644378",NA,NA,NA,NA,NA,NA,NA,NA
"55624",0,1,1,1,0,0,0,1
"83468",NA,NA,NA,NA,NA,NA,NA,NA
"168391",NA,NA,NA,NA,NA,NA,NA,NA
"338707",NA,NA,NA,NA,NA,NA,NA,NA
"146664",NA,NA,NA,NA,NA,NA,NA,NA
"360203",NA,NA,NA,NA,NA,NA,NA,NA
"56983",0,0,1,1,0,1,0,1
"3703",0,0,1,1,1,1,1,0
"124872",NA,NA,NA,NA,NA,NA,NA,NA
"8473",0,0,1,1,1,1,1,0
"8708",NA,NA,NA,NA,NA,NA,NA,NA
"2529",0,0,0,0,0,0,0,0
"8702",1,1,1,0,0,1,1,1
"8707",NA,NA,NA,NA,NA,NA,NA,NA
"200810",NA,NA,NA,NA,NA,NA,NA,NA
"84752",NA,NA,NA,NA,NA,NA,NA,NA
"201595",1,0,1,1,1,0,0,1
"140687",NA,NA,NA,NA,NA,NA,NA,NA
"51228",0,0,0,1,0,1,1,0
"284004",NA,NA,NA,NA,NA,NA,NA,NA
"79411",NA,NA,NA,NA,NA,NA,NA,NA
"27090",0,0,0,0,0,0,1,0
"129807",NA,NA,NA,NA,NA,NA,NA,NA
"2524",NA,NA,NA,NA,NA,NA,NA,NA
"2528",NA,NA,NA,NA,NA,NA,NA,NA
"2527",NA,NA,NA,NA,NA,NA,NA,NA
"113612",0,1,1,1,1,1,0,0
"493869",NA,NA,NA,NA,NA,NA,NA,NA
"64180",NA,NA,NA,NA,NA,NA,NA,NA
"64174",0,0,0,0,0,0,0,0
"10728",1,1,1,1,1,1,1,1
"11102",0,0,1,1,1,0,0,0
"91179",NA,NA,NA,NA,NA,NA,NA,NA
"10826",NA,NA,NA,NA,NA,NA,NA,NA
"266740",NA,NA,NA,NA,NA,NA,NA,NA
"3930",1,1,1,1,1,1,1,1
"4645",NA,NA,NA,NA,NA,NA,NA,NA
"3069",0,0,0,1,0,1,0,0
"4864",0,1,1,1,0,1,1,0
"285440",NA,NA,NA,NA,NA,NA,NA,NA
"79644",0,0,0,0,0,0,1,1
"1646",NA,NA,NA,NA,NA,NA,NA,NA
"51170",1,0,1,0,1,1,1,0
"51144",1,1,1,1,1,1,1,1
"8630",NA,NA,NA,NA,NA,NA,NA,NA
"158160",NA,NA,NA,NA,NA,NA,NA,NA
"83401",NA,NA,NA,NA,NA,NA,NA,NA
"64834",0,0,1,1,0,1,1,1
"79993",0,0,0,0,0,0,0,0
"401494",0,0,1,1,0,1,1,1
"192286",1,0,1,0,0,1,1,0
"201562",0,1,1,1,1,0,1,1
"9200",0,0,0,0,0,0,0,0
"51495",0,1,1,1,0,1,1,0
"253017",NA,NA,NA,NA,NA,NA,NA,NA
"9524",1,1,1,1,1,1,1,1
"283985",NA,NA,NA,NA,NA,NA,NA,NA
"3995",NA,NA,NA,NA,NA,NA,NA,NA
"1155",1,1,1,1,1,1,1,1
"114571",NA,NA,NA,NA,NA,NA,NA,NA
"123096",0,1,0,0,0,0,0,0
"57016",NA,NA,NA,NA,NA,NA,NA,NA
"55277",NA,NA,NA,NA,NA,NA,NA,NA
"79707",0,0,1,0,1,1,1,0
"64122",0,1,0,1,1,1,1,0
"9917",0,0,1,0,0,0,0,1
"79672",1,1,0,1,1,1,0,0
"92370",NA,NA,NA,NA,NA,NA,NA,NA
"390928",NA,NA,NA,NA,NA,NA,NA,NA
"93650",NA,NA,NA,NA,NA,NA,NA,NA
"139596",0,1,0,1,1,0,0,0
"55066",0,0,1,1,1,1,1,0
"283208",NA,NA,NA,NA,NA,NA,NA,NA
"5033",0,1,1,1,1,1,1,0
"8974",1,0,0,0,1,1,0,0
"58478",0,1,0,1,1,1,1,0
"55256",1,1,0,0,1,1,0,0
"259307",1,0,1,1,0,1,1,1
"81894",NA,NA,NA,NA,NA,NA,NA,NA
"51312",NA,NA,NA,NA,NA,NA,NA,NA
"138639",NA,NA,NA,NA,NA,NA,NA,NA
"23203",1,1,1,1,1,1,1,1
"9896",0,1,0,1,0,1,1,1
"374462",NA,NA,NA,NA,NA,NA,NA,NA
"163404",NA,NA,NA,NA,NA,NA,NA,NA
"22908",1,1,1,1,1,1,1,1
"22876",1,1,0,1,1,1,1,0
"84814",NA,NA,NA,NA,NA,NA,NA,NA
"51559",0,1,1,1,0,1,1,0
"29085",0,0,1,1,1,0,0,0
"64419",0,1,0,1,1,1,1,0
"145553",1,1,0,1,1,1,1,1
"51496",0,1,0,1,0,1,1,0
"8446",0,1,1,1,0,1,1,1
"9107",1,1,0,1,0,1,1,0
"23371",NA,NA,NA,NA,NA,NA,NA,NA
"9108",NA,NA,NA,NA,NA,NA,NA,NA
"55613",NA,NA,NA,NA,NA,NA,NA,NA
"403313",0,0,1,1,0,1,1,0
"9562",1,0,1,1,0,1,1,0
"3705",1,0,0,1,1,1,1,0
"138429",NA,NA,NA,NA,NA,NA,NA,NA
"10170",0,0,0,0,0,0,0,0
"9249",1,0,1,1,1,1,0,0
"220074",NA,NA,NA,NA,NA,NA,NA,NA
"1733",NA,NA,NA,NA,NA,NA,NA,NA
"1735",NA,NA,NA,NA,NA,NA,NA,NA
"1734",NA,NA,NA,NA,NA,NA,NA,NA
"6819",0,0,0,0,0,0,1,0
"27284",0,0,0,1,1,0,0,1
"84274",0,1,0,1,0,1,0,1
"4297",0,1,1,1,0,1,0,1
"55904",0,1,0,1,1,0,0,1
"55870",NA,NA,NA,NA,NA,NA,NA,NA
"79723",0,0,0,0,1,0,0,0
"79813",0,0,0,1,1,0,1,1
"387893",1,1,0,0,1,1,1,0
"8085",0,1,0,0,0,1,0,0
"58508",1,0,0,1,0,1,1,1
"9869",0,0,1,1,1,1,1,0
"9757",0,1,0,1,0,1,0,1
"80854",0,1,0,0,0,0,0,1
"9739",0,0,1,1,0,0,1,1
"64754",0,1,0,1,1,1,1,0
"84444",0,0,0,0,1,1,0,1
"10919",0,1,1,1,1,1,0,0
"64324",1,1,1,1,0,0,1,1
"23067",0,0,1,1,0,1,1,1
"6839",1,1,0,1,1,1,0,0
"83852",NA,NA,NA,NA,NA,NA,NA,NA
"54904",NA,NA,NA,NA,NA,NA,NA,NA
"84787",0,0,0,1,1,1,1,1
"29072",0,0,1,0,0,0,1,1
"7468",NA,NA,NA,NA,NA,NA,NA,NA
"51111",0,0,0,0,0,0,0,0
"6419",0,1,0,0,0,1,1,1
"90701",1,0,0,1,0,1,1,0
"9789",1,1,1,1,1,1,1,1
"23478",1,1,1,1,1,1,1,1
"28972",1,1,1,1,1,1,1,1
"60559",1,1,1,1,1,1,1,1
"57171",0,0,1,1,0,0,1,1
"4249",1,1,1,0,0,1,0,1
"25834",NA,NA,NA,NA,NA,NA,NA,NA
"137902",NA,NA,NA,NA,NA,NA,NA,NA
"7837",NA,NA,NA,NA,NA,NA,NA,NA
"9677",0,0,0,0,0,0,0,0
"23262",1,0,0,1,1,1,1,0
"26007",1,1,0,1,1,1,1,0
"158584",NA,NA,NA,NA,NA,NA,NA,NA
"283209",1,0,0,1,0,1,1,0
"23491",NA,NA,NA,NA,NA,NA,NA,NA
"221223",NA,NA,NA,NA,NA,NA,NA,NA
"1208",NA,NA,NA,NA,NA,NA,NA,NA
"55244",NA,NA,NA,NA,NA,NA,NA,NA
"146802",NA,NA,NA,NA,NA,NA,NA,NA
"345274",NA,NA,NA,NA,NA,NA,NA,NA
"116085",NA,NA,NA,NA,NA,NA,NA,NA
"123688",NA,NA,NA,NA,NA,NA,NA,NA
"56898",0,0,1,1,0,1,1,0
"51171",NA,NA,NA,NA,NA,NA,NA,NA
"84869",0,1,1,0,1,1,1,0
"51741",0,1,1,1,0,0,1,0
"10202",0,0,0,0,0,0,0,0
"1487",0,0,0,0,0,0,0,0
"93517",NA,NA,NA,NA,NA,NA,NA,NA
"121214",NA,NA,NA,NA,NA,NA,NA,NA
"10553",0,1,0,1,1,1,1,0
"100288072",NA,NA,NA,NA,NA,NA,NA,NA
"374875",NA,NA,NA,NA,NA,NA,NA,NA
"441282",NA,NA,NA,NA,NA,NA,NA,NA
"340811",NA,NA,NA,NA,NA,NA,NA,NA
"133121",NA,NA,NA,NA,NA,NA,NA,NA
"85007",0,1,0,1,1,1,1,0
"250",NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,NA,NA,NA,NA,NA,NA
"123264",NA,NA,NA,NA,NA,NA,NA,NA
"200931",NA,NA,NA,NA,NA,NA,NA,NA
"10941",NA,NA,NA,NA,NA,NA,NA,NA
"79799",NA,NA,NA,NA,NA,NA,NA,NA
"10476",1,1,1,1,1,1,1,1
"518",NA,NA,NA,NA,NA,NA,NA,NA
"498",1,1,1,1,1,1,1,1
"516",NA,NA,NA,NA,NA,NA,NA,NA
"522",1,1,1,1,1,1,1,1
"515",1,1,1,1,1,1,1,1
"9551",1,1,0,0,0,1,1,1
"27109",NA,NA,NA,NA,NA,NA,NA,NA
"267020",NA,NA,NA,NA,NA,NA,NA,NA
"509",1,1,1,1,1,1,1,1
"513",1,1,1,1,1,1,1,1
"514",NA,NA,NA,NA,NA,NA,NA,NA
"517",NA,NA,NA,NA,NA,NA,NA,NA
"521",1,1,1,1,1,1,1,1
"10632",1,1,1,1,1,1,1,1
"506",0,0,0,0,1,0,0,1
"539",1,1,1,1,1,1,1,1
"29796",1,0,1,1,1,1,1,1
"4519",1,0,1,0,1,1,0,1
"1537",1,1,1,1,1,1,1,1
"7381",0,0,0,0,0,0,0,0
"10975",0,1,0,1,1,1,1,0
"27089",1,1,1,1,1,1,1,1
"7384",1,1,1,1,1,1,1,1
"7386",1,1,1,1,1,1,1,1
"7388",1,0,0,1,1,0,1,1
"7385",1,1,1,1,1,1,1,1
"9481",NA,NA,NA,NA,NA,NA,NA,NA
"9016",NA,NA,NA,NA,NA,NA,NA,NA
"7351",0,0,0,0,0,0,0,0
"7352",NA,NA,NA,NA,NA,NA,NA,NA
"4535",0,1,0,1,0,0,0,0
"4540",0,0,1,1,1,0,1,0
"4541",0,0,0,0,1,0,0,1
"4729",1,1,1,1,1,1,1,1
"126328",0,1,1,1,0,0,1,1
"4717",1,0,1,1,1,1,0,1
"4719",1,1,1,1,1,1,1,1
"7991",NA,NA,NA,NA,NA,NA,NA,NA
"4539",NA,NA,NA,NA,NA,NA,NA,NA
"4707",1,1,0,1,1,1,1,1
"4705",1,1,1,1,1,1,1,1
"4536",0,1,0,0,0,1,1,1
"4713",0,0,1,1,0,1,1,1
"4538",0,0,1,1,0,1,1,1
"4731",1,1,0,1,1,0,0,1
"4695",1,1,1,1,1,1,1,1
"4708",0,0,1,1,1,0,1,1
"4711",1,1,1,1,1,1,1,1
"4723",1,1,1,1,1,1,1,1
"4706",0,0,0,0,0,0,0,0
"4701",1,1,1,1,1,1,1,1
"4724",1,1,1,1,1,1,1,1
"4718",1,0,1,1,0,1,1,1
"4698",1,1,1,1,1,1,1,1
"4537",0,0,1,1,0,1,1,0
