"","ImmProt_T4.naive_01","ImmProt_T4.naive_02","ImmProt_T4.naive_03","ImmProt_T4.naive_04","ImmProt_T4.naive_01_activated","ImmProt_T4.naive_02_activated","ImmProt_T4.naive_03_activated","ImmProt_T4.naive_04_activated"
"137902",NA,NA,NA,NA,NA,NA,NA,NA
"8708",NA,NA,NA,NA,NA,NA,NA,NA
"9677",1,1,1,1,1,1,1,1
"23262",0,0,0,1,1,1,1,0
"201595",0,0,0,0,1,1,1,1
"26007",1,1,1,1,1,1,0,0
"83468",NA,NA,NA,NA,NA,NA,NA,NA
"158584",NA,NA,NA,NA,NA,NA,NA,NA
"84752",NA,NA,NA,NA,NA,NA,NA,NA
"283209",1,0,0,1,0,1,1,0
"145173",1,1,0,1,0,0,0,0
"23491",NA,NA,NA,NA,NA,NA,NA,NA
"124872",NA,NA,NA,NA,NA,NA,NA,NA
"84750",NA,NA,NA,NA,NA,NA,NA,NA
"221223",NA,NA,NA,NA,NA,NA,NA,NA
"338707",NA,NA,NA,NA,NA,NA,NA,NA
"1066",0,0,1,0,0,0,1,0
"1208",NA,NA,NA,NA,NA,NA,NA,NA
"146802",NA,NA,NA,NA,NA,NA,NA,NA
"168391",NA,NA,NA,NA,NA,NA,NA,NA
"55244",NA,NA,NA,NA,NA,NA,NA,NA
"345274",NA,NA,NA,NA,NA,NA,NA,NA
"116085",NA,NA,NA,NA,NA,NA,NA,NA
"8707",NA,NA,NA,NA,NA,NA,NA,NA
"123688",NA,NA,NA,NA,NA,NA,NA,NA
"51228",0,0,0,1,0,1,1,0
"51171",NA,NA,NA,NA,NA,NA,NA,NA
"284004",NA,NA,NA,NA,NA,NA,NA,NA
"79411",NA,NA,NA,NA,NA,NA,NA,NA
"51741",0,0,1,0,0,0,1,0
"27090",0,0,0,0,0,0,1,0
"129807",NA,NA,NA,NA,NA,NA,NA,NA
"441282",NA,NA,NA,NA,NA,NA,NA,NA
"2524",NA,NA,NA,NA,NA,NA,NA,NA
"10202",1,1,1,1,1,1,1,1
"2527",NA,NA,NA,NA,NA,NA,NA,NA
"10553",0,0,0,0,1,1,1,1
"121214",NA,NA,NA,NA,NA,NA,NA,NA
"374875",NA,NA,NA,NA,NA,NA,NA,NA
"2528",NA,NA,NA,NA,NA,NA,NA,NA
"113612",0,1,1,1,1,0,0,0
"56898",0,1,1,1,0,1,0,0
"493869",NA,NA,NA,NA,NA,NA,NA,NA
"1487",1,1,1,1,1,1,1,1
"64174",1,1,1,1,1,1,1,1
"100288072",NA,NA,NA,NA,NA,NA,NA,NA
"64180",NA,NA,NA,NA,NA,NA,NA,NA
"93517",NA,NA,NA,NA,NA,NA,NA,NA
"10728",1,1,1,1,1,1,1,1
"84869",1,1,1,1,0,0,0,0
"340811",NA,NA,NA,NA,NA,NA,NA,NA
"91179",NA,NA,NA,NA,NA,NA,NA,NA
"133121",NA,NA,NA,NA,NA,NA,NA,NA
"11102",0,0,0,0,1,1,1,1
"85007",1,1,1,1,1,0,0,0
"250",NA,NA,NA,NA,NA,NA,NA,NA
"8644",1,0,1,1,1,1,0,0
"10826",NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,NA,NA,NA,NA,NA,NA
"266740",NA,NA,NA,NA,NA,NA,NA,NA
"200931",NA,NA,NA,NA,NA,NA,NA,NA
"3930",1,1,1,1,1,1,1,1
"123264",NA,NA,NA,NA,NA,NA,NA,NA
"10941",NA,NA,NA,NA,NA,NA,NA,NA
"79799",NA,NA,NA,NA,NA,NA,NA,NA
"4645",NA,NA,NA,NA,NA,NA,NA,NA
"5446",0,0,0,1,0,0,0,0
"4864",0,0,1,1,0,1,1,0
"506",0,0,0,0,1,0,0,1
"3069",0,0,0,0,1,1,1,1
"10632",1,1,1,1,1,1,1,1
"515",1,1,1,1,1,1,1,1
"10476",1,1,1,1,1,1,1,1
"513",1,1,1,1,1,1,1,1
"522",1,1,1,1,1,1,1,1
"539",1,1,1,1,1,1,1,1
"9551",1,0,0,0,0,1,1,1
"516",NA,NA,NA,NA,NA,NA,NA,NA
"509",1,1,1,1,1,1,1,1
"518",NA,NA,NA,NA,NA,NA,NA,NA
"27109",NA,NA,NA,NA,NA,NA,NA,NA
"514",NA,NA,NA,NA,NA,NA,NA,NA
"4905",1,1,1,1,1,1,1,1
"517",NA,NA,NA,NA,NA,NA,NA,NA
"521",1,1,1,1,1,1,1,1
"498",1,1,1,1,1,1,1,1
"267020",NA,NA,NA,NA,NA,NA,NA,NA
"27089",1,1,1,1,1,1,1,1
"10975",1,1,1,1,0,0,0,0
"7381",1,1,1,1,1,1,1,1
"4519",1,0,1,0,1,0,0,1
