"","original","FastCore","GIMME","IMAT","CORDA","tINIT"
"r1678",2,"Present","2","2","High","15"
"r1680",2,"Present","2","2","High","15"
"r1685",2,"Present","2","2","High","15"
"r1686",2,"Present","2","2","High","15"
"r1692",2,"Present","2","2","High","15"
"r1693",2,"Present","2","2","High","15"
"r1696",2,"Present","2","2","High","15"
"r1700",2,"Present","2","2","High","15"
"r1701",2,"Present","2","2","High","15"
"r1705",2,"Present","2","2","High","15"
"r1706",2,"Present","2","2","High","15"
"r1707",2,"Present","2","2","High","15"
"r1710",2,"Present","2","2","High","15"
"r1717",2,"Present","2","2","High","15"
"r1722",2,"Present","2","2","High","15"
"r1723",2,"Present","2","2","High","15"
"r1726",2,"Present","2","2","High","15"
"r1731",2,"Present","2","2","High","15"
"r1732",2,"Present","2","2","High","15"
"r1736",2,"Present","2","2","High","15"
"r1744",2,"Present","2","2","High","15"
"r1745",2,"Present","2","2","High","15"
"r1746",2,"Present","2","2","High","15"
"r1747",2,"Present","2","2","High","15"
"r1748",2,"Present","2","2","High","15"
"r1750",2,"Present","2","2","High","15"
"r1752",2,"Present","2","2","High","15"
"r1753",2,"Present","2","2","High","15"
"r1754",2,"Present","2","2","High","15"
"r1755",2,"Present","2","2","High","15"
"r1758",2,"Present","2","2","High","15"
"r1762",2,"Present","2","2","High","15"
"r1763",2,"Present","2","2","High","15"
"r1764",2,"Present","2","2","High","15"
"r1766",2,"Present","2","2","High","15"
"r1768",2,"Present","2","2","High","15"
"r1771",2,"Present","2","2","High","15"
"r1774",2,"Present","2","2","High","15"
"r1778",2,"Present","2","2","High","15"
"r1779",2,"Present","2","2","High","15"
"r1781",2,"Present","2","2","High","15"
"r1783",2,"Present","2","2","High","15"
"r1784",2,"Present","2","2","High","15"
"r1786",2,"Present","2","2","High","15"
"r1789",2,"Present","2","2","High","15"
"r1790",2,"Present","2","2","High","15"
"r1791",2,"Present","2","2","High","15"
"r1792",2,"Present","2","2","High","15"
"r1796",2,"Present","2","2","High","15"
"r1797",2,"Present","2","2","High","15"
"r1798",2,"Present","2","2","High","15"
"r1799",2,"Present","2","2","High","15"
"r1805",2,"Present","2","2","High","15"
"r1806",2,"Present","2","2","High","15"
"r1809",2,"Present","2","2","High","15"
"r1811",2,"Present","2","2","High","15"
"r1814",2,"Present","2","2","High","15"
"r1817",2,"Present","2","2","High","15"
"r1818",2,"Present","2","2","High","15"
"r1820",2,"Present","2","2","High","15"
"r1821",2,"Present","2","2","High","15"
"r1822",2,"Present","2","2","High","15"
"r1823",2,"Present","2","2","High","15"
"r1824",2,"Present","2","2","High","15"
"r1827",2,"Present","2","2","High","15"
"r1829",2,"Present","2","2","High","15"
"r1830",2,"Present","2","2","High","15"
"r1832",2,"Present","2","2","High","15"
"r1833",2,"Present","2","2","High","15"
"r1836",2,"Present","2","2","High","15"
"r1837",2,"Present","2","2","High","15"
"r1841",2,"Present","2","2","High","15"
"r1842",2,"Present","2","2","High","15"
"r1846",2,"Present","2","2","High","15"
"r1847",2,"Present","2","2","High","15"
"r1848",2,"Present","2","2","High","15"
"r1851",2,"Present","2","2","High","15"
"r1853",2,"Present","2","2","High","15"
"r1854",2,"Present","2","2","High","15"
"r1855",2,"Present","2","2","High","15"
"r1857",2,"Present","2","2","High","15"
"r1858",2,"Present","2","2","High","15"
"r1860",2,"Present","2","2","High","15"
"r1861",2,"Present","2","2","High","15"
"r1864",2,"Present","2","2","High","15"
"r1865",2,"Present","2","2","High","15"
"r1867",2,"Present","2","2","High","15"
"r1874",2,"Present","2","2","High","15"
"r1876",2,"Present","2","2","High","15"
"r1877",2,"Present","2","2","High","15"
"r1880",2,"Present","2","2","High","15"
"r1881",2,"Present","2","2","High","15"
"r1882",2,"Present","2","2","High","15"
"r1885",2,"Present","2","2","High","15"
"r1887",2,"Present","2","2","High","15"
"r1889",2,"Present","2","2","High","15"
"r1890",2,"Present","2","2","High","15"
"r1892",2,"Present","2","2","High","15"
"r1893",2,"Present","2","2","High","15"
"r1898",2,"Present","2","2","High","15"
"r1899",2,"Present","2","2","High","15"
"r1900",2,"Present","2","2","High","15"
"r1901",2,"Present","2","2","High","15"
"r1903",2,"Present","2","2","High","15"
"r1904",2,"Present","2","2","High","15"
"r1905",2,"Present","2","2","High","15"
"r1907",2,"Present","2","2","High","15"
"r1908",2,"Present","2","2","High","15"
"r1910",2,"Present","2","2","High","15"
"r1912",2,"Present","2","2","High","15"
"r1916",2,"Present","2","2","High","15"
"r1918",2,"Present","2","2","High","15"
"r1920",2,"Present","2","2","High","15"
"r1921",2,"Present","2","2","High","15"
"r1925",2,"Present","2","2","High","15"
"r1928",2,"Present","2","2","High","15"
"r1932",2,"Present","2","2","High","15"
"r1935",2,"Present","2","2","High","15"
"r1940",2,"Present","2","2","High","15"
"r1944",2,"Present","2","2","High","15"
"r1945",2,"Present","2","2","High","15"
"r1948",2,"Present","2","2","High","15"
"r1949",2,"Present","2","2","High","15"
"r1951",2,"Present","2","2","High","15"
"r1954",2,"Present","2","2","High","15"
"r1957",2,"Present","2","2","High","15"
"r1961",2,"Present","2","2","High","15"
"r1962",2,"Present","2","2","High","15"
"r1963",2,"Present","2","2","High","15"
"r1964",2,"Present","2","2","High","15"
"r1965",2,"Present","2","2","High","15"
"r1967",2,"Present","2","2","High","15"
"r1970",2,"Present","2","2","High","15"
"r1972",2,"Present","2","2","High","15"
"r1974",2,"Present","2","2","High","15"
"r1976",2,"Present","2","2","High","15"
"r1980",2,"Present","2","2","High","15"
"r1981",2,"Present","2","2","High","15"
"r1983",2,"Present","2","2","High","15"
"r1984",2,"Present","2","2","High","15"
"r1985",2,"Present","2","2","High","15"
"r1986",2,"Present","2","2","High","15"
"r1987",2,"Present","2","2","High","15"
"r1989",2,"Present","2","2","High","15"
"r1997",0,"-","0","0","Negative","-8"
"r2000",0,"-","0","0","Negative","-8"
"r2001",0,"-","0","0","Negative","-8"
"r2003",0,"-","0","0","Negative","-8"
"r2004",0,"-","0","0","Negative","-8"
"r2005",0,"-","0","0","Negative","-8"
"r2007",0,"-","0","0","Negative","-8"
"r2011",0,"-","0","0","Negative","-8"
"r2013",0,"-","0","0","Negative","-8"
"r2014",0,"-","0","0","Negative","-8"
"r2016",0,"-","0","0","Negative","-8"
"r2017",0,"-","0","0","Negative","-8"
"r2018",0,"-","0","0","Negative","-8"
"r2021",0,"-","0","0","Negative","-8"
"r2023",0,"-","0","0","Negative","-8"
"r2026",0,"-","0","0","Negative","-8"
"r2030",0,"-","0","0","Negative","-8"
"r2031",0,"-","0","0","Negative","-8"
"r2032",0,"-","0","0","Negative","-8"
"r2035",0,"-","0","0","Negative","-8"
"r2036",0,"-","0","0","Negative","-8"
"r2038",0,"-","0","0","Negative","-8"
"r2039",0,"-","0","0","Negative","-8"
"r2040",0,"-","0","0","Negative","-8"
"r2041",0,"-","0","0","Negative","-8"
"r2046",0,"-","0","0","Negative","-8"
"r2047",0,"-","0","0","Negative","-8"
"r2048",0,"-","0","0","Negative","-8"
"r2049",0,"-","0","0","Negative","-8"
"r2050",0,"-","0","0","Negative","-8"
"r2051",0,"-","0","0","Negative","-8"
"r2055",0,"-","0","0","Negative","-8"
"r2056",0,"-","0","0","Negative","-8"
"r2058",0,"-","0","0","Negative","-8"
"r2060",0,"-","0","0","Negative","-8"
"r2063",0,"-","0","0","Negative","-8"
"r2065",0,"-","0","0","Negative","-8"
"r2067",0,"-","0","0","Negative","-8"
"r2068",0,"-","0","0","Negative","-8"
"r2071",0,"-","0","0","Negative","-8"
"r2073_1",0,"-","0","0","Negative","-8"
"r2080",1,"Present","1","1","Medium","10"
"r2081",1,"Present","1","1","Medium","10"
"r2084",1,"Present","1","1","Medium","10"
"r2085",1,"Present","1","1","Medium","10"
"r2086",1,"Present","1","1","Medium","10"
"r2087",1,"Present","1","1","Medium","10"
"r2088",1,"Present","1","1","Medium","10"
"r2089",1,"Present","1","1","Medium","10"
"r2090",1,"Present","1","1","Medium","10"
"r2092",1,"Present","1","1","Medium","10"
"r2093",1,"Present","1","1","Medium","10"
"r2094",1,"Present","1","1","Medium","10"
"r2096",1,"Present","1","1","Medium","10"
"r2100",1,"Present","1","1","Medium","10"
"r2101",1,"Present","1","1","Medium","10"
"r2104",1,"Present","1","1","Medium","10"
"r2106",1,"Present","1","1","Medium","10"
"r2108",1,"Present","1","1","Medium","10"
"r2111",1,"Present","1","1","Medium","10"
"r2113",1,"Present","1","1","Medium","10"
"r2114",1,"Present","1","1","Medium","10"
"r2115",1,"Present","1","1","Medium","10"
"r2120",1,"Present","1","1","Medium","10"
"r2121",1,"Present","1","1","Medium","10"
"r2122",1,"Present","1","1","Medium","10"
"r2123",1,"Present","1","1","Medium","10"
"r2125",1,"Present","1","1","Medium","10"
"r2126",1,"Present","1","1","Medium","10"
"r2130",1,"Present","1","1","Medium","10"
"r2133",1,"Present","1","1","Medium","10"
"r2139",0,"-","0","0","Negative","-8"
"r2141",0,"-","0","0","Negative","-8"
"r2146",0,"-","0","0","Negative","-8"
"r2149",0,"-","0","0","Negative","-8"
"r2150",0,"-","0","0","Negative","-8"
"r2151",0,"-","0","0","Negative","-8"
"r2153",0,"-","0","0","Negative","-8"
"r2159",0,"-","0","0","Negative","-8"
"r2164",0,"-","0","0","Negative","-8"
"r2165",0,"-","0","0","Negative","-8"
"r2166",0,"-","0","0","Negative","-8"
"r2167",0,"-","0","0","Negative","-8"
"r2172",0,"-","0","0","Negative","-8"
"r2173",0,"-","0","0","Negative","-8"
"r2175",0,"-","0","0","Negative","-8"
"r2176",0,"-","0","0","Negative","-8"
"r2177",0,"-","0","0","Negative","-8"
"r2178",0,"-","0","0","Negative","-8"
"r2179",0,"-","0","0","Negative","-8"
"r2189",0,"-","0","0","Negative","-8"
"r2191",0,"-","0","0","Negative","-8"
"r2192",0,"-","0","0","Negative","-8"
"r2193",0,"-","0","0","Negative","-8"
"r2195",0,"-","0","0","Negative","-8"
"r2196",0,"-","0","0","Negative","-8"
"r2199",0,"-","0","0","Negative","-8"
"r2201",0,"-","0","0","Negative","-8"
"r2202",0,"-","0","0","Negative","-8"
"r2204",0,"-","0","0","Negative","-8"
"r2205",0,"-","0","0","Negative","-8"
"r2206",0,"-","0","0","Negative","-8"
"r2210",0,"-","0","0","Negative","-8"
"r2211",0,"-","0","0","Negative","-8"
"r2212",0,"-","0","0","Negative","-8"
"r2213",0,"-","0","0","Negative","-8"
"r2215",0,"-","0","0","Negative","-8"
"r2217",0,"-","0","0","Negative","-8"
"r2219",0,"-","0","0","Negative","-8"
"r2226",0,"-","0","0","Negative","-8"
"r2227",0,"-","0","0","Negative","-8"
"r2228",0,"-","0","0","Negative","-8"
"r2229",0,"-","0","0","Negative","-8"
"r2230",0,"-","0","0","Negative","-8"
"r2231",0,"-","0","0","Negative","-8"
"r2233",0,"-","0","0","Negative","-8"
"r2236",0,"-","0","0","Negative","-8"
"r2237",0,"-","0","0","Negative","-8"
"r2238",0,"-","0","0","Negative","-8"
"r2239",0,"-","0","0","Negative","-8"
"r2242",0,"-","0","0","Negative","-8"
"r2244",0,"-","0","0","Negative","-8"
"r2245",0,"-","0","0","Negative","-8"
"r2246",0,"-","0","0","Negative","-8"
"r2247",0,"-","0","0","Negative","-8"
"r2248",0,"-","0","0","Negative","-8"
"r2249",0,"-","0","0","Negative","-8"
"r2250",0,"-","0","0","Negative","-8"
"r2255",0,"-","0","0","Negative","-8"
"r2256",0,"-","0","0","Negative","-8"
"r2257",0,"-","0","0","Negative","-8"
"r2258",0,"-","0","0","Negative","-8"
"r2260",0,"-","0","0","Negative","-8"
"r2264",0,"-","0","0","Negative","-8"
"r2265",0,"-","0","0","Negative","-8"
"r2266",0,"-","0","0","Negative","-8"
"r2268",0,"-","0","0","Negative","-8"
"r2273",0,"-","0","0","Negative","-8"
"r2275",0,"-","0","0","Negative","-8"
"r2276",0,"-","0","0","Negative","-8"
"r2277",0,"-","0","0","Negative","-8"
"r2278",0,"-","0","0","Negative","-8"
"r2282",0,"-","0","0","Negative","-8"
"r2283",0,"-","0","0","Negative","-8"
"25HVITD2tin_m",NA,"-","-1","-1","-","-2"
"r2289",0,"-","0","0","Negative","-8"
"r2293",0,"-","0","0","Negative","-8"
"r2294",0,"-","0","0","Negative","-8"
"r2297",0,"-","0","0","Negative","-8"
"r2299",0,"-","0","0","Negative","-8"
"r2300",0,"-","0","0","Negative","-8"
"r2342",0,"-","0","0","Negative","-8"
"r2301",0,"-","0","0","Negative","-8"
"r2307",0,"-","0","0","Negative","-8"
"r2309",0,"-","0","0","Negative","-8"
"r2310",0,"-","0","0","Negative","-8"
"r2313",0,"-","0","0","Negative","-8"
"r2315",0,"-","0","0","Negative","-8"
"r2317",0,"-","0","0","Negative","-8"
"r2321",0,"-","0","0","Negative","-8"
"r2324",0,"-","0","0","Negative","-8"
"r2325",0,"-","0","0","Negative","-8"
"r2331",0,"-","0","0","Negative","-8"
"r2332",0,"-","0","0","Negative","-8"
"r2333",0,"-","0","0","Negative","-8"
"r2334",0,"-","0","0","Negative","-8"
"r2439",0,"-","0","0","Negative","-8"
"r2335",0,"-","0","0","Negative","-8"
"r2341",0,"-","0","0","Negative","-8"
"RE0512X",1,"Present","1","1","Medium","10"
"RE0567C",NA,"-","-1","-1","-","-2"
"SERt2r",2,"Present","2","2","High","15"
"r2344",0,"-","0","0","Negative","-8"
"r2347",0,"-","0","0","Negative","-8"
"r2352",0,"-","0","0","Negative","-8"
"RE0568C",3,"Present","2","2","High","20"
"r2354",0,"-","0","0","Negative","-8"
"r2472",1,"Present","1","1","Medium","10"
"G6Pt6er",0,"-","0","0","Negative","-8"
"RE0569C",2,"Present","2","2","High","15"
"r2484",0,"-","0","0","Negative","-8"
"r2486",0,"-","0","0","Negative","-8"
"r2355",0,"-","0","0","Negative","-8"
"r2357",0,"-","0","0","Negative","-8"
"r2358",0,"-","0","0","Negative","-8"
"r2487",0,"-","0","0","Negative","-8"
"r2359",0,"-","0","0","Negative","-8"
"r2488",0,"-","0","0","Negative","-8"
"RE0569E",0,"-","0","0","Negative","-8"
"r2489",0,"-","0","0","Negative","-8"
"r2491",0,"-","0","0","Negative","-8"
"r2360",0,"-","0","0","Negative","-8"
"r2362",0,"-","0","0","Negative","-8"
"r2363",0,"-","0","0","Negative","-8"
"r2366",0,"-","0","0","Negative","-8"
"r2492",0,"-","0","0","Negative","-8"
"r2493",0,"-","0","0","Negative","-8"
"r2496",0,"-","0","0","Negative","-8"
"r2369",0,"-","0","0","Negative","-8"
"r2374",3,"Present","2","2","High","20"
"r2375",3,"Present","2","2","High","20"
"r2377",3,"Present","2","2","High","20"
"r2382",3,"Present","2","2","High","20"
"r2502",0,"-","0","0","Negative","-8"
"r2505",1,"Present","1","1","Medium","10"
"r2506",NA,"-","-1","-1","-","-2"
"r2509",NA,"-","-1","-1","-","-2"
"r2510",NA,"-","-1","-1","-","-2"
"r2384",3,"Present","2","2","High","20"
"r2385",3,"Present","2","2","High","20"
"r2512",NA,"-","-1","-1","-","-2"
"r2387",3,"Present","2","2","High","20"
"r2514",NA,"-","-1","-1","-","-2"
"r2388",3,"Present","2","2","High","20"
"r2515",NA,"-","-1","-1","-","-2"
"RE0570C",NA,"-","-1","-1","-","-2"
"r2516",1,"Present","1","1","Medium","10"
"r2517",1,"Present","1","1","Medium","10"
"r2396",0,"-","0","0","Negative","-8"
"r2399",0,"-","0","0","Negative","-8"
"r2400",0,"-","0","0","Negative","-8"
"r2404",0,"-","0","0","Negative","-8"
"r2518",1,"Present","1","1","Medium","10"
"RE0575C",NA,"-","-1","-1","-","-2"
"r2519",NA,"-","-1","-1","-","-2"
"r2520",3,"Present","2","2","High","20"
"r2405",0,"-","0","0","Negative","-8"
"r2407",0,"-","0","0","Negative","-8"
"GLNt",0,"-","0","0","Negative","-8"
"r2532",0,"-","0","0","Negative","-8"
"r2408",0,"-","0","0","Negative","-8"
"RE0689E",0,"-","0","0","Negative","-8"
"r2409",0,"-","0","0","Negative","-8"
"r2411",0,"-","0","0","Negative","-8"
"r2534",0,"-","0","0","Negative","-8"
"r2538",NA,"-","-1","-1","-","-2"
"EX_so3_e",NA,"-","-1","-1","-","-2"
"r2412",0,"-","0","0","Negative","-8"
"r2419",1,"Present","1","1","Medium","10"
"RE0452M",NA,"-","-1","-1","-","-2"
"RE0690E",0,"-","0","0","Negative","-8"
"RE0453C",NA,"-","-1","-1","-","-2"
"RE0453M",2,"Present","2","2","High","15"
"RE0456N",1,"Present","1","1","Medium","10"
"RE1518X",0,"-","0","0","Negative","-8"
"RE1519X",0,"-","0","0","Negative","-8"
"RE1520M",3,"Present","2","2","High","20"
"RE1520X",0,"-","0","0","Negative","-8"
"RE1522M",3,"Present","2","2","High","20"
"RE0691C",NA,"-","-1","-1","-","-2"
"RE1522X",0,"-","0","0","Negative","-8"
"RE1526M",3,"Present","2","2","High","20"
"RE0908C",NA,"-","-1","-1","-","-2"
"RE1526X",1,"Present","1","1","Medium","10"
"RE1527M",3,"Present","2","2","High","20"
"RE1957R_1",3,"Present","2","2","High","20"
"RE0912C",0,"-","0","0","Negative","-8"
"RE1527X",1,"Present","1","1","Medium","10"
"RE0915C",NA,"-","-1","-1","-","-2"
"RE1530M",0,"-","0","0","Negative","-8"
"RE1531M",3,"Present","2","2","High","20"
"RE0918C",NA,"-","-1","-1","-","-2"
"RE1533X",1,"Present","1","1","Medium","10"
"RE0958C",NA,"-","-1","-1","-","-2"
"RE1534M",3,"Present","2","2","High","20"
"RE1534X",1,"Present","1","1","Medium","10"
"RE1978C",NA,"-","-1","-1","-","-2"
"RE1050E",0,"-","0","0","Negative","-8"
"RE2030M",0,"-","0","0","Negative","-8"
"RE2034C",NA,"-","-1","-1","-","-2"
"RE1587C",NA,"-","-1","-1","-","-2"
"RE1630C",NA,"-","-1","-1","-","-2"
"RE1632C",NA,"-","-1","-1","-","-2"
"CYANSTm",0,"-","0","0","Negative","-8"
"RE1709C",NA,"-","-1","-1","-","-2"
"RE1804M",0,"-","0","0","Negative","-8"
"RE1807C",NA,"-","-1","-1","-","-2"
"RE2069C",NA,"-","-1","-1","-","-2"
"RE2078M",NA,"-","-1","-1","-","-2"
"RE2080C",NA,"-","-1","-1","-","-2"
"RE2111M",1,"Present","1","1","Medium","10"
"RE2112R",0,"-","0","0","Negative","-8"
"RE2122C",NA,"-","-1","-1","-","-2"
"RE2127C",NA,"-","-1","-1","-","-2"
"RE2130C",NA,"-","-1","-1","-","-2"
"RE1810M",NA,"-","-1","-1","-","-2"
"RE1826C",NA,"-","-1","-1","-","-2"
"RE1834M",2,"Present","2","2","High","15"
"STS3",0,"-","0","0","Negative","-8"
"RE1835C",0,"-","0","0","Negative","-8"
"RE1845C",0,"-","0","0","Negative","-8"
"RE2155C",NA,"-","-1","-1","-","-2"
"RE1898C",NA,"-","-1","-1","-","-2"
"STS3r",0,"-","0","0","Negative","-8"
"RE1901R",NA,"-","-1","-1","-","-2"
"RE1919C",NA,"-","-1","-1","-","-2"
"RE1134C",NA,"-","-1","-1","-","-2"
"STS4",0,"-","0","0","Negative","-8"
"RE1233C",1,"Present","1","1","Medium","10"
"SPMDAT1",NA,"-","-1","-1","-","-2"
"SPMDAT2",NA,"-","-1","-1","-","-2"
"RE2223M",0,"-","0","0","Negative","-8"
"AADSACYCL",NA,"-","-1","-1","-","-2"
"RE2240C",NA,"-","-1","-1","-","-2"
"RE2660C",NA,"-","-1","-1","-","-2"
"RE2273E",0,"-","0","0","Negative","-8"
"RE1342C",NA,"-","-1","-1","-","-2"
"RE2296C",NA,"-","-1","-1","-","-2"
"RE2660N",1,"Present","1","1","Medium","10"
"RE2666C_1",NA,"-","-1","-1","-","-2"
"RE2346C",NA,"-","-1","-1","-","-2"
"RE2386C",NA,"-","-1","-1","-","-2"
"RE2405C",0,"-","0","0","Negative","-8"
"RE1441R_1",3,"Present","2","2","High","20"
"RE2426C",NA,"-","-1","-1","-","-2"
"RE2427M",1,"Present","1","1","Medium","10"
"RE2429M",1,"Present","1","1","Medium","10"
"RE2445E",0,"-","0","0","Negative","-8"
"RE1516X",0,"-","0","0","Negative","-8"
"RE2526C",NA,"-","-1","-1","-","-2"
"RE2562C",NA,"-","-1","-1","-","-2"
"RE1517M",0,"-","0","0","Negative","-8"
"RE2563C",NA,"-","-1","-1","-","-2"
"RE3036C",0,"-","0","0","Negative","-8"
"RE2605C",NA,"-","-1","-1","-","-2"
"RE2625M",0,"-","0","0","Negative","-8"
"RE2626M",0,"-","0","0","Negative","-8"
"RE2635C",NA,"-","-1","-1","-","-2"
"RE2636C",NA,"-","-1","-1","-","-2"
"RE2644C",2,"Present","2","2","High","15"
"RE2677E_1",NA,"-","-1","-1","-","-2"
"RE2677N_1",NA,"-","-1","-1","-","-2"
"RE2705C",NA,"-","-1","-1","-","-2"
"RE2717L",1,"Present","1","1","Medium","10"
"RE2814M",NA,"-","-1","-1","-","-2"
"RE2888C_1",3,"Present","2","2","High","20"
"RE2948C",NA,"-","-1","-1","-","-2"
"RE2649M",2,"Present","2","2","High","15"
"RE2651R",NA,"-","-1","-1","-","-2"
"RE2658C",NA,"-","-1","-1","-","-2"
"PYK6",3,"Present","2","2","High","20"
"RE2972M_1",2,"Present","2","2","High","15"
"RE3041C",0,"-","0","0","Negative","-8"
"RE3044C",NA,"-","-1","-1","-","-2"
"RE2985X",0,"-","0","0","Negative","-8"
"RE2986X",0,"-","0","0","Negative","-8"
"RE2991X",1,"Present","1","1","Medium","10"
"RE2992M",3,"Present","2","2","High","20"
"RE3050R",NA,"-","-1","-1","-","-2"
"RE2998M",0,"-","0","0","Negative","-8"
"RE3076X",NA,"-","-1","-1","-","-2"
"RE2999M",3,"Present","2","2","High","20"
"RE3000M",3,"Present","2","2","High","20"
"RE3192M",3,"Present","2","2","High","20"
"RE3079X",2,"Present","2","2","High","15"
"RE3001M",3,"Present","2","2","High","20"
"RE3081X",0,"-","0","0","Negative","-8"
"RE3002X",1,"Present","1","1","Medium","10"
"RE3005M",3,"Present","2","2","High","20"
"RE3010C",2,"Present","2","2","High","15"
"RE3010X",1,"Present","1","1","Medium","10"
"RE3193M",3,"Present","2","2","High","20"
"RE3194M",3,"Present","2","2","High","20"
"RE3011R",NA,"-","-1","-1","-","-2"
"RE3013C",NA,"-","-1","-1","-","-2"
"RE3103C",2,"Present","2","2","High","15"
"RE3014R",1,"Present","1","1","Medium","10"
"RE3016R",NA,"-","-1","-1","-","-2"
"RE3017R",NA,"-","-1","-1","-","-2"
"RE3224C",2,"Present","2","2","High","15"
"RE3228C",NA,"-","-1","-1","-","-2"
"RE3231C",NA,"-","-1","-1","-","-2"
"RE3104C",NA,"-","-1","-1","-","-2"
"RE3232C",NA,"-","-1","-1","-","-2"
"RE3234C",NA,"-","-1","-1","-","-2"
"RE3108C",NA,"-","-1","-1","-","-2"
"RE3236C",NA,"-","-1","-1","-","-2"
"RE3237C",NA,"-","-1","-1","-","-2"
"RE3241C",2,"Present","2","2","High","15"
"RE3243C",NA,"-","-1","-1","-","-2"
"RE3432C",2,"Present","2","2","High","15"
"RE3434C",NA,"-","-1","-1","-","-2"
"RE3436C",NA,"-","-1","-1","-","-2"
"RE3437C",NA,"-","-1","-1","-","-2"
"RE3247M",0,"-","0","0","Negative","-8"
"RE3247X",0,"-","0","0","Negative","-8"
"RE3251C",NA,"-","-1","-1","-","-2"
"RE3251M",0,"-","0","0","Negative","-8"
"RE3252C",NA,"-","-1","-1","-","-2"
"RE3476C",2,"Present","2","2","High","15"
"RE3476M",1,"Present","1","1","Medium","10"
"PI3PP",NA,"-","-1","-1","-","-2"
"RE3273R_1",0,"-","0","0","Negative","-8"
"RE3110C",2,"Present","2","2","High","15"
"RE3286C",NA,"-","-1","-1","-","-2"
"RE3287C",NA,"-","-1","-1","-","-2"
"RE3485C",NA,"-","-1","-1","-","-2"
"RE3486C",NA,"-","-1","-1","-","-2"
"RE3488C",NA,"-","-1","-1","-","-2"
"RE3288C",NA,"-","-1","-1","-","-2"
"RE3289C",NA,"-","-1","-1","-","-2"
"RE3490C",NA,"-","-1","-1","-","-2"
"RE3307C",2,"Present","2","2","High","15"
"RE3491C",NA,"-","-1","-1","-","-2"
"RE3346M",1,"Present","1","1","Medium","10"
"RE3113C",NA,"-","-1","-1","-","-2"
"RE3513C",NA,"-","-1","-1","-","-2"
"RE3513R",NA,"-","-1","-1","-","-2"
"RE3367E",0,"-","0","0","Negative","-8"
"RE3520E",1,"Present","1","1","Medium","10"
"RE3114R",2,"Present","2","2","High","15"
"RE3524R",NA,"-","-1","-1","-","-2"
"RE3381C",0,"-","0","0","Negative","-8"
"RE3119C",NA,"-","-1","-1","-","-2"
"RE3411C_1",NA,"-","-1","-1","-","-2"
"RE3413C",NA,"-","-1","-1","-","-2"
"RE3525M",NA,"-","-1","-1","-","-2"
"RE3526C",0,"-","0","0","Negative","-8"
"RE3526M",NA,"-","-1","-1","-","-2"
"RE3565C",NA,"-","-1","-1","-","-2"
"RE3566C",NA,"-","-1","-1","-","-2"
"RE3567C",NA,"-","-1","-1","-","-2"
"RE3421R",NA,"-","-1","-1","-","-2"
"RE3422C",NA,"-","-1","-1","-","-2"
"EX_CE2250_e",NA,"-","-1","-1","-","-2"
"RE3570C",NA,"-","-1","-1","-","-2"
"EX_CE1935_e",NA,"-","-1","-1","-","-2"
"RE3587C",NA,"-","-1","-1","-","-2"
"EX_CE1943_e",NA,"-","-1","-1","-","-2"
"RE3597C",2,"Present","2","2","High","15"
"RE3120C",2,"Present","2","2","High","15"
"RE3597M",1,"Present","1","1","Medium","10"
"RE3597X",1,"Present","1","1","Medium","10"
"RE3122C",NA,"-","-1","-1","-","-2"
"RE3626M",0,"-","0","0","Negative","-8"
"RE3628M",3,"Present","2","2","High","20"
"EX_CE1939_e",NA,"-","-1","-1","-","-2"
"EX_CE2915_e",NA,"-","-1","-1","-","-2"
"EX_CE4722_e",NA,"-","-1","-1","-","-2"
"EX_CE4723_e",NA,"-","-1","-1","-","-2"
"EX_prostgh2_e",NA,"-","-1","-1","-","-2"
"RE3146R",2,"Present","2","2","High","15"
"EX_citr__L_e",NA,"-","-1","-1","-","-2"
"EX_HC00822_e",NA,"-","-1","-1","-","-2"
"EX_C02528_e",NA,"-","-1","-1","-","-2"
"EX_HC02192_e",NA,"-","-1","-1","-","-2"
"EX_HC02195_e",NA,"-","-1","-1","-","-2"
"EX_HC02191_e",NA,"-","-1","-1","-","-2"
"EX_HC02198_e",NA,"-","-1","-1","-","-2"
"EX_HC02203_e",NA,"-","-1","-1","-","-2"
"EX_HC02204_e",NA,"-","-1","-1","-","-2"
"EX_HC02205_e",NA,"-","-1","-1","-","-2"
"EX_HC02206_e",NA,"-","-1","-1","-","-2"
"EX_HC02207_e",NA,"-","-1","-1","-","-2"
"EX_HC02213_e",NA,"-","-1","-1","-","-2"
"EX_HC02217_e",NA,"-","-1","-1","-","-2"
"EX_arachcoa_e",NA,"-","-1","-1","-","-2"
"EX_coa_e",NA,"-","-1","-1","-","-2"
"EX_CE4724_e",NA,"-","-1","-1","-","-2"
"EX_malthp_e",NA,"-","-1","-1","-","-2"
"EX_CE2838_e",NA,"-","-1","-1","-","-2"
"EX_cynt_e",NA,"-","-1","-1","-","-2"
"EX_3ump_e",NA,"-","-1","-1","-","-2"
"EX_CE5786_e",NA,"-","-1","-1","-","-2"
"EX_CE5797_e",NA,"-","-1","-1","-","-2"
"EX_CE5787_e",NA,"-","-1","-1","-","-2"
"EX_CE5868_e",NA,"-","-1","-1","-","-2"
"EX_CE4881_e",NA,"-","-1","-1","-","-2"
"EX_CE5854_e",NA,"-","-1","-1","-","-2"
"EX_cdpea_e",NA,"-","-1","-1","-","-2"
"EX_CE5853_e",NA,"-","-1","-1","-","-2"
