"","GSM565281","GSM565282","GSM565283","GSM565284","GSM565285","GSM565286","GSM1070755","GSM1070756","GSM1070759","GSM1070760","GSM1070763","GSM1070764"
"286297",0,0,0,0,0,0,0,0,0,0,0,0
"10560",0,1,1,0,0,1,0,1,0,1,0,1
"191",1,1,1,0,1,1,1,1,1,1,1,1
"10768",1,1,1,1,1,1,1,1,1,1,1,1
"25874",1,1,1,1,1,1,1,0,1,1,1,1
"51660",0,1,1,1,1,1,1,0,1,0,1,0
"57198",1,0,0,1,1,0,1,0,1,1,0,0
"5205",0,1,1,1,0,0,1,1,0,0,1,1
"23250",0,1,1,0,0,1,0,1,0,1,0,0
"286410",1,1,1,1,1,1,0,1,0,0,1,1
"5243",0,0,0,1,0,1,0,0,0,1,0,1
"55856",0,1,1,0,1,1,1,0,1,0,1,0
"7350",0,0,0,0,0,0,0,0,0,0,0,0
"26027",0,1,0,0,0,1,1,1,0,1,0,1
"10058",0,0,0,0,1,1,1,0,1,0,1,0
"51458",1,1,1,0,0,1,0,1,1,1,0,1
"948",0,0,0,0,0,0,0,0,0,0,0,0
"10928",1,1,0,1,1,0,1,0,1,1,1,0
"1728",0,0,0,0,1,1,1,0,1,0,1,1
"2946",1,1,1,1,1,0,0,0,1,0,1,1
"125981",0,0,0,0,0,0,0,0,0,0,1,1
"55331",1,1,1,1,1,1,1,0,1,0,1,0
"340485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760",0,0,0,0,1,1,1,0,1,0,1,1
"5660",1,1,1,1,1,1,1,1,1,1,1,1
"57704",1,1,1,1,1,1,1,0,1,1,0,0
"4759",0,1,0,1,0,1,0,1,0,1,0,1
"10825",0,1,1,0,1,0,0,1,0,1,0,1
"7903",1,1,1,0,1,1,1,1,1,1,0,1
"5407",1,1,1,1,0,0,0,0,0,1,0,1
"119548",0,0,0,0,0,0,0,0,0,0,0,0
"5408",0,0,0,0,0,0,0,0,0,0,0,0
"221955",1,1,1,1,1,1,1,1,0,0,0,1
"9388",0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0
"57104",1,1,1,1,1,1,1,1,1,1,1,1
"3991",0,0,1,1,1,0,0,1,0,1,0,1
"747",0,0,1,0,0,1,0,1,0,1,0,1
"8513",0,0,0,0,0,0,0,0,0,0,0,0
"5406",0,0,0,0,0,0,0,0,0,0,0,0
"2170",0,0,0,1,1,0,1,0,0,0,0,1
"2171",1,1,1,1,1,1,1,1,1,1,1,1
"2167",0,0,0,0,0,0,0,0,0,0,0,0
"2172",1,0,0,0,0,1,1,1,0,0,0,0
"646480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173",0,0,0,0,0,0,0,0,0,0,0,0
"646486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2169",0,0,0,1,1,0,1,1,0,0,0,1
"6296",0,0,0,0,1,0,1,0,0,0,1,0
"341392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54988",1,1,0,0,1,0,0,1,0,1,0,1
"123876",1,0,0,0,0,0,0,1,0,1,0,1
"348158",1,0,0,0,0,0,0,1,0,1,0,1
"344967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154141",0,0,0,0,0,0,1,0,0,0,1,1
"51099",0,0,1,0,0,1,1,1,0,1,0,0
"253558",0,0,0,0,0,0,0,1,0,1,0,1
"84513",0,0,0,0,0,0,1,0,1,1,0,0
"64748",0,0,1,1,1,0,1,1,0,0,1,1
"9890",0,0,0,0,0,0,0,0,0,0,0,0
"9663",1,1,1,1,1,1,1,1,1,1,1,0
"196051",0,0,0,0,0,0,0,0,0,0,0,0
"79948",0,0,0,0,1,1,0,1,1,1,0,1
"23175",1,1,1,1,0,1,1,1,1,0,0,1
"64900",0,0,0,0,0,0,1,1,0,0,0,0
"85465",0,0,0,0,0,0,0,1,0,1,0,1
"122618",0,0,0,0,0,0,0,0,0,0,0,0
"201164",1,1,1,1,1,1,0,1,0,1,0,1
"23646",1,0,0,1,1,1,1,0,1,0,1,1
"590",0,0,0,0,0,0,0,0,0,0,0,0
"91012",1,1,1,1,1,1,0,0,1,1,1,1
"204219",0,0,0,0,0,0,0,0,0,0,0,0
"10715",0,0,1,0,1,1,1,1,0,1,0,1
"253782",1,1,1,1,1,1,1,1,1,1,1,1
"29956",1,1,1,1,1,1,1,1,1,1,1,1
"79603",0,0,0,0,1,1,0,0,1,0,1,1
"56624",0,0,0,0,0,0,0,1,0,1,0,0
"55757",0,0,0,0,0,0,0,0,0,0,0,0
"145173",0,0,0,0,0,0,1,0,1,1,0,0
"644974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56886",0,0,0,1,1,1,1,1,1,0,0,0
"152586",0,0,0,0,0,0,0,0,0,0,0,0
"55830",1,1,0,1,1,1,1,0,1,0,1,0
"170384",1,1,1,1,1,1,0,1,0,1,0,1
"283358",0,0,0,0,0,0,0,0,0,1,0,0
"148789",1,1,1,1,1,1,0,1,0,1,0,1
"2526",0,1,1,0,0,0,1,1,0,1,0,0
"84750",0,0,0,0,0,0,1,1,1,1,0,0
"644378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55624",1,1,1,0,0,1,1,1,1,1,1,0
"83468",1,0,1,0,1,0,0,0,0,0,1,1
"168391",0,0,0,0,0,0,0,0,0,0,0,0
"338707",0,0,0,0,0,0,0,0,0,0,0,0
"146664",0,0,0,0,0,0,1,0,0,0,0,0
"360203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56983",1,1,1,1,1,1,0,1,1,1,1,0
"3703",1,1,1,1,1,1,1,1,1,1,1,1
"124872",0,0,0,0,0,0,0,0,0,0,0,0
"8473",1,1,1,1,1,1,1,1,1,1,1,1
"8708",0,0,0,0,0,0,0,0,0,0,0,0
"2529",0,0,0,1,1,1,1,1,0,0,1,1
"8702",0,0,1,1,0,1,0,1,0,1,0,1
"8707",0,0,0,1,0,0,0,0,1,0,0,0
"200810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84752",0,0,0,0,0,0,1,0,1,1,0,0
"201595",0,0,0,0,0,0,1,0,1,1,0,0
"140687",0,0,0,0,0,0,0,0,0,0,0,0
"51228",0,1,1,1,0,1,1,0,1,0,1,0
"284004",1,1,1,1,1,1,1,0,1,0,1,0
"79411",1,0,1,1,0,0,1,0,1,1,1,1
"27090",1,0,1,1,0,1,1,0,1,1,1,0
"129807",1,1,1,1,1,1,0,1,0,1,0,1
"2524",0,1,0,0,0,1,0,1,0,1,0,1
"2528",1,1,1,0,1,0,1,1,0,1,0,0
"2527",1,1,0,1,0,1,0,1,0,1,0,1
"113612",0,0,0,0,0,0,0,0,0,0,0,0
"493869",0,0,0,0,0,0,0,0,0,0,0,0
"64180",1,0,0,1,1,1,0,0,1,1,1,1
"64174",0,0,0,1,0,0,1,0,1,0,1,0
"10728",1,1,1,1,1,1,1,1,1,1,1,1
"11102",0,1,1,0,0,1,0,1,0,1,0,1
"91179",0,0,0,0,0,0,1,1,0,0,0,0
"10826",1,0,1,0,1,0,0,1,0,1,0,1
"266740",0,0,0,0,0,0,0,0,0,0,0,0
"3930",1,1,1,1,1,1,1,1,1,1,1,1
"4645",0,0,0,0,0,0,0,0,0,0,0,0
"3069",1,1,1,1,1,1,1,1,1,1,1,1
"4864",0,0,0,1,0,1,1,0,1,0,1,1
"285440",0,0,0,0,0,0,1,0,1,0,1,1
"79644",0,1,1,0,0,1,0,1,0,1,0,1
"1646",1,0,1,0,1,0,1,0,1,0,0,1
"51170",1,1,0,1,1,1,1,0,1,0,1,0
"51144",1,1,1,0,0,0,0,1,0,1,0,1
"8630",0,0,0,0,0,0,0,0,0,0,0,0
"158160",1,1,1,1,1,1,1,1,1,1,1,1
"83401",0,0,0,0,0,0,0,0,0,0,0,0
"64834",1,1,1,1,1,1,1,1,1,1,1,1
"79993",0,0,0,0,0,0,0,0,0,1,0,1
"401494",0,0,0,0,0,0,1,0,1,0,1,0
"192286",1,1,1,1,1,1,1,1,1,1,1,1
"201562",0,1,1,0,1,1,1,1,1,0,0,0
"9200",1,0,1,1,0,1,0,0,1,1,1,0
"51495",1,1,1,1,1,1,1,1,1,1,1,0
"253017",0,0,0,0,0,0,0,0,0,0,0,0
"9524",0,0,0,0,1,1,1,0,1,0,1,0
"283985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3995",1,0,1,0,0,0,0,0,1,0,0,1
"1155",1,1,1,1,1,1,1,1,1,1,1,1
"114571",0,0,0,0,0,0,0,0,0,1,0,0
"123096",0,0,0,0,0,0,0,0,1,1,0,1
"57016",1,0,0,0,1,1,1,0,1,1,0,0
"55277",0,0,0,0,1,1,0,0,0,0,1,1
"79707",1,1,1,1,1,1,0,1,0,1,1,1
"64122",0,1,0,1,0,0,0,1,0,0,0,0
"9917",0,1,1,1,0,1,1,1,1,0,1,0
"79672",1,1,1,1,1,1,1,0,1,0,1,0
"92370",0,0,0,0,0,0,1,1,1,1,0,0
"390928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93650",1,1,1,1,1,1,0,1,0,1,0,1
"139596",1,1,1,1,1,1,0,1,0,1,0,1
"55066",0,0,0,0,1,1,0,1,0,1,0,1
"283208",0,0,0,0,0,0,0,0,0,0,0,0
"5033",1,1,1,1,1,1,1,1,0,1,0,1
"8974",1,0,0,1,0,0,1,1,0,0,1,0
"58478",1,1,1,1,1,1,1,1,1,1,1,1
"55256",0,1,1,0,1,1,1,0,1,0,1,1
"259307",0,0,0,0,0,0,0,1,0,1,1,1
"81894",1,1,1,1,1,1,1,1,1,1,1,1
"51312",0,1,1,0,0,0,1,1,0,0,1,1
"138639",0,0,0,0,0,0,0,0,1,0,1,0
"23203",1,1,1,1,1,1,0,1,1,1,1,1
"9896",1,0,0,1,1,0,1,0,1,0,1,0
"374462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163404",0,0,0,0,0,0,0,0,0,0,0,0
"22908",1,1,1,1,1,1,1,1,1,1,1,1
"22876",0,0,1,1,0,1,0,0,0,1,0,1
"84814",0,0,0,0,0,0,0,0,0,1,0,1
"51559",1,1,1,0,0,0,0,1,0,1,0,1
"29085",0,0,0,0,0,0,0,0,1,1,0,1
"64419",1,1,1,1,1,1,1,1,1,1,1,1
"145553",0,0,0,0,0,0,1,0,1,0,1,0
"51496",0,0,0,0,0,0,1,1,1,1,0,0
"8446",1,1,1,1,1,1,1,1,1,1,1,1
"9107",1,1,0,1,1,1,0,1,1,1,1,1
"23371",1,0,1,0,1,0,1,0,1,1,0,0
"9108",0,0,0,0,0,0,0,0,0,0,0,0
"55613",1,1,1,0,0,0,1,0,1,1,0,1
"403313",0,0,0,0,0,0,1,0,1,0,1,0
"9562",1,0,0,1,0,1,1,0,1,0,1,0
"3705",1,1,1,0,1,0,1,1,0,1,0,0
"138429",0,0,0,0,0,0,0,0,0,0,0,0
"10170",1,1,1,1,1,0,0,1,0,1,0,1
"9249",1,0,1,0,0,0,1,1,1,1,0,0
"220074",0,0,0,0,0,0,1,1,0,0,0,0
"1733",0,0,0,0,0,0,0,0,0,0,0,0
"1735",0,0,0,1,1,0,1,1,0,1,0,1
"1734",1,0,1,1,0,0,0,1,0,0,0,1
"6819",0,0,0,0,0,0,0,0,0,0,0,0
"27284",1,1,0,0,1,0,1,0,0,1,1,1
"84274",1,1,1,1,1,1,1,0,1,0,1,0
"4297",1,1,1,1,0,0,1,0,1,0,1,0
"55904",0,0,0,0,0,0,0,1,0,1,0,1
"55870",1,1,1,0,1,0,0,0,0,1,1,0
"79723",0,0,1,0,0,1,0,1,0,1,0,0
"79813",1,0,0,1,0,1,1,1,1,0,0,0
"387893",0,0,0,1,1,1,1,1,0,1,0,1
"8085",1,1,1,1,0,0,0,0,1,1,1,1
"58508",0,0,0,0,0,0,1,0,1,0,1,0
"9869",1,0,0,1,1,0,1,0,1,0,1,0
"9757",0,0,0,1,0,1,0,1,0,1,0,1
"80854",0,0,0,0,0,0,0,1,0,1,0,1
"9739",0,0,1,0,1,1,0,1,0,1,0,1
"64754",1,0,0,1,0,1,1,0,1,0,1,1
"84444",0,0,1,0,0,1,0,1,0,1,0,1
"10919",1,1,0,1,0,0,1,0,1,0,1,0
"64324",0,1,1,0,1,1,0,1,0,1,1,0
"23067",1,1,1,1,1,1,1,1,1,1,1,1
"6839",1,1,1,1,1,1,1,1,1,1,1,0
"83852",0,0,0,0,0,0,1,0,1,0,1,0
"54904",1,1,1,0,0,0,1,1,1,1,0,0
"84787",0,0,0,0,0,0,0,0,0,0,0,1
"29072",0,0,0,1,1,1,1,1,1,1,0,0
"7468",0,0,1,1,1,1,1,1,1,1,1,0
"51111",1,1,0,1,0,0,0,0,1,0,1,0
"6419",0,1,1,0,0,1,0,1,0,1,1,1
"90701",0,0,0,0,0,0,0,1,1,1,0,0
"9789",1,1,1,1,1,1,1,1,1,1,1,1
"23478",1,1,1,1,1,1,1,1,1,1,1,1
"28972",1,1,1,1,1,1,1,1,1,1,1,1
"60559",1,1,1,1,1,1,1,1,1,1,1,1
"57171",1,1,1,1,1,1,1,1,1,1,1,1
"4249",1,1,0,1,0,0,1,1,1,1,0,0
"25834",0,0,0,0,0,0,0,0,0,0,0,0
"137902",0,0,0,0,0,0,0,0,0,0,0,0
"7837",0,0,1,0,0,1,0,0,0,0,1,1
"9677",0,0,0,1,1,1,1,0,1,0,1,1
"23262",1,1,1,1,1,1,1,0,1,1,1,1
"26007",0,0,0,1,0,1,0,0,1,0,1,1
"158584",0,0,0,0,0,0,0,0,1,1,0,1
"283209",1,1,1,1,1,1,0,0,0,0,1,1
"23491",0,0,0,1,0,0,0,1,0,1,0,1
"221223",0,0,0,0,0,0,0,0,0,0,0,0
"1208",1,1,0,0,1,0,0,0,0,1,0,1
"55244",0,0,1,0,1,1,0,0,0,0,1,0
"146802",0,0,0,0,0,0,0,0,0,0,0,0
"345274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116085",0,0,0,0,0,0,0,0,0,0,0,1
"123688",0,0,0,0,0,0,0,0,0,0,0,0
"56898",1,0,0,1,1,1,1,0,1,0,1,0
"51171",0,1,0,1,0,0,1,1,1,0,0,0
"84869",0,1,1,1,0,1,1,0,1,0,1,0
"51741",1,1,1,1,1,0,1,0,1,0,1,1
"10202",0,1,1,0,0,1,0,1,1,0,0,1
"1487",1,1,1,1,1,1,1,1,1,1,1,1
"93517",0,0,0,0,0,0,0,0,0,0,0,0
"121214",0,0,0,0,0,0,0,0,0,0,0,0
"10553",0,0,0,0,1,1,1,0,1,0,1,0
"100288072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374875",1,1,1,1,1,1,0,0,0,1,0,1
"441282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133121",0,0,0,0,0,0,0,0,0,0,0,0
"85007",1,1,1,1,1,1,1,0,1,0,1,0
"250",0,0,1,0,0,1,0,1,1,1,0,1
"251",0,1,1,0,0,1,0,1,0,1,0,1
"123264",0,0,0,0,0,0,0,0,0,0,0,0
"200931",0,0,0,0,0,0,0,0,0,0,0,0
"10941",0,0,0,0,0,0,0,0,0,0,0,0
"79799",0,0,0,0,0,0,0,0,0,0,0,0
"10476",1,1,1,1,1,1,1,1,1,1,1,1
"518",1,1,1,1,1,1,1,1,1,1,1,1
"498",1,1,1,1,1,1,1,1,1,1,1,1
"516",1,1,1,1,1,1,1,1,1,1,1,1
"522",1,1,1,1,1,1,1,1,1,1,1,1
"515",1,1,1,1,1,1,1,1,1,1,1,1
"9551",1,1,1,1,1,1,1,1,1,1,1,1
"27109",0,1,1,0,0,1,0,1,0,1,1,1
"267020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",1,1,1,1,1,1,1,1,1,1,1,1
"513",1,1,1,1,1,1,1,1,1,1,1,1
"514",1,1,1,1,1,1,1,1,1,1,1,1
"517",1,1,1,1,1,1,1,1,1,1,1,1
"521",1,1,1,1,1,1,1,1,1,1,1,1
"10632",1,1,1,1,1,1,1,1,1,1,1,1
"506",1,1,1,1,1,1,1,1,1,1,1,1
"539",1,1,1,1,1,1,1,1,1,1,1,1
"29796",1,1,1,1,1,1,1,1,1,1,1,1
"4519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537",1,1,1,1,1,1,1,1,1,1,1,1
"7381",1,1,1,1,1,1,1,1,1,1,1,1
"10975",1,1,1,1,1,1,1,1,1,1,1,1
"27089",1,1,1,1,1,1,1,1,1,1,1,1
"7384",1,1,1,1,1,1,1,1,1,1,1,1
"7386",1,1,1,1,1,1,1,1,1,1,1,1
"7388",1,1,1,1,1,1,1,1,1,1,1,1
"7385",1,1,1,1,1,1,1,1,1,1,1,1
"9481",0,0,0,0,0,0,0,0,0,0,0,1
"9016",0,0,0,1,1,1,1,1,1,0,1,0
"7351",1,1,1,1,1,1,1,1,1,1,1,1
"7352",1,0,1,1,1,0,1,1,1,0,1,0
"4535",0,0,0,0,0,0,1,0,0,0,1,1
"4540",1,1,1,1,1,1,1,1,1,1,1,1
"4541",0,0,0,0,0,0,1,1,0,1,0,1
"4729",1,1,1,1,1,1,1,1,1,1,1,1
"126328",1,1,1,1,1,1,0,0,1,1,0,1
"4717",1,1,1,1,1,1,1,1,1,1,1,1
"4719",0,0,0,0,1,1,1,0,0,1,1,0
"7991",0,0,0,0,0,0,0,0,0,0,0,0
"4539",1,1,1,1,1,1,1,1,0,0,1,0
"4707",1,1,1,1,1,1,1,1,1,1,1,1
"4705",0,0,0,1,1,1,0,1,0,1,0,1
"4536",0,0,0,0,0,0,1,0,0,0,1,1
"4713",0,1,1,1,1,1,1,0,1,0,1,1
"4538",1,1,1,1,1,1,1,1,0,0,1,1
"4731",1,1,1,1,1,1,0,1,0,1,0,1
"4695",0,0,0,0,1,1,1,0,1,1,0,0
"4708",1,1,1,1,1,1,1,1,1,1,1,1
"4711",1,1,1,1,1,1,1,1,1,1,1,1
"4723",1,1,1,1,1,1,1,1,1,1,1,1
"4706",1,1,1,1,1,1,1,1,1,1,1,1
"4701",1,1,1,1,1,1,1,1,1,1,1,1
"4724",1,1,1,1,1,1,1,1,1,1,1,1
"4718",1,1,1,1,1,1,1,1,1,1,1,1
"4698",0,1,0,0,0,1,0,0,1,0,1,1
"4537",1,1,1,1,1,1,1,1,1,0,1,0
"55967",1,1,1,1,1,1,1,0,1,0,0,0
"4728",1,1,1,1,1,1,1,1,1,1,1,1
"4715",0,0,0,0,0,0,1,0,1,0,1,1
"51079",1,1,1,1,1,1,1,1,1,1,1,1
"54539",1,1,1,1,1,1,1,1,1,1,1,1
"4714",1,1,1,1,1,1,1,1,1,1,1,1
"4720",1,1,1,1,1,1,1,1,1,1,1,1
"4712",1,1,1,1,1,1,1,1,1,1,1,1
"4722",1,1,1,1,1,1,1,1,1,1,1,1
"4704",1,1,1,1,1,1,1,1,1,1,1,1
"4694",1,1,1,1,1,1,1,1,1,1,1,1
"4702",1,1,1,1,1,1,1,1,1,1,1,1
"4709",1,1,1,1,1,1,1,1,1,1,1,1
"4725",1,1,1,1,1,1,1,1,1,1,1,1
"4710",1,1,1,1,1,1,1,1,1,1,1,1
"4697",1,1,1,1,1,1,1,1,1,1,1,1
"4726",1,1,1,1,1,1,1,1,1,1,1,1
"4716",0,0,0,0,0,0,1,0,1,0,1,0
"374291",1,1,1,0,1,1,1,0,1,0,1,1
"1345",1,1,1,1,1,1,1,1,1,1,1,1
"1340",1,1,1,1,1,1,1,1,1,1,1,1
"1329",1,1,1,1,1,1,1,1,1,1,1,1
"4514",1,1,1,1,1,1,1,1,1,0,1,0
"4513",1,1,1,1,1,1,1,0,1,0,1,1
"1327",1,1,1,1,1,1,1,1,1,1,1,1
"1351",1,1,1,1,1,1,1,1,1,1,1,1
"1349",1,1,1,1,1,1,1,1,1,1,1,1
"1346",1,1,0,1,0,0,1,1,0,0,0,1
"1347",1,1,1,1,1,1,1,1,1,1,1,1
"9377",1,1,1,1,1,1,1,1,1,1,1,1
"1337",1,1,1,1,1,1,1,1,1,1,1,1
"4512",1,1,1,1,1,1,1,0,1,0,1,0
"1350",1,1,1,1,1,1,1,1,1,1,1,1
"9167",1,1,1,1,1,1,1,1,1,1,1,1
"125965",0,0,0,0,0,0,0,0,0,1,0,0
"1339",1,1,0,0,1,0,1,1,0,1,0,1
"170712",0,0,0,0,0,0,0,0,0,0,0,0
"84701",1,1,1,1,1,1,0,0,0,1,0,1
"4363",1,1,1,1,1,1,1,1,1,1,1,1
"146712",0,0,0,1,0,1,0,1,1,1,0,1
"10554",1,1,1,1,1,1,1,0,1,1,1,1
"240",0,0,0,0,0,0,0,0,0,0,0,0
"534",1,0,0,0,1,0,1,0,1,0,1,1
"8705",1,0,0,1,0,1,1,0,1,0,1,0
"570",0,0,0,1,1,0,0,1,0,0,0,0
"622",0,1,1,0,1,1,1,1,1,1,1,0
"57818",1,1,1,1,0,0,0,1,0,0,0,1
"8647",0,0,0,0,0,0,0,0,0,0,0,0
"124935",0,0,0,0,0,0,0,1,0,0,0,1
"6531",0,1,1,0,0,1,0,1,0,1,0,1
"11000",0,0,0,1,1,0,1,0,1,0,1,0
"4758",1,1,1,1,1,1,1,1,1,1,0,1
"2618",0,1,1,0,1,1,0,1,0,1,0,1
"2629",0,0,0,1,1,1,1,0,1,0,1,0
"7264",1,1,1,1,1,1,1,1,1,1,1,1
"284098",0,0,0,0,0,0,0,1,0,1,0,1
"3163",1,1,1,1,1,1,1,1,1,1,1,1
"7923",1,1,1,0,1,0,1,0,1,0,1,1
"10723",1,1,1,1,1,0,1,1,1,0,1,1
"201288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589",0,1,1,0,1,0,1,1,0,0,1,0
"9651",0,0,0,1,0,1,1,1,0,0,0,0
"8396",1,1,0,1,1,0,1,1,1,0,0,0
"8399",1,0,0,1,1,1,1,0,1,1,1,1
"64711",0,0,0,0,0,0,0,0,0,0,0,0
"7366",0,1,1,0,1,0,0,1,0,1,1,0
"9374",1,0,1,1,1,0,0,1,0,1,0,1
"93100",0,0,0,0,0,0,1,0,1,0,1,1
"55229",0,1,1,1,0,1,1,0,1,1,1,0
"26063",1,1,1,0,0,0,0,1,0,0,1,1
"2880",0,0,0,0,0,0,0,0,0,0,0,0
"65263",0,1,1,0,0,1,0,0,0,1,1,1
"8781",0,1,0,0,1,0,1,0,1,0,0,0
"31",0,1,1,0,1,1,0,1,0,1,0,1
"55750",1,1,1,0,1,1,0,1,0,1,0,1
"8644",1,0,0,1,0,0,1,0,1,0,0,0
"1066",1,0,0,0,1,1,1,1,0,1,0,1
"5446",1,0,1,0,1,0,0,0,0,1,1,1
"4905",1,1,1,1,1,1,1,1,1,1,1,1
"4700",1,1,1,1,1,1,1,1,1,1,1,1
"4696",1,1,1,1,1,1,1,1,1,1,1,1
"341947",0,0,0,0,0,0,0,0,0,0,0,0
