"","original","FastCore","GIMME","IMAT","CORDA","tINIT"
"GGTAe2",0,"-","0","0","Negative","-8"
"r0139",0,"-","0","0","Negative","-8"
"r0142",0,"-","0","0","Negative","-8"
"r0149",0,"-","0","0","Negative","-8"
"r0156",NA,"-","-1","-1","-","-2"
"SPTc",0,"-","0","0","Negative","-8"
"PYK2",0,"-","0","0","Negative","-8"
"r0166",3,"Present","2","2","High","20"
"SSALxm",0,"-","0","0","Negative","-8"
"ITPH2",0,"-","0","0","Negative","-8"
"r0202",0,"-","0","0","Negative","-8"
"MAN1PT",1,"Present","1","1","Medium","10"
"DHFR2i",1,"Present","1","1","Medium","10"
"r0242",0,"-","0","0","Negative","-8"
"r0246",3,"Present","2","2","High","20"
"r0249",1,"Present","1","1","Medium","10"
"GMPR",2,"Present","2","2","High","15"
"r0287",2,"Present","2","2","High","15"
"GMPS",2,"Present","2","2","High","15"
"ACOAR7m",1,"Present","1","1","Medium","10"
"r0310",3,"Present","2","2","High","20"
"r0311",1,"Present","1","1","Medium","10"
"r0319",2,"Present","2","2","High","15"
"r0330",NA,"-","-1","-1","-","-2"
"r0354",3,"Present","2","2","High","20"
"r0355",3,"Present","2","2","High","20"
"r0358",3,"Present","2","2","High","20"
"r0361",3,"Present","2","2","High","20"
"r0381",NA,"-","-1","-1","-","-2"
"r0383",3,"Present","2","2","High","20"
"PYDXNO",0,"-","0","0","Negative","-8"
"r0390_1",0,"-","0","0","Negative","-8"
"HXAND",0,"-","0","0","Negative","-8"
"PHETHPTOX",0,"-","0","0","Negative","-8"
"r0402",0,"-","0","0","Negative","-8"
"r0403",0,"-","0","0","Negative","-8"
"r0407",3,"Present","2","2","High","20"
"r0408",2,"Present","2","2","High","15"
"r0409",2,"Present","2","2","High","15"
"r0410",3,"Present","2","2","High","20"
"r0425",3,"Present","2","2","High","20"
"r0433_1",0,"-","0","0","Negative","-8"
"r0434",0,"-","0","0","Negative","-8"
"r0437",0,"-","0","0","Negative","-8"
"r0438",0,"-","0","0","Negative","-8"
"r0441",0,"-","0","0","Negative","-8"
"r0451",2,"Present","2","2","High","15"
"r0463",0,"-","0","0","Negative","-8"
"r0465_1",0,"-","0","0","Negative","-8"
"RNTR1",0,"-","0","0","Negative","-8"
"RNTR2",0,"-","0","0","Negative","-8"
"r0480",NA,"-","-1","-1","-","-2"
"r0483",0,"-","0","0","Negative","-8"
"HMGCOAR",0,"-","0","0","Negative","-8"
"r0494",0,"-","0","0","Negative","-8"
"r0497",0,"-","0","0","Negative","-8"
"r0511",0,"-","0","0","Negative","-8"
"r0514",1,"Present","1","1","Medium","10"
"THFATm",0,"-","0","0","Negative","-8"
"SPHPL",1,"Present","1","1","Medium","10"
"r0546",0,"-","0","0","Negative","-8"
"BETALDHx",0,"-","0","0","Negative","-8"
"r0557",3,"Present","2","2","High","20"
"r0558",NA,"-","-1","-1","-","-2"
"r0568",2,"Present","2","2","High","15"
"r0571",NA,"-","-1","-1","-","-2"
"r0573",0,"-","0","0","Negative","-8"
"r0579",1,"Present","1","1","Medium","10"
"DNADDP",0,"-","0","0","Negative","-8"
"DPCOAPP",0,"-","0","0","Negative","-8"
"AASAD3",0,"-","0","0","Negative","-8"
"r0610",2,"Present","2","2","High","15"
"HPROx",1,"Present","1","1","Medium","10"
"HPROxm",1,"Present","1","1","Medium","10"
"HPROb",1,"Present","1","1","Medium","10"
"r0627",0,"-","0","0","Negative","-8"
"r0629",0,"-","0","0","Negative","-8"
"r0630",0,"-","0","0","Negative","-8"
"r0633",1,"Present","1","1","Medium","10"
"r0637",0,"-","0","0","Negative","-8"
"r0642",3,"Present","2","2","High","20"
"AM6SAD",NA,"-","-1","-1","-","-2"
"r0647",NA,"-","-1","-1","-","-2"
"r0648",0,"-","0","0","Negative","-8"
"r0650",0,"-","0","0","Negative","-8"
"ACACT7m",2,"Present","2","2","High","15"
"r0656",1,"Present","1","1","Medium","10"
"ECOAH5p",0,"-","0","0","Negative","-8"
"PRAIS",2,"Present","2","2","High","15"
"r0669",0,"-","0","0","Negative","-8"
"r0670",0,"-","0","0","Negative","-8"
"r0672",0,"-","0","0","Negative","-8"
"r0688",3,"Present","2","2","High","20"
"r0698",2,"Present","2","2","High","15"
"r0706",1,"Present","1","1","Medium","10"
"r0716_1",0,"-","0","0","Negative","-8"
"r0717",0,"-","0","0","Negative","-8"
"HACD6m",0,"-","0","0","Negative","-8"
"r0721",0,"-","0","0","Negative","-8"
"HACD5p",0,"-","0","0","Negative","-8"
"ACACT5m",2,"Present","2","2","High","15"
"ECOAH4p",0,"-","0","0","Negative","-8"
"r0730",0,"-","0","0","Negative","-8"
"r0731",0,"-","0","0","Negative","-8"
"r0734",0,"-","0","0","Negative","-8"
"r0737",1,"Present","1","1","Medium","10"
"r0743",1,"Present","1","1","Medium","10"
"r0744",1,"Present","1","1","Medium","10"
"r0750",0,"-","0","0","Negative","-8"
"r0755",0,"-","0","0","Negative","-8"
"r0756",0,"-","0","0","Negative","-8"
"r0774",0,"-","0","0","Negative","-8"
"LNS14DMr",0,"-","0","0","Negative","-8"
"r0782",3,"Present","2","2","High","20"
"r0784",NA,"-","-1","-1","-","-2"
"r0786",1,"Present","1","1","Medium","10"
"SBPP1",1,"Present","1","1","Medium","10"
"r0788",NA,"-","-1","-1","-","-2"
"r0789",NA,"-","-1","-1","-","-2"
"r0797",0,"-","0","0","Negative","-8"
"r0801",3,"Present","2","2","High","20"
"r0812",0,"-","0","0","Negative","-8"
"r0819",0,"-","0","0","Negative","-8"
"r0822",0,"-","0","0","Negative","-8"
"r0829",0,"-","0","0","Negative","-8"
"r0830",0,"-","0","0","Negative","-8"
"r0836",0,"-","0","0","Negative","-8"
"r0839",NA,"-","-1","-1","-","-2"
"r0840",NA,"-","-1","-1","-","-2"
"r0841",NA,"-","-1","-1","-","-2"
"r0842",NA,"-","-1","-1","-","-2"
"r0845",1,"Present","1","1","Medium","10"
"r0859",NA,"-","-1","-1","-","-2"
"r0870",NA,"-","-1","-1","-","-2"
"r0885",0,"-","0","0","Negative","-8"
"r0892",NA,"-","-1","-1","-","-2"
"r0899",NA,"-","-1","-1","-","-2"
"r0907",NA,"-","-1","-1","-","-2"
"r0908",NA,"-","-1","-1","-","-2"
"r0909",NA,"-","-1","-1","-","-2"
"MALICITtm",2,"Present","2","2","High","15"
"r0915",2,"Present","2","2","High","15"
"r0921",NA,"-","-1","-1","-","-2"
"r0924",0,"-","0","0","Negative","-8"
"r0926",NA,"-","-1","-1","-","-2"
"r0932",NA,"-","-1","-1","-","-2"
"r0936",NA,"-","-1","-1","-","-2"
"r0937",NA,"-","-1","-1","-","-2"
"r0940",NA,"-","-1","-1","-","-2"
"r0942",0,"-","0","0","Negative","-8"
"SPMDtex2",NA,"-","-1","-1","-","-2"
"r0954",1,"Present","1","1","Medium","10"
"r0960",1,"Present","1","1","Medium","10"
"r0962",NA,"-","-1","-1","-","-2"
"r0975",NA,"-","-1","-1","-","-2"
"r0983",0,"-","0","0","Negative","-8"
"r0984",0,"-","0","0","Negative","-8"
"r0986",NA,"-","-1","-1","-","-2"
"r0987",NA,"-","-1","-1","-","-2"
"r0989",NA,"-","-1","-1","-","-2"
"r0994",NA,"-","-1","-1","-","-2"
"r0997",0,"-","0","0","Negative","-8"
"CARN1619Zt_m",NA,"-","-1","-1","-","-2"
"r1002",NA,"-","-1","-1","-","-2"
"r1005",NA,"-","-1","-1","-","-2"
"r1007",NA,"-","-1","-1","-","-2"
"r1008",NA,"-","-1","-1","-","-2"
"r1013",NA,"-","-1","-1","-","-2"
"r1014",NA,"-","-1","-1","-","-2"
"r1017",NA,"-","-1","-1","-","-2"
"r1028",0,"-","0","0","Negative","-8"
"r1029",NA,"-","-1","-1","-","-2"
"r1043",0,"-","0","0","Negative","-8"
"r1044",0,"-","0","0","Negative","-8"
"r1045",0,"-","0","0","Negative","-8"
"r1051",NA,"-","-1","-1","-","-2"
"CITt2r",NA,"-","-1","-1","-","-2"
"CITt4_1",2,"Present","2","2","High","15"
"r1117",NA,"-","-1","-1","-","-2"
"r1134",NA,"-","-1","-1","-","-2"
"r1143",0,"-","0","0","Negative","-8"
"GLUt4",0,"-","0","0","Negative","-8"
"r1148",NA,"-","-1","-1","-","-2"
"r1150",NA,"-","-1","-1","-","-2"
"r1155",1,"Present","1","1","Medium","10"
"r1162",NA,"-","-1","-1","-","-2"
"r1163",0,"-","0","0","Negative","-8"
"r1164",1,"Present","1","1","Medium","10"
"r1167",1,"Present","1","1","Medium","10"
"r1170",1,"Present","1","1","Medium","10"
"r1175",1,"Present","1","1","Medium","10"
"r1177",1,"Present","1","1","Medium","10"
"r1179",1,"Present","1","1","Medium","10"
"r1182",1,"Present","1","1","Medium","10"
"r1251",1,"Present","1","1","Medium","10"
"r1252",1,"Present","1","1","Medium","10"
"r1253",1,"Present","1","1","Medium","10"
"r1254",1,"Present","1","1","Medium","10"
"r1260",1,"Present","1","1","Medium","10"
"r1262",1,"Present","1","1","Medium","10"
"PPCOAtm",NA,"-","-1","-1","-","-2"
"r1292",NA,"-","-1","-1","-","-2"
"r1298",NA,"-","-1","-1","-","-2"
"r1304",NA,"-","-1","-1","-","-2"
"r1364",NA,"-","-1","-1","-","-2"
"r1365",NA,"-","-1","-1","-","-2"
"r1374",0,"-","0","0","Negative","-8"
"r1375",NA,"-","-1","-1","-","-2"
"r1378",2,"Present","2","2","High","15"
"r1382_1",0,"-","0","0","Negative","-8"
"r1383_1",0,"-","0","0","Negative","-8"
"r1384",NA,"-","-1","-1","-","-2"
"r1392",0,"-","0","0","Negative","-8"
"r1400",NA,"-","-1","-1","-","-2"
"HCO3Ee",1,"Present","1","1","Medium","10"
"r1421",NA,"-","-1","-1","-","-2"
"PIt",NA,"-","-1","-1","-","-2"
"r1428",NA,"-","-1","-1","-","-2"
"ALAtmi",NA,"-","-1","-1","-","-2"
"r1435",NA,"-","-1","-1","-","-2"
"r1437",NA,"-","-1","-1","-","-2"
"ACOAO5p",0,"-","0","0","Negative","-8"
"ACOAO4p",0,"-","0","0","Negative","-8"
"r1448",0,"-","0","0","Negative","-8"
"r1449",0,"-","0","0","Negative","-8"
"r1450",0,"-","0","0","Negative","-8"
"PHEt2m",NA,"-","-1","-1","-","-2"
"r1456",NA,"-","-1","-1","-","-2"
"r1467",NA,"-","-1","-1","-","-2"
"r1468",NA,"-","-1","-1","-","-2"
"r1487",1,"Present","1","1","Medium","10"
"GTHRDt2",NA,"-","-1","-1","-","-2"
"r1495",0,"-","0","0","Negative","-8"
"r1497",0,"-","0","0","Negative","-8"
"r1498",0,"-","0","0","Negative","-8"
"r1499",0,"-","0","0","Negative","-8"
"r1502",0,"-","0","0","Negative","-8"
"r1503",0,"-","0","0","Negative","-8"
"r1515",0,"-","0","0","Negative","-8"
"r1518",0,"-","0","0","Negative","-8"
"r1519",0,"-","0","0","Negative","-8"
"r1520",0,"-","0","0","Negative","-8"
"r1525",0,"-","0","0","Negative","-8"
"r1530",2,"Present","2","2","High","15"
"r1531_1",2,"Present","2","2","High","15"
"r1533_1",2,"Present","2","2","High","15"
"r1536",0,"-","0","0","Negative","-8"
"r1540",1,"Present","1","1","Medium","10"
"r1547",0,"-","0","0","Negative","-8"
"r1548",0,"-","0","0","Negative","-8"
"r1549",0,"-","0","0","Negative","-8"
"r1552",0,"-","0","0","Negative","-8"
"r1553",0,"-","0","0","Negative","-8"
"r1554",0,"-","0","0","Negative","-8"
"r1556",0,"-","0","0","Negative","-8"
"r1557",0,"-","0","0","Negative","-8"
"r1560",0,"-","0","0","Negative","-8"
"r1561",0,"-","0","0","Negative","-8"
"r1562",0,"-","0","0","Negative","-8"
"r1564",0,"-","0","0","Negative","-8"
"r1565",0,"-","0","0","Negative","-8"
"r1567",0,"-","0","0","Negative","-8"
"r1568",0,"-","0","0","Negative","-8"
"r1571",0,"-","0","0","Negative","-8"
"r1578",0,"-","0","0","Negative","-8"
"r1579",0,"-","0","0","Negative","-8"
"r1581",0,"-","0","0","Negative","-8"
"r1584",0,"-","0","0","Negative","-8"
"r1585",0,"-","0","0","Negative","-8"
"r1586",0,"-","0","0","Negative","-8"
"r1587",0,"-","0","0","Negative","-8"
"r1588",0,"-","0","0","Negative","-8"
"r1589",0,"-","0","0","Negative","-8"
"r1590",0,"-","0","0","Negative","-8"
"r1591",0,"-","0","0","Negative","-8"
"r1593",0,"-","0","0","Negative","-8"
"r1594",0,"-","0","0","Negative","-8"
"r1595",0,"-","0","0","Negative","-8"
"r1597",0,"-","0","0","Negative","-8"
"r1603",0,"-","0","0","Negative","-8"
"r1604",0,"-","0","0","Negative","-8"
"r1610",0,"-","0","0","Negative","-8"
"r1611",0,"-","0","0","Negative","-8"
"r1612",0,"-","0","0","Negative","-8"
"r1613",0,"-","0","0","Negative","-8"
"r1615",0,"-","0","0","Negative","-8"
"r1616",0,"-","0","0","Negative","-8"
"r1617",0,"-","0","0","Negative","-8"
"TYRPHELAT2tc",0,"-","0","0","Negative","-8"
"CYSPHELAT2tc",0,"-","0","0","Negative","-8"
"r1621",0,"-","0","0","Negative","-8"
"ASNPHELAT2tc",0,"-","0","0","Negative","-8"
"VALPHELAT2tc",0,"-","0","0","Negative","-8"
"THRPHELAT2tc",0,"-","0","0","Negative","-8"
"ILEPHELAT2tc",0,"-","0","0","Negative","-8"
"r1629",0,"-","0","0","Negative","-8"
"r1630",0,"-","0","0","Negative","-8"
"r1631",0,"-","0","0","Negative","-8"
"r1632",0,"-","0","0","Negative","-8"
"r1634",0,"-","0","0","Negative","-8"
"r1637",0,"-","0","0","Negative","-8"
"r1641",0,"-","0","0","Negative","-8"
"r1645",0,"-","0","0","Negative","-8"
"ILELAT1tc",0,"-","0","0","Negative","-8"
"r1648",0,"-","0","0","Negative","-8"
"r1649",0,"-","0","0","Negative","-8"
"r1652",0,"-","0","0","Negative","-8"
"r1657",0,"-","0","0","Negative","-8"
"r1659",0,"-","0","0","Negative","-8"
"r1661",0,"-","0","0","Negative","-8"
"r1666",1,"Present","1","1","Medium","10"
"r1671",1,"Present","1","1","Medium","10"
"r1673",1,"Present","1","1","Medium","10"
"r1674",1,"Present","1","1","Medium","10"
"r1676",1,"Present","1","1","Medium","10"
"r1678",1,"Present","1","1","Medium","10"
"r1680",1,"Present","1","1","Medium","10"
"r1685",1,"Present","1","1","Medium","10"
"r1686",1,"Present","1","1","Medium","10"
"r1692",1,"Present","1","1","Medium","10"
"r1693",1,"Present","1","1","Medium","10"
"r1696",1,"Present","1","1","Medium","10"
"r1700",1,"Present","1","1","Medium","10"
"r1701",1,"Present","1","1","Medium","10"
"r1705",1,"Present","1","1","Medium","10"
"r1706",1,"Present","1","1","Medium","10"
"r1707",1,"Present","1","1","Medium","10"
"r1710",1,"Present","1","1","Medium","10"
"r1717",1,"Present","1","1","Medium","10"
"r1722",1,"Present","1","1","Medium","10"
"r1723",1,"Present","1","1","Medium","10"
"r1726",1,"Present","1","1","Medium","10"
"r1731",1,"Present","1","1","Medium","10"
"r1732",1,"Present","1","1","Medium","10"
"r1736",1,"Present","1","1","Medium","10"
"r1744",1,"Present","1","1","Medium","10"
"r1745",1,"Present","1","1","Medium","10"
"r1746",1,"Present","1","1","Medium","10"
"r1747",1,"Present","1","1","Medium","10"
"r1748",1,"Present","1","1","Medium","10"
"r1750",1,"Present","1","1","Medium","10"
"r1752",1,"Present","1","1","Medium","10"
"r1753",1,"Present","1","1","Medium","10"
"r1754",1,"Present","1","1","Medium","10"
"r1755",1,"Present","1","1","Medium","10"
"r1758",1,"Present","1","1","Medium","10"
"r1762",1,"Present","1","1","Medium","10"
"r1763",1,"Present","1","1","Medium","10"
"r1764",1,"Present","1","1","Medium","10"
"r1766",1,"Present","1","1","Medium","10"
"r1768",1,"Present","1","1","Medium","10"
"r1771",1,"Present","1","1","Medium","10"
"r1774",1,"Present","1","1","Medium","10"
"r1778",1,"Present","1","1","Medium","10"
"r1779",1,"Present","1","1","Medium","10"
"r1781",1,"Present","1","1","Medium","10"
"r1783",1,"Present","1","1","Medium","10"
"r1784",1,"Present","1","1","Medium","10"
"r1786",1,"Present","1","1","Medium","10"
"r1789",1,"Present","1","1","Medium","10"
"r1790",1,"Present","1","1","Medium","10"
"r1791",1,"Present","1","1","Medium","10"
"r1792",1,"Present","1","1","Medium","10"
"r1796",1,"Present","1","1","Medium","10"
"r1797",1,"Present","1","1","Medium","10"
"r1798",1,"Present","1","1","Medium","10"
"r1799",1,"Present","1","1","Medium","10"
"r1805",1,"Present","1","1","Medium","10"
"r1806",1,"Present","1","1","Medium","10"
"r1809",1,"Present","1","1","Medium","10"
"r1811",1,"Present","1","1","Medium","10"
"r1814",1,"Present","1","1","Medium","10"
"r1817",1,"Present","1","1","Medium","10"
"r1818",1,"Present","1","1","Medium","10"
"r1820",1,"Present","1","1","Medium","10"
"r1821",1,"Present","1","1","Medium","10"
"r1822",1,"Present","1","1","Medium","10"
"r1823",1,"Present","1","1","Medium","10"
"r1824",1,"Present","1","1","Medium","10"
"r1827",1,"Present","1","1","Medium","10"
"r1829",1,"Present","1","1","Medium","10"
"r1830",1,"Present","1","1","Medium","10"
"r1832",1,"Present","1","1","Medium","10"
"r1833",1,"Present","1","1","Medium","10"
"r1836",1,"Present","1","1","Medium","10"
"r1837",1,"Present","1","1","Medium","10"
"r1841",1,"Present","1","1","Medium","10"
"r1842",1,"Present","1","1","Medium","10"
"r1846",1,"Present","1","1","Medium","10"
"r1847",1,"Present","1","1","Medium","10"
"r1848",1,"Present","1","1","Medium","10"
"r1851",1,"Present","1","1","Medium","10"
"r1853",1,"Present","1","1","Medium","10"
"r1854",1,"Present","1","1","Medium","10"
"r1855",1,"Present","1","1","Medium","10"
"r1857",1,"Present","1","1","Medium","10"
"r1858",1,"Present","1","1","Medium","10"
"r1860",1,"Present","1","1","Medium","10"
"r1861",1,"Present","1","1","Medium","10"
"r1864",1,"Present","1","1","Medium","10"
"r1865",1,"Present","1","1","Medium","10"
"r1867",1,"Present","1","1","Medium","10"
"r1874",1,"Present","1","1","Medium","10"
"r1876",1,"Present","1","1","Medium","10"
"r1877",1,"Present","1","1","Medium","10"
"r1880",1,"Present","1","1","Medium","10"
"r1881",1,"Present","1","1","Medium","10"
"r1882",1,"Present","1","1","Medium","10"
"r1885",1,"Present","1","1","Medium","10"
"r1887",1,"Present","1","1","Medium","10"
"r1889",1,"Present","1","1","Medium","10"
"r1890",1,"Present","1","1","Medium","10"
"r1892",1,"Present","1","1","Medium","10"
"r1893",1,"Present","1","1","Medium","10"
"r1898",1,"Present","1","1","Medium","10"
"r1899",1,"Present","1","1","Medium","10"
"r1900",1,"Present","1","1","Medium","10"
"r1901",1,"Present","1","1","Medium","10"
"r1903",1,"Present","1","1","Medium","10"
"r1904",1,"Present","1","1","Medium","10"
"r1905",1,"Present","1","1","Medium","10"
"r1907",1,"Present","1","1","Medium","10"
"r1908",1,"Present","1","1","Medium","10"
"r1910",1,"Present","1","1","Medium","10"
"r1912",1,"Present","1","1","Medium","10"
"r1916",1,"Present","1","1","Medium","10"
"r1918",1,"Present","1","1","Medium","10"
"r1920",1,"Present","1","1","Medium","10"
"r1921",1,"Present","1","1","Medium","10"
"r1925",1,"Present","1","1","Medium","10"
"r1928",1,"Present","1","1","Medium","10"
"r1932",1,"Present","1","1","Medium","10"
"r1935",1,"Present","1","1","Medium","10"
"r1940",1,"Present","1","1","Medium","10"
"r1944",1,"Present","1","1","Medium","10"
"r1945",1,"Present","1","1","Medium","10"
"r1948",1,"Present","1","1","Medium","10"
"r1949",1,"Present","1","1","Medium","10"
"r1951",1,"Present","1","1","Medium","10"
"r1954",1,"Present","1","1","Medium","10"
"r1957",1,"Present","1","1","Medium","10"
"r1961",1,"Present","1","1","Medium","10"
"r1962",1,"Present","1","1","Medium","10"
"r1963",1,"Present","1","1","Medium","10"
"r1964",1,"Present","1","1","Medium","10"
"r1965",1,"Present","1","1","Medium","10"
"r1967",1,"Present","1","1","Medium","10"
"r1970",1,"Present","1","1","Medium","10"
"r1972",1,"Present","1","1","Medium","10"
"r1974",1,"Present","1","1","Medium","10"
"r1976",1,"Present","1","1","Medium","10"
"r1980",1,"Present","1","1","Medium","10"
"r1981",1,"Present","1","1","Medium","10"
"r1983",1,"Present","1","1","Medium","10"
"r1984",1,"Present","1","1","Medium","10"
"r1985",1,"Present","1","1","Medium","10"
"r1986",1,"Present","1","1","Medium","10"
"r1987",1,"Present","1","1","Medium","10"
"r1989",1,"Present","1","1","Medium","10"
"r1997",0,"-","0","0","Negative","-8"
"r2000",0,"-","0","0","Negative","-8"
"r2001",0,"-","0","0","Negative","-8"
"r2003",0,"-","0","0","Negative","-8"
"r2004",0,"-","0","0","Negative","-8"
"r2005",0,"-","0","0","Negative","-8"
"r2007",0,"-","0","0","Negative","-8"
"r2011",0,"-","0","0","Negative","-8"
"r2013",0,"-","0","0","Negative","-8"
"r2014",0,"-","0","0","Negative","-8"
"r2016",0,"-","0","0","Negative","-8"
"r2017",0,"-","0","0","Negative","-8"
"r2018",0,"-","0","0","Negative","-8"
"r2021",0,"-","0","0","Negative","-8"
"r2023",0,"-","0","0","Negative","-8"
"r2026",0,"-","0","0","Negative","-8"
"r2030",0,"-","0","0","Negative","-8"
"r2031",0,"-","0","0","Negative","-8"
"r2032",0,"-","0","0","Negative","-8"
"r2035",0,"-","0","0","Negative","-8"
"r2036",0,"-","0","0","Negative","-8"
"r2038",0,"-","0","0","Negative","-8"
"r2039",0,"-","0","0","Negative","-8"
"r2040",0,"-","0","0","Negative","-8"
"r2041",0,"-","0","0","Negative","-8"
"r2046",0,"-","0","0","Negative","-8"
"r2047",0,"-","0","0","Negative","-8"
"r2048",0,"-","0","0","Negative","-8"
"r2049",0,"-","0","0","Negative","-8"
"r2050",0,"-","0","0","Negative","-8"
"r2051",0,"-","0","0","Negative","-8"
"r2055",0,"-","0","0","Negative","-8"
"r2056",0,"-","0","0","Negative","-8"
"r2058",0,"-","0","0","Negative","-8"
"r2060",0,"-","0","0","Negative","-8"
"r2063",0,"-","0","0","Negative","-8"
"r2065",0,"-","0","0","Negative","-8"
"r2067",0,"-","0","0","Negative","-8"
"r2068",0,"-","0","0","Negative","-8"
"r2071",0,"-","0","0","Negative","-8"
"r2073_1",0,"-","0","0","Negative","-8"
"r2080",1,"Present","1","1","Medium","10"
"r2081",1,"Present","1","1","Medium","10"
"r2084",1,"Present","1","1","Medium","10"
"r2085",1,"Present","1","1","Medium","10"
"r2086",1,"Present","1","1","Medium","10"
"r2087",1,"Present","1","1","Medium","10"
"r2088",1,"Present","1","1","Medium","10"
"r2089",1,"Present","1","1","Medium","10"
"r2090",1,"Present","1","1","Medium","10"
"r2092",1,"Present","1","1","Medium","10"
"r2093",1,"Present","1","1","Medium","10"
"r2094",1,"Present","1","1","Medium","10"
"r2096",1,"Present","1","1","Medium","10"
"r2100",1,"Present","1","1","Medium","10"
"r2101",1,"Present","1","1","Medium","10"
"r2104",1,"Present","1","1","Medium","10"
"r2106",1,"Present","1","1","Medium","10"
"r2108",1,"Present","1","1","Medium","10"
"r2111",1,"Present","1","1","Medium","10"
"r2113",1,"Present","1","1","Medium","10"
"r2114",1,"Present","1","1","Medium","10"
"r2115",1,"Present","1","1","Medium","10"
"r2120",1,"Present","1","1","Medium","10"
"r2121",1,"Present","1","1","Medium","10"
"r2122",1,"Present","1","1","Medium","10"
"r2123",1,"Present","1","1","Medium","10"
"r2125",1,"Present","1","1","Medium","10"
"r2126",1,"Present","1","1","Medium","10"
"r2130",1,"Present","1","1","Medium","10"
"r2133",1,"Present","1","1","Medium","10"
"r2139",0,"-","0","0","Negative","-8"
"r2141",0,"-","0","0","Negative","-8"
"r2146",0,"-","0","0","Negative","-8"
"r2149",0,"-","0","0","Negative","-8"
"r2150",0,"-","0","0","Negative","-8"
"r2151",0,"-","0","0","Negative","-8"
"r2153",0,"-","0","0","Negative","-8"
"r2159",0,"-","0","0","Negative","-8"
"r2164",0,"-","0","0","Negative","-8"
"r2165",0,"-","0","0","Negative","-8"
"r2166",0,"-","0","0","Negative","-8"
"r2167",0,"-","0","0","Negative","-8"
"r2172",0,"-","0","0","Negative","-8"
"r2173",0,"-","0","0","Negative","-8"
"r2175",0,"-","0","0","Negative","-8"
"r2176",0,"-","0","0","Negative","-8"
"r2177",0,"-","0","0","Negative","-8"
"r2178",0,"-","0","0","Negative","-8"
"r2179",0,"-","0","0","Negative","-8"
"r2189",0,"-","0","0","Negative","-8"
"r2191",0,"-","0","0","Negative","-8"
"r2192",0,"-","0","0","Negative","-8"
"r2193",0,"-","0","0","Negative","-8"
"r2195",0,"-","0","0","Negative","-8"
"r2196",0,"-","0","0","Negative","-8"
"r2199",0,"-","0","0","Negative","-8"
"r2201",0,"-","0","0","Negative","-8"
"r2202",0,"-","0","0","Negative","-8"
"r2204",0,"-","0","0","Negative","-8"
"r2205",0,"-","0","0","Negative","-8"
"r2206",0,"-","0","0","Negative","-8"
"r2210",0,"-","0","0","Negative","-8"
"r2211",0,"-","0","0","Negative","-8"
"r2212",0,"-","0","0","Negative","-8"
"r2213",0,"-","0","0","Negative","-8"
"r2215",0,"-","0","0","Negative","-8"
"r2217",0,"-","0","0","Negative","-8"
"r2219",0,"-","0","0","Negative","-8"
"r2226",0,"-","0","0","Negative","-8"
"r2227",0,"-","0","0","Negative","-8"
"r2228",0,"-","0","0","Negative","-8"
"r2229",0,"-","0","0","Negative","-8"
"r2230",0,"-","0","0","Negative","-8"
"r2231",0,"-","0","0","Negative","-8"
"r2233",0,"-","0","0","Negative","-8"
"r2236",0,"-","0","0","Negative","-8"
"r2237",0,"-","0","0","Negative","-8"
"r2238",0,"-","0","0","Negative","-8"
"r2239",0,"-","0","0","Negative","-8"
"r2242",0,"-","0","0","Negative","-8"
"r2244",0,"-","0","0","Negative","-8"
"r2245",0,"-","0","0","Negative","-8"
"r2246",0,"-","0","0","Negative","-8"
"r2247",0,"-","0","0","Negative","-8"
"r2248",0,"-","0","0","Negative","-8"
"r2249",0,"-","0","0","Negative","-8"
"r2250",0,"-","0","0","Negative","-8"
"r2255",0,"-","0","0","Negative","-8"
"r2256",0,"-","0","0","Negative","-8"
"r2257",0,"-","0","0","Negative","-8"
"r2258",0,"-","0","0","Negative","-8"
"r2260",0,"-","0","0","Negative","-8"
"r2264",0,"-","0","0","Negative","-8"
"r2265",0,"-","0","0","Negative","-8"
"r2266",0,"-","0","0","Negative","-8"
"r2268",0,"-","0","0","Negative","-8"
"r2273",0,"-","0","0","Negative","-8"
"r2275",0,"-","0","0","Negative","-8"
"r2276",0,"-","0","0","Negative","-8"
"r2277",0,"-","0","0","Negative","-8"
"r2278",0,"-","0","0","Negative","-8"
"r2282",0,"-","0","0","Negative","-8"
"r2283",0,"-","0","0","Negative","-8"
"25HVITD2tin_m",NA,"-","-1","-1","-","-2"
"r2289",0,"-","0","0","Negative","-8"
"r2293",0,"-","0","0","Negative","-8"
"r2294",0,"-","0","0","Negative","-8"
"r2297",0,"-","0","0","Negative","-8"
"r2299",0,"-","0","0","Negative","-8"
"r2300",0,"-","0","0","Negative","-8"
"r2342",0,"-","0","0","Negative","-8"
"r2301",0,"-","0","0","Negative","-8"
"r2307",0,"-","0","0","Negative","-8"
"r2309",0,"-","0","0","Negative","-8"
"r2310",0,"-","0","0","Negative","-8"
"r2313",0,"-","0","0","Negative","-8"
"r2315",0,"-","0","0","Negative","-8"
"r2317",0,"-","0","0","Negative","-8"
"r2321",0,"-","0","0","Negative","-8"
"r2324",0,"-","0","0","Negative","-8"
"r2325",0,"-","0","0","Negative","-8"
"r2331",0,"-","0","0","Negative","-8"
"r2332",0,"-","0","0","Negative","-8"
"r2333",0,"-","0","0","Negative","-8"
"r2334",0,"-","0","0","Negative","-8"
