"","GSM1079349","GSM1079350","GSM1079351","GSM1079352","GSM1079353","GSM1079354","GSM1079355","GSM1079356","GSM1079357","GSM1079358"
"121214",0,0,0,0,0,0,0,0,0,0
"10553",1,1,1,1,1,1,1,1,1,0
"100288072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374875",1,1,0,0,0,1,0,0,1,1
"441282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133121",0,0,0,0,0,0,0,0,0,0
"85007",0,1,0,1,1,0,0,0,0,1
"250",0,1,1,0,0,1,1,1,1,0
"251",1,0,1,1,0,1,0,0,1,0
"123264",0,0,0,0,0,0,0,0,0,0
"200931",0,0,0,0,0,0,0,0,0,0
"10941",1,1,0,1,0,0,1,1,1,1
"79799",0,0,0,0,0,0,0,0,0,0
"10476",1,1,1,1,1,1,1,1,1,1
"518",1,1,1,1,1,1,1,1,1,1
"498",1,1,1,1,1,1,1,1,1,1
"516",1,1,1,1,1,1,1,1,1,1
"522",1,1,1,1,1,1,1,1,1,1
"515",1,1,1,1,1,1,1,1,1,1
"9551",1,1,1,1,1,1,1,1,1,1
"27109",0,0,1,1,0,0,1,1,1,0
"267020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",1,1,1,1,1,1,1,1,1,1
"513",1,1,1,1,1,1,1,1,1,1
"514",1,1,1,1,1,1,1,1,1,1
"517",0,1,1,1,1,0,0,1,1,1
"521",1,1,1,1,1,1,1,1,1,1
"10632",1,1,1,1,1,1,1,1,1,1
"506",1,1,1,1,1,1,1,1,1,1
"539",1,1,1,1,1,1,1,1,1,1
"29796",1,1,1,1,1,1,1,1,1,1
"4519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537",1,1,1,1,1,1,1,1,1,1
"7381",1,1,1,1,1,1,1,1,1,1
"10975",1,1,1,1,1,1,1,1,1,1
"27089",1,1,1,1,1,1,1,1,1,1
"7384",1,1,1,1,1,1,1,1,1,1
"7386",1,1,1,1,1,1,1,1,1,1
"7388",1,1,1,1,1,1,1,1,1,1
"7385",1,1,1,1,1,1,1,1,1,1
"9481",0,0,0,0,0,0,0,0,0,0
"9016",1,1,1,0,1,1,0,0,0,1
"7351",1,1,1,0,1,0,1,1,0,0
"7352",0,0,1,0,1,0,0,0,0,0
"4535",1,1,1,1,1,1,1,1,1,1
"4540",1,1,1,1,1,1,1,1,1,1
"4541",1,1,1,1,1,1,1,1,1,1
"4729",1,1,1,1,1,1,1,1,1,1
"126328",1,1,1,1,1,1,1,1,1,1
"4717",0,1,1,1,0,0,0,0,1,1
"4719",0,0,0,1,1,0,0,1,1,1
"7991",0,0,0,0,0,0,0,0,0,0
"4539",1,1,1,1,1,1,1,1,1,1
"4707",1,1,1,1,1,1,1,1,1,1
"4705",1,1,1,0,0,1,1,1,0,0
"4536",1,1,1,1,1,1,1,1,1,1
"4713",0,0,1,1,1,0,0,0,1,1
"4538",1,1,1,1,1,1,1,1,1,1
"4731",0,0,1,1,1,1,1,1,1,1
"4695",0,0,1,1,0,0,0,0,1,1
"4708",1,1,1,1,1,1,1,1,1,1
"4711",1,1,1,1,1,1,1,1,1,1
"4723",1,1,1,1,1,1,1,1,1,1
"4706",1,1,1,1,1,1,1,1,1,1
"4701",0,0,0,1,0,0,1,0,1,1
"4724",0,0,1,1,1,0,0,1,1,1
"4718",1,1,1,1,1,1,1,1,1,1
"4698",1,0,1,1,1,0,0,0,1,0
"4537",1,1,1,1,1,1,1,1,1,1
"55967",1,1,1,1,1,1,1,1,1,1
"4728",1,1,1,1,1,1,1,1,1,1
"4715",1,1,1,1,1,1,1,1,1,1
"51079",1,1,1,1,1,1,1,1,1,1
"54539",1,1,1,1,1,1,1,1,1,1
"4714",1,1,1,1,1,1,1,1,1,1
"4720",1,1,1,1,1,1,1,1,1,1
"4712",1,1,1,1,1,1,1,1,1,1
"4722",1,1,1,1,1,1,1,1,1,1
"4704",0,0,0,1,1,0,1,1,1,0
"4694",1,1,1,1,1,1,1,1,1,1
"4702",1,1,1,1,1,1,1,1,1,1
"4709",1,1,1,1,1,1,1,1,1,1
"4725",1,1,1,1,1,1,1,1,1,1
"4710",1,1,1,1,1,1,1,1,1,1
"4697",1,1,1,1,1,1,1,1,1,1
"4726",1,1,1,1,1,1,1,1,1,1
"4716",1,1,1,1,1,1,1,1,1,1
"374291",0,0,1,1,1,0,0,1,1,1
"1345",1,1,1,1,1,1,1,1,1,1
"1340",1,1,1,1,1,1,1,1,1,1
"1329",1,1,1,1,1,1,1,1,1,1
"4514",1,1,1,1,1,1,1,1,1,1
"4513",1,1,1,1,1,1,1,1,1,1
"1327",1,1,1,1,1,1,1,1,1,1
"1351",1,1,1,1,1,1,1,1,1,1
"1349",1,1,1,1,1,1,1,1,1,1
"1346",1,0,1,1,1,0,0,0,1,0
"1347",1,1,1,1,1,1,1,1,1,1
"9377",1,1,1,1,1,1,1,1,1,1
"1337",1,1,1,1,1,1,1,1,1,1
"4512",1,1,1,1,1,1,1,1,1,1
"1350",1,1,1,1,1,1,1,1,1,1
"9167",1,1,1,1,1,1,1,1,1,1
"125965",0,0,1,1,0,0,1,0,0,1
"1339",1,0,1,0,1,1,0,0,0,1
"170712",0,0,0,0,0,0,0,0,0,0
"84701",0,1,0,1,0,1,1,1,1,0
"4363",1,1,1,1,1,1,1,1,1,1
"146712",1,0,0,0,1,0,0,0,1,1
"10554",1,1,1,0,1,0,0,0,1,0
"240",0,0,0,0,0,0,0,0,0,0
"534",0,0,0,0,0,0,1,0,0,0
"8705",1,0,1,0,1,0,1,0,0,0
"570",1,0,1,0,0,1,0,0,0,1
"622",0,1,1,1,0,0,0,1,1,0
"57818",1,1,0,0,0,0,0,1,0,1
"8647",0,0,0,0,0,0,0,0,0,0
"124935",1,0,1,1,0,0,0,0,1,1
"6531",0,0,1,1,0,0,0,1,1,1
"11000",1,1,0,0,1,1,0,1,0,0
"4758",1,1,1,1,1,1,1,1,1,1
"2618",1,1,1,1,1,1,1,1,1,1
"2629",1,0,1,1,1,0,0,0,1,0
"7264",1,1,1,1,1,1,1,1,1,1
"284098",1,1,1,1,1,1,1,1,1,1
"3163",1,1,1,1,1,1,1,1,1,1
"7923",1,1,1,1,1,1,1,1,1,1
"10723",1,1,1,1,1,1,1,1,1,1
"201288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589",1,1,1,1,0,0,1,0,1,1
"9651",1,0,1,0,0,1,1,0,1,1
"8396",0,0,1,1,1,0,0,0,1,0
"8399",0,0,1,1,0,0,1,1,1,1
"64711",1,0,0,0,1,1,0,1,1,0
"7366",1,1,0,1,1,0,0,0,1,1
"9374",1,1,1,1,1,1,0,0,0,1
"93100",0,0,0,1,1,0,0,1,1,0
"55229",0,1,0,1,0,1,1,0,1,1
"26063",1,1,1,1,0,1,0,0,1,1
"2880",0,0,0,0,0,0,0,0,0,0
"65263",0,0,0,1,0,0,1,1,1,0
"8781",1,0,0,0,0,1,0,0,0,0
"31",1,1,1,1,1,1,1,1,1,1
"55750",1,1,1,1,1,1,1,1,0,1
"8644",0,0,0,0,0,0,0,0,0,0
"1066",0,0,1,0,1,1,1,1,0,0
"5446",0,0,0,0,1,0,0,1,1,1
"4905",1,1,1,1,1,1,1,1,1,1
"4700",1,1,1,1,1,1,1,1,1,1
"4696",1,1,1,1,1,1,1,1,1,1
"341947",0,0,0,0,0,0,0,0,0,0
