"Gene_stable_ID","Transcript_stable_ID","Protein_stable_ID","UniProtKB_Swiss_Prot_ID","Gene_name","NCBI_gene_ID"
"ENSG00000100983","ENST00000643271","ENSP00000496125","","GSS",2937
"ENSG00000100983","ENST00000643443","ENSP00000495572","","GSS",2937
"ENSG00000100983","ENST00000643502","ENSP00000494819","","GSS",2937
"ENSG00000100983","ENST00000644608","ENSP00000493500","","GSS",2937
"ENSG00000100983","ENST00000644793","ENSP00000495750","P48637","GSS",2937
"ENSG00000100983","ENST00000645102","ENSP00000495829","","GSS",2937
"ENSG00000100983","ENST00000645328","ENSP00000495404","","GSS",2937
"ENSG00000100983","ENST00000645408","ENSP00000496142","","GSS",2937
"ENSG00000100983","ENST00000646405","ENSP00000493744","","GSS",2937
"ENSG00000100983","ENST00000646735","ENSP00000493763","P48637","GSS",2937
"ENSG00000100983","ENST00000646766","ENSP00000494333","","GSS",2937
"ENSG00000100994","ENST00000216962","ENSP00000216962","P11216","PYGB",5834
"ENSG00000100994","ENST00000428458","ENSP00000395451","","PYGB",5834
"ENSG00000100997","ENST00000339157","ENSP00000341408","Q8N2K0","ABHD12",26090
"ENSG00000100997","ENST00000376542","ENSP00000365725","Q8N2K0","ABHD12",26090
"ENSG00000100997","ENST00000450393","ENSP00000413311","","ABHD12",26090
"ENSG00000100997","ENST00000461204","ENSP00000460249","","ABHD12",26090
"ENSG00000100997","ENST00000465694","ENSP00000459278","","ABHD12",26090
"ENSG00000100997","ENST00000471287","ENSP00000460950","","ABHD12",26090
"ENSG00000100997","ENST00000491682","ENSP00000459495","","ABHD12",26090
"ENSG00000100997","ENST00000576316","ENSP00000459121","","ABHD12",26090
"ENSG00000101049","ENST00000341458","ENSP00000340608","Q9HBY8","SGK2",10110
"ENSG00000101049","ENST00000373077","ENSP00000362168","","SGK2",10110
"ENSG00000101049","ENST00000373092","ENSP00000362184","Q9HBY8","SGK2",10110
"ENSG00000101049","ENST00000373100","ENSP00000362192","Q9HBY8","SGK2",10110
"ENSG00000101049","ENST00000412111","ENSP00000396222","","SGK2",10110
"ENSG00000101049","ENST00000423407","ENSP00000392795","Q9HBY8","SGK2",10110
"ENSG00000101049","ENST00000426287","ENSP00000412214","Q9HBY8","SGK2",10110
"ENSG00000101049","ENST00000485914","ENSP00000496823","","SGK2",10110
"ENSG00000101049","ENST00000496343","ENSP00000436841","","SGK2",10110
"ENSG00000101049","ENST00000617268","ENSP00000481432","","SGK2",10110
"ENSG00000101049","ENST00000647834","ENSP00000498203","","SGK2",10110
"ENSG00000101049","ENST00000648083","ENSP00000496987","","SGK2",10110
"ENSG00000101049","ENST00000648530","ENSP00000497528","","SGK2",10110
"ENSG00000101109","ENST00000372801","ENSP00000361887","Q13043","STK4",6789
"ENSG00000101109","ENST00000372806","ENSP00000361892","Q13043","STK4",6789
"ENSG00000101109","ENST00000474717","ENSP00000479564","","STK4",6789
"ENSG00000101109","ENST00000487587","ENSP00000482076","","STK4",6789
"ENSG00000101109","ENST00000499879","ENSP00000443514","","STK4",6789
"ENSG00000101146","ENST00000371242","ENSP00000360286","P78406","RAE1",8480
"ENSG00000101146","ENST00000395840","ENSP00000379181","P78406","RAE1",8480
"ENSG00000101146","ENST00000395841","ENSP00000379182","P78406","RAE1",8480
"ENSG00000101146","ENST00000411894","ENSP00000392097","","RAE1",8480
"ENSG00000101146","ENST00000429339","ENSP00000393264","","RAE1",8480
"ENSG00000101146","ENST00000452119","ENSP00000402924","","RAE1",8480
"ENSG00000101146","ENST00000492498","ENSP00000432698","","RAE1",8480
"ENSG00000101146","ENST00000527947","ENSP00000432609","","RAE1",8480
"ENSG00000101160","ENST00000217131","ENSP00000217131","Q9UBR2","CTSZ",1522
"ENSG00000101187","ENST00000217159","ENSP00000217159","Q96BD0","SLCO4A1",28231
"ENSG00000101187","ENST00000370507","ENSP00000359538","Q96BD0","SLCO4A1",28231
"ENSG00000101187","ENST00000451793","ENSP00000414855","","SLCO4A1",28231
"ENSG00000101187","ENST00000497209","ENSP00000434245","","SLCO4A1",28231
"ENSG00000101210","ENST00000217182","ENSP00000217182","Q05639","EEF1A2",1917
"ENSG00000101210","ENST00000298049","ENSP00000298049","","EEF1A2",1917
"ENSG00000101210","ENST00000642899","ENSP00000493767","","EEF1A2",1917
"ENSG00000101210","ENST00000645357","ENSP00000494971","","EEF1A2",1917
"ENSG00000101210","ENST00000646335","ENSP00000494752","","EEF1A2",1917
"ENSG00000101213","ENST00000217185","ENSP00000217185","Q13882","PTK6",5753
"ENSG00000101213","ENST00000542869","ENSP00000442460","Q13882","PTK6",5753
"ENSG00000101224","ENST00000245960","ENSP00000245960","P30305","CDC25B",994
"ENSG00000101224","ENST00000340833","ENSP00000339170","P30305","CDC25B",994
"ENSG00000101224","ENST00000344256","ENSP00000339125","","CDC25B",994
"ENSG00000101224","ENST00000379598","ENSP00000368918","","CDC25B",994
"ENSG00000101224","ENST00000439880","ENSP00000405972","P30305","CDC25B",994
"ENSG00000101247","ENST00000378081","ENSP00000437325","","NDUFAF5",79133
"ENSG00000101247","ENST00000378106","ENSP00000367346","Q5TEU4","NDUFAF5",79133
"ENSG00000101247","ENST00000463598","ENSP00000420497","Q5TEU4","NDUFAF5",79133
"ENSG00000101255","ENST00000217233","ENSP00000217233","Q96RU7","TRIB3",57761
"ENSG00000101255","ENST00000422053","ENSP00000415416","","TRIB3",57761
"ENSG00000101255","ENST00000449710","ENSP00000391873","","TRIB3",57761
"ENSG00000101255","ENST00000615226","ENSP00000478194","","TRIB3",57761
"ENSG00000101266","ENST00000217244","ENSP00000217244","P68400","CSNK2A1",1457
"ENSG00000101266","ENST00000349736","ENSP00000339247","P68400","CSNK2A1",1457
"ENSG00000101266","ENST00000400217","ENSP00000383076","P68400","CSNK2A1",1457
"ENSG00000101266","ENST00000400227","ENSP00000383086","","CSNK2A1",1457
"ENSG00000101266","ENST00000460062","ENSP00000477147","","CSNK2A1",1457
"ENSG00000101266","ENST00000608066","ENSP00000476486","","CSNK2A1",1457
"ENSG00000101266","ENST00000609525","ENSP00000476547","","CSNK2A1",1457
"ENSG00000101266","ENST00000619801","ENSP00000481572","","CSNK2A1",1457
"ENSG00000101266","ENST00000642160","ENSP00000496115","","CSNK2A1",1457
"ENSG00000101266","ENST00000642689","ENSP00000495414","","CSNK2A1",1457
"ENSG00000101266","ENST00000643600","ENSP00000494038","","CSNK2A1",1457
"ENSG00000101266","ENST00000643660","ENSP00000495248","P68400","CSNK2A1",1457
"ENSG00000101266","ENST00000643680","ENSP00000493704","","CSNK2A1",1457
"ENSG00000101266","ENST00000643910","ENSP00000493474","","CSNK2A1",1457
"ENSG00000101266","ENST00000643968","ENSP00000495139","","CSNK2A1",1457
"ENSG00000101266","ENST00000644003","ENSP00000495387","P68400","CSNK2A1",1457
"ENSG00000101266","ENST00000644177","ENSP00000495079","","CSNK2A1",1457
"ENSG00000101266","ENST00000644710","ENSP00000493791","","CSNK2A1",1457
"ENSG00000101266","ENST00000644885","ENSP00000496146","","CSNK2A1",1457
"ENSG00000101266","ENST00000645091","ENSP00000495942","","CSNK2A1",1457
"ENSG00000101266","ENST00000645187","ENSP00000496232","","CSNK2A1",1457
"ENSG00000101266","ENST00000645234","ENSP00000494288","","CSNK2A1",1457
"ENSG00000101266","ENST00000645249","ENSP00000496152","","CSNK2A1",1457
"ENSG00000101266","ENST00000645260","ENSP00000493931","","CSNK2A1",1457
"ENSG00000101266","ENST00000645623","ENSP00000495998","P68400","CSNK2A1",1457
"ENSG00000101266","ENST00000645840","ENSP00000494445","","CSNK2A1",1457
"ENSG00000101266","ENST00000645910","ENSP00000493697","","CSNK2A1",1457
"ENSG00000101266","ENST00000646305","ENSP00000495902","P68400","CSNK2A1",1457
"ENSG00000101266","ENST00000646477","ENSP00000495439","P68400","CSNK2A1",1457
"ENSG00000101266","ENST00000646561","ENSP00000496569","P68400","CSNK2A1",1457
"ENSG00000101266","ENST00000646814","ENSP00000495422","P68400","CSNK2A1",1457
"ENSG00000101266","ENST00000646908","ENSP00000493643","","CSNK2A1",1457
"ENSG00000101266","ENST00000647026","ENSP00000494370","","CSNK2A1",1457
"ENSG00000101266","ENST00000647348","ENSP00000495912","P68400","CSNK2A1",1457
"ENSG00000101276","ENST00000217254","ENSP00000217254","Q9NQ40","SLC52A3",113278
"ENSG00000101276","ENST00000381944","ENSP00000371370","Q9NQ40","SLC52A3",113278
"ENSG00000101276","ENST00000488495","ENSP00000494009","Q9NQ40","SLC52A3",113278
"ENSG00000101276","ENST00000632431","ENSP00000488723","Q9NQ40","SLC52A3",113278
"ENSG00000101276","ENST00000645534","ENSP00000494193","Q9NQ40","SLC52A3",113278
"ENSG00000101290","ENST00000450570","ENSP00000403205","O95674","CDS2",8760
"ENSG00000101290","ENST00000460006","ENSP00000419879","O95674","CDS2",8760
"ENSG00000101306","ENST00000375985","ENSP00000365152","Q9H1R3","MYLK2",85366
"ENSG00000101306","ENST00000375994","ENSP00000365162","Q9H1R3","MYLK2",85366
"ENSG00000101323","ENST00000378789","ENSP00000368066","Q9UJM8","HAO1",54363
"ENSG00000101333","ENST00000278655","ENSP00000278655","Q15147","PLCB4",5332
"ENSG00000101333","ENST00000378473","ENSP00000367734","Q15147","PLCB4",5332
"ENSG00000101333","ENST00000378493","ENSP00000367754","Q15147","PLCB4",5332
"ENSG00000101333","ENST00000378501","ENSP00000367762","Q15147","PLCB4",5332
"ENSG00000101333","ENST00000407043","ENSP00000385805","","PLCB4",5332
"ENSG00000101333","ENST00000414679","ENSP00000390616","Q15147","PLCB4",5332
"ENSG00000101333","ENST00000416836","ENSP00000395753","","PLCB4",5332
"ENSG00000101333","ENST00000437503","ENSP00000391614","","PLCB4",5332
"ENSG00000101333","ENST00000441846","ENSP00000412982","","PLCB4",5332
"ENSG00000101336","ENST00000262651","ENSP00000262651","","HCK",3055
"ENSG00000101336","ENST00000375852","ENSP00000365012","","HCK",3055
"ENSG00000101336","ENST00000375862","ENSP00000365022","","HCK",3055
"ENSG00000101336","ENST00000486475","ENSP00000420457","","HCK",3055
"ENSG00000101336","ENST00000518730","ENSP00000427757","P08631","HCK",3055
"ENSG00000101336","ENST00000520553","ENSP00000429848","P08631","HCK",3055
"ENSG00000101336","ENST00000534862","ENSP00000444986","P08631","HCK",3055
"ENSG00000101336","ENST00000538448","ENSP00000441169","P08631","HCK",3055
"ENSG00000101336","ENST00000629881","ENSP00000486627","P08631","HCK",3055
"ENSG00000101336","ENST00000639405","ENSP00000491964","P08631","HCK",3055
"ENSG00000101349","ENST00000353224","ENSP00000322957","Q9P286","PAK5",57144
"ENSG00000101349","ENST00000378423","ENSP00000367679","Q9P286","PAK5",57144
"ENSG00000101349","ENST00000378429","ENSP00000367686","Q9P286","PAK5",57144
"ENSG00000101365","ENST00000380843","ENSP00000370223","O43837","IDH3B",3420
"ENSG00000101365","ENST00000380851","ENSP00000370232","O43837","IDH3B",3420
"ENSG00000101365","ENST00000466494","ENSP00000487187","","IDH3B",3420
"ENSG00000101365","ENST00000474315","ENSP00000482773","","IDH3B",3420
"ENSG00000101365","ENST00000477689","ENSP00000485997","","IDH3B",3420
"ENSG00000101365","ENST00000613370","ENSP00000484922","","IDH3B",3420
"ENSG00000101438","ENST00000217420","ENSP00000217420","Q9H598","SLC32A1",140679
"ENSG00000101444","ENST00000217426","ENSP00000217426","P23526","AHCY",191
"ENSG00000101444","ENST00000538132","ENSP00000442820","P23526","AHCY",191
"ENSG00000101464","ENST00000217446","ENSP00000217446","Q9H490","PIGU",128869
"ENSG00000101464","ENST00000374820","ENSP00000363953","Q9H490","PIGU",128869
"ENSG00000101464","ENST00000438215","ENSP00000395755","","PIGU",128869
"ENSG00000101473","ENST00000217455","ENSP00000217455","O14734","ACOT8",10005
"ENSG00000101473","ENST00000426915","ENSP00000416217","","ACOT8",10005
"ENSG00000101473","ENST00000457981","ENSP00000403862","","ACOT8",10005
"ENSG00000101473","ENST00000461272","ENSP00000435581","","ACOT8",10005
"ENSG00000101473","ENST00000481938","ENSP00000431175","","ACOT8",10005
"ENSG00000101473","ENST00000483141","ENSP00000434216","","ACOT8",10005
"ENSG00000101473","ENST00000486165","ENSP00000433923","","ACOT8",10005
"ENSG00000101473","ENST00000487205","ENSP00000419403","","ACOT8",10005
"ENSG00000101473","ENST00000488679","ENSP00000435115","","ACOT8",10005
"ENSG00000101557","ENST00000261601","ENSP00000261601","P54578","USP14",9097
"ENSG00000101557","ENST00000383589","ENSP00000373083","","USP14",9097
"ENSG00000101557","ENST00000400266","ENSP00000383125","P54578","USP14",9097
"ENSG00000101557","ENST00000580410","ENSP00000463891","","USP14",9097
"ENSG00000101557","ENST00000581983","ENSP00000462315","","USP14",9097
"ENSG00000101557","ENST00000582707","ENSP00000464447","P54578","USP14",9097
"ENSG00000101557","ENST00000583119","ENSP00000473563","","USP14",9097
"ENSG00000101558","ENST00000340541","ENSP00000345656","Q9P0L0","VAPA",9218
"ENSG00000101558","ENST00000400000","ENSP00000382880","Q9P0L0","VAPA",9218
"ENSG00000101558","ENST00000585042","ENSP00000463155","","VAPA",9218
"ENSG00000101574","ENST00000319888","ENSP00000320349","","METTL4",64863
"ENSG00000101574","ENST00000574538","ENSP00000458290","Q8N3J2","METTL4",64863
"ENSG00000101574","ENST00000574676","ENSP00000461097","","METTL4",64863
"ENSG00000101574","ENST00000576251","ENSP00000460774","","METTL4",64863
"ENSG00000101574","ENST00000577166","ENSP00000458415","","METTL4",64863
"ENSG00000101574","ENST00000609769","ENSP00000477089","","METTL4",64863
"ENSG00000101577","ENST00000261596","ENSP00000261596","Q92539","LPIN2",9663
"ENSG00000101577","ENST00000584294","ENSP00000463026","","LPIN2",9663
"ENSG00000101577","ENST00000584915","ENSP00000463810","","LPIN2",9663
"ENSG00000101638","ENST00000315087","ENSP00000321343","O15466","ST8SIA5",29906
"ENSG00000101638","ENST00000536490","ENSP00000443683","","ST8SIA5",29906
"ENSG00000101638","ENST00000538168","ENSP00000445492","O15466","ST8SIA5",29906
"ENSG00000101638","ENST00000590488","ENSP00000466787","","ST8SIA5",29906
"ENSG00000101638","ENST00000591375","ENSP00000468112","","ST8SIA5",29906
"ENSG00000101654","ENST00000262173","ENSP00000262173","O43148","RNMT",8731
"ENSG00000101654","ENST00000383314","ENSP00000372804","O43148","RNMT",8731
"ENSG00000101654","ENST00000543302","ENSP00000446426","O43148","RNMT",8731
"ENSG00000101654","ENST00000588457","ENSP00000467171","","RNMT",8731
"ENSG00000101654","ENST00000589866","ENSP00000466252","O43148","RNMT",8731
"ENSG00000101654","ENST00000591746","ENSP00000467475","","RNMT",8731
"ENSG00000101654","ENST00000592764","ENSP00000466111","O43148","RNMT",8731
"ENSG00000101654","ENST00000593007","ENSP00000468261","","RNMT",8731
"ENSG00000101670","ENST00000261292","ENSP00000261292","Q9Y5X9","LIPG",9388
"ENSG00000101670","ENST00000427224","ENSP00000387978","","LIPG",9388
"ENSG00000101670","ENST00000577628","ENSP00000463835","","LIPG",9388
"ENSG00000101670","ENST00000579750","ENSP00000462480","","LIPG",9388
"ENSG00000101670","ENST00000580036","ENSP00000462420","Q9Y5X9","LIPG",9388
"ENSG00000101670","ENST00000583083","ENSP00000463077","","LIPG",9388
"ENSG00000101695","ENST00000217740","ENSP00000217740","Q96EQ8","RNF125",54941
"ENSG00000101695","ENST00000580209","ENSP00000463935","","RNF125",54941
"ENSG00000101751","ENST00000217800","ENSP00000217800","","POLI",11201
"ENSG00000101751","ENST00000406285","ENSP00000385196","","POLI",11201
"ENSG00000101751","ENST00000577612","ENSP00000464025","","POLI",11201
"ENSG00000101751","ENST00000579434","ENSP00000462681","","POLI",11201
"ENSG00000101751","ENST00000579534","ENSP00000462664","Q9UNA4","POLI",11201
"ENSG00000101751","ENST00000579823","ENSP00000463065","","POLI",11201
"ENSG00000101751","ENST00000580880","ENSP00000461983","","POLI",11201
"ENSG00000101751","ENST00000581950","ENSP00000462146","","POLI",11201
"ENSG00000101751","ENST00000583136","ENSP00000463071","","POLI",11201
"ENSG00000101751","ENST00000585023","ENSP00000463971","","POLI",11201
"ENSG00000101752","ENST00000261537","ENSP00000261537","Q86YT6","MIB1",57534
"ENSG00000101782","ENST00000339486","ENSP00000341874","O14730","RIOK3",8780
"ENSG00000101782","ENST00000577250","ENSP00000463644","","RIOK3",8780
"ENSG00000101782","ENST00000577501","ENSP00000462548","O14730","RIOK3",8780
"ENSG00000101782","ENST00000581585","ENSP00000463660","","RIOK3",8780
"ENSG00000101782","ENST00000584130","ENSP00000463791","","RIOK3",8780
"ENSG00000101846","ENST00000217961","ENSP00000217961","P08842","STS",412
"ENSG00000101849","ENST00000217964","ENSP00000217964","O60907","TBL1X",6907
"ENSG00000101849","ENST00000380961","ENSP00000370348","O60907","TBL1X",6907
"ENSG00000101849","ENST00000407597","ENSP00000385988","O60907","TBL1X",6907
"ENSG00000101849","ENST00000415293","ENSP00000407069","","TBL1X",6907
"ENSG00000101849","ENST00000422314","ENSP00000415508","","TBL1X",6907
"ENSG00000101849","ENST00000424279","ENSP00000394097","O60907","TBL1X",6907
"ENSG00000101849","ENST00000441088","ENSP00000402923","","TBL1X",6907
"ENSG00000101849","ENST00000452824","ENSP00000397878","","TBL1X",6907
"ENSG00000101849","ENST00000645353","ENSP00000496215","O60907","TBL1X",6907
"ENSG00000101849","ENST00000645686","ENSP00000493782","O60907","TBL1X",6907
"ENSG00000101849","ENST00000646640","ENSP00000495556","O60907","TBL1X",6907
"ENSG00000101849","ENST00000647060","ENSP00000495467","","TBL1X",6907
"ENSG00000101849","ENST00000647172","ENSP00000495835","","TBL1X",6907
"ENSG00000101868","ENST00000379059","ENSP00000368349","P09884","POLA1",5422
"ENSG00000101868","ENST00000379068","ENSP00000368358","","POLA1",5422
"ENSG00000101868","ENST00000611764","ENSP00000478401","","POLA1",5422
"ENSG00000101871","ENST00000317552","ENSP00000312678","O15344","MID1",4281
"ENSG00000101871","ENST00000380779","ENSP00000370156","O15344","MID1",4281
"ENSG00000101871","ENST00000380780","ENSP00000370157","O15344","MID1",4281
"ENSG00000101871","ENST00000380782","ENSP00000370159","O15344","MID1",4281
"ENSG00000101871","ENST00000380785","ENSP00000370162","O15344","MID1",4281
"ENSG00000101871","ENST00000380787","ENSP00000370164","O15344","MID1",4281
"ENSG00000101871","ENST00000413894","ENSP00000391154","","MID1",4281
"ENSG00000101871","ENST00000423614","ENSP00000387771","","MID1",4281
"ENSG00000101871","ENST00000453318","ENSP00000414521","O15344","MID1",4281
"ENSG00000101871","ENST00000610939","ENSP00000483707","","MID1",4281
"ENSG00000101871","ENST00000616003","ENSP00000484712","","MID1",4281
"ENSG00000101890","ENST00000218006","ENSP00000218006","P51841","GUCY2F",2986
"ENSG00000101892","ENST00000218008","ENSP00000218008","Q9UN42","ATP1B4",23439
"ENSG00000101892","ENST00000361319","ENSP00000355346","Q9UN42","ATP1B4",23439
"ENSG00000101892","ENST00000539306","ENSP00000443334","","ATP1B4",23439
"ENSG00000101901","ENST00000251943","ENSP00000251943","Q9NP73","ALG13",79868
"ENSG00000101901","ENST00000371979","ENSP00000361047","Q9NP73","ALG13",79868
"ENSG00000101901","ENST00000394780","ENSP00000378260","Q9NP73","ALG13",79868
"ENSG00000101901","ENST00000436609","ENSP00000392990","Q9NP73","ALG13",79868
"ENSG00000101901","ENST00000468657","ENSP00000480638","","ALG13",79868
"ENSG00000101901","ENST00000470971","ENSP00000479424","","ALG13",79868
"ENSG00000101901","ENST00000471924","ENSP00000484523","","ALG13",79868
"ENSG00000101901","ENST00000473389","ENSP00000480711","","ALG13",79868
"ENSG00000101901","ENST00000474121","ENSP00000485400","","ALG13",79868
"ENSG00000101901","ENST00000482374","ENSP00000479632","","ALG13",79868
"ENSG00000101901","ENST00000482742","ENSP00000477513","","ALG13",79868
"ENSG00000101901","ENST00000486353","ENSP00000426892","","ALG13",79868
"ENSG00000101901","ENST00000487141","ENSP00000478130","","ALG13",79868
"ENSG00000101901","ENST00000489033","ENSP00000482257","","ALG13",79868
"ENSG00000101901","ENST00000492038","ENSP00000479483","","ALG13",79868
"ENSG00000101901","ENST00000495283","ENSP00000427093","","ALG13",79868
"ENSG00000101901","ENST00000610588","ENSP00000479731","Q9NP73","ALG13",79868
"ENSG00000101901","ENST00000621367","ENSP00000481509","Q9NP73","ALG13",79868
"ENSG00000101901","ENST00000622986","ENSP00000485067","","ALG13",79868
"ENSG00000101901","ENST00000622997","ENSP00000485420","","ALG13",79868
"ENSG00000101901","ENST00000623144","ENSP00000485279","","ALG13",79868
"ENSG00000101901","ENST00000623148","ENSP00000485658","","ALG13",79868
"ENSG00000101901","ENST00000623189","ENSP00000485392","","ALG13",79868
"ENSG00000101901","ENST00000623255","ENSP00000485333","","ALG13",79868
"ENSG00000101901","ENST00000623310","ENSP00000485071","","ALG13",79868
"ENSG00000101901","ENST00000623622","ENSP00000485624","","ALG13",79868
"ENSG00000101901","ENST00000624161","ENSP00000485181","","ALG13",79868
"ENSG00000101901","ENST00000624881","ENSP00000485093","","ALG13",79868
"ENSG00000101901","ENST00000636363","ENSP00000490681","","ALG13",79868
"ENSG00000101911","ENST00000380663","ENSP00000370038","","PRPS2",5634
"ENSG00000101911","ENST00000380668","ENSP00000370043","P11908","PRPS2",5634
"ENSG00000101911","ENST00000398491","ENSP00000381504","P11908","PRPS2",5634
"ENSG00000101911","ENST00000461630","ENSP00000418911","","PRPS2",5634
"ENSG00000101911","ENST00000489404","ENSP00000419380","","PRPS2",5634
"ENSG00000101945","ENST00000337852","ENSP00000337976","O43463","SUV39H1",6839
"ENSG00000101945","ENST00000376687","ENSP00000365877","O43463","SUV39H1",6839
"ENSG00000101974","ENST00000327569","ENSP00000332756","Q8NB49","ATP11C",286410
"ENSG00000101974","ENST00000361648","ENSP00000355165","Q8NB49","ATP11C",286410
"ENSG00000101974","ENST00000370557","ENSP00000359588","","ATP11C",286410
"ENSG00000101974","ENST00000422228","ENSP00000394573","","ATP11C",286410
"ENSG00000101974","ENST00000433868","ENSP00000397923","","ATP11C",286410
"ENSG00000101974","ENST00000450801","ENSP00000391259","","ATP11C",286410
"ENSG00000101986","ENST00000218104","ENSP00000218104","P33897","ABCD1",215
"ENSG00000101986","ENST00000370129","ENSP00000359147","","ABCD1",215
"ENSG00000102010","ENST00000342014","ENSP00000340082","P51813","BMX",660
"ENSG00000102010","ENST00000348343","ENSP00000308774","P51813","BMX",660
"ENSG00000102010","ENST00000357607","ENSP00000350224","P51813","BMX",660
"ENSG00000102030","ENST00000370009","ENSP00000359026","P41227","NAA10",8260
"ENSG00000102030","ENST00000370011","ENSP00000359028","","NAA10",8260
"ENSG00000102030","ENST00000370015","ENSP00000359032","","NAA10",8260
"ENSG00000102030","ENST00000393712","ENSP00000377315","","NAA10",8260
"ENSG00000102030","ENST00000432089","ENSP00000413668","","NAA10",8260
"ENSG00000102030","ENST00000464845","ENSP00000417763","P41227","NAA10",8260
"ENSG00000102032","ENST00000369997","ENSP00000359014","","RENBP",5973
"ENSG00000102032","ENST00000393700","ENSP00000377303","P51606","RENBP",5973
"ENSG00000102032","ENST00000423624","ENSP00000394220","","RENBP",5973
"ENSG00000102032","ENST00000442361","ENSP00000399278","","RENBP",5973
"ENSG00000102032","ENST00000451114","ENSP00000409034","","RENBP",5973
"ENSG00000102032","ENST00000457282","ENSP00000405759","","RENBP",5973
"ENSG00000102043","ENST00000374852","ENSP00000363985","Q96EF0","MTMR8",55613
"ENSG00000102078","ENST00000218197","ENSP00000218197","O95258","SLC25A14",9016
"ENSG00000102078","ENST00000339231","ENSP00000342797","O95258","SLC25A14",9016
"ENSG00000102078","ENST00000361980","ENSP00000354455","O95258","SLC25A14",9016
"ENSG00000102078","ENST00000424447","ENSP00000402578","","SLC25A14",9016
"ENSG00000102078","ENST00000543953","ENSP00000445225","","SLC25A14",9016
"ENSG00000102078","ENST00000545805","ENSP00000444642","O95258","SLC25A14",9016
"ENSG00000102078","ENST00000612248","ENSP00000477981","O95258","SLC25A14",9016
"ENSG00000102096","ENST00000376509","ENSP00000365692","Q9P1W9","PIM2",11040
"ENSG00000102096","ENST00000442430","ENSP00000410960","","PIM2",11040
"ENSG00000102100","ENST00000247138","ENSP00000247138","P78381","SLC35A2",7355
"ENSG00000102100","ENST00000376512","ENSP00000365695","","SLC35A2",7355
"ENSG00000102100","ENST00000376515","ENSP00000365698","","SLC35A2",7355
"ENSG00000102100","ENST00000376521","ENSP00000365704","P78381","SLC35A2",7355
"ENSG00000102100","ENST00000376529","ENSP00000365712","","SLC35A2",7355
"ENSG00000102100","ENST00000413561","ENSP00000393233","","SLC35A2",7355
"ENSG00000102100","ENST00000445167","ENSP00000402726","P78381","SLC35A2",7355
"ENSG00000102100","ENST00000446885","ENSP00000415518","","SLC35A2",7355
"ENSG00000102100","ENST00000452555","ENSP00000416002","P78381","SLC35A2",7355
"ENSG00000102100","ENST00000616181","ENSP00000478617","","SLC35A2",7355
"ENSG00000102100","ENST00000634461","ENSP00000489440","","SLC35A2",7355
"ENSG00000102100","ENST00000634665","ENSP00000489356","","SLC35A2",7355
"ENSG00000102100","ENST00000635015","ENSP00000489089","","SLC35A2",7355
"ENSG00000102100","ENST00000635238","ENSP00000489515","","SLC35A2",7355
"ENSG00000102100","ENST00000635285","ENSP00000489484","P78381","SLC35A2",7355
"ENSG00000102100","ENST00000635460","ENSP00000489339","","SLC35A2",7355
"ENSG00000102100","ENST00000635589","ENSP00000489197","P78381","SLC35A2",7355
"ENSG00000102100","ENST00000635628","ENSP00000489613","","SLC35A2",7355
"ENSG00000102125","ENST00000369776","ENSP00000358791","","TAZ",6901
"ENSG00000102125","ENST00000426231","ENSP00000406257","","TAZ",6901
"ENSG00000102125","ENST00000439735","ENSP00000398193","","TAZ",6901
"ENSG00000102125","ENST00000475699","ENSP00000419854","Q16635","TAZ",6901
"ENSG00000102125","ENST00000601016","ENSP00000469981","Q16635","TAZ",6901
"ENSG00000102125","ENST00000612012","ENSP00000482070","","TAZ",6901
"ENSG00000102125","ENST00000612460","ENSP00000481037","Q16635","TAZ",6901
"ENSG00000102125","ENST00000613002","ENSP00000478154","Q16635","TAZ",6901
"ENSG00000102125","ENST00000615986","ENSP00000480133","","TAZ",6901
"ENSG00000102125","ENST00000616020","ENSP00000483636","","TAZ",6901
"ENSG00000102125","ENST00000617701","ENSP00000481645","","TAZ",6901
"ENSG00000102125","ENST00000620808","ENSP00000479311","","TAZ",6901
"ENSG00000102144","ENST00000373316","ENSP00000362413","P00558","PGK1",5230
"ENSG00000102144","ENST00000644362","ENSP00000496140","P00558","PGK1",5230
"ENSG00000102172","ENST00000379404","ENSP00000368714","P52788","SMS",6611
"ENSG00000102172","ENST00000404933","ENSP00000385746","P52788","SMS",6611
"ENSG00000102172","ENST00000457085","ENSP00000407366","","SMS",6611
"ENSG00000102225","ENST00000276052","ENSP00000276052","Q00536","CDK16",5127
"ENSG00000102225","ENST00000357227","ENSP00000349762","Q00536","CDK16",5127
"ENSG00000102225","ENST00000457458","ENSP00000405798","Q00536","CDK16",5127
"ENSG00000102225","ENST00000462827","ENSP00000430824","","CDK16",5127
"ENSG00000102225","ENST00000517426","ENSP00000429985","","CDK16",5127
"ENSG00000102225","ENST00000518022","ENSP00000429751","Q00536","CDK16",5127
"ENSG00000102225","ENST00000518391","ENSP00000429044","","CDK16",5127
"ENSG00000102225","ENST00000519758","ENSP00000429259","","CDK16",5127
"ENSG00000102225","ENST00000520141","ENSP00000430988","","CDK16",5127
"ENSG00000102225","ENST00000520295","ENSP00000430966","","CDK16",5127
"ENSG00000102225","ENST00000520893","ENSP00000428351","","CDK16",5127
"ENSG00000102225","ENST00000522883","ENSP00000431085","","CDK16",5127
