"REACTION","SUBSYSTEM"
"HMR_3686","Formation and hydrolysis of cholesterol esters"
"HMR_3687","Formation and hydrolysis of cholesterol esters"
"HMR_3688","Formation and hydrolysis of cholesterol esters"
"HMR_3689","Formation and hydrolysis of cholesterol esters"
"HMR_3690","Formation and hydrolysis of cholesterol esters"
"HMR_3691","Formation and hydrolysis of cholesterol esters"
"HMR_3692","Formation and hydrolysis of cholesterol esters"
"HMR_3693","Formation and hydrolysis of cholesterol esters"
"HMR_3694","Formation and hydrolysis of cholesterol esters"
"HMR_3695","Formation and hydrolysis of cholesterol esters"
"HMR_3696","Formation and hydrolysis of cholesterol esters"
"HMR_3697","Formation and hydrolysis of cholesterol esters"
"HMR_3698","Formation and hydrolysis of cholesterol esters"
"HMR_3699","Formation and hydrolysis of cholesterol esters"
"HMR_3700","Formation and hydrolysis of cholesterol esters"
"HMR_3701","Formation and hydrolysis of cholesterol esters"
"HMR_3702","Formation and hydrolysis of cholesterol esters"
"HMR_3703","Formation and hydrolysis of cholesterol esters"
"HMR_3704","Formation and hydrolysis of cholesterol esters"
"HMR_3705","Formation and hydrolysis of cholesterol esters"
"HMR_3706","Formation and hydrolysis of cholesterol esters"
"HMR_3707","Formation and hydrolysis of cholesterol esters"
"HMR_3708","Formation and hydrolysis of cholesterol esters"
"HMR_3709","Formation and hydrolysis of cholesterol esters"
"HMR_3710","Formation and hydrolysis of cholesterol esters"
"HMR_3711","Formation and hydrolysis of cholesterol esters"
"HMR_3712","Formation and hydrolysis of cholesterol esters"
"HMR_3713","Formation and hydrolysis of cholesterol esters"
"HMR_3714","Formation and hydrolysis of cholesterol esters"
"HMR_3715","Formation and hydrolysis of cholesterol esters"
"HMR_3716","Formation and hydrolysis of cholesterol esters"
"HMR_3717","Formation and hydrolysis of cholesterol esters"
"HMR_3718","Formation and hydrolysis of cholesterol esters"
"HMR_3719","Formation and hydrolysis of cholesterol esters"
"HMR_3720","Formation and hydrolysis of cholesterol esters"
"HMR_3721","Formation and hydrolysis of cholesterol esters"
"HMR_3722","Formation and hydrolysis of cholesterol esters"
"HMR_3723","Formation and hydrolysis of cholesterol esters"
"HMR_3724","Formation and hydrolysis of cholesterol esters"
"HMR_3725","Formation and hydrolysis of cholesterol esters"
"HMR_3726","Formation and hydrolysis of cholesterol esters"
"HMR_3727","Formation and hydrolysis of cholesterol esters"
"HMR_3728","Formation and hydrolysis of cholesterol esters"
"HMR_3729","Formation and hydrolysis of cholesterol esters"
"HMR_3730","Formation and hydrolysis of cholesterol esters"
"HMR_3731","Formation and hydrolysis of cholesterol esters"
"HMR_3732","Formation and hydrolysis of cholesterol esters"
"HMR_3733","Formation and hydrolysis of cholesterol esters"
"HMR_3734","Formation and hydrolysis of cholesterol esters"
"HMR_3735","Formation and hydrolysis of cholesterol esters"
"HMR_3736","Formation and hydrolysis of cholesterol esters"
"HMR_3737","Formation and hydrolysis of cholesterol esters"
"HMR_3738","Formation and hydrolysis of cholesterol esters"
"HMR_3739","Formation and hydrolysis of cholesterol esters"
"HMR_3740","Formation and hydrolysis of cholesterol esters"
"HMR_3741","Formation and hydrolysis of cholesterol esters"
"HMR_3742","Formation and hydrolysis of cholesterol esters"
"HMR_0454","Fructose and mannose metabolism"
"HMR_4297","Fructose and mannose metabolism"
"HMR_4310","Fructose and mannose metabolism"
"HMR_4315","Fructose and mannose metabolism"
"HMR_4316","Fructose and mannose metabolism"
"HMR_4317","Fructose and mannose metabolism"
"HMR_4318","Fructose and mannose metabolism"
"HMR_4319","Fructose and mannose metabolism"
"HMR_4320","Fructose and mannose metabolism"
"HMR_4356","Fructose and mannose metabolism"
"HMR_4383","Fructose and mannose metabolism"
"HMR_4385","Fructose and mannose metabolism"
"HMR_4386","Fructose and mannose metabolism"
"HMR_4387","Fructose and mannose metabolism"
"HMR_4399","Fructose and mannose metabolism"
"HMR_4400","Fructose and mannose metabolism"
"HMR_4401","Fructose and mannose metabolism"
"HMR_4402","Fructose and mannose metabolism"
"HMR_4403","Fructose and mannose metabolism"
"HMR_4490","Fructose and mannose metabolism"
"HMR_4706","Fructose and mannose metabolism"
"HMR_8768","Fructose and mannose metabolism"
"RE1342C","Fructose and mannose metabolism"
"FBA5","Galactose metabolism"
"HMR_3944","Galactose metabolism"
"HMR_4128","Galactose metabolism"
"HMR_4130","Galactose metabolism"
"HMR_4131","Galactose metabolism"
"HMR_4132","Galactose metabolism"
"HMR_4303","Galactose metabolism"
"HMR_4414","Galactose metabolism"
"HMR_4415","Galactose metabolism"
"HMR_4416","Galactose metabolism"
"HMR_4774","Galactose metabolism"
"HMR_4775","Galactose metabolism"
"HMR_4831","Galactose metabolism"
"HMR_4832","Galactose metabolism"
"HMR_7674","Galactose metabolism"
"HMR_8761","Galactose metabolism"
"HMR_8762","Galactose metabolism"
"HMR_8764","Galactose metabolism"
"HMR_8766","Galactose metabolism"
"HMR_8767","Galactose metabolism"
"KHK3","Galactose metabolism"
"HMR_1979","Glucocorticoid biosynthesis"
"HMR_1980","Glucocorticoid biosynthesis"
"HMR_1981","Glucocorticoid biosynthesis"
"HMR_1985","Glucocorticoid biosynthesis"
"HMR_1987","Glucocorticoid biosynthesis"
"HMR_1988","Glucocorticoid biosynthesis"
"HMR_1995","Glucocorticoid biosynthesis"
"HMR_1996","Glucocorticoid biosynthesis"
"HMR_1999","Glucocorticoid biosynthesis"
"HMR_2000","Glucocorticoid biosynthesis"
"HMR_2001","Glucocorticoid biosynthesis"
"HMR_3868","Glutathione metabolism"
"HMR_3869","Glutathione metabolism"
"HMR_3889","Glutathione metabolism"
"HMR_3933","Glutathione metabolism"
"HMR_3937","Glutathione metabolism"
"HMR_4116","Glutathione metabolism"
"HMR_4120","Glutathione metabolism"
"HMR_4121","Glutathione metabolism"
"HMR_4175","Glutathione metabolism"
"HMR_4176","Glutathione metabolism"
"HMR_4324","Glutathione metabolism"
"HMR_4326","Glutathione metabolism"
"HMR_4328","Glutathione metabolism"
"HMR_4329","Glutathione metabolism"
"HMR_4708","Glutathione metabolism"
"HMR_8769","Glutathione metabolism"
"HMR_8770","Glutathione metabolism"
"HMR_0453","Glycerolipid metabolism"
"HMR_0456","Glycerolipid metabolism"
"HMR_0458","Glycerolipid metabolism"
"HMR_0459","Glycerolipid metabolism"
"HMR_0463","Glycerolipid metabolism"
"HMR_0486","Glycerolipid metabolism"
"HMR_0487","Glycerolipid metabolism"
"HMR_0488","Glycerolipid metabolism"
"HMR_0489","Glycerolipid metabolism"
"HMR_0490","Glycerolipid metabolism"
"HMR_0491","Glycerolipid metabolism"
"HMR_0492","Glycerolipid metabolism"
"HMR_0493","Glycerolipid metabolism"
"HMR_0494","Glycerolipid metabolism"
"HMR_0495","Glycerolipid metabolism"
"HMR_0496","Glycerolipid metabolism"
"HMR_0497","Glycerolipid metabolism"
"HMR_0498","Glycerolipid metabolism"
"HMR_0499","Glycerolipid metabolism"
"HMR_0500","Glycerolipid metabolism"
"HMR_0501","Glycerolipid metabolism"
"HMR_0502","Glycerolipid metabolism"
"HMR_0503","Glycerolipid metabolism"
"HMR_0504","Glycerolipid metabolism"
"HMR_0505","Glycerolipid metabolism"
"HMR_0506","Glycerolipid metabolism"
"HMR_0507","Glycerolipid metabolism"
"HMR_0508","Glycerolipid metabolism"
"HMR_0509","Glycerolipid metabolism"
"HMR_0510","Glycerolipid metabolism"
"HMR_0511","Glycerolipid metabolism"
"HMR_0512","Glycerolipid metabolism"
"HMR_0513","Glycerolipid metabolism"
"HMR_0514","Glycerolipid metabolism"
"HMR_0515","Glycerolipid metabolism"
"HMR_0516","Glycerolipid metabolism"
"HMR_0517","Glycerolipid metabolism"
"HMR_0518","Glycerolipid metabolism"
"HMR_0519","Glycerolipid metabolism"
"HMR_0520","Glycerolipid metabolism"
"HMR_0521","Glycerolipid metabolism"
"HMR_0522","Glycerolipid metabolism"
"HMR_0523","Glycerolipid metabolism"
"HMR_0524","Glycerolipid metabolism"
"HMR_0525","Glycerolipid metabolism"
"HMR_0526","Glycerolipid metabolism"
"HMR_0527","Glycerolipid metabolism"
"HMR_0528","Glycerolipid metabolism"
"HMR_0529","Glycerolipid metabolism"
"HMR_0530","Glycerolipid metabolism"
"HMR_0531","Glycerolipid metabolism"
"HMR_0532","Glycerolipid metabolism"
"HMR_0533","Glycerolipid metabolism"
"HMR_0534","Glycerolipid metabolism"
"HMR_0535","Glycerolipid metabolism"
"HMR_0536","Glycerolipid metabolism"
"HMR_0537","Glycerolipid metabolism"
"HMR_0538","Glycerolipid metabolism"
"HMR_0539","Glycerolipid metabolism"
"HMR_0540","Glycerolipid metabolism"
"HMR_0541","Glycerolipid metabolism"
"HMR_0542","Glycerolipid metabolism"
"HMR_0543","Glycerolipid metabolism"
"HMR_0544","Glycerolipid metabolism"
"HMR_0588","Glycerolipid metabolism"
"HMR_0596","Glycerolipid metabolism"
"HMR_0673","Glycerolipid metabolism"
"HMR_0674","Glycerolipid metabolism"
"HMR_0675","Glycerolipid metabolism"
"HMR_0676","Glycerolipid metabolism"
"HMR_0677","Glycerolipid metabolism"
"HMR_0678","Glycerolipid metabolism"
"HMR_4296","Glycerolipid metabolism"
"HMR_4390","Glycerolipid metabolism"
"HMR_5254","Glycerolipid metabolism"
"HMR_7599","Glycerolipid metabolism"
"AGLPT","Glycerophospholipid metabolism"
"AGPAT2","Glycerophospholipid metabolism"
"AGPAT3","Glycerophospholipid metabolism"
"AGPAT4","Glycerophospholipid metabolism"
"AGPSx","Glycerophospholipid metabolism"
"ALKP","Glycerophospholipid metabolism"
"ARACHETH","Glycerophospholipid metabolism"
"CDS","Glycerophospholipid metabolism"
"CDSm","Glycerophospholipid metabolism"
"CHYLO_HSDEG","Glycerophospholipid metabolism"
"CHYLO_HSSEC","Glycerophospholipid metabolism"
"CHYLO_HSSYN","Glycerophospholipid metabolism"
"CLS_hs","Glycerophospholipid metabolism"
"DAGKn_hs","Glycerophospholipid metabolism"
"DIDECAETH","Glycerophospholipid metabolism"
"DIHOLINETH","Glycerophospholipid metabolism"
"DOCOHEXETHc","Glycerophospholipid metabolism"
"DOCTETETH","Glycerophospholipid metabolism"
"GPDDACHOL","Glycerophospholipid metabolism"
"HDL_HSDEG","Glycerophospholipid metabolism"
"HDL_HSSYN","Glycerophospholipid metabolism"
"HEPDECETH","Glycerophospholipid metabolism"
"HEXDECEETH","Glycerophospholipid metabolism"
"HMR_0448","Glycerophospholipid metabolism"
"HMR_0450","Glycerophospholipid metabolism"
"HMR_0468","Glycerophospholipid metabolism"
"HMR_0478","Glycerophospholipid metabolism"
"HMR_0479","Glycerophospholipid metabolism"
"HMR_0481","Glycerophospholipid metabolism"
"HMR_0482","Glycerophospholipid metabolism"
"HMR_0483","Glycerophospholipid metabolism"
"HMR_0484","Glycerophospholipid metabolism"
"HMR_0579","Glycerophospholipid metabolism"
"HMR_0580","Glycerophospholipid metabolism"
"HMR_0581","Glycerophospholipid metabolism"
"HMR_0582","Glycerophospholipid metabolism"
"HMR_0584","Glycerophospholipid metabolism"
"HMR_0586","Glycerophospholipid metabolism"
"HMR_0589","Glycerophospholipid metabolism"
"HMR_0590","Glycerophospholipid metabolism"
"HMR_0591","Glycerophospholipid metabolism"
"HMR_0592","Glycerophospholipid metabolism"
"HMR_0593","Glycerophospholipid metabolism"
"HMR_0594","Glycerophospholipid metabolism"
"HMR_0597","Glycerophospholipid metabolism"
"HMR_0598","Glycerophospholipid metabolism"
"HMR_0599","Glycerophospholipid metabolism"
"HMR_0600","Glycerophospholipid metabolism"
"HMR_0601","Glycerophospholipid metabolism"
"HMR_0602","Glycerophospholipid metabolism"
"HMR_0607","Glycerophospholipid metabolism"
"HMR_0610","Glycerophospholipid metabolism"
"HMR_0613","Glycerophospholipid metabolism"
"HMR_0614","Glycerophospholipid metabolism"
"HMR_0615","Glycerophospholipid metabolism"
"HMR_0616","Glycerophospholipid metabolism"
"HMR_0622","Glycerophospholipid metabolism"
"HMR_0623","Glycerophospholipid metabolism"
"HMR_0625","Glycerophospholipid metabolism"
"HMR_0627","Glycerophospholipid metabolism"
"HMR_0629","Glycerophospholipid metabolism"
"HMR_0630","Glycerophospholipid metabolism"
"HMR_0632","Glycerophospholipid metabolism"
"HMR_0633","Glycerophospholipid metabolism"
"HMR_0634","Glycerophospholipid metabolism"
"HMR_0635","Glycerophospholipid metabolism"
"HMR_0636","Glycerophospholipid metabolism"
"HMR_0638","Glycerophospholipid metabolism"
"HMR_0640","Glycerophospholipid metabolism"
"HMR_0641","Glycerophospholipid metabolism"
"HMR_0642","Glycerophospholipid metabolism"
"HMR_0643","Glycerophospholipid metabolism"
"HMR_0644","Glycerophospholipid metabolism"
"HMR_0645","Glycerophospholipid metabolism"
"HMR_0646","Glycerophospholipid metabolism"
"HMR_0647","Glycerophospholipid metabolism"
"HMR_0648","Glycerophospholipid metabolism"
"HMR_0649","Glycerophospholipid metabolism"
"HMR_0651","Glycerophospholipid metabolism"
"HMR_0653","Glycerophospholipid metabolism"
"HMR_0654","Glycerophospholipid metabolism"
"HMR_0657","Glycerophospholipid metabolism"
"HMR_0660","Glycerophospholipid metabolism"
"HMR_4627","Glycerophospholipid metabolism"
"HMR_4838","Glycerophospholipid metabolism"
"HMR_4839","Glycerophospholipid metabolism"
"HMR_7591","Glycerophospholipid metabolism"
"HMR_7594","Glycerophospholipid metabolism"
"HMR_7597","Glycerophospholipid metabolism"
"HMR_7601","Glycerophospholipid metabolism"
"HMR_7611","Glycerophospholipid metabolism"
"HMR_7612","Glycerophospholipid metabolism"
"HMR_7613","Glycerophospholipid metabolism"
"HMR_7755","Glycerophospholipid metabolism"
"HMR_8362","Glycerophospholipid metabolism"
"HMR_8421","Glycerophospholipid metabolism"
"HMR_8423","Glycerophospholipid metabolism"
"HMR_8424","Glycerophospholipid metabolism"
"HMR_8518","Glycerophospholipid metabolism"
"HMR_8519","Glycerophospholipid metabolism"
"HMR_8521","Glycerophospholipid metabolism"
"HMR_8522","Glycerophospholipid metabolism"
"HMR_8523","Glycerophospholipid metabolism"
"HMR_8525","Glycerophospholipid metabolism"
"HMR_9805","Glycerophospholipid metabolism"
"IDL_HSDEG","Glycerophospholipid metabolism"
"IDL_HSSYN","Glycerophospholipid metabolism"
"LDL_HSDEG","Glycerophospholipid metabolism"
"LDL_HSSYN","Glycerophospholipid metabolism"
"LPASE","Glycerophospholipid metabolism"
"LPS5e","Glycerophospholipid metabolism"
"LPS6e","Glycerophospholipid metabolism"
"LPS7e","Glycerophospholipid metabolism"
"MAGLINL_HSe","Glycerophospholipid metabolism"
"MAGOLE_HSe","Glycerophospholipid metabolism"
"MYELIN_HSSYN","Glycerophospholipid metabolism"
"OLEETH","Glycerophospholipid metabolism"
"PAILAR_HSPLA2","Glycerophospholipid metabolism"
"PAILPALM_HSPLA2","Glycerophospholipid metabolism"
"PCHOL2LINL_HSPLA2","Glycerophospholipid metabolism"
"PCHOL2OLE_HSPLA2","Glycerophospholipid metabolism"
"PCHOL2PALM_HSPLA2","Glycerophospholipid metabolism"
"PCHOL2STE_HSPLA2","Glycerophospholipid metabolism"
"PCHOLAR_HSPLA2","Glycerophospholipid metabolism"
"PCHOLDEIC_HSPLA2","Glycerophospholipid metabolism"
"PCHOLDET_HSPLA2","Glycerophospholipid metabolism"
"PCHOLDOC_HSPLA2","Glycerophospholipid metabolism"
"PCHOLHEP_HSPLA2","Glycerophospholipid metabolism"
"PCHOLLINL_HSPLA2","Glycerophospholipid metabolism"
"PCHOLMYR_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN15_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN1836_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN183_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN19_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN201_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN203_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN204_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN205_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN224_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN2254_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN225_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN226_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN24_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN261_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN281_HSPLA2","Glycerophospholipid metabolism"
"PCHOLN28_HSPLA2","Glycerophospholipid metabolism"
"PCHOLOLE_HSPLA2","Glycerophospholipid metabolism"
"PCHOLPALME_HSPLA2","Glycerophospholipid metabolism"
"PCHOLPALM_HSPLA2","Glycerophospholipid metabolism"
"PCHOLPm_hs","Glycerophospholipid metabolism"
"PCHOLSTE_HSPLA2","Glycerophospholipid metabolism"
"PE203_HSPLA2","Glycerophospholipid metabolism"
"PE224_HSPLA2","Glycerophospholipid metabolism"
"PE226_HSPLA2","Glycerophospholipid metabolism"
"PE2LINL_HSPLA2","Glycerophospholipid metabolism"
"PEAR_HSPLA2","Glycerophospholipid metabolism"
"PEDH12_HSPLA2","Glycerophospholipid metabolism"
"PEDH13_HSPLA2","Glycerophospholipid metabolism"
"PEDH14_HSPLA2","Glycerophospholipid metabolism"
"PEDH15_HSPLA2","Glycerophospholipid metabolism"
"PEDH161_HSPLA2","Glycerophospholipid metabolism"
"PEDH17_HSPLA2","Glycerophospholipid metabolism"
"PEDH203_HSPLA2","Glycerophospholipid metabolism"
"PELINETH","Glycerophospholipid metabolism"
"PELINL_HSPLA2","Glycerophospholipid metabolism"
"PENDECAETH","Glycerophospholipid metabolism"
"PEOLE_HSPLA2","Glycerophospholipid metabolism"
"PEPALM","Glycerophospholipid metabolism"
"PEPALM_HSPLA2","Glycerophospholipid metabolism"
"PETOHMm_hs","Glycerophospholipid metabolism"
"PETOHMr_hs","Glycerophospholipid metabolism"
"PGPPT","Glycerophospholipid metabolism"
"PGPP_hs","Glycerophospholipid metabolism"
"PLA2","Glycerophospholipid metabolism"
"PLA2_2","Glycerophospholipid metabolism"
"PLA2_2e","Glycerophospholipid metabolism"
"PSDm_hs","Glycerophospholipid metabolism"
"RE0066M","Glycerophospholipid metabolism"
"RE0066R","Glycerophospholipid metabolism"
"RE2911C","Glycerophospholipid metabolism"
"RE2977C","Glycerophospholipid metabolism"
"RE3039C","Glycerophospholipid metabolism"
"RE3045C","Glycerophospholipid metabolism"
"RE3267E","Glycerophospholipid metabolism"
"RE3267G","Glycerophospholipid metabolism"
"RE3267M","Glycerophospholipid metabolism"
"RE3267N","Glycerophospholipid metabolism"
"RE3267R","Glycerophospholipid metabolism"
"RE3301G","Glycerophospholipid metabolism"
"RE3301R","Glycerophospholipid metabolism"
"RE3378C","Glycerophospholipid metabolism"
"RE3511M","Glycerophospholipid metabolism"
"RE3511R","Glycerophospholipid metabolism"
"SMS1","Glycerophospholipid metabolism"
"SMS10","Glycerophospholipid metabolism"
"SMS11","Glycerophospholipid metabolism"
"SMS12","Glycerophospholipid metabolism"
"SMS13","Glycerophospholipid metabolism"
"SMS14","Glycerophospholipid metabolism"
"SMS15","Glycerophospholipid metabolism"
"SMS16","Glycerophospholipid metabolism"
"SMS2","Glycerophospholipid metabolism"
"SMS3","Glycerophospholipid metabolism"
"SMS4","Glycerophospholipid metabolism"
"SMS5","Glycerophospholipid metabolism"
"SMS6","Glycerophospholipid metabolism"
"SMS7","Glycerophospholipid metabolism"
"SMS8","Glycerophospholipid metabolism"
"SMS9","Glycerophospholipid metabolism"
"STEETH","Glycerophospholipid metabolism"
"TETDECAETH","Glycerophospholipid metabolism"
"TRIDECETH","Glycerophospholipid metabolism"
"VLDL_HSDEG","Glycerophospholipid metabolism"
"VLDL_HSSEC","Glycerophospholipid metabolism"
"VLDL_HSSYN","Glycerophospholipid metabolism"
"r0202m","Glycerophospholipid metabolism"
"ACHOMm","Glycine, serine and threonine metabolism"
"GLYACm","Glycine, serine and threonine metabolism"
"HEXGLYc","Glycine, serine and threonine metabolism"
"HMR_0457","Glycine, serine and threonine metabolism"
"HMR_0460","Glycine, serine and threonine metabolism"
"HMR_3750","Glycine, serine and threonine metabolism"
"HMR_3752","Glycine, serine and threonine metabolism"
"HMR_3770","Glycine, serine and threonine metabolism"
"HMR_3771","Glycine, serine and threonine metabolism"
"HMR_3772","Glycine, serine and threonine metabolism"
"HMR_3782","Glycine, serine and threonine metabolism"
"HMR_3784","Glycine, serine and threonine metabolism"
"HMR_3794","Glycine, serine and threonine metabolism"
"HMR_3839","Glycine, serine and threonine metabolism"
"HMR_3841","Glycine, serine and threonine metabolism"
"HMR_3843","Glycine, serine and threonine metabolism"
"HMR_3845","Glycine, serine and threonine metabolism"
"HMR_3847","Glycine, serine and threonine metabolism"
"HMR_3849","Glycine, serine and threonine metabolism"
"HMR_3852","Glycine, serine and threonine metabolism"
"HMR_3856","Glycine, serine and threonine metabolism"
"HMR_3860","Glycine, serine and threonine metabolism"
"HMR_3883","Glycine, serine and threonine metabolism"
"HMR_3901","Glycine, serine and threonine metabolism"
"HMR_3939","Glycine, serine and threonine metabolism"
"HMR_3974","Glycine, serine and threonine metabolism"
"HMR_4198","Glycine, serine and threonine metabolism"
"HMR_4199","Glycine, serine and threonine metabolism"
"HMR_4200","Glycine, serine and threonine metabolism"
"HMR_4284","Glycine, serine and threonine metabolism"
"HMR_4348","Glycine, serine and threonine metabolism"
"HMR_4466","Glycine, serine and threonine metabolism"
"HMR_4467","Glycine, serine and threonine metabolism"
"HMR_4582","Glycine, serine and threonine metabolism"
"HMR_4584","Glycine, serine and threonine metabolism"
"HMR_4696","Glycine, serine and threonine metabolism"
"HMR_4697","Glycine, serine and threonine metabolism"
"HMR_4698","Glycine, serine and threonine metabolism"
"HMR_4699","Glycine, serine and threonine metabolism"
"HMR_4700","Glycine, serine and threonine metabolism"
"HMR_4742","Glycine, serine and threonine metabolism"
"HMR_4788","Glycine, serine and threonine metabolism"
"HMR_4789","Glycine, serine and threonine metabolism"
"HMR_4791","Glycine, serine and threonine metabolism"
"HMR_4792","Glycine, serine and threonine metabolism"
"HMR_4937","Glycine, serine and threonine metabolism"
"HMR_5392","Glycine, serine and threonine metabolism"
"HMR_5393","Glycine, serine and threonine metabolism"
"HMR_6409","Glycine, serine and threonine metabolism"
"HMR_7702","Glycine, serine and threonine metabolism"
"HMR_7703","Glycine, serine and threonine metabolism"
"HMR_8433","Glycine, serine and threonine metabolism"
"HMR_8434","Glycine, serine and threonine metabolism"
"HMR_8435","Glycine, serine and threonine metabolism"
"HMR_8436","Glycine, serine and threonine metabolism"
"HMR_8437","Glycine, serine and threonine metabolism"
"HMR_8439","Glycine, serine and threonine metabolism"
"HMR_8440","Glycine, serine and threonine metabolism"
"HMR_8441","Glycine, serine and threonine metabolism"
"HMR_8442","Glycine, serine and threonine metabolism"
"HMR_9486","Glycine, serine and threonine metabolism"
"HMR_9718","Glycine, serine and threonine metabolism"
"PPIOGLYc","Glycine, serine and threonine metabolism"
"SUBGLYc","Glycine, serine and threonine metabolism"
"THRACm","Glycine, serine and threonine metabolism"
"TIGGLYc","Glycine, serine and threonine metabolism"
"G3PD2m","Glycolysis / Gluconeogenesis"
"HMR_3905","Glycolysis / Gluconeogenesis"
"HMR_3907","Glycolysis / Gluconeogenesis"
"HMR_4097","Glycolysis / Gluconeogenesis"
"HMR_4099","Glycolysis / Gluconeogenesis"
"HMR_4108","Glycolysis / Gluconeogenesis"
"HMR_4133","Glycolysis / Gluconeogenesis"
"HMR_4137","Glycolysis / Gluconeogenesis"
"HMR_4281","Glycolysis / Gluconeogenesis"
"HMR_4283","Glycolysis / Gluconeogenesis"
"HMR_4301","Glycolysis / Gluconeogenesis"
"HMR_4355","Glycolysis / Gluconeogenesis"
"HMR_4358","Glycolysis / Gluconeogenesis"
"HMR_4360","Glycolysis / Gluconeogenesis"
"HMR_4363","Glycolysis / Gluconeogenesis"
"HMR_4365","Glycolysis / Gluconeogenesis"
"HMR_4368","Glycolysis / Gluconeogenesis"
"HMR_4370","Glycolysis / Gluconeogenesis"
"HMR_4371","Glycolysis / Gluconeogenesis"
"HMR_4372","Glycolysis / Gluconeogenesis"
"HMR_4373","Glycolysis / Gluconeogenesis"
"HMR_4375","Glycolysis / Gluconeogenesis"
"HMR_4377","Glycolysis / Gluconeogenesis"
"HMR_4379","Glycolysis / Gluconeogenesis"
"HMR_4381","Glycolysis / Gluconeogenesis"
"HMR_4388","Glycolysis / Gluconeogenesis"
"HMR_4391","Glycolysis / Gluconeogenesis"
"HMR_4394","Glycolysis / Gluconeogenesis"
"HMR_4396","Glycolysis / Gluconeogenesis"
"HMR_4521","Glycolysis / Gluconeogenesis"
"HMR_6410","Glycolysis / Gluconeogenesis"
"HMR_6412","Glycolysis / Gluconeogenesis"
"HMR_7745","Glycolysis / Gluconeogenesis"
"HMR_7746","Glycolysis / Gluconeogenesis"
"HMR_7747","Glycolysis / Gluconeogenesis"
"HMR_7748","Glycolysis / Gluconeogenesis"
"HMR_7749","Glycolysis / Gluconeogenesis"
"HMR_8357","Glycolysis / Gluconeogenesis"
"HMR_8360","Glycolysis / Gluconeogenesis"
"HMR_8652","Glycolysis / Gluconeogenesis"
"HMR_8757","Glycolysis / Gluconeogenesis"
"HMR_0815","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0816","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0817","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0819","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0820","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0821","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0822","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0823","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0824","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0825","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0827","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0828","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0829","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0830","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0837","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0838","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0839","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0840","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0841","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0842","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0843","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0844","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0845","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0846","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0847","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0848","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0849","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0850","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0851","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0852","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0853","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0854","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0855","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0856","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0857","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0858","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0928","Glycosphingolipid biosynthesis-ganglio series"
"HMR_0801","Glycosphingolipid biosynthesis-globo series"
"HMR_0803","Glycosphingolipid biosynthesis-globo series"
"HMR_0805","Glycosphingolipid biosynthesis-globo series"
