"","original","FASTcore","GIMME","IMAT","CORDA","tINIT"
"EX_argarg[e]",NA,"-","-1","-1","-","-2"
"EX_argarglys[e]",NA,"-","-1","-1","-","-2"
"EX_argargmet[e]",NA,"-","-1","-1","-","-2"
"EX_argcysgly[e]",NA,"-","-1","-1","-","-2"
"EX_argcysser[e]",NA,"-","-1","-1","-","-2"
"EX_arggluglu[e]",NA,"-","-1","-1","-","-2"
"EX_argglupro[e]",NA,"-","-1","-1","-","-2"
"EX_argglygly[e]",NA,"-","-1","-1","-","-2"
"EX_arghisthr[e]",NA,"-","-1","-1","-","-2"
"EX_argleuphe[e]",NA,"-","-1","-1","-","-2"
"EX_arglysasp[e]",NA,"-","-1","-1","-","-2"
"EX_argphearg[e]",NA,"-","-1","-1","-","-2"
"EX_argpromet[e]",NA,"-","-1","-1","-","-2"
"EX_argprothr[e]",NA,"-","-1","-1","-","-2"
"EX_argserser[e]",NA,"-","-1","-1","-","-2"
"EX_argtyrval[e]",NA,"-","-1","-1","-","-2"
"EX_argvalcys[e]",NA,"-","-1","-1","-","-2"
"EX_argvaltrp[e]",NA,"-","-1","-1","-","-2"
"EX_asnasnarg[e]",NA,"-","-1","-1","-","-2"
"EX_asncyscys[e]",NA,"-","-1","-1","-","-2"
"EX_asnmetpro[e]",NA,"-","-1","-1","-","-2"
"EX_asnpheasp[e]",NA,"-","-1","-1","-","-2"
"EX_asnphecys[e]",NA,"-","-1","-1","-","-2"
"EX_asntyrgly[e]",NA,"-","-1","-1","-","-2"
"EX_asntyrphe[e]",NA,"-","-1","-1","-","-2"
"EX_asntyrthr[e]",NA,"-","-1","-1","-","-2"
"EX_aspalaarg[e]",NA,"-","-1","-1","-","-2"
"EX_aspasnglu[e]",NA,"-","-1","-1","-","-2"
"EX_aspglu[e]",NA,"-","-1","-1","-","-2"
"EX_aspglupro[e]",NA,"-","-1","-1","-","-2"
"EX_aspglutrp[e]",NA,"-","-1","-1","-","-2"
"EX_asphiscys[e]",NA,"-","-1","-1","-","-2"
"EX_asphispro[e]",NA,"-","-1","-1","-","-2"
"EX_asplysglu[e]",NA,"-","-1","-1","-","-2"
"EX_asplyshis[e]",NA,"-","-1","-1","-","-2"
"EX_aspmetasp[e]",NA,"-","-1","-1","-","-2"
"EX_aspprolys[e]",NA,"-","-1","-1","-","-2"
"EX_aspvalasn[e]",NA,"-","-1","-1","-","-2"
"EX_cysasnmet[e]",NA,"-","-1","-1","-","-2"
"EX_cysaspphe[e]",NA,"-","-1","-1","-","-2"
"EX_cyscys[e]",NA,"-","-1","-1","-","-2"
"EX_cysglnmet[e]",NA,"-","-1","-1","-","-2"
"EX_cysgluhis[e]",NA,"-","-1","-1","-","-2"
"EX_cysglutrp[e]",NA,"-","-1","-1","-","-2"
"EX_cysleuthr[e]",NA,"-","-1","-1","-","-2"
"EX_cyssermet[e]",NA,"-","-1","-1","-","-2"
"EX_cystyrasn[e]",NA,"-","-1","-1","-","-2"
"EX_glnasngln[e]",NA,"-","-1","-1","-","-2"
"EX_glnhishis[e]",NA,"-","-1","-1","-","-2"
"EX_glnhislys[e]",NA,"-","-1","-1","-","-2"
"EX_glnlyslys[e]",NA,"-","-1","-1","-","-2"
"EX_glnlystrp[e]",NA,"-","-1","-1","-","-2"
"EX_glnproglu[e]",NA,"-","-1","-1","-","-2"
"EX_glntrpglu[e]",NA,"-","-1","-1","-","-2"
"EX_glntyrleu[e]",NA,"-","-1","-1","-","-2"
"EX_gluargleu[e]",NA,"-","-1","-1","-","-2"
"EX_gluasnleu[e]",NA,"-","-1","-1","-","-2"
"EX_gluglu[e]",NA,"-","-1","-1","-","-2"
"EX_gluilelys[e]",NA,"-","-1","-1","-","-2"
"EX_gluleu[e]",NA,"-","-1","-1","-","-2"
"EX_glumet[e]",NA,"-","-1","-1","-","-2"
"EX_glumethis[e]",NA,"-","-1","-1","-","-2"
"EX_gluthr[e]",NA,"-","-1","-1","-","-2"
"EX_gluthrlys[e]",NA,"-","-1","-1","-","-2"
"EX_glutrpala[e]",NA,"-","-1","-1","-","-2"
"EX_glyhisasn[e]",NA,"-","-1","-1","-","-2"
"EX_glyhislys[e]",NA,"-","-1","-1","-","-2"
"EX_glylyscys[e]",NA,"-","-1","-1","-","-2"
"EX_glylysphe[e]",NA,"-","-1","-1","-","-2"
"EX_glytyrlys[e]",NA,"-","-1","-1","-","-2"
"EX_glyvalhis[e]",NA,"-","-1","-1","-","-2"
"EX_hisargcys[e]",NA,"-","-1","-1","-","-2"
"EX_hisargser[e]",NA,"-","-1","-1","-","-2"
"EX_hisasp[e]",NA,"-","-1","-1","-","-2"
"EX_hiscyscys[e]",NA,"-","-1","-1","-","-2"
"EX_hisglnala[e]",NA,"-","-1","-1","-","-2"
"EX_hisglu[e]",NA,"-","-1","-1","-","-2"
"EX_hisglugln[e]",NA,"-","-1","-1","-","-2"
"EX_hisglylys[e]",NA,"-","-1","-1","-","-2"
"EX_hishislys[e]",NA,"-","-1","-1","-","-2"
"EX_hislysala[e]",NA,"-","-1","-1","-","-2"
"EX_hislysglu[e]",NA,"-","-1","-1","-","-2"
"EX_hislysile[e]",NA,"-","-1","-1","-","-2"
"EX_hislysthr[e]",NA,"-","-1","-1","-","-2"
"EX_hislysval[e]",NA,"-","-1","-1","-","-2"
"EX_hismet[e]",NA,"-","-1","-1","-","-2"
"EX_hismetgln[e]",NA,"-","-1","-1","-","-2"
"EX_hisphearg[e]",NA,"-","-1","-1","-","-2"
"EX_hisprolys[e]",NA,"-","-1","-1","-","-2"
"EX_histrphis[e]",NA,"-","-1","-1","-","-2"
"EX_ileargile[e]",NA,"-","-1","-1","-","-2"
"EX_ileasnhis[e]",NA,"-","-1","-1","-","-2"
"EX_ileasp[e]",NA,"-","-1","-1","-","-2"
"EX_ileglnglu[e]",NA,"-","-1","-1","-","-2"
"EX_ileglyarg[e]",NA,"-","-1","-1","-","-2"
"EX_ileprolys[e]",NA,"-","-1","-1","-","-2"
"EX_ileserarg[e]",NA,"-","-1","-1","-","-2"
"EX_iletrptyr[e]",NA,"-","-1","-1","-","-2"
"EX_leualaarg[e]",NA,"-","-1","-1","-","-2"
"EX_leuasnasp[e]",NA,"-","-1","-1","-","-2"
"EX_leuasplys[e]",NA,"-","-1","-1","-","-2"
"EX_leuleutrp[e]",NA,"-","-1","-1","-","-2"
"EX_leupro[e]",NA,"-","-1","-1","-","-2"
"EX_leuproarg[e]",NA,"-","-1","-1","-","-2"
"EX_leusertrp[e]",NA,"-","-1","-1","-","-2"
"EX_leutrp[e]",NA,"-","-1","-1","-","-2"
"EX_leutrparg[e]",NA,"-","-1","-1","-","-2"
"EX_leutyrtyr[e]",NA,"-","-1","-1","-","-2"
"EX_leuval[e]",NA,"-","-1","-1","-","-2"
"EX_lysargleu[e]",NA,"-","-1","-1","-","-2"
"EX_lyscyshis[e]",NA,"-","-1","-1","-","-2"
"EX_lysglnphe[e]",NA,"-","-1","-1","-","-2"
"EX_lysgluglu[e]",NA,"-","-1","-1","-","-2"
"EX_lyslyslys[e]",NA,"-","-1","-1","-","-2"
"EX_lyspheile[e]",NA,"-","-1","-1","-","-2"
"EX_lystrparg[e]",NA,"-","-1","-1","-","-2"
"EX_lystyrile[e]",NA,"-","-1","-1","-","-2"
"EX_lysvalphe[e]",NA,"-","-1","-1","-","-2"
"EX_lysvaltrp[e]",NA,"-","-1","-1","-","-2"
"EX_metargleu[e]",NA,"-","-1","-1","-","-2"
"EX_metasntyr[e]",NA,"-","-1","-1","-","-2"
"EX_metglntyr[e]",NA,"-","-1","-1","-","-2"
"EX_metglyarg[e]",NA,"-","-1","-1","-","-2"
"EX_methislys[e]",NA,"-","-1","-1","-","-2"
"EX_metmetile[e]",NA,"-","-1","-1","-","-2"
"EX_metphearg[e]",NA,"-","-1","-1","-","-2"
"EX_mettrpphe[e]",NA,"-","-1","-1","-","-2"
"EX_pheasnmet[e]",NA,"-","-1","-1","-","-2"
"EX_pheasp[e]",NA,"-","-1","-1","-","-2"
"EX_pheglnphe[e]",NA,"-","-1","-1","-","-2"
"EX_pheleu[e]",NA,"-","-1","-1","-","-2"
"EX_pheleuasp[e]",NA,"-","-1","-1","-","-2"
"EX_pheleuhis[e]",NA,"-","-1","-1","-","-2"
"EX_phelysala[e]",NA,"-","-1","-1","-","-2"
"EX_phelyspro[e]",NA,"-","-1","-1","-","-2"
"EX_phephe[e]",NA,"-","-1","-1","-","-2"
"EX_phepheasn[e]",NA,"-","-1","-1","-","-2"
"EX_phephethr[e]",NA,"-","-1","-1","-","-2"
"EX_pheproarg[e]",NA,"-","-1","-1","-","-2"
"EX_phesertrp[e]",NA,"-","-1","-1","-","-2"
"EX_phethrlys[e]",NA,"-","-1","-1","-","-2"
"EX_phetrpleu[e]",NA,"-","-1","-1","-","-2"
"EX_phetyr[e]",NA,"-","-1","-1","-","-2"
"EX_phetyrgln[e]",NA,"-","-1","-1","-","-2"
"EX_phetyrlys[e]",NA,"-","-1","-1","-","-2"
"EX_proargasp[e]",NA,"-","-1","-1","-","-2"
"EX_proargcys[e]",NA,"-","-1","-1","-","-2"
"EX_proasncys[e]",NA,"-","-1","-1","-","-2"
"EX_procys[e]",NA,"-","-1","-1","-","-2"
"EX_proglnpro[e]",NA,"-","-1","-1","-","-2"
"EX_proglulys[e]",NA,"-","-1","-1","-","-2"
"EX_prohis[e]",NA,"-","-1","-1","-","-2"
"EX_prohistyr[e]",NA,"-","-1","-1","-","-2"
"EX_proleuarg[e]",NA,"-","-1","-1","-","-2"
"EX_prolyspro[e]",NA,"-","-1","-1","-","-2"
"EX_prophe[e]",NA,"-","-1","-1","-","-2"
"EX_proproarg[e]",NA,"-","-1","-1","-","-2"
"EX_propropro[e]",NA,"-","-1","-1","-","-2"
"EX_protrplys[e]",NA,"-","-1","-1","-","-2"
"EX_protrpthr[e]",NA,"-","-1","-1","-","-2"
"EX_provalgln[e]",NA,"-","-1","-1","-","-2"
"EX_serargala[e]",NA,"-","-1","-1","-","-2"
"EX_serargtrp[e]",NA,"-","-1","-1","-","-2"
"EX_sercysarg[e]",NA,"-","-1","-1","-","-2"
"EX_serglyglu[e]",NA,"-","-1","-1","-","-2"
"EX_serlyshis[e]",NA,"-","-1","-1","-","-2"
"EX_serphelys[e]",NA,"-","-1","-1","-","-2"
"EX_sertrphis[e]",NA,"-","-1","-1","-","-2"
"EX_thrargtyr[e]",NA,"-","-1","-1","-","-2"
"EX_thrasntyr[e]",NA,"-","-1","-1","-","-2"
"EX_thrglnglu[e]",NA,"-","-1","-1","-","-2"
"EX_thrglntyr[e]",NA,"-","-1","-1","-","-2"
"EX_thrhishis[e]",NA,"-","-1","-1","-","-2"
"EX_thrilearg[e]",NA,"-","-1","-1","-","-2"
"EX_thrmetarg[e]",NA,"-","-1","-1","-","-2"
"EX_thrphearg[e]",NA,"-","-1","-1","-","-2"
"EX_thrserarg[e]",NA,"-","-1","-1","-","-2"
"EX_thrthrarg[e]",NA,"-","-1","-1","-","-2"
"EX_thrtyrmet[e]",NA,"-","-1","-1","-","-2"
"EX_trpalapro[e]",NA,"-","-1","-1","-","-2"
"EX_trpargala[e]",NA,"-","-1","-1","-","-2"
"EX_trpaspasp[e]",NA,"-","-1","-1","-","-2"
"EX_trpglngln[e]",NA,"-","-1","-1","-","-2"
"EX_trpglugly[e]",NA,"-","-1","-1","-","-2"
"EX_trpgluleu[e]",NA,"-","-1","-1","-","-2"
"EX_trpglupro[e]",NA,"-","-1","-1","-","-2"
"EX_trpglutyr[e]",NA,"-","-1","-1","-","-2"
"EX_trpglyleu[e]",NA,"-","-1","-1","-","-2"
"EX_trpglyphe[e]",NA,"-","-1","-1","-","-2"
"EX_trpglyval[e]",NA,"-","-1","-1","-","-2"
"EX_trphismet[e]",NA,"-","-1","-1","-","-2"
"EX_trpilelys[e]",NA,"-","-1","-1","-","-2"
"EX_trpiletrp[e]",NA,"-","-1","-1","-","-2"
"EX_trpleuval[e]",NA,"-","-1","-1","-","-2"
"EX_trplys[e]",NA,"-","-1","-1","-","-2"
"EX_trpmetarg[e]",NA,"-","-1","-1","-","-2"
"EX_trpmetval[e]",NA,"-","-1","-1","-","-2"
"EX_trpphe[e]",NA,"-","-1","-1","-","-2"
"EX_trpprogly[e]",NA,"-","-1","-1","-","-2"
"EX_trpproleu[e]",NA,"-","-1","-1","-","-2"
"EX_trpproval[e]",NA,"-","-1","-1","-","-2"
"EX_trpsertyr[e]",NA,"-","-1","-1","-","-2"
"EX_trpthrglu[e]",NA,"-","-1","-1","-","-2"
"EX_trpthrile[e]",NA,"-","-1","-1","-","-2"
"EX_trpthrtyr[e]",NA,"-","-1","-1","-","-2"
"EX_trptyrgln[e]",NA,"-","-1","-1","-","-2"
"EX_trptyrtyr[e]",NA,"-","-1","-1","-","-2"
"EX_trpvalasp[e]",NA,"-","-1","-1","-","-2"
"EX_tyrala[e]",NA,"-","-1","-1","-","-2"
"EX_tyralaphe[e]",NA,"-","-1","-1","-","-2"
"EX_tyrargglu[e]",NA,"-","-1","-1","-","-2"
"EX_tyrargser[e]",NA,"-","-1","-1","-","-2"
"EX_tyrasparg[e]",NA,"-","-1","-1","-","-2"
"EX_tyrcysgly[e]",NA,"-","-1","-1","-","-2"
"EX_tyrcysthr[e]",NA,"-","-1","-1","-","-2"
"EX_tyrglu[e]",NA,"-","-1","-1","-","-2"
"EX_tyrleuarg[e]",NA,"-","-1","-1","-","-2"
"EX_tyrphetyr[e]",NA,"-","-1","-1","-","-2"
"EX_tyrthr[e]",NA,"-","-1","-1","-","-2"
"EX_tyrtrpphe[e]",NA,"-","-1","-1","-","-2"
"EX_tyrtyr[e]",NA,"-","-1","-1","-","-2"
"EX_tyrvalmet[e]",NA,"-","-1","-1","-","-2"
"EX_valarggly[e]",NA,"-","-1","-1","-","-2"
"EX_valhisasn[e]",NA,"-","-1","-1","-","-2"
"EX_valleuphe[e]",NA,"-","-1","-1","-","-2"
"EX_vallystyr[e]",NA,"-","-1","-1","-","-2"
"EX_valphearg[e]",NA,"-","-1","-1","-","-2"
"EX_valprotrp[e]",NA,"-","-1","-1","-","-2"
"EX_valserarg[e]",NA,"-","-1","-1","-","-2"
"EX_valtrpphe[e]",NA,"-","-1","-1","-","-2"
"EX_valtrpval[e]",NA,"-","-1","-1","-","-2"
"EX_valval[e]",NA,"-","-1","-1","-","-2"
"EX_trpglyasp[e]",NA,"-","-1","-1","-","-2"
"ALAARGCYSt",0,"-","0","0","Negative","-8"
"ALAARGGLYt",0,"-","0","0","Negative","-8"
"ALAASNLEUt",0,"-","0","0","Negative","-8"
"ALAGLYLYSt",0,"-","0","0","Negative","-8"
"ALAHISALAt",0,"-","0","0","Negative","-8"
"ALALYSTHRt",0,"-","0","0","Negative","-8"
"ARGALAALAt",0,"-","0","0","Negative","-8"
"ARGALAPHEt",0,"-","0","0","Negative","-8"
"ARGALATHRt",0,"-","0","0","Negative","-8"
"ARGARGt",0,"-","0","0","Negative","-8"
"ARGARGLYSt",0,"-","0","0","Negative","-8"
"ARGARGMETt",0,"-","0","0","Negative","-8"
"ARGCYSGLYt",0,"-","0","0","Negative","-8"
"ARGCYSSERt",0,"-","0","0","Negative","-8"
"ARGGLUGLUt",0,"-","0","0","Negative","-8"
"ARGGLUPROt",0,"-","0","0","Negative","-8"
"ARGGLYGLYt",0,"-","0","0","Negative","-8"
"ARGHISTHRt",0,"-","0","0","Negative","-8"
"ARGLEUPHEt",0,"-","0","0","Negative","-8"
"ARGLYSASPt",0,"-","0","0","Negative","-8"
"ARGPHEARGt",0,"-","0","0","Negative","-8"
"ARGPROMETt",0,"-","0","0","Negative","-8"
"ARGPROTHRt",0,"-","0","0","Negative","-8"
"ARGSERSERt",0,"-","0","0","Negative","-8"
"ARGTYRVALt",0,"-","0","0","Negative","-8"
"ARGVALCYSt",0,"-","0","0","Negative","-8"
"ARGVALTRPt",0,"-","0","0","Negative","-8"
"ASNASNARGt",0,"-","0","0","Negative","-8"
"ASNCYSCYSt",0,"-","0","0","Negative","-8"
"ASNMETPROt",0,"-","0","0","Negative","-8"
"ASNPHEASPt",0,"-","0","0","Negative","-8"
"ASNPHECYSt",0,"-","0","0","Negative","-8"
"ASNTYRGLYt",0,"-","0","0","Negative","-8"
"ASNTYRPHEt",0,"-","0","0","Negative","-8"
"ASNTYRTHRt",0,"-","0","0","Negative","-8"
"ASPALAARGt",0,"-","0","0","Negative","-8"
"ASPASNGLUt",0,"-","0","0","Negative","-8"
"ASPGLUt",0,"-","0","0","Negative","-8"
"ASPGLUPROt",0,"-","0","0","Negative","-8"
"ASPGLUTRPt",0,"-","0","0","Negative","-8"
"ASPHISCYSt",0,"-","0","0","Negative","-8"
"ASPHISPROt",0,"-","0","0","Negative","-8"
"ASPLYSGLUt",0,"-","0","0","Negative","-8"
"ASPLYSHISt",0,"-","0","0","Negative","-8"
"ASPMETASPt",0,"-","0","0","Negative","-8"
"ASPPROLYSt",0,"-","0","0","Negative","-8"
"ASPVALASNt",0,"-","0","0","Negative","-8"
"CYSASNMETt",0,"-","0","0","Negative","-8"
"CYSASPPHEt",0,"-","0","0","Negative","-8"
"CYSCYSt",0,"-","0","0","Negative","-8"
"CYSGLNMETt",0,"-","0","0","Negative","-8"
"CYSGLUHISt",0,"-","0","0","Negative","-8"
"CYSGLUTRPt",0,"-","0","0","Negative","-8"
"CYSLEUTHRt",0,"-","0","0","Negative","-8"
"CYSSERMETt",0,"-","0","0","Negative","-8"
"CYSTYRASNt",0,"-","0","0","Negative","-8"
"GLNASNGLNt",0,"-","0","0","Negative","-8"
"GLNHISHISt",0,"-","0","0","Negative","-8"
"GLNHISLYSt",0,"-","0","0","Negative","-8"
"GLNLYSLYSt",0,"-","0","0","Negative","-8"
"GLNLYSTRPt",0,"-","0","0","Negative","-8"
"GLNPROGLUt",0,"-","0","0","Negative","-8"
"GLNTRPGLUt",0,"-","0","0","Negative","-8"
"GLNTYRLEUt",0,"-","0","0","Negative","-8"
"GLUARGLEUt",0,"-","0","0","Negative","-8"
"GLUASNLEUt",0,"-","0","0","Negative","-8"
"GLUGLUt",0,"-","0","0","Negative","-8"
"GLUILELYSt",0,"-","0","0","Negative","-8"
"GLULEUt",0,"-","0","0","Negative","-8"
"GLUMETt",0,"-","0","0","Negative","-8"
"GLUMETHISt",0,"-","0","0","Negative","-8"
"GLUTHRt",0,"-","0","0","Negative","-8"
"GLUTHRLYSt",0,"-","0","0","Negative","-8"
"GLUTRPALAt",0,"-","0","0","Negative","-8"
"GLYHISASNt",0,"-","0","0","Negative","-8"
"GLYHISLYSt",0,"-","0","0","Negative","-8"
"GLYLYSCYSt",0,"-","0","0","Negative","-8"
"GLYLYSPHEt",0,"-","0","0","Negative","-8"
"GLYTYRLYSt",0,"-","0","0","Negative","-8"
"GLYVALHISt",0,"-","0","0","Negative","-8"
"HISARGCYSt",0,"-","0","0","Negative","-8"
"HISARGSERt",0,"-","0","0","Negative","-8"
"HISASPt",0,"-","0","0","Negative","-8"
"HISCYSCYSt",0,"-","0","0","Negative","-8"
"HISGLNALAt",0,"-","0","0","Negative","-8"
"HISGLUt",0,"-","0","0","Negative","-8"
"HISGLUGLNt",0,"-","0","0","Negative","-8"
"HISGLYLYSt",0,"-","0","0","Negative","-8"
"HISHISLYSt",0,"-","0","0","Negative","-8"
"HISLYSALAt",0,"-","0","0","Negative","-8"
"HISLYSGLUt",0,"-","0","0","Negative","-8"
"HISLYSILEt",0,"-","0","0","Negative","-8"
"HISLYSTHRt",0,"-","0","0","Negative","-8"
"HISLYSVALt",0,"-","0","0","Negative","-8"
"HISMETt",0,"-","0","0","Negative","-8"
"HISMETGLNt",0,"-","0","0","Negative","-8"
"HISPHEARGt",0,"-","0","0","Negative","-8"
"HISPROLYSt",0,"-","0","0","Negative","-8"
"HISTRPHISt",0,"-","0","0","Negative","-8"
"ILEARGILEt",0,"-","0","0","Negative","-8"
"ILEASNHISt",0,"-","0","0","Negative","-8"
"ILEASPt",0,"-","0","0","Negative","-8"
"ILEGLNGLUt",0,"-","0","0","Negative","-8"
"ILEGLYARGt",0,"-","0","0","Negative","-8"
"ILEPROLYSt",0,"-","0","0","Negative","-8"
"ILESERARGt",0,"-","0","0","Negative","-8"
"ILETRPTYRt",0,"-","0","0","Negative","-8"
"LEUALAARGt",0,"-","0","0","Negative","-8"
"LEUASNASPt",0,"-","0","0","Negative","-8"
"LEUASPLYSt",0,"-","0","0","Negative","-8"
"LEULEUTRPt",0,"-","0","0","Negative","-8"
"LEUPROt",0,"-","0","0","Negative","-8"
"LEUPROARGt",0,"-","0","0","Negative","-8"
"LEUSERTRPt",0,"-","0","0","Negative","-8"
"LEUTRPt",0,"-","0","0","Negative","-8"
"LEUTRPARGt",0,"-","0","0","Negative","-8"
"LEUTYRTYRt",0,"-","0","0","Negative","-8"
"LEUVALt",0,"-","0","0","Negative","-8"
"LYSARGLEUt",0,"-","0","0","Negative","-8"
"LYSCYSHISt",0,"-","0","0","Negative","-8"
"LYSGLNPHEt",0,"-","0","0","Negative","-8"
"LYSGLUGLUt",0,"-","0","0","Negative","-8"
"LYSLYSLYSt",0,"-","0","0","Negative","-8"
"LYSPHEILEt",0,"-","0","0","Negative","-8"
"LYSTRPARGt",0,"-","0","0","Negative","-8"
"LYSTYRILEt",0,"-","0","0","Negative","-8"
"LYSVALPHEt",0,"-","0","0","Negative","-8"
"LYSVALTRPt",0,"-","0","0","Negative","-8"
"METARGLEUt",0,"-","0","0","Negative","-8"
"METASNTYRt",0,"-","0","0","Negative","-8"
"METGLNTYRt",0,"-","0","0","Negative","-8"
"METGLYARGt",0,"-","0","0","Negative","-8"
"METHISLYSt",0,"-","0","0","Negative","-8"
"METMETILEt",0,"-","0","0","Negative","-8"
"METPHEARGt",0,"-","0","0","Negative","-8"
"METTRPPHEt",0,"-","0","0","Negative","-8"
"PHEASNMETt",0,"-","0","0","Negative","-8"
"PHEASPt",0,"-","0","0","Negative","-8"
"PHEGLNPHEt",0,"-","0","0","Negative","-8"
"PHELEUt",0,"-","0","0","Negative","-8"
"PHELEUASPt",0,"-","0","0","Negative","-8"
"PHELEUHISt",0,"-","0","0","Negative","-8"
"PHELYSALAt",0,"-","0","0","Negative","-8"
"PHELYSPROt",0,"-","0","0","Negative","-8"
"PHEPHEt",0,"-","0","0","Negative","-8"
"PHEPHEASNt",0,"-","0","0","Negative","-8"
"PHEPHETHRt",0,"-","0","0","Negative","-8"
"PHEPROARGt",0,"-","0","0","Negative","-8"
"PHESERTRPt",0,"-","0","0","Negative","-8"
"PHETHRLYSt",0,"-","0","0","Negative","-8"
"PHETRPLEUt",0,"-","0","0","Negative","-8"
"PHETYRt",0,"-","0","0","Negative","-8"
"PHETYRGLNt",0,"-","0","0","Negative","-8"
"PHETYRLYSt",0,"-","0","0","Negative","-8"
"PROARGASPt",0,"-","0","0","Negative","-8"
"PROARGCYSt",0,"-","0","0","Negative","-8"
"PROASNCYSt",0,"-","0","0","Negative","-8"
"PROCYSt",0,"-","0","0","Negative","-8"
"PROGLNPROt",0,"-","0","0","Negative","-8"
"PROGLULYSt",0,"-","0","0","Negative","-8"
"PROHISt",0,"-","0","0","Negative","-8"
"PROHISTYRt",0,"-","0","0","Negative","-8"
"PROLEUARGt",0,"-","0","0","Negative","-8"
"PROLYSPROt",0,"-","0","0","Negative","-8"
"PROPHEt",0,"-","0","0","Negative","-8"
"PROPROARGt",0,"-","0","0","Negative","-8"
"PROPROPROt",0,"-","0","0","Negative","-8"
"PROTRPLYSt",0,"-","0","0","Negative","-8"
"PROTRPTHRt",0,"-","0","0","Negative","-8"
"PROVALGLNt",0,"-","0","0","Negative","-8"
"SERARGALAt",0,"-","0","0","Negative","-8"
"SERARGTRPt",0,"-","0","0","Negative","-8"
"SERCYSARGt",0,"-","0","0","Negative","-8"
"SERGLYGLUt",0,"-","0","0","Negative","-8"
"SERLYSHISt",0,"-","0","0","Negative","-8"
"SERPHELYSt",0,"-","0","0","Negative","-8"
"SERTRPHISt",0,"-","0","0","Negative","-8"
"THRARGTYRt",0,"-","0","0","Negative","-8"
"THRASNTYRt",0,"-","0","0","Negative","-8"
"THRGLNGLUt",0,"-","0","0","Negative","-8"
"THRGLNTYRt",0,"-","0","0","Negative","-8"
"THRHISHISt",0,"-","0","0","Negative","-8"
"THRILEARGt",0,"-","0","0","Negative","-8"
"THRMETARGt",0,"-","0","0","Negative","-8"
"THRPHEARGt",0,"-","0","0","Negative","-8"
"THRSERARGt",0,"-","0","0","Negative","-8"
"THRTHRARGt",0,"-","0","0","Negative","-8"
"THRTYRMETt",0,"-","0","0","Negative","-8"
"TRPALAPROt",0,"-","0","0","Negative","-8"
"TRPARGALAt",0,"-","0","0","Negative","-8"
"TRPASPASPt",0,"-","0","0","Negative","-8"
"TRPGLNGLNt",0,"-","0","0","Negative","-8"
"TRPGLUGLYt",0,"-","0","0","Negative","-8"
"TRPGLULEUt",0,"-","0","0","Negative","-8"
"TRPGLUPROt",0,"-","0","0","Negative","-8"
"TRPGLUTYRt",0,"-","0","0","Negative","-8"
"TRPGLYLEUt",0,"-","0","0","Negative","-8"
"TRPGLYPHEt",0,"-","0","0","Negative","-8"
"TRPGLYVALt",0,"-","0","0","Negative","-8"
"TRPHISMETt",0,"-","0","0","Negative","-8"
"TRPILELYSt",0,"-","0","0","Negative","-8"
"TRPILETRPt",0,"-","0","0","Negative","-8"
"TRPLEUVALt",0,"-","0","0","Negative","-8"
"TRPLYSt",0,"-","0","0","Negative","-8"
"TRPMETARGt",0,"-","0","0","Negative","-8"
"TRPMETVALt",0,"-","0","0","Negative","-8"
"TRPPHEt",0,"-","0","0","Negative","-8"
"TRPPROGLYt",0,"-","0","0","Negative","-8"
"TRPPROLEUt",0,"-","0","0","Negative","-8"
"TRPPROVALt",0,"-","0","0","Negative","-8"
"TRPSERTYRt",0,"-","0","0","Negative","-8"
"TRPTHRGLUt",0,"-","0","0","Negative","-8"
"TRPTHRILEt",0,"-","0","0","Negative","-8"
"TRPTHRTYRt",0,"-","0","0","Negative","-8"
"TRPTYRGLNt",0,"-","0","0","Negative","-8"
"TRPTYRTYRt",0,"-","0","0","Negative","-8"
"TRPVALASPt",0,"-","0","0","Negative","-8"
"TYRALAt",0,"-","0","0","Negative","-8"
"TYRALAPHEt",0,"-","0","0","Negative","-8"
"TYRARGGLUt",0,"-","0","0","Negative","-8"
"TYRARGSERt",0,"-","0","0","Negative","-8"
"TYRASPARGt",0,"-","0","0","Negative","-8"
"TYRCYSGLYt",0,"-","0","0","Negative","-8"
"TYRCYSTHRt",0,"-","0","0","Negative","-8"
"TYRGLUt",0,"-","0","0","Negative","-8"
"TYRLEUARGt",0,"-","0","0","Negative","-8"
"TYRPHETYRt",0,"-","0","0","Negative","-8"
"TYRTHRt",0,"-","0","0","Negative","-8"
"TYRTRPPHEt",0,"-","0","0","Negative","-8"
"TYRTYRt",0,"-","0","0","Negative","-8"
"TYRVALMETt",0,"-","0","0","Negative","-8"
"VALARGGLYt",0,"-","0","0","Negative","-8"
"VALHISASNt",0,"-","0","0","Negative","-8"
"VALLEUPHEt",0,"-","0","0","Negative","-8"
"VALLYSTYRt",0,"-","0","0","Negative","-8"
"VALPHEARGt",0,"-","0","0","Negative","-8"
"VALPROTRPt",0,"-","0","0","Negative","-8"
"VALSERARGt",0,"-","0","0","Negative","-8"
"VALTRPPHEt",0,"-","0","0","Negative","-8"
"VALTRPVALt",0,"-","0","0","Negative","-8"
"VALVALt",0,"-","0","0","Negative","-8"
"TRPGLYASPt",0,"-","0","0","Negative","-8"
"ALAARGCYSr",NA,"-","-1","-1","-","-2"
"ALAARGGLYr",NA,"-","-1","-1","-","-2"
"ALAASNLEUr",NA,"-","-1","-1","-","-2"
