"","original","FastCore","GIMME","IMAT","CORDA","tINIT"
"FAOXC163GC142m",3,"Present","2","2","High","20"
"FAOXC163Gm",1,"Present","1","1","Medium","10"
"FAOXC163x",1,"Present","1","1","Medium","10"
"FAOXC164C143m",3,"Present","2","2","High","20"
"FAOXC164C143x",0,"-","0","0","Negative","-8"
"FAOXC164C163x",0,"-","0","0","Negative","-8"
"FAOXC164C165m",3,"Present","2","2","High","20"
"FAOXC164C165x",0,"-","0","0","Negative","-8"
"FAOXC164GC163m",3,"Present","2","2","High","20"
"FAOXC164m",1,"Present","1","1","Medium","10"
"FAOXC164x",1,"Present","1","1","Medium","10"
"FAOXC165C164m",3,"Present","2","2","High","20"
"FAOXC165C164x",0,"-","0","0","Negative","-8"
"FAOXC16BRx",0,"-","0","0","Negative","-8"
"FAOXC16C14m",3,"Present","2","2","High","20"
"FAOXC16C14x",0,"-","0","0","Negative","-8"
"FAOXC16C16OHm",3,"Present","2","2","High","20"
"FAOXC16DCC14DCx",0,"-","0","0","Negative","-8"
"FAOXC16DCr",2,"Present","2","2","High","15"
"FAOXC16OHC16r",0,"-","0","0","Negative","-8"
"FAOXC17C15m",3,"Present","2","2","High","20"
"FAOXC181C161m",3,"Present","2","2","High","20"
"FAOXC181C161x",0,"-","0","0","Negative","-8"
"FAOXC181C181OHm",3,"Present","2","2","High","20"
"FAOXC182C162m",3,"Present","2","2","High","20"
"FAOXC182C182OHm",3,"Present","2","2","High","20"
"FAOXC183C163Gm",3,"Present","2","2","High","20"
"FAOXC183C163m",3,"Present","2","2","High","20"
"FAOXC184C163m",3,"Present","2","2","High","20"
"FAOXC184C163x",0,"-","0","0","Negative","-8"
"FAOXC184C164m",3,"Present","2","2","High","20"
"FAOXC184C164x",0,"-","0","0","Negative","-8"
"FAOXC184m",1,"Present","1","1","Medium","10"
"FAOXC184x",1,"Present","1","1","Medium","10"
"FAOXC185C164m",3,"Present","2","2","High","20"
"FAOXC185m",1,"Present","1","1","Medium","10"
"FAOXC18C18OHm",3,"Present","2","2","High","20"
"FAOXC201C181x",0,"-","0","0","Negative","-8"
"FAOXC204C184m",3,"Present","2","2","High","20"
"FAOXC204C205x",0,"-","0","0","Negative","-8"
"FAOXC205C184x",0,"-","0","0","Negative","-8"
"FAOXC205C185m",3,"Present","2","2","High","20"
"FAOXC221C201x",0,"-","0","0","Negative","-8"
"FAOXC225C204m",3,"Present","2","2","High","20"
"FAOXC225C204x",0,"-","0","0","Negative","-8"
"FAOXC225C226m",3,"Present","2","2","High","20"
"FAOXC225C226x",0,"-","0","0","Negative","-8"
"FAOXC225m",1,"Present","1","1","Medium","10"
"FAOXC225x",1,"Present","1","1","Medium","10"
"FAOXC226C205m",3,"Present","2","2","High","20"
"FAOXC226C225m",3,"Present","2","2","High","20"
"FAOXC226C225x",0,"-","0","0","Negative","-8"
"FAOXC226C227m",3,"Present","2","2","High","20"
"FAOXC226m",1,"Present","1","1","Medium","10"
"FAOXC227C226m",3,"Present","2","2","High","20"
"FAOXC22C20x",0,"-","0","0","Negative","-8"
"FAOXC22C22DCHYr",0,"-","0","0","Negative","-8"
"FAOXC22OHC22r",0,"-","0","0","Negative","-8"
"FAOXC241C221x",0,"-","0","0","Negative","-8"
"FAOXC24C22x",0,"-","0","0","Negative","-8"
"FAOXC3DC",0,"-","0","0","Negative","-8"
"FAOXC4C2m",2,"Present","2","2","High","15"
"FAOXC4C4DCc",0,"-","0","0","Negative","-8"
"FAOXC5C3x",2,"Present","2","2","High","15"
"FAOXC5C5DCc",0,"-","0","0","Negative","-8"
"FAOXC5C5OHm",NA,"-","-1","-1","-","-2"
"FAOXC5OHc",0,"-","0","0","Negative","-8"
"FAOXC61C4m",2,"Present","2","2","High","15"
"FAOXC61C4x",0,"-","0","0","Negative","-8"
"FAOXC61m",1,"Present","1","1","Medium","10"
"FAOXC61x",1,"Present","1","1","Medium","10"
"FAOXC6C4m",2,"Present","2","2","High","15"
"FAOXC6C4x",0,"-","0","0","Negative","-8"
"FAOXC6DCC4DCx",0,"-","0","0","Negative","-8"
"FAOXC7C5m",2,"Present","2","2","High","15"
"FAOXC81C61m",2,"Present","2","2","High","15"
"FAOXC81C61x",0,"-","0","0","Negative","-8"
"FAOXC8C6m",2,"Present","2","2","High","15"
"FAOXC8C6x",0,"-","0","0","Negative","-8"
"FAOXC8DCC6DCx",0,"-","0","0","Negative","-8"
"FAOXC9BRC7BRm",NA,"-","-1","-1","-","-2"
"FAOXC9C7m",2,"Present","2","2","High","15"
"FAOXMC10OHMC10r",0,"-","0","0","Negative","-8"
"FAOXOHC16C16DCc",0,"-","0","0","Negative","-8"
"FAOXOHC22C22DCc",0,"-","0","0","Negative","-8"
"FAOXOHMC10DC10c",0,"-","0","0","Negative","-8"
"FAOXTC101TC102m",3,"Present","2","2","High","20"
"FAOXTC102C101m",3,"Present","2","2","High","20"
"FAOXTC122TC101m",2,"Present","2","2","High","15"
"FAOXTC122m",1,"Present","1","1","Medium","10"
"FAOXTC142TC122m",3,"Present","2","2","High","20"
"FAOXTC162TC142m",3,"Present","2","2","High","20"
"FAOXTC182TC162m",3,"Present","2","2","High","20"
"FOAXC122C101x",0,"-","0","0","Negative","-8"
"GLUTCOAACBP",3,"Present","2","2","High","20"
"HDCACBP",3,"Present","2","2","High","20"
"HDDACBP",3,"Present","2","2","High","20"
"HDECAACBP",3,"Present","2","2","High","20"
"HDECEACBP",3,"Present","2","2","High","20"
"HEDCECRNe",NA,"-","-1","-1","-","-2"
"HEXDCRNe",NA,"-","-1","-1","-","-2"
"HEXDIACtr",NA,"-","-1","-1","-","-2"
"HEXDICOAACBP",3,"Present","2","2","High","20"
"HEXDICOAACBPx",3,"Present","2","2","High","20"
"HIVCACBP",3,"Present","2","2","High","20"
"HIVCRNe",NA,"-","-1","-1","-","-2"
"HOCDACBP",3,"Present","2","2","High","20"
"HOCTDACBP",3,"Present","2","2","High","20"
"HOCTDEC2CRNe",NA,"-","-1","-1","-","-2"
"HOCTDECCRNe",NA,"-","-1","-1","-","-2"
"HTDCACBP",3,"Present","2","2","High","20"
"HTDCRNe",NA,"-","-1","-1","-","-2"
"IVCOAACBP",3,"Present","2","2","High","20"
"IVCRNe",NA,"-","-1","-1","-","-2"
"LGNCCOAtcx",0,"-","0","0","Negative","-8"
"NRVNCCOAtxc",0,"-","0","0","Negative","-8"
"OCD11COACPT1",0,"-","0","0","Negative","-8"
"OCD11CRNCACT",1,"Present","1","1","Medium","10"
"OCD11CRNCPT2",0,"-","0","0","Negative","-8"
"OCT11EFATP",0,"-","0","0","Negative","-8"
"OCTDEC2ACBP",3,"Present","2","2","High","20"
"OCTDECCACT",1,"Present","1","1","Medium","10"
"OCTDECCPT1",0,"-","0","0","Negative","-8"
"OCTDECCPT2",0,"-","0","0","Negative","-8"
"OCTDECE1CRNe",NA,"-","-1","-1","-","-2"
"OMHDEACIDTD",NA,"-","-1","-1","-","-2"
"OMHDOCOSACTD",NA,"-","-1","-1","-","-2"
"OMHPALTD",NA,"-","-1","-1","-","-2"
"PRISTCOAtcx",0,"-","0","0","Negative","-8"
"SBCOAACOTx",0,"-","0","0","Negative","-8"
"SCP21cx",0,"-","0","0","Negative","-8"
"SEBACACT",NA,"-","-1","-1","-","-2"
"SEBACIDtx",NA,"-","-1","-1","-","-2"
"SEBCOACROT",0,"-","0","0","Negative","-8"
"SEBCOAPET",0,"-","0","0","Negative","-8"
"STCOATxc",1,"Present","1","1","Medium","10"
"STRDNCCOAtxc",1,"Present","1","1","Medium","10"
"SUBEACtx",NA,"-","-1","-1","-","-2"
"SUBERCACT",1,"Present","1","1","Medium","10"
"SUBERCROT",0,"-","0","0","Negative","-8"
"SUBERICACT",NA,"-","-1","-1","-","-2"
"SUCCACT",NA,"-","-1","-1","-","-2"
"SUCCCROT",0,"-","0","0","Negative","-8"
"SUCCOAPET",0,"-","0","0","Negative","-8"
"TDCRNe",NA,"-","-1","-1","-","-2"
"TETDEC2CRNe",NA,"-","-1","-1","-","-2"
"TETDECE1CRNe",NA,"-","-1","-1","-","-2"
"TIGCRNe",NA,"-","-1","-1","-","-2"
"34DHPHELAT1tc",1,"Present","1","1","Medium","10"
"4OHPROIMINOtc",0,"-","0","0","Negative","-8"
"ALAALACNc",2,"Present","2","2","High","15"
"ALAALAPEPT1tc",0,"-","0","0","Negative","-8"
"ALAyLATthc",2,"Present","2","2","High","15"
"ASCBSVCTtc",0,"-","0","0","Negative","-8"
"ASNATB0tc",0,"-","0","0","Negative","-8"
"BALAPAT1tc",1,"Present","1","1","Medium","10"
"BGLUGCHe",NA,"-","-1","-1","-","-2"
"BGLUTCHLe",NA,"-","-1","-1","-","-2"
"BGLUTDECHOe",NA,"-","-1","-1","-","-2"
"BTNTe",NA,"-","-1","-1","-","-2"
"CARPEPT1tc",0,"-","0","0","Negative","-8"
"CARhPTtc",0,"-","0","0","Negative","-8"
"CBLTDe",NA,"-","-1","-1","-","-2"
"CBLtle",0,"-","0","0","Negative","-8"
"CYSSNAT5tc",0,"-","0","0","Negative","-8"
"CYSTALArBATtc",0,"-","0","0","Negative","-8"
"CYSTLEUrBATtc",0,"-","0","0","Negative","-8"
"FOLTle",0,"-","0","0","Negative","-8"
"GALSGLT1le",0,"-","0","0","Negative","-8"
"GLCSGLT1le",0,"-","0","0","Negative","-8"
"GLNATB0tc",0,"-","0","0","Negative","-8"
"GLNyLATthc",2,"Present","2","2","High","15"
"GLYGLYCNc",2,"Present","2","2","High","15"
"GLYGLYPEPT1tc",0,"-","0","0","Negative","-8"
"GLYPHEPEPT1tc",0,"-","0","0","Negative","-8"
"GLYPROPEPT1tc",0,"-","0","0","Negative","-8"
"GLYSARCNc",3,"Present","2","2","High","20"
"GLYSARPEPT1tc",0,"-","0","0","Negative","-8"
"GUMDCHAe",NA,"-","-1","-1","-","-2"
"GUMGCHLe",NA,"-","-1","-1","-","-2"
"GUMTCHOLe",NA,"-","-1","-1","-","-2"
"HIShPTtc",0,"-","0","0","Negative","-8"
"HISyLATtc",2,"Present","2","2","High","15"
"HISyLATthc",2,"Present","2","2","High","15"
"HPETFABP1tc",1,"Present","1","1","Medium","10"
"LEUGLYPEPT1tc",0,"-","0","0","Negative","-8"
"LEULEULAPc",3,"Present","2","2","High","20"
"LEULEUPEPT1tc",0,"-","0","0","Negative","-8"
"LEUyLAThtc",2,"Present","2","2","High","15"
"LINOFATPtc",0,"-","0","0","Negative","-8"
"METyLATthc",2,"Present","2","2","High","15"
"NACHORCTL3le",0,"-","0","0","Negative","-8"
"OCDEAFABP1tc",1,"Present","1","1","Medium","10"
"OLEICFATPtc",0,"-","0","0","Negative","-8"
"PALFATPtc",0,"-","0","0","Negative","-8"
"PCHOLHSTDe",NA,"-","-1","-1","-","-2"
"PECDCHe",NA,"-","-1","-1","-","-2"
"PECGCHLe",NA,"-","-1","-1","-","-2"
"PECTCHLe",NA,"-","-1","-1","-","-2"
"PEHSFABPe",1,"Present","1","1","Medium","10"
"PHEATB0tc",0,"-","0","0","Negative","-8"
"PHEyLATthc",2,"Present","2","2","High","15"
"PMTCOAFABP1tc",1,"Present","1","1","Medium","10"
"PNTORDe",NA,"-","-1","-1","-","-2"
"PROGLYPEPT1tc",0,"-","0","0","Negative","-8"
"PROGLYPRO1c",0,"-","0","0","Negative","-8"
"PROIMINOtc",0,"-","0","0","Negative","-8"
"PSYGCHe",NA,"-","-1","-1","-","-2"
"PSYTCHe",NA,"-","-1","-1","-","-2"
"PSYTDECHe",NA,"-","-1","-1","-","-2"
"TAGHSTDe",NA,"-","-1","-1","-","-2"
"TAUPAT1c",1,"Present","1","1","Medium","10"
"THMATPe",NA,"-","-1","-1","-","-2"
"THRATB0tc",0,"-","0","0","Negative","-8"
"TRPATB0tc",0,"-","0","0","Negative","-8"
"TYRATB0tc",0,"-","0","0","Negative","-8"
"VITEtl",0,"-","0","0","Negative","-8"
"VITKtl",NA,"-","-1","-1","-","-2"
"XOLEST2HSTDle",NA,"-","-1","-1","-","-2"
"1a25DHVITD3TRn",NA,"-","-1","-1","-","-2"
"3AIB_Dtm",NA,"-","-1","-1","-","-2"
"4ABUTtcn",NA,"-","-1","-1","-","-2"
"4HPROLTASCT1",0,"-","0","0","Negative","-8"
"ADNK3",NA,"-","-1","-1","-","-2"
"ADNK4",NA,"-","-1","-1","-","-2"
"AHCYStd",NA,"-","-1","-1","-","-2"
"ARACHFATPc",NA,"-","-1","-1","-","-2"
"ASPDTDe",NA,"-","-1","-1","-","-2"
"ASPPROASCT1",0,"-","0","0","Negative","-8"
"BIDGLCURr",0,"-","0","0","Negative","-8"
"CYSAMOe",NA,"-","-1","-1","-","-2"
"Coqe",NA,"-","-1","-1","-","-2"
"DATPtm",NA,"-","-1","-1","-","-2"
"DCTPtm",NA,"-","-1","-1","-","-2"
"DGTPtm",NA,"-","-1","-1","-","-2"
"DHAPtc",NA,"-","-1","-1","-","-2"
"DPCOAPPe",NA,"-","-1","-1","-","-2"
"DSREDUCr",0,"-","0","0","Negative","-8"
"DTMPKm",2,"Present","2","2","High","15"
"DTTPtm",NA,"-","-1","-1","-","-2"
"EX_4hpro[e]",NA,"-","-1","-1","-","-2"
"EX_adpcbl[e]",NA,"-","-1","-1","-","-2"
"EX_alaala[e]",NA,"-","-1","-1","-","-2"
"EX_bglc[e]",NA,"-","-1","-1","-","-2"
"EX_carn[e]",NA,"-","-1","-1","-","-2"
"EX_dchac[e]",NA,"-","-1","-1","-","-2"
"EX_glgchlo[e]",NA,"-","-1","-1","-","-2"
"EX_gltcho[e]",NA,"-","-1","-1","-","-2"
"EX_gltdechol[e]",NA,"-","-1","-1","-","-2"
"EX_glygly[e]",NA,"-","-1","-1","-","-2"
"EX_glysar[e]",NA,"-","-1","-1","-","-2"
"EX_gum[e]",NA,"-","-1","-1","-","-2"
"EX_gumdchac[e]",NA,"-","-1","-1","-","-2"
"EX_gumgchol[e]",NA,"-","-1","-1","-","-2"
"EX_gumtchol[e]",NA,"-","-1","-1","-","-2"
"EX_leugly[e]",NA,"-","-1","-1","-","-2"
"EX_leuleu[e]",NA,"-","-1","-1","-","-2"
"EX_pect[e]",NA,"-","-1","-1","-","-2"
"EX_pectindchac[e]",NA,"-","-1","-1","-","-2"
"EX_pectingchol[e]",NA,"-","-1","-1","-","-2"
"EX_pectintchol[e]",NA,"-","-1","-1","-","-2"
"EX_psyl[e]",NA,"-","-1","-1","-","-2"
"EX_psylchol[e]",NA,"-","-1","-1","-","-2"
"EX_psyltchol[e]",NA,"-","-1","-1","-","-2"
"EX_psyltdechol[e]",NA,"-","-1","-1","-","-2"
"EX_sfcys[e]",NA,"-","-1","-1","-","-2"
"EX_tdechola[e]",NA,"-","-1","-1","-","-2"
"EX_cysam[e]",NA,"-","-1","-1","-","-2"
"EX_dpcoa[e]",NA,"-","-1","-1","-","-2"
"EX_fmn[e]",NA,"-","-1","-1","-","-2"
"EX_hyptaur[e]",NA,"-","-1","-1","-","-2"
"EX_pan4p[e]",NA,"-","-1","-1","-","-2"
"EX_ptth[e]",NA,"-","-1","-1","-","-2"
"EX_q10[e]",NA,"-","-1","-1","-","-2"
"EX_q10h2[e]",NA,"-","-1","-1","-","-2"
"FADDPle",0,"-","0","0","Negative","-8"
"FMNALKPle",1,"Present","1","1","Medium","10"
"FRDPtcr",NA,"-","-1","-1","-","-2"
"G6PDH2c",0,"-","0","0","Negative","-8"
"GLUPROASCT1",0,"-","0","0","Negative","-8"
"GNDc",2,"Present","2","2","High","15"
"HYPTROXe",NA,"-","-1","-1","-","-2"
"INSK",NA,"-","-1","-1","-","-2"
"KHte",NA,"-","-1","-1","-","-2"
"LACLt",NA,"-","-1","-1","-","-2"
"LAPCOAe",NA,"-","-1","-1","-","-2"
"LEUGLYHYc",NA,"-","-1","-1","-","-2"
"MAL_Ltx",NA,"-","-1","-1","-","-2"
"MDHx",NA,"-","-1","-1","-","-2"
"NADtm",NA,"-","-1","-1","-","-2"
"OCDCAFATPc",NA,"-","-1","-1","-","-2"
"PAN4PPe",NA,"-","-1","-1","-","-2"
"PGLc",1,"Present","1","1","Medium","10"
"PNTEHe",NA,"-","-1","-1","-","-2"
"PPItm",NA,"-","-1","-1","-","-2"
"PRO_Dtde",NA,"-","-1","-1","-","-2"
"PTCRTD",NA,"-","-1","-1","-","-2"
"PTPATe",NA,"-","-1","-1","-","-2"
"Q10H2e",NA,"-","-1","-1","-","-2"
"RPEc",0,"-","0","0","Negative","-8"
"SFCYSc",NA,"-","-1","-1","-","-2"
"SFCYSe",NA,"-","-1","-1","-","-2"
"TAURCHAe",NA,"-","-1","-1","-","-2"
"TTDCAFATPc",NA,"-","-1","-1","-","-2"
"q10h2tc",NA,"-","-1","-1","-","-2"
"q10tm",NA,"-","-1","-1","-","-2"
"34HPPte",NA,"-","-1","-1","-","-2"
"3MOBte",NA,"-","-1","-1","-","-2"
"3MOPte",NA,"-","-1","-1","-","-2"
"4HPRO_LTte",NA,"-","-1","-1","-","-2"
"4MOPte",NA,"-","-1","-1","-","-2"
"5MTAte",NA,"-","-1","-1","-","-2"
"5OXPROt",NA,"-","-1","-1","-","-2"
"AHCYSte",NA,"-","-1","-1","-","-2"
"AICARte",NA,"-","-1","-1","-","-2"
"ANTHte",NA,"-","-1","-1","-","-2"
"CBASPte",NA,"-","-1","-1","-","-2"
"EX_34hpp[e]",NA,"-","-1","-1","-","-2"
"EX_3mob[e]",NA,"-","-1","-1","-","-2"
"EX_3mop[e]",NA,"-","-1","-1","-","-2"
"EX_4mop[e]",NA,"-","-1","-1","-","-2"
"EX_5mta[e]",NA,"-","-1","-1","-","-2"
"EX_5oxpro[e]",NA,"-","-1","-1","-","-2"
"EX_ahcys[e]",NA,"-","-1","-1","-","-2"
"EX_aicar[e]",NA,"-","-1","-1","-","-2"
"EX_anth[e]",NA,"-","-1","-1","-","-2"
"EX_cbasp[e]",NA,"-","-1","-1","-","-2"
"MAL_Lte",NA,"-","-1","-1","-","-2"
"OROTGLUt",0,"-","0","0","Negative","-8"
"PNTOte",NA,"-","-1","-1","-","-2"
"5HOXINDOAtr",0,"-","0","0","Negative","-8"
"GLYALDtr",NA,"-","-1","-1","-","-2"
"PEPtr",NA,"-","-1","-1","-","-2"
"GUDACtr",NA,"-","-1","-1","-","-2"
"GUDACtr2",NA,"-","-1","-1","-","-2"
"LKYNRtr",0,"-","0","0","Negative","-8"
"LKYNRtr2",0,"-","0","0","Negative","-8"
"LKYNRtr3",0,"-","0","0","Negative","-8"
"BALAPAT1tc2",NA,"-","-1","-1","-","-2"
"BALABETAtc2",NA,"-","-1","-1","-","-2"
"CALAtr",NA,"-","-1","-1","-","-2"
"KYNATEtr",0,"-","0","0","Negative","-8"
"KYNATEtr2",NA,"-","-1","-1","-","-2"
"3ANTHRNtr",NA,"-","-1","-1","-","-2"
"HKYNRtr",1,"Present","1","1","Medium","10"
"QULNtr",0,"-","0","0","Negative","-8"
"2PGtr",NA,"-","-1","-1","-","-2"
"CARNtr",NA,"-","-1","-1","-","-2"
"CHOLPtr",NA,"-","-1","-1","-","-2"
"CYST_Ltr",NA,"-","-1","-1","-","-2"
"DCMPtr",NA,"-","-1","-1","-","-2"
"DHAPtr",NA,"-","-1","-1","-","-2"
"DMGLYtr",NA,"-","-1","-1","-","-2"
"ETHAMPtr",NA,"-","-1","-1","-","-2"
"FUMtr",NA,"-","-1","-1","-","-2"
"G3PCtr",NA,"-","-1","-1","-","-2"
"GLCURtr",NA,"-","-1","-1","-","-2"
"ICITtr",NA,"-","-1","-1","-","-2"
"L2AADPtr",NA,"-","-1","-1","-","-2"
"XANtr",NA,"-","-1","-1","-","-2"
"XMPtr",NA,"-","-1","-1","-","-2"
"XTSNtr",NA,"-","-1","-1","-","-2"
"3PGtr",NA,"-","-1","-1","-","-2"
"UDPGLCURtr",NA,"-","-1","-1","-","-2"
"IMPtr",NA,"-","-1","-1","-","-2"
"GLYC3tr",NA,"-","-1","-1","-","-2"
"NICRNtr",NA,"-","-1","-1","-","-2"
"OROT5Ptr",NA,"-","-1","-1","-","-2"
"EX_2pg[e]",NA,"-","-1","-1","-","-2"
"EX_5hoxindoa[e]",NA,"-","-1","-1","-","-2"
"EX_cala[e]",NA,"-","-1","-1","-","-2"
"EX_cholp[e]",NA,"-","-1","-1","-","-2"
"EX_cyst_L[e]",NA,"-","-1","-1","-","-2"
"EX_dcmp[e]",NA,"-","-1","-1","-","-2"
"EX_dmgly[e]",NA,"-","-1","-1","-","-2"
"EX_ethamp[e]",NA,"-","-1","-1","-","-2"
"EX_g3pc[e]",NA,"-","-1","-1","-","-2"
"EX_glyald[e]",NA,"-","-1","-1","-","-2"
"EX_gudac[e]",NA,"-","-1","-1","-","-2"
"EX_hcys_L[e]",NA,"-","-1","-1","-","-2"
"EX_icit[e]",NA,"-","-1","-1","-","-2"
"EX_kynate[e]",NA,"-","-1","-1","-","-2"
"EX_L2aadp[e]",NA,"-","-1","-1","-","-2"
"EX_Lkynr[e]",NA,"-","-1","-1","-","-2"
"EX_pep[e]",NA,"-","-1","-1","-","-2"
"EX_quln[e]",NA,"-","-1","-1","-","-2"
"EX_xmp[e]",NA,"-","-1","-1","-","-2"
"EX_xtsn[e]",NA,"-","-1","-1","-","-2"
"EX_3pg[e]",NA,"-","-1","-1","-","-2"
"EX_3hanthrn[e]",NA,"-","-1","-1","-","-2"
"EX_udpglcur[e]",NA,"-","-1","-1","-","-2"
"EX_hLkynr[e]",NA,"-","-1","-1","-","-2"
"EX_nicrnt[e]",NA,"-","-1","-1","-","-2"
"EX_orot5p[e]",NA,"-","-1","-1","-","-2"
"EX_glyc3p[e]",NA,"-","-1","-1","-","-2"
"ALAB0AT3tc",0,"-","0","0","Negative","-8"
"ARACHDFATPtc",0,"-","0","0","Negative","-8"
"ARGB0AT3tc",0,"-","0","0","Negative","-8"
"ASNB0AT3tc",0,"-","0","0","Negative","-8"
"BETBGTtc",1,"Present","1","1","Medium","10"
"BUTSMCT1",0,"-","0","0","Negative","-8"
"CRNATBtc",0,"-","0","0","Negative","-8"
"CYSB0AT3tc",0,"-","0","0","Negative","-8"
"DHEASABCCte",0,"-","0","0","Negative","-8"
"DOPAENT4tc",0,"-","0","0","Negative","-8"
"ESTRAABCtc",0,"-","0","0","Negative","-8"
"ESTROSABCCte",0,"-","0","0","Negative","-8"
"ESTRSABCtc",0,"-","0","0","Negative","-8"
"FOLABCCte",2,"Present","2","2","High","15"
"FOLOAT1tc",0,"-","0","0","Negative","-8"
"FOLOAT2tc",0,"-","0","0","Negative","-8"
"FOLOATPtc",0,"-","0","0","Negative","-8"
"GABABGTtc",1,"Present","1","1","Medium","10"
"GLNB0AT3tc",0,"-","0","0","Negative","-8"
"GLUB0AT3tc",0,"-","0","0","Negative","-8"
"GSNt2r",0,"-","0","0","Negative","-8"
"H2OGLYAQPt",1,"Present","1","1","Medium","10"
"ILEB0AT3tc",0,"-","0","0","Negative","-8"
"LEUB0AT3tc",0,"-","0","0","Negative","-8"
"LEUKABCtc",0,"-","0","0","Negative","-8"
"LGNCFATPtc",0,"-","0","0","Negative","-8"
"METB0AT3tc",0,"-","0","0","Negative","-8"
"NACSMCTte",0,"-","0","0","Negative","-8"
"PGLYCABCte",0,"-","0","0","Negative","-8"
"PHEB0AT3tc",0,"-","0","0","Negative","-8"
"PHEMEABCte",0,"-","0","0","Negative","-8"
"PPASMCT1",0,"-","0","0","Negative","-8"
"PSHSABCtc",0,"-","0","0","Negative","-8"
"PYRSMCT1",0,"-","0","0","Negative","-8"
"RETABCtc",0,"-","0","0","Negative","-8"
"SERB0AT3tc",0,"-","0","0","Negative","-8"
"SRTNENT4tc",0,"-","0","0","Negative","-8"
"TCHOLABCtc",0,"-","0","0","Negative","-8"
"TRPB0AT3tc",0,"-","0","0","Negative","-8"
"TYRB0AT3tc",0,"-","0","0","Negative","-8"
"VALB0AT3tc",0,"-","0","0","Negative","-8"
"RIBFLVte",2,"Present","2","2","High","15"
"ARGSUCte",NA,"-","-1","-1","-","-2"
"ACRNte",0,"-","0","0","Negative","-8"
"PCRNte",0,"-","0","0","Negative","-8"
"LNELDCCRNte",0,"-","0","0","Negative","-8"
"ODECRNte",0,"-","0","0","Negative","-8"
"STCRNte",0,"-","0","0","Negative","-8"
"PMTCRNte",0,"-","0","0","Negative","-8"
"HDCECRNte",0,"-","0","0","Negative","-8"
"EX_argsuc[e]",NA,"-","-1","-1","-","-2"
"EX_acrn[e]",NA,"-","-1","-1","-","-2"
"EX_pcrn[e]",NA,"-","-1","-1","-","-2"
"EX_lneldccrn[e]",NA,"-","-1","-1","-","-2"
"EX_odecrn[e]",NA,"-","-1","-1","-","-2"
"EX_stcrn[e]",NA,"-","-1","-1","-","-2"
"EX_pmtcrn[e]",NA,"-","-1","-1","-","-2"
"EX_hdcecrn[e]",NA,"-","-1","-1","-","-2"
"PCREATte",NA,"-","-1","-1","-","-2"
"HC00342te",NA,"-","-1","-1","-","-2"
"C08261te",NA,"-","-1","-1","-","-2"
"BGLYte",NA,"-","-1","-1","-","-2"
"ALPA_HSx",NA,"-","-1","-1","-","-2"
"15KPROSTGF2c",0,"-","0","0","Negative","-8"
"ADPOHc",NA,"-","-1","-1","-","-2"
"PHLAC",NA,"-","-1","-1","-","-2"
"AND19ONEc",0,"-","0","0","Negative","-8"
"DESAT14_9",0,"-","0","0","Negative","-8"
"21HPRGNLONE",0,"-","0","0","Negative","-8"
"3MHISc",NA,"-","-1","-1","-","-2"
"HMCRNc",NA,"-","-1","-1","-","-2"
"PHACGLYc",NA,"-","-1","-1","-","-2"
"XOLEST183CEH",1,"Present","1","1","Medium","10"
"XOLEST182CEH",1,"Present","1","1","Medium","10"
"XOLEST181CEH",1,"Present","1","1","Medium","10"
"XOLEST205CEH",1,"Present","1","1","Medium","10"
"XOLEST204CEH",1,"Present","1","1","Medium","10"
"XOLEST226CEH",1,"Present","1","1","Medium","10"
"CE4843HYDc",NA,"-","-1","-1","-","-2"
"HXCOAc",NA,"-","-1","-1","-","-2"
"TETDECA511ACc",NA,"-","-1","-1","-","-2"
"GPDDACHOL",1,"Present","1","1","Medium","10"
"ACLYSHYc",NA,"-","-1","-1","-","-2"
"HMCARNc",NA,"-","-1","-1","-","-2"
"METTRANSc",NA,"-","-1","-1","-","-2"
"METDECARc",NA,"-","-1","-1","-","-2"
"3MTPte",NA,"-","-1","-1","-","-2"
"EX_3mtp[e]",NA,"-","-1","-1","-","-2"
"ELAIDCRNte",NA,"-","-1","-1","-","-2"
"GLYC2P3Pc",NA,"-","-1","-1","-","-2"
"LNLCCRNNAt",NA,"-","-1","-1","-","-2"
"PHLACHt",NA,"-","-1","-1","-","-2"
"TTDCRNNAt",NA,"-","-1","-1","-","-2"
"12HPETATP",NA,"-","-1","-1","-","-2"
"15HPETATP",NA,"-","-1","-1","-","-2"
"15KPROSTGF2t",NA,"-","-1","-1","-","-2"
"21HPRGNLONEt1",NA,"-","-1","-1","-","-2"
"21HPRGNLONEt2",NA,"-","-1","-1","-","-2"
"2OXOADPt",NA,"-","-1","-1","-","-2"
"34HPLte",NA,"-","-1","-1","-","-2"
"3HMPtd",NA,"-","-1","-1","-","-2"
"3HPPNOHGLUCte",NA,"-","-1","-1","-","-2"
"3HPPPNOHc",NA,"-","-1","-1","-","-2"
"3HPPt",NA,"-","-1","-1","-","-2"
"3MHISt1",NA,"-","-1","-1","-","-2"
"3MHISt2",NA,"-","-1","-1","-","-2"
"3MHISt3",NA,"-","-1","-1","-","-2"
"3MOXTYRt",NA,"-","-1","-1","-","-2"
"3UIBtd",NA,"-","-1","-1","-","-2"
"4AABUTNt",NA,"-","-1","-1","-","-2"
"4TMEABUTNt1",NA,"-","-1","-1","-","-2"
"4TMEABUTNt2",NA,"-","-1","-1","-","-2"
